Reaction_Type_Standardized,AREA_TOTAL_REDUCED,z-Score,Reactant_A,Reactant_B,Reactant_A_Type,Reactant_B_Type,Reactant_A_Category,Reactant_B_Category,Catalyst,Ligand,Base,Solvent,Secondary Solvent,Additive,Coupling Reagent
Buchwald-Hartwig,8.94,-0.36,ArBr,RCONH2,ArBr,RCONH2,ArX*,Amide-type,CuI,trans-NN-Dimethylcyclohexane-12-diamine,Cs2CO3,tAmOH,,water,
Hydration,20.37,0.94,RCN,RCN,,,,,,No Ligand,Na2CO3,anisole,water,TBAHS,
Buchwald-Hartwig,0.0,-0.56,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,RuPhos Pd G4,RuPhos,Cs2CO3,MeCN,,water,
Suzuki-Miyaura,40.8,1.25,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dppfPdCl2,dppf,Cs2CO3,PhMe,,water,
Suzuki-Miyaura,90.89,-0.17,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,PPh3)2PdCl2,PPh3,K3PO4,iPrOH,water,,
Buchwald-Hartwig,3.15,-0.86,ArNH2,ArCl,ArCl,ArNH2,ArX*,Aniline-type,QPhos Pd(crotyl)Cl,QPhos,Cs2CO3,MeCN,,water,
Buchwald-Hartwig,73.64,1.0,ArNH2,ArCl,ArCl,ArNH2,ArX*,Aniline-type,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,Cs2CO3,MeCN,,water,
Suzuki-Miyaura,17.17,-2.01,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Li2CO3,iPrOH,,water,
Suzuki-Miyaura,23.02,-0.22,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Li2CO3,anisole,,water,
Buchwald-Hartwig,21.84,0.75,ArBr,arom. NH,ArBr,arom-NH,ArX*,Aniline-type,tBuXPhos Pd G3,tBuXPhos,K3PO4,Dioxane,water,,
Amide-coupling,60.53,0.39,ArNH2,RCO2H or M,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,NEt3,MeCN,,HOPO,T3P
Amide-coupling,57.85,0.31,ArNH2,RCO2H or M,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,NMM,MeCN,,HOPO,DIC
Amide-coupling,90.22,1.3,ArNH2,RCO2H or M,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,NEt3,MeCN,,HOPO,DIC
Amide-coupling,88.85,1.26,ArNH2,RCO2H or M,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,NEt3,MeCN,,HOPO,DIC
Amide-coupling,67.11,0.59,ArNH2,RCO2H or M,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,NEt3,MeCN,,HOPO,DIC
Buchwald-Hartwig,52.41,3.31,ArCl,R2NH a-branch,ArCl,R2NH-a-branch,ArX*,Aliphatic-amine,RuPhos Pd(crotyl)Cl,RuPhos,NaOtBu,PhMe,,,
CN-Coupling,0.96,-1.26,arom. NH,ArBr,ArBr,arom-NH,ArX*,Aniline-type,CuI,No Ligand,K3PO4,DMSO,,,
Buchwald-Hartwig,13.08,-0.81,ArNH2,ArCl,ArCl,ArNH2,ArX*,Aniline-type,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,tAmOH,water,,
Buchwald-Hartwig,0.0,-0.44,ArCl,R2NH a-branch,ArCl,R2NH-a-branch,ArX*,Aliphatic-amine,dpppPdCl2,dppp,NaOtBu,PhMe,,,
Buchwald-Hartwig,36.48,0.36,ArBr,ArNH2,ArBr,ArNH2,ArX*,Aniline-type,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,Cs2CO3,MeTHF,,water,
Glycosidation,27.32,-0.44,Alkyl-OH primary,RCO2R,,ROH-primary,,ROH,,No Ligand,,DMF,,,
Glycosidation,41.82,0.22,Alkyl-OH primary,RCO2R,,ROH-primary,,ROH,,No Ligand,,anisole,,,
Buchwald-Hartwig,25.44,-0.72,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,Cs2CO3,Dioxane,,water,
Buchwald-Hartwig,16.0,-1.17,arom. NH,ArBr,ArBr,arom-NH,ArX*,Aniline-type,CuI,(R)-Binap,K3PO4,DMSO,,,
Buchwald-Hartwig,85.07,1.57,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,NaOtBu,PhMe,,,
Suzuki-Miyaura,6.27,1.37,ArB(OH)2,RCONHR,,ArB(OH)2,,ArB*,dtbpfPdCl2,dtbpf,"DBU, Na2CO3",MeCN,water,,PyClOP
Buchwald-Hartwig,30.5,-0.79,ArBr,RNH2 a-branch,,RNH2-a-branch,,Aliphatic-amine,XPhos Pd G2,XPhos,Cs2CO3,Dioxane,,,
Buchwald-Hartwig,89.8,1.23,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,tBuXPhos Pd G3,tBuXPhos,K3PO4,MeCN,water,,
Hydrolysis,0.0,-0.72,ArBr,ArBr,ArBr,,ArX*,,CuI,BHMPO,K3PO4,MeTHF,water,benzaldehyde oxime,
Hydrolysis,49.1,1.25,ArBr,ArBr,ArBr,,ArX*,,RockPhos Pd G3,RockPhos,CsOH.H2O,anisole,,benzaldehyde oxime,
Hydrolysis,0.0,-0.72,ArBr,ArBr,ArBr,,ArX*,,Me4tBuXPhos Pd G3,Me4tBuXPhos,Cs2CO3,tAmOH,,B(OH)3,
Buchwald-Hartwig,84.34,1.88,ArNH2,ArCl,ArCl,ArNH2,ArX*,Aniline-type,AlphosPd)2cod,AlPhos,Cs2CO3,MeCN,,water,
Deprotection,50.3,-0.38,Protecting Group,Protecting Group,,,,,,No Ligand,,MeCN,,,
Deprotection,98.75,1.38,Protecting Group,Protecting Group,,,,,,No Ligand,,PhMe,,,
Buchwald-Hartwig,51.6,0.41,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,QPhos Pd(crotyl)Cl,QPhos,NaOtBu,tAmOH,,,
Buchwald-Hartwig,0.0,-0.37,ArNH2,ArBr,ArBr,ArNH2,ArX*,Aniline-type,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,tAmOH,water,,
Condensation,0.0,-0.26,ROC(O)NR2,RNH2 a-branch,,"RNH2-a-branch, Carbamate",,"Aliphatic-amine, Amide-type",,No Ligand,K3PO4,anisole,water,HOSu,DIC
Amide-coupling,100.0,1.92,RCO2H or M,RNH2 a-branch,,"RCO2H, RNH2-a-branch",,"Aliphatic-amine, Acyl-source",,No Ligand,DBU,THF,,HOPO,DIC
Amide-coupling,0.0,-0.7,RCO2H or M,RNH2 a-branch,,"RCO2H, RNH2-a-branch",,"Aliphatic-amine, Acyl-source",,No Ligand,DBU,,,HOPO,DIC
Buchwald-Hartwig,59.8,1.19,arom. NH,ArCl,ArCl,arom-NH,ArX*,Aniline-type,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,tAmOH,water,,
Suzuki-Miyaura,100.0,1.99,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,PPh3)2PdCl2,PPh3,K3PO4,EtOH,PhMe,,
Suzuki-Miyaura,59.82,0.48,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,XPhos Pd G2,XPhos,K3PO4,ethylene glycol,water,,
Stannylation,54.8,2.66,ArBr,RSnR3,ArBr,,ArX*,,PPh3)2PdCl2,PPh3,,Dioxane,,,
Stannylation,0.0,-0.54,ArBr,RSnR3,ArBr,,ArX*,,BippyPhos Pd(allyl)OTf,BippyPhos,,Dioxane,,,
Suzuki-Miyaura,58.83,1.06,ArBr,ArB(OR)2,ArBr,,ArX*,,SPhos Pd(crotyl)Cl,SPhos,Na2CO3,Dioxane,water,,
Buchwald-Hartwig,13.2,-0.23,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,BippyPhos Pd(allyl)OTf,BippyPhos,Cs2CO3,Dioxane,,water,
Buchwald-Hartwig,100.0,4.2,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,,No Ligand,Cs2CO3,TPGS-750M,,,
Buchwald-Hartwig,0.0,-0.52,ArBr,RNH2,ArBr,RNH2,ArX*,Aliphatic-amine,QPhos Pd(crotyl)Cl,QPhos,KHMDS,MeCN,,,
Buchwald-Hartwig,0.0,-0.4,ArBr,ArNHR,ArBr,ArNHR,ArX*,Aniline-type,tBuXPhos Pd G3,tBuXPhos,K3PO4,MeCN,water,,
SNAr,4.35,-0.82,RNH2 a-branch,ArCl,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,,No Ligand,K3PO4,MeCN,water,,
Suzuki-Miyaura,37.41,0.2,ArB(OR)2,ArCl,ArCl,ArB(OR)2,ArX*,ArB*,dppfPdCl2,dppf,K3PO4,EtOH,water,,
SNAr,0.0,-0.4,ArOH,ArBr,"ArBr, ArOH",ArOH,"ArOH, ArX*",ArOH,CuI,"N,N-Dimethylglycine hydrochloride",K3PO4,DMSO,water,,
Buchwald-Hartwig,0.0,-0.21,RNH2,ArBr,ArBr,RNH2,ArX*,Aliphatic-amine,QPhos Pd(crotyl)Cl,QPhos,Cs2CO3,MeCN,,,
Buchwald-Hartwig,0.0,-1.22,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,XantPhosPdCl2,XantPhos,KOtPent,PhMe,,,
Buchwald-Hartwig,79.5,1.16,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,XantPhosPdCl2,XantPhos,Cs2CO3,MeCN,,,
Buchwald-Hartwig,84.43,1.31,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,XantPhosPdCl2,XantPhos,Cs2CO3,MeCN,,water,
Buchwald-Hartwig,62.52,0.65,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,XantPhosPdCl2,XantPhos,Cs2CO3,MeCN,,water,
CO-Coupling,21.5,2.18,ArOH,ArBr,"ArBr, ArOH",ArOH,"ArOH, ArX*",ArOH,CuI,"N,N-Dimethylglycine hydrochloride",K3PO4,DMSO,water,,
Deprotection,0.0,-1.06,Protecting Group,Protecting Group,,,,,,No Ligand,,iPrOH,,water,
Suzuki-Miyaura,48.4,0.33,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dppfPdCl2,dppf,K3PO4,EtOH,water,,
CO-Coupling,2.25,-0.49,ArOH,ArBr,"ArBr, ArOH",ArOH,"ArOH, ArX*",ArOH,CuI,"N,N-Dimethylglycine hydrochloride",K3PO4,DMSO,water,,
CO-Coupling,19.76,0.87,ArOH,ArBr,"ArBr, ArOH",ArOH,"ArOH, ArX*",ArOH,CuI,(R)-Binap,K3PO4,DMAc,,,
Amide-coupling,69.11,1.87,R2NH,RCO2H or M,,"R2NH, RCO2H",,"Aliphatic-amine, Acyl-source",,No Ligand,DBU,MeCN,,,PyBrOP
Buchwald-Hartwig,46.48,1.26,ArCl,R2NH a-branch,ArCl,R2NH-a-branch,ArX*,Aliphatic-amine,dppfPdCl2,dppf,KOH,MeCN,water,,
CN-Coupling,18.95,0.31,arom. NH,ArBr,ArBr,arom-NH,ArX*,Aniline-type,CuI,"N,N-Dimethylglycine hydrochloride",K3PO4,DMSO,water,,
CN-Coupling,39.44,1.17,arom. NH,ArBr,ArBr,arom-NH,ArX*,Aniline-type,CuI,PMPBO,Cs2CO3,tAmOH,,,
Condensation,1.78,-0.67,ArNH2,RSO2Cl,,ArNH2,,Aniline-type,,No Ligand,LiHMDS,MeCN,,BSTFA,
Condensation,30.06,0.46,ArNH2,RSO2Cl,,ArNH2,,Aniline-type,,No Ligand,NaOtBu,PhMe,,,
Condensation,73.65,2.19,ArNH2,RSO2Cl,,ArNH2,,Aniline-type,,No Ligand,lutidine,MeCN,,,
Suzuki-Miyaura,11.29,0.76,ArBr,Alkyl-B(OH)2,ArBr,Alkyl-B(OH)2,ArX*,RB*,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,K3PO4,PhMe,water,,
CO-Coupling,0.0,-0.3,ArBr,Alkyl-OH a-branch,ArBr,ROH-a-branch,ArX*,ROH,CuI,NN-Dibenzyloxamide,Cs2CO3,Dioxane,,,
Suzuki-Miyaura,43.37,-0.82,ArBr,Alkyl-B(OH)2,ArBr,Alkyl-B(OH)2,ArX*,RB*,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,Ag2O,PhMe,,,
Buchwald-Hartwig,56.15,0.53,arom. NH,ArBr,ArBr,arom-NH,ArX*,Aniline-type,CuI,PMPBO,Cs2CO3,Dioxane,,,
Deprotection,0.38,-0.45,Protecting Group,Protecting Group,,,,,,No Ligand,,PhMe,,,
Deprotection,22.58,1.69,Protecting Group,Protecting Group,,,,,,No Ligand,,Dioxane,,BSTFA,
Suzuki-Miyaura,0.0,-1.08,ArB(OH)2,ArBr,ArBr,ArB(OH)2,ArX*,ArB*,RuPhos Pd(crotyl)Cl,RuPhos,K3PO4,PhMe,water,,
Suzuki-Miyaura,13.98,0.95,ArB(OH)2,ArBr,ArBr,ArB(OH)2,ArX*,ArB*,XantPhos Pd(allyl)Cl,XantPhos,K3PO4,MeOH,PhMe,,
Amide-coupling,0.0,-0.7,RCO2H or M,ArNH2,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,DBU,THF,,HOPO,DIC
Amide-coupling,5.51,-0.43,RCO2H or M,ArNH2,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,K3PO4,MeCN,,DMF,CyanuricChloride
Amide-coupling,0.0,-0.7,RCO2H or M,ArNH2,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,NEt3,acetone,,,PivCl
Amide-coupling,8.86,-0.27,RCO2H or M,ArNH2,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,"DMAP, NEt3",THF,,,PivCl
Buchwald-Hartwig,0.0,-0.88,RNH2,ArBr,ArBr,RNH2,ArX*,Aliphatic-amine,QPhos Pd(crotyl)Cl,QPhos,Cs2CO3,MeCN,,,
SNAr,49.63,1.83,ArF,arom. NH,ArF,arom-NH,ArX*,Aniline-type,,No Ligand,Cs2CO3,DMSO,,,
SNAr,15.66,-0.3,ArF,arom. NH,ArF,arom-NH,ArX*,Aniline-type,,No Ligand,K3PO4,MeTHF,,,
CN-Coupling,27.48,0.21,arom. NH,ArCl,ArCl,arom-NH,ArX*,Aniline-type,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,Dioxane,water,,
CN-Coupling,0.7,-0.93,arom. NH,ArCl,ArCl,arom-NH,ArX*,Aniline-type,,No Ligand,TMG,MeCN,,,
Arylation-acidic-C-H,0.0,-0.46,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,CuI,Picolinic acid,NaH,PhMe,,,
Arylation-acidic-C-H,0.0,-0.46,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,Me3(OMe)tBuXPhos Pd G3,Me3(OMe)-tBuXPhos,K3PO4,BuOH,water,,
Arylation-acidic-C-H,0.0,-0.46,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,Me3(OMe)tBuXPhos Pd G3,Me3(OMe)-tBuXPhos,K3PO4,ethylene glycol,water,,
Arylation-acidic-C-H,31.53,1.48,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,[Pd(allyl)(Me4-tBu-XPhos)]OTf,Me4tBuXPhos,DBU,DMSO,,,
Arylation-acidic-C-H,0.0,-0.6,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,CuI,Picolinic acid,NaH,PhMe,,,
Arylation-acidic-C-H,1.54,-0.53,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,[Pd(allyl)(Me4-tBu-XPhos)]OTf,Me4tBuXPhos,LiHMDS,anisole,,,
CO-Coupling,2.25,-0.09,ArOH,ArBr,"ArBr, ArOH",ArOH,"ArOH, ArX*",ArOH,Cu2O,BPPO,K3PO4,Propionitrile,water,,
CO-Coupling,46.59,1.16,ArOH,ArI,"ArI, ArOH",ArOH,"ArOH, ArX*",ArOH,CuI,(R)-Binap,K3PO4,DMSO,,,
CO-Coupling,31.71,0.43,ArOH,ArI,"ArI, ArOH",ArOH,"ArOH, ArX*",ArOH,CuO,DL-Proline,K3PO4,Propionitrile,water,,
CO-Coupling,0.0,-1.14,ArOH,ArI,"ArI, ArOH",ArOH,"ArOH, ArX*",ArOH,Cu2O,BPPO,K3PO4,MeCN,water,,
CO-Coupling,0.0,-1.14,ArOH,ArI,"ArI, ArOH",ArOH,"ArOH, ArX*",ArOH,Cu2O,trans-Hyp,K3PO4,Propionitrile,water,,
CO-Coupling,10.94,-0.6,ArOH,ArI,"ArI, ArOH",ArOH,"ArOH, ArX*",ArOH,Cu2O,trans-Hyp,K3PO4,MeCN,water,,
Suzuki-Miyaura,73.93,0.81,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,iPrOAc,water,,
Suzuki-Miyaura,20.57,-0.19,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,ethylene glycol,water,,
Suzuki-Miyaura,48.52,1.15,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,MeOH,water,,
Suzuki-Miyaura,57.28,1.57,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,meCgPPh Pd G3,meCgPPh,K2CO3,MeOH,water,water,
Suzuki-Miyaura,15.4,-0.43,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,meCgPPh Pd G3,meCgPPh,K3PO4,anisole,iPrOH,TBAC,
CH-Activation,0.0,-0.82,ArH,ArCl,ArCl,,ArX*,,N-XantPhos Pd G3,N-XantPhos,"K2CO3, KOAc",DMSO,,,
CH-Activation,1.65,-0.69,ArH,ArCl,ArCl,,ArX*,,XantPhos Pd(allyl)Cl,XantPhos,K2CO3,anisole,water,"Potassium 2-ethylhexanoate, TBAC",
CH-Activation,0.28,-0.8,ArH,ArCl,ArCl,,ArX*,,XantPhos Pd(allyl)Cl,XantPhos,K2CO3,anisole,water,Potassium 2-ethylhexanoate,
CH-Activation,30.2,1.67,ArH,ArCl,ArCl,,ArX*,,XantPhosPdCl2,XantPhos,NaHCO3,water,xylenes,"Potassium 2-ethylhexanoate, TBAB",
Borylation-Miyaura,67.94,-0.02,ArBr,ArBr,ArBr,,ArX*,,XPhos Pd(crotyl)Cl,XPhos,KOAc,PhMe,,,
Heck,0.13,-0.75,ArCl,alkene,ArCl,alkene,ArX*,Alkene,XantPhos Pd(allyl)Cl,XantPhos,DBU,Propionitrile,,TBAC,
Heck,25.35,1.16,ArCl,alkene,ArCl,alkene,ArX*,Alkene,[Pd(allyl)(Me4-tBu-XPhos)]OTf,Me4tBuXPhos,DIPEA,tAmOH,,TBAC,
Heck,0.16,-0.75,ArCl,alkene,ArCl,alkene,ArX*,Alkene,AlphosPd)2cod,AlPhos,TMG,tAmOH,,TBAC,
Heck,28.0,1.36,ArCl,alkene,ArCl,alkene,ArX*,Alkene,[Pd(allyl)(Me4-tBu-XPhos)]OTf,Me4tBuXPhos,N-Methyldicyclohexylamin,tAmOH,,TBAC,
Dimerization-reductive,13.8,0.24,ArOSO2R,ArOSO2R,ArOSO2R,,ArX*,,XPhos Pd(crotyl)Cl,XPhos,"K2CO3, Potassium 2-ethylhexanoate",EtOH,water,,
Dimerization-reductive,7.58,-0.28,ArOSO2R,ArOSO2R,ArOSO2R,,ArX*,,meCgPPh Pd G3,meCgPPh,K3PO4,iPrOAc,water,TBAB,
Suzuki-Miyaura,45.52,1.13,ArBr,ArCl,"ArBr, ArCl",,ArX*,,XPhos Pd(crotyl)Cl,XPhos,"K3PO4, Potassium 2-ethylhexanoate",iPrOAc,water,,
Borylation-Miyaura,21.64,-0.32,ArBr,ArBr,ArBr,,ArX*,,XPhos Pd(crotyl)Cl,XPhos,KOAc,PhMe,,,
Suzuki-Miyaura,77.19,-0.07,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,K3PO4,PhMe,water,,
Suzuki-Miyaura,17.35,-2.37,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,K3PO4,THF,water,,
Arylation-acidic-C-H,0.0,-0.5,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,K2CO3,tAmOH,,,
Arylation-acidic-C-H,0.0,-0.5,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,LiHMDS,PhMe,,,
Arylation-acidic-C-H,0.0,-0.5,ArBr,Alkyl-H acidic,ArI,Alkyl-H-acidic,ArX*,Alkyl-C-H,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,LiHMDS,PhMe,,,
CN-Coupling,14.19,-0.24,ArBr,RNH2,ArBr,RNH2,ArX*,Aliphatic-amine,XantPhos Pd(allyl)Cl,XantPhos,NaOtBu,tAmOH,,,
Buchwald-Hartwig,0.36,-0.9,Lactam,ArCl,ArCl,Lactam,ArX*,Amide-type,XantPhosPdCl2,XantPhos,Cs2CO3,MeTHF,,,
Suzuki-Miyaura,8.76,0.45,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Cs2CO3,EtOH,,water,
Suzuki-Miyaura,2.74,-0.79,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,XPhos Pd(crotyl)Cl,XPhos,Cs2CO3,EtOAc,,water,
Buchwald-Hartwig,63.56,1.53,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,XantPhos Pd(allyl)Cl,XantPhos,Cs2CO3,Dioxane,,water,
Buchwald-Hartwig,22.02,-0.13,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,XantPhos Pd(allyl)Cl,XantPhos,NaOtBu,PhMe,,TBAC,
Buchwald-Hartwig,22.8,-0.1,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,XantPhosPdCl2,XantPhos,NaOtBu,MeTHF,,,
Buchwald-Hartwig,90.32,2.6,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,[Pd(Cinnamyl)Cl]2,"Missing, Xantphos",NaOtPent,TBME,,,
CH-Activation,29.43,1.24,ArH,ArBr,ArBr,,ArX*,,XantPhos Pd(allyl)Cl,XantPhos,Cs2CO3,Propionitrile,,TBAC,
CH-Activation,26.45,1.0,ArH,ArBr,ArBr,,ArX*,,XantPhos Pd(allyl)Cl,XantPhos,"KOPiv, NaHCO3",xylenes,,TBAB,
Dehydration,12.99,0.9,RCONHR,RCONHR,,,,,,No Ligand,NMM,THF,,,PyBrOP
Dehydration,59.04,5.96,RCONHR,RCONHR,,,,,,No Ligand,DBU,MeCN,,,PyBrOP
CH-Activation,38.04,0.95,ArH,ArBr,ArBr,,ArX*,,AlPhosPd G6 Br,AlPhos,NaHCO3,xylenes,,"KOPiv, TBAB",
Buchwald-Hartwig,0.48,-0.76,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,MeTHF,water,,
Buchwald-Hartwig,45.27,1.24,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,K3PO4,MeCN,water,,
Buchwald-Hartwig,33.37,0.71,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,QPhos Pd(crotyl)Cl,QPhos,Cs2CO3,PhMe,,,
Buchwald-Hartwig,93.97,3.41,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,cBridP Pd(allyl)Cl,cBridP,Cs2CO3,MeTHF,,water,
Suzuki-Miyaura,17.34,1.49,ArBr,ArBr,ArBr,,ArX*,,meCgPPh Pd G3,meCgPPh,"K3PO4, Potassium 2-ethylhexanoate",PhMe,water,TBAB,
Suzuki-Miyaura,0.57,-1.17,ArBr,ArBr,ArBr,,ArX*,,meCgPPh Pd G3,meCgPPh,"K3PO4, Potassium 2-ethylhexanoate",PhMe,water,TBAB,
Suzuki-Miyaura,18.32,1.64,ArBr,ArBr,ArBr,,ArX*,,cataCXiumA Pd G3,CataCXiumA,"K3PO4, Potassium 2-ethylhexanoate",tAmOH,water,TBAB,
Suzuki-Miyaura,31.68,0.26,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,MeOH,water,TBAB,
Suzuki-Miyaura,27.32,-1.51,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,anisole,water,TBAB,
Suzuki-Miyaura,57.05,0.38,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,AmPhos2PdCl2,AmPhos,NaHCO3,MeOH,water,TBAB,
CN-Coupling,20.7,0.05,R2NH,ArCl,ArCl,R2NH,ArX*,Aliphatic-amine,SPhos Pd(crotyl)Cl,SPhos,K3PO4,MeCN,water,,
CN-Coupling,12.28,-0.26,R2NH,ArCl,ArCl,R2NH,ArX*,Aliphatic-amine,,No Ligand,DBU,DMSO,,,
Suzuki-Miyaura,24.61,0.25,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,Dioxane,water,TBAB,
Buchwald-Hartwig,67.76,0.63,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,cBridP Pd(allyl)Cl,cBridP,Cs2CO3,PhMe,,water,
Borylation-C-H,46.19,1.83,ArH,ArH,,,,,[Ir(cod)OMe]2,"1,10-Phenanthroline",,cyclohexane,,,
SNAr,100.0,3.27,Alkyl-OH a-branch,ArF,ArF,ROH-a-branch,ArX*,ROH,,No Ligand,TMG,DMSO,,,
Suzuki-Miyaura,0.0,-0.2,ArBr,ArBr,ArBr,,ArX*,,AmPhos2PdCl2,AmPhos,K3PO4,THF,TPGS-750M,,
Buchwald-Hartwig,8.04,0.46,ArCl,R2NH,ArCl,R2NH,ArX*,Aliphatic-amine,RuPhos Pd G4,RuPhos,Cs2CO3,MeCN,,,
Buchwald-Hartwig,1.51,-0.85,ArCl,R2NH,ArCl,R2NH,ArX*,Aliphatic-amine,dppfPdCl2,dppf,KHMDS,PhMe,,,
Negishi-in-situ,0.0,-0.54,Alkyl-I,ArBr,"Alkyl-I, ArBr",,"ArX*, Alkyl-X",,"Cu2O, Ni(OAc)2",Me4phen,,Brij 35,PhMe,Potassium 2-ethylhexanoate,
