"ELN_ID","PLATENUMBER","Coordinate","AREA_TOTAL_REDUCED","Base","Catalyst","Solvent","Ligand","Additive","Coupling Reagent","Secondary Solvent","Tertiary Solvent","Reaction Type","FG A","FG B","FG_sorted","z-Score","output_column"
"ELN032036-098",2,"G11",35.16,"DIPEA","CuI","DMC","trans-NN-Dimethylcyclohexane-12-diamine",,,,,"CN-Coupling","ROC(O)NR2","ArI","ArI, ROC(O)NR2",-0.34,"15 h at 85 °C"
"ELN032036-098",4,"G11",33.47,"K2HPO4","CuBr","iPrOAc","trans-NN-Dimethylcyclohexane-12-diamine",,,,,"CN-Coupling","ROC(O)NR2","ArI","ArI, ROC(O)NR2",-0.4,"26 h at 85 °C"
"ELN032036-098",5,"G11",15.22,"K2CO3","CuI","NMI","trans-NN-Dimethylcyclohexane-12-diamine","TBAB",,,,"CN-Coupling","ROC(O)NR2","ArI","ArI, ROC(O)NR2",-1.14,"21 h at 85 °C"
"ELN032036-098",6,"G11",0,"K2CO3","CuI","BuOH","triisobutylphosphatrane",,,,,"CN-Coupling","ROC(O)NR2","ArI","ArI, ROC(O)NR2",-1.75,
"ELN032036-098",7,"G11",38.88,"DBU","CuI","MeCN","trans-NN-Dimethylcyclohexane-12-diamine",,,,,"CN-Coupling","ROC(O)NR2","ArI","ArI, ROC(O)NR2",-0.19,"16 h at 75 °C"
"ELN032036-098",8,"G11",23.4,"Na2CO3","Copper(I) thiophene-2-carboxylate","PhMe","trans-NN-Dimethylcyclohexane-12-diamine","TBAB",,,,"CN-Coupling","ROC(O)NR2","ArI","ArI, ROC(O)NR2",-0.81,"22 h at 80 °C, then 24 h at 85 °C"
"ELN032036-098",9,"G11",39.69,"DBU","CuI","MeCN","trans-NN-Dimethylcyclohexane-12-diamine",,,,,"CN-Coupling","ROC(O)NR2","ArI","ArI, ROC(O)NR2",-0.15,"21 h at 75 °C"
"ELN032036-099",1,"G11",80.96,"K2CO3","XantPhos Pd(allyl)Cl","MeTHF","XantPhos",,,,,"Suzuki-Miyaura","ArBr","ArB(OH)2","ArB(OH)2, ArBr",0.56,"14 h at 85 °C"
"ELN032036-100",1,"G11",83.22,"K2CO3","XantPhos Pd(allyl)Cl","MeTHF","XantPhos",,,"water",,"Suzuki-Miyaura","ArBr","ArB(OH)2","ArB(OH)2, ArBr",-1.36,"24 h at 85 °C"
"ELN032036-103",1,"G11",75.31,"Na2CO3","XantPhos Pd(allyl)Cl","THF","XantPhos",,,"water",,"Suzuki-Miyaura","ArBr","ArB(OH)2","ArB(OH)2, ArBr",1.5,"20 h at 85 °C"
"ELN032036-104",1,"G11",100,"Na2CO3","XantPhos Pd(allyl)Cl","THF","XantPhos",,,"water",,"Suzuki-Miyaura","ArBr","ArB(OH)2","ArB(OH)2, ArBr",0.77,"20 h at 85 °C"
"ELN032036-105",1,"G11",0,"Cs2CO3","P(Cy3) Pd G3","PhMe","P(Cy)3","water",,,,"Buchwald-Hartwig","ArBr","R2NH a-branch","ArBr, R2NH a-branch",-0.4,
"ELN032036-106",1,"G11",49.71,"Cs2CO3","(R)-BINAP Pd(allyl)Cl","tAmOH","BINAP",,,,,"Buchwald-Hartwig","ArCl","ArNH2","ArCl, ArNH2",-1.15,"20 h at 60 °C"
"ELN032036-107",1,"G11",53.76,"Na2CO3","XantPhos Pd(allyl)Cl","THF","XantPhos",,,"water",,"Suzuki-Miyaura","ArBr","alkeneB(OR)2","alkeneB(OR)2, ArBr",4.29,"15 h at 60 °C"
"ELN032036-108",1,"G11",3.32,"NaHCO3",,"MeTHF","No Ligand","water",,,,"Condensation","Thiourea","RCHO","RCHO, Thiourea",-0.91,"18 h at 85 °C"
"ELN032036-109",1,"G11",2.18,"DBU","MorDalphos Pd G3","tAmOH","MorDalphos",,,,,"Buchwald-Hartwig","ArNH2","ArCl","ArCl, ArNH2",-0.36,"2 h at 90 °C"
"ELN032036-110",1,"G11",0,"K3PO4","CuI","tAmOH","No Ligand",,,,,"CO-Coupling","ArBr","ArOH","ArBr, ArOH",-0.37,
"ELN032036-111",1,"G11",19.31,"Na2CO3","XantPhosPdCl2","Dioxane","XantPhos",,,"water",,"Suzuki-Miyaura","alkeneB(OR)2","ArBr","alkeneB(OR)2, ArBr",-0.93,"3 h at 60 °C"
"ELN032036-113",1,"G11",42.23,"Na2CO3","XantPhosPdCl2","Dioxane","XantPhos",,,"water",,"Suzuki-Miyaura","alkeneB(OR)2","ArBr","alkeneB(OR)2, ArBr",-0.21,"1 h at 60 °C"
"ELN032036-115",1,"G11",53.2,"Cs2CO3","XantPhosPdCl2","PhMe","XantPhos",,,,,"Suzuki-Miyaura","ArI","ArB(OR)2","ArB(OR)2, ArI",1.06,"4 h at 100 °C"
"ELN032036-117",1,"G11",16.56,"Cs2CO3","QPhos Pd(crotyl)Cl","MeTHF","QPhos",,,,,"Buchwald-Hartwig","ArI","ArNHR","ArI, ArNHR",0.51,"24 h at 80 °C"
"ELN032036-117",3,"G11",4.99,"K3PO4","Pd-PEPPSI-IPent Cl o-picoline","PhMe","IPENT Cl",,,"water",,"Buchwald-Hartwig","ArI","ArNHR","ArI, ArNHR",-0.3,"3 h at 60 °C, then 16 h at 80 °C"
"ELN032036-120",1,"G11",10.95,"K2CO3","cPhos Pd G3","Dioxane","cPhos",,,"water",,"Suzuki-Miyaura","ArBr","ArBF3K","ArBF3K, ArBr",-0.9,"3 h at 100 °C"
"ELN032036-122",3,"G11",64.94,"K2CO3","AmPhos2PdCl2","anisole","AmPhos",,,"water",,"Suzuki-Miyaura","ArBr","ArB(OH)2","ArB(OH)2, ArBr",0.77,"16 h at 100 °C"
"ELN032036-123",1,"G11",0,,,"MeCN","No Ligand",,"EDC",,,"Amide coupling","RCO2H or M","RNH2","RCO2H or M, RNH2",-0.82,
"ELN032036-124",1,"G11",14.09,"NaOtBu","XPhos Pd G2","tAmOH","XPhos",,,,,"Buchwald-Hartwig","ArOSO2R","RNH2","ArOSO2R, RNH2",-0.02,"21 h at 80 °C"
"ELN032036-127",1,"G11",0.32,"NaOtBu","XPhos Pd G2","tAmOH","XPhos",,,,,"Buchwald-Hartwig","RNH2","ArOSO2R","ArOSO2R, RNH2",-0.89,"21 h at 80 °C"
"ELN032036-131",1,"G11",0,"NaOtBu","XantPhos Pd(allyl)Cl","Dioxane","XantPhos",,,,,"Buchwald-Hartwig","ArBr","R2NH","ArBr, R2NH",-0.42,
"ELN032036-133",1,"G11",14.02,,"[Ir(cod)Cl]2","NMP","4,7-(MeO)2-Phen",,,,,"Borylation, C-H","ArH","ArH","ArH, ArH",1.87,"21 h at 80 °C"
"ELN032036-135",3,"G11",1.33,"NaHCO3","dppf Pd G3","tAmOH","dppf",,,,,"Buchwald-Hartwig","arom. NH","ArCl","ArCl, arom. NH",-0.71,"23 h at 85 °C"
"ELN032036-136",2,"G11",0,"K2CO3","CuI","tAmOH","1,10-Phenanthroline",,,,,"Buchwald-Hartwig","ArBr","arom. NH","ArBr, arom. NH",-0.33,
"ELN032036-139",1,"G11",0.9,"NaOtBu","SPhos Pd G4","tAmOH","SPhos",,,,,"Buchwald-Hartwig","ArNH2","ArBr","ArBr, ArNH2",-0.92,"2.5 h at 80 °C"
"ELN032036-140",1,"G11",31.89,,,"TPGS-750M","No Ligand","HOPO","T3P",,,"Amide coupling","R2NH a-branch","RCO2H or M","R2NH a-branch, RCO2H or M",-1.14,"4 h at 21 °C"
"ELN032036-140",2,"G11",70.22,,,"MeCN","No Ligand","HOPO","DIC","THF",,"Amide coupling","R2NH a-branch","RCO2H or M","R2NH a-branch, RCO2H or M",0.23,"4 h at 25 °C"
"ELN032036-140",3,"G11",97.03,,,"DMI","No Ligand","HOPO","DIC","MeTHF",,"Amide coupling","R2NH a-branch","RCO2H or M","R2NH a-branch, RCO2H or M",1.19,"23 h at 21 °C"
"ELN032036-148",1,"G11",38.48,,,"iPrOAc","No Ligand",,"T3P",,,"Amide coupling","RNH2","RNH2","RNH2, RNH2",-0.39,"22 h at 21 °C"
"ELN032036-150",1,"G11",1.57,"Cs2CO3","JosiphosSL-J009-1 Pd G3","tAmOH","JosiphosSL-J009-1",,,,,"Buchwald-Hartwig","ArBr","RCONH2","ArBr, RCONH2",-0.62,"4 h at 105 °C"
"ELN032036-152",1,"G11",0,"Na2CO3",,"iPrOH","No Ligand",,,"water",,"Hydration","RCN","RCN","RCN, RCN",-0.51,
"ELN032036-155",1,"G11",31.44,"K3PO4","PPh3)2PdCl2","anisole","PPh3",,,"water",,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",0.67,"3 h at 60 °C, then 13 h at 80 °C"
"ELN032036-157",1,"G11",3.39,"Cs2CO3","MorDalphos Pd G3","tAmOH","MorDalphos",,,,,"Buchwald-Hartwig","ArNH2","ArCl","ArCl, ArNH2",-0.85,"17.5 h at 80 °C"
"ELN032036-160",1,"G11",33.24,"KOtBu","tBuBrettPhos Pd(allyl)OTf","Dioxane","tBuBrettPhos",,,,,"Buchwald-Hartwig","ArBr","arom. NH","ArBr, arom. NH",1.45,"4 h at 80 °C, then 15 h at 100 °C"
"ELN032036-162",1,"G11",31.29,,,"iPrOH","No Ligand",,"DIC",,,"Amide coupling","ArNH2","RCO2H or M","ArNH2, RCO2H or M",-0.51,"16 h at 50 °C"
"ELN032036-162",2,"G11",22.06,,,"MeCN","No Ligand","Imidazole","DIC",,,"Amide coupling","ArNH2","RCO2H or M","ArNH2, RCO2H or M",-0.79,"1.5 h at 50 °C"
"ELN032036-164",1,"G11",8.78,"Cs2CO3","CuI","DMF","trans-1,2-Diaminocyclohexane",,,,,"CN-Coupling","arom. NH","ArBr","ArBr, arom. NH",-0.43,"4 h at 80 °C, then 2 h at 130 °C"
"ELN032036-168",1,"G11",0,"NaOtBu","AlphosPd)2cod","tAmOH","AlPhos",,,,,"Buchwald-Hartwig","ArCl","R2NH a-branch","ArCl, R2NH a-branch",-0.44,
"ELN032036-171",1,"G11",21.22,,,"DCE","No Ligand",,,,,"Glycosidation","Alkyl-OH primary","RCO2R","Alkyl-OH primary, RCO2R",-0.72,"4 h at 40 °C"
"ELN032036-171",2,"G11",52.33,,,"AcOH","No Ligand",,,,,"Glycosidation","Alkyl-OH primary","RCO2R","Alkyl-OH primary, RCO2R",0.69,"6 h at 80 °C"
"ELN032036-174",2,"G11",20.53,"Cs2CO3","CuI","DMF","trans-1,2-Diaminocyclohexane",,,,,"Buchwald-Hartwig","arom. NH","ArBr","ArBr, arom. NH",-0.84,"3 h at 105 °C, then 16 h at 130 °C"
"ELN032036-176",1,"G11",71.59,"Cs2CO3","AmPhos Pd(crotyl)Cl","MeCN","AmPhos",,,,,"Buchwald-Hartwig","ArBr","RNH2 a-branch","ArBr, RNH2 a-branch",1.06,"22.5 h at 80 °C"
"ELN032036-178",2,"G11",0,"Na2CO3, NaOtBu","dtbpfPdCl2","tAmOH","dtbpf",,"PyOxim","water",,"Suzuki-Miyaura","ArB(OH)2","RCONHR","ArB(OH)2, RCONHR",-0.68,
"ELN032036-179",1,"G11",56.91,"LiHMDS","AlphosPd)2cod","tAmOH","AlPhos",,,,,"Buchwald-Hartwig","ArBr","RNH2 a-branch","ArBr, RNH2 a-branch",0.25,"22 h at 80 °C"
"ELN032036-181",1,"G11",26.48,"KOH","RockPhos Pd G3","MeTHF","RockPhos",,,"water",,"Hydrolysis","ArBr","ArBr","ArBr, ArBr",0.35,"21 h at 80 °C"
"ELN032036-181",3,"G11",0,"KOH","XantPhos Pd(allyl)Cl","tAmOH","XantPhos",,,"water",,"Hydrolysis","ArBr","ArBr","ArBr, ArBr",-0.71,
"ELN032036-185",1,"G11",32.94,,,"AcOH","No Ligand",,,,,"Deprotection","Protecting Group","Protecting Group","Protecting Group, Protecting Group",-1,"5 h at 60 °C"
"ELN032036-185",2,"G11",82.6,,,"DCE","No Ligand",,,,,"Deprotection","Protecting Group","Protecting Group","Protecting Group, Protecting Group",0.8,"4 h at 80 °C"
"ELN032036-190",1,"G11",0,"lutidine",,"MeTHF","No Ligand",,"CyanuricChloride",,,"Condensation","ROC(O)NR2","RNH2 a-branch","RNH2 a-branch, ROC(O)NR2",-0.26,
"ELN032036-191",1,"G11",0,"lutidine",,"MeCN","No Ligand",,"MsCl",,,"Amide coupling","RCO2H or M","RNH2 a-branch","RCO2H or M, RNH2 a-branch",-0.7,
"ELN032036-191",2,"G11",0,"NEt3",,,"No Ligand","HOSu","EDC",,,"Amide coupling","RCO2H or M","RNH2 a-branch","RCO2H or M, RNH2 a-branch",-0.7,
"ELN032036-194",1,"G11",73.25,"Cs2CO3","dtbpfPdCl2","tAmOH","dtbpf",,,,,"Suzuki-Miyaura","alkeneB(OR)2","ArBr","alkeneB(OR)2, ArBr",1,"1 h at 60 °C, then 23 h at 80 °C"
"ELN032036-195",1,"G11",1.64,,"SPhos Pd(crotyl)Cl","Dioxane","SPhos","KOAc",,,,"Stannylation","ArBr","RSnR3","ArBr, RSnR3",-0.44,"3 h at 80 °C"
"ELN032036-195",2,"G11",0,,"SPhos Pd(crotyl)Cl","Dioxane","SPhos","KOAc",,,,"Stannylation","ArBr","RSnR3","ArBr, RSnR3",-0.54,
"ELN032036-197",1,"G11",73.28,"Cs2CO3","XantPhos Pd(allyl)Cl","tAmOH","XantPhos",,,,,"Buchwald-Hartwig","ArCl","RNH2 a-branch","ArCl, RNH2 a-branch",2.84,"2 h at 60 °C, then 17 h at 80 °C"
"ELN032036-197",2,"G11",2.56,"KHMDS",,"TFE","No Ligand",,,,,"Buchwald-Hartwig","ArCl","RNH2 a-branch","ArCl, RNH2 a-branch",-0.77,"5 h at 80 °C"
"ELN032036-198",1,"G11",5.4,"KHMDS","XantPhos Pd(allyl)Cl","PhMe","XantPhos",,,,,"Buchwald-Hartwig","ArBr","RNH2","ArBr, RNH2",-0.29,"3 h at 60 °C, then 20 h at 80 °C"
"ELN032036-203",1,"G11",0,"Cs2CO3","N-XantPhos Pd G3","tAmOH","N-XantPhos",,,,,"Buchwald-Hartwig","RNH2","ArBr","ArBr, RNH2",-0.21,
"ELN032036-205",1,"G11",51.11,"KOtPent","AmPhos Pd(crotyl)Cl","tAmOH","AmPhos",,,,,"Buchwald-Hartwig","RNH2 a-branch","ArBr","ArBr, RNH2 a-branch",0.31,"3 h at 80 °C"
"ELN032036-213",2,"G11",0,"Cs2CO3","CuI","Dioxane","trans-1,2-Diaminocyclohexane",,,,,"CO-Coupling","ArOH","ArBr","ArBr, ArOH",-0.66,
"ELN032036-214",1,"G11",31.21,"NMI",,"MeCN","No Ligand",,"EDC",,,"Amide coupling","R2NH","RCO2H or M","R2NH, RCO2H or M",0,"1 h at 20 °C, then 3 h at 40 °C, then 16 h at 60 °C"
"ELN032036-218",1,"G11",0,"K2CO3","MorDalphos Pd G3","PhMe","MorDalphos",,,,,"CN-Coupling","arom. NH","ArBr","ArBr, arom. NH",-0.5,
"ELN032036-219",1,"G11",0.39,"Dabco",,"TPGS-750M","No Ligand",,,,,"Condensation","ArNH2","RSO2Cl","ArNH2, RSO2Cl",-0.73,"4 h at 40 °C"
"ELN032036-219",2,"G11",5.65,"lutidine",,"MeCN","No Ligand",,,,,"Condensation","ArNH2","RSO2Cl","ArNH2, RSO2Cl",-0.52,"21 h at 45 °C"
"ELN032036-219",3,"G11",5.39,"TMEDA",,"MeCN","No Ligand",,,,,"Condensation","ArNH2","RSO2Cl","ArNH2, RSO2Cl",-0.53,"24 h at 45 °C"
"ELN032036-221",1,"G11",0,"NaH","QPhos Pd(crotyl)Cl","Dioxane","QPhos",,,,,"CO-Coupling","ArBr","Alkyl-OH a-branch","Alkyl-OH a-branch, ArBr",-0.3,
"ELN032036-222",1,"G11",76.02,"K3PO4","cataCXiumA Pd G3","PhMe","CataCXiumA",,,"water",,"Suzuki-Miyaura","ArBr","Alkyl-B(OH)2","Alkyl-B(OH)2, ArBr",0.58,"1 h at 20 °C, then 5.5 h at 80 °C, then 17.5 h at 100 °C"
"ELN032036-225",1,"G11",6.83,,,"anisole","No Ligand",,,,,"Deprotection","Protecting Group","Protecting Group","Protecting Group, Protecting Group",0.17,"1.5 h at 20 °C, then 2.5 h at 40 °C"
"ELN032036-226",1,"G11",17.84,"K2CO3","XantPhos Pd(allyl)Cl","THF","XantPhos",,,,,"Suzuki-Miyaura","ArB(OH)2","ArBr","ArB(OH)2, ArBr",1.5,"3 h at 60 °C, then 26 h at 80 °C"
"ELN032036-226",2,"G11",9.17,"Cs2CO3","dppfPdCl2","iPrOAc","dppf",,,,,"Suzuki-Miyaura","ArB(OH)2","ArBr","ArB(OH)2, ArBr",0.25,"3 h at 60 °C"
"ELN032036-227",1,"G11",60.79,"NMM",,"DMI","No Ligand",,"MsCl",,,"Amide coupling","RCO2H or M","ArNH2","ArNH2, RCO2H or M",2.27,"29 h at 25 °C"
"ELN032036-227",2,"G11",1.67,"KF",,"iPrOAc","No Ligand",,"MsCl",,,"Amide coupling","RCO2H or M","ArNH2","ArNH2, RCO2H or M",-0.62,"3 h at 0 °C, then 19 h at 25 °C"
"ELN032036-227",4,"G11",1.2,"DIPEA, NEt3",,"THF","No Ligand",,"PivCl",,,"Amide coupling","RCO2H or M","ArNH2","ArNH2, RCO2H or M",-0.64,"1 h at 25 °C"
"ELN032036-231",1,"G11",15.09,"NaH",,"tAmOH","No Ligand",,,,,"SNAr","ArF","arom. NH","ArF, arom. NH",-0.34,"2 h at 0 °C, then 2 h at 60 °C"
"ELN032036-231",2,"G11",0,"lutidine",,"MeTHF","No Ligand",,,,,"SNAr","ArF","arom. NH","ArF, arom. NH",-1.29,
"ELN032036-233",1,"G11",0,"Cs2CO3","SPhos Pd(crotyl)Cl","Dioxane","SPhos",,,,,"Arylation, acidic C-H","ArBr","Alkyl-H acidic","Alkyl-H acidic, ArBr",-0.46,
"ELN032036-233",2,"G11",0,"NMM","BrettPhos Pd(crotyl)OTf","TPGS-750M","BrettPhos",,,,,"Arylation, acidic C-H","ArBr","Alkyl-H acidic","Alkyl-H acidic, ArBr",-0.46,
"ELN032036-233",3,"G11",0,"Na2CO3","BrettPhos Pd(crotyl)OTf","water","BrettPhos",,,,,"Arylation, acidic C-H","ArBr","Alkyl-H acidic","Alkyl-H acidic, ArBr",-0.46,
"ELN032036-234",1,"G11",32.02,"Cs2CO3","SPhos Pd(crotyl)Cl","Dioxane","SPhos",,,,,"Arylation, acidic C-H","ArBr","Alkyl-H acidic","Alkyl-H acidic, ArBr",0.8,"3 h at 80 °C, then 45 h at 100 °C"
"ELN032036-234",2,"G11",0,"DBU","tBuBrettPhos Pd(allyl)OTf","PhMe","tBuBrettPhos",,,,,"Arylation, acidic C-H","ArBr","Alkyl-H acidic","Alkyl-H acidic, ArBr",-0.6,
"ELN032036-236",3,"G11",0,"DBU","Copper(II)acetate","Propionitrile","8-Quinolinol N-oxide",,,,,"CO-Coupling","ArOH","ArBr","ArBr, ArOH",-0.55,
"ELN032036-237",1,"G11",7.44,"Cs2CO3","CuI","MeCN","trans-1,2-Diaminocyclohexane",,,,,"CO-Coupling","ArOH","ArI","ArI, ArOH",-0.77,"3 h at 80 °C, then 18 h at 100 °C"
"ELN032036-237",2,"G11",0,"K3PO4","CuI","DMSO","N,N-Dimethylglycine hydrochloride",,,"water",,"CO-Coupling","ArOH","ArI","ArI, ArOH",-1.14,
"ELN032036-237",3,"G11",50.62,"DBU","Copper(II)acetate","MeCN","NN-Dibenzyloxamide",,,,,"CO-Coupling","ArOH","ArI","ArI, ArOH",1.36,"19 h at 80 °C"
"ELN032036-237",4,"G11",26.79,"K2CO3","Cu(MeCN)4BF4","BuOH","trans-Hyp",,,,,"CO-Coupling","ArOH","ArI","ArI, ArOH",0.18,"21 h at 100 °C"
"ELN032036-240",1,"G11",0.15,"K3PO4","tBuBrettPhos Pd(allyl)OTf","DMI","tBuBrettPhos",,,"water",,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",-1.16,"3 h at 60 °C"
"ELN032036-240",4,"G11",1.18,"KOH","meCgPPh Pd G3","tAmOH","meCgPPh",,,"water",,"Suzuki-Miyaura","ArCl","ArB(OR)2","ArB(OR)2, ArCl",-1.11,"5 h at 60 °C"
"ELN032036-241",1,"G11",7.35,"K2CO3, Potassium 2-ethylhexanoate","AmPhos2PdCl2","DMAc","AmPhos",,,"water",,"CH-Activation","ArH","ArCl","ArCl, ArH",-0.22,"6 h at 130 °C"
"ELN032036-241",2,"G11",14.33,"K2CO3","XantPhos Pd(allyl)Cl","DMAc","XantPhos","Potassium 2-ethylhexanoate",,"water",,"CH-Activation","ArH","ArCl","ArCl, ArH",0.36,"5 h at 130 °C"
"ELN032036-241",4,"G11",38.37,"NaHCO3","XantPhos Pd(allyl)Cl","water","XantPhos","Potassium 2-ethylhexanoate",,"xylenes",,"CH-Activation","ArH","ArCl","ArCl, ArH",2.34,"5 h at 80 °C, then 16 h at 100 °C"
"ELN032036-244",1,"G11",6.07,"DIPEA","P(oTol)3 Pd(crotyl)Cl","DMI","P(oTol)3",,,,,"Heck","ArCl","alkene","alkene, ArCl",-0.3,"20 h at 100 °C"
"ELN032036-244",2,"G11",0,"DIPEA","AmPhos2PdCl2","anisole","AmPhos",,,,,"Heck","ArCl","alkene","alkene, ArCl",-0.76,
"ELN032036-244",3,"G11",2.49,"N-Methyldicyclohexylamin","MorDalphos Pd G3","ethylene glycol","MorDalphos",,,,,"Heck","ArCl","alkene","alkene, ArCl",-0.57,"5.5 h at 100 °C"
"ELN032036-244",4,"G11",0,"N-Methyldicyclohexylamin","tBuXPhos Pd(allyl)OTf","BuOH","Me4tBuXPhos",,,,,"Heck","ArCl","alkene","alkene, ArCl",-0.76,
"ELN032036-245",1,"G11",33.43,"CsF, K3PO4","XPhos Pd(crotyl)Cl","Dioxane","XPhos",,,"water",,"Dimerization, reductive","ArOSO2R","ArOSO2R","ArOSO2R, ArOSO2R",1.89,"3 h at 60 °C, then 19 h at 100 °C"
"ELN032036-245",2,"G11",0,"K2CO3","meCgPPh Pd G3","tAmOH","meCgPPh","water",,,,"Dimerization, reductive","ArOSO2R","ArOSO2R","ArOSO2R, ArOSO2R",-0.92,
"ELN032036-248",1,"G11",95.4,"Na2CO3","dppfPdCl2","tAmOH","dppf",,,"water",,"Suzuki-Miyaura","ArCl","ArB(OH)2","ArB(OH)2, ArCl",0.62,"4 h at 60 °C, then 16 h at 80 °C"
"ELN032036-250",1,"G11",0,"K3PO4","AlphosPd)2cod","PhMe","AlPhos",,,"water",,"Arylation, acidic C-H","ArBr","Alkyl-H acidic","Alkyl-H acidic, ArBr",-0.5,
