index,reaction_smiles,detected_reaction_types,product_motifs,rxn_match_count,reactant_1_motifs,reactant_2_motifs,reactant_3_motifs,reactant_4_motifs
278,Clc1ccncc1.OC>>COc1ccncc1,,Ar-OR|R-H,0,Ar-Cl,Any-OR|R-H,,
279,C=CCC(Br)C>>C=CCC(C)O,ring_closing_metathesis,Alkenyl-H|Any-CHCH2|Any-OR|R-CHCH2|R-H,1,Alkenyl-H|Any-CHCH2|R-Br|R-CHCH2|R-H,,,
280,C=CCCC(Cl)C.SC>>C=CCCC(C)SC,ring_closing_metathesis,Alkenyl-H|Any-CHCH2|Any-SR|R-CHCH2|R-H,1,Alkenyl-H|Any-CHCH2|R-CHCH2|R-Cl|R-H,Any-SR|R-H,,
281,CCCCBr.[I-]>>CCCCI,,R-H|R-I,0,R-Br|R-H,,,
282,c1ccc(CCl)cc1.[I-]>>c1ccc(CI)cc1,,Bn-I|R-H,0,Bn-Cl|R-H,,,
283,c1ccc(CO)cc1.ClP(c1ccccc1)(c1ccccc1)c1ccccc1.C(Cl)(Cl)(Cl)Cl>>c1ccc(CCl)cc1,,Bn-Cl|R-H,0,Bn-OH|R-H,Any-H|Any-X,R-Cl,
284,CCCCO.BrP(c1ccccc1)(c1ccccc1)c1ccccc1>>CCCCBr,,R-Br|R-H,0,Any-OR|R-H,Any-H|Any-X,,
285,c1ccc(CO)cc1.Oc1ccccc1.N=NC(C(=O)OCC)C(=O)OCC.P(c1ccccc1)(c1ccccc1)c1ccccc1>>c1ccc(COc2ccccc2)cc1,claisen_condensation,Ar-OR|R-H,1,Bn-OH|R-H,Any-OR,Any-Ester|Any-H|R-H,Any-Phosphino
286,CCCO.NC(=O)c1ccccc1.N=NC(C(=O)OCC)C(=O)OCC.P(c1ccccc1)(c1ccccc1)c1ccccc1>>CCCNC(=O)c1ccccc1,claisen_condensation,Any-H|Any-NHR|Ar-CONHR|R-H,1,Any-OR|R-H,Any-H|Any-NH2|Ar-CONH2,Any-Ester|Any-H|R-H,Any-Phosphino
287,CC(Br)C>>CC=C,,Alkenyl-H|Any-CHCH2|R-CHCH2|R-H,0,R-Br|R-H,,,
288,CC(Br)C(C)C>>CC=C(C)C,,Alkenyl-H|R-H,0,R-Br|R-H,,,
289,c1ccc(C(C)Br)cc1>>C=Cc1ccccc1,,Alkenyl-H|Ar-CHCH2,0,R-Br|R-H,,,
290,CCCBr>>CC=C,,Alkenyl-H|Any-CHCH2|R-CHCH2|R-H,0,R-Br|R-H,,,
291,CC(C)(C)Br>>CC(C)=C,,Alkenyl-H|R-H,0,R-Br|R-H,,,
292,CC=O.CC=O>>CC(O)CC=O,,Any-CO-R|Any-OR|R-H,0,Any-CO-R|R-H,Any-CO-R|R-H,,
293,CC(=O)C.CC=O>>CC(O)C(C)C=O,,Any-CO-R|Any-OR|R-H,0,Any-CO-R|R-H,Any-CO-R|R-H,,
294,c1ccc(C=O)cc1.CC(=O)C>>c1ccc(C(O)C(C)C=O)cc1,,Any-CO-R|Any-OR|R-H,0,Any-CO-R,Any-CO-R|R-H,,
295,CCC=O.CC(=O)C>>CCC(O)C(C)C=O,,Any-CO-R|Any-OR|R-H,0,Any-CO-R|R-H,Any-CO-R|R-H,,
296,c1ccc(C=O)cc1.CC=O>>c1ccc(/C=C/C=O)cc1,,Alkenyl-CHO|Alkenyl-H|Ar-Alkenyl,0,Any-CO-R,Any-CO-R|R-H,,
297,CC=O.C[P+](c1ccccc1)(c1ccccc1)c1ccccc1>>C=CC,,Alkenyl-H|Any-CHCH2|R-CHCH2|R-H,0,Any-CO-R|R-H,Ar-Phosphonium|R-H,,
298,c1ccc(C=O)cc1.C=C[P+](c1ccccc1)(c1ccccc1)c1ccccc1>>c1ccc(/C=C/C=C)cc1,ring_closing_metathesis,Alkenyl-Alkenyl|Alkenyl-H|Ar-Alkenyl,1,Any-CO-R,Alkenyl-H|Ar-Phosphonium,,
299,CC(=O)C.CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1>>CCOC(=O)C=C(C)C,,Alkenyl-Ester|Alkenyl-H|R-H,0,Any-CO-R|R-H,Any-Ester|Any-H|R-H,,
300,c1ccc(C=O)cc1.C=P(c1ccccc1)(c1ccccc1)c1ccccc1>>c1ccc(C=CC)cc1,,Alkenyl-H|Ar-Alkenyl|R-H,0,Any-CO-R,Any-H,,
301,CC=O.NC.C=O>>CC(=O)CN,,Any-CO-R|Any-H|Any-NH2|R-H,0,Any-CO-R|R-H,Any-H|Any-NH2|R-H,Any-H,
302,c1ccc(C=O)cc1.C1CCNC1.C=O>>c1ccc(C(=O)CN1CCCC1)cc1,reductive_amination,Alkenyl-Alkenyl|Alkenyl-H|Any-CO-R|Any-NR2|R-H,1,Any-CO-R,Any-H|Any-NHR|R-H,Any-H,
303,O=Cc1ccccc1.Nc1ccccc1>>c1ccc(CNc2ccccc2)cc1,,Any-H|Bn-NHR|R-H,0,Any-CO-R,Any-H|Ar-NH2,,
304,CC=O.NC>>CCNC,reductive_amination,Any-H|Any-NHR|R-H,1,Any-CO-R|R-H,Any-H|Any-NH2|R-H,,
305,c1ccc(C=O)cc1.NCC>>c1ccc(CNCC)cc1,,Any-H|Bn-NHR|R-H,0,Any-CO-R,Any-H|Any-NH2|R-H,,
306,O=Cc1ccc(OC)cc1.NC>>COc1ccc(CNC)cc1,,Any-H|Ar-OR|Bn-NHR|R-H,0,Any-CO-R|Ar-OR|R-H,Any-H|Any-NH2|R-H,,
307,O=Cc1ccccc1.NCCCC>>c1ccc(CNCCCC)cc1,,Any-H|Bn-NHR|R-H,0,Any-CO-R,Any-H|Any-NH2|R-H,,
308,CC(=O)c1ccccc1.Nc1ccccc1>>c1ccc(NC(C)c2ccccc2)cc1,reductive_amination,Any-H|Ar-NHR|R-H,1,Any-CO-R|R-H,Any-H|Ar-NH2,,
309,CC(=O)C.NC>>CC(C)NC,reductive_amination,Any-H|Any-NHR|R-H,1,Any-CO-R|R-H,Any-H|Any-NH2|R-H,,
310,O=C1CCCCC1.Nc1ccccc1>>C1CCC(Nc2ccccc2)CC1,reductive_amination,Any-H|Ar-NHR|R-H,1,Any-CO-R|R-H,Any-H|Ar-NH2,,
311,O=Cc1ccc([N+](=O)[O-])cc1.Nc1ccccc1>>[O-][N+](=O)c1ccc(CNc2ccccc2)cc1,,Any-H|Ar-NO2|Bn-NHR|R-H,0,Any-CO-R|Ar-NO2,Any-H|Ar-NH2,,
312,O=Cc1ccc(Cl)cc1.NCCC>>Clc1ccc(CNCCC)cc1,halogenation_aromatic,Any-H|Ar-Cl|Bn-NHR|R-H,1,Any-CO-R|Ar-Cl,Any-H|Any-NH2|R-H,,
313,O=Cc1ccncc1.Nc1ccccc1>>c1ccc(NCc2ccncc2)cc1,,Any-H|Bn-NHR|R-H,0,Any-CO-R,Any-H|Ar-NH2,,
314,O=Cc1cnccn1.NC>>CNc1cnccn1,reductive_amination,Any-H|Ar-NHR|R-H,1,Any-CO-R,Any-H|Any-NH2|R-H,,
315,c1ccc(C=O)cc1.NCC(=O)O>>O=C(O)CNCc1ccccc1,,Any-CO2H|Any-H|Any-OR|Bn-NHR|R-H,0,Any-CO-R,Any-CO2H|Any-H|Any-NH2|Any-OR|R-H,,
316,O=Cc1ccccc1.NC(C)C>>c1ccc(CNC(C)C)cc1,,Any-H|Bn-NHR|R-H,0,Any-CO-R,Any-H|Any-NH2|R-H,,
317,CC=O.C1CCNCC1>>CCN1CCCCC1,reductive_amination,Any-NR2|R-H,1,Any-CO-R|R-H,Any-H|Any-NHR|R-H,,
318,c1ccc(C=O)cc1.Nc1ccc(OC)cc1>>COc1ccc(NCc2ccccc2)cc1,,Any-H|Ar-OR|Bn-NHR|R-H,0,Any-CO-R,Any-H|Ar-NH2|Ar-OR|R-H,,
319,O=Cc1ccc(C(F)(F)F)cc1.Nc1ccccc1>>FC(F)(F)c1ccc(CNc2ccccc2)cc1,,Any-H|Bn-NHR|R-F|R-H,0,Any-CO-R|R-F,Any-H|Ar-NH2,,
320,CC(=O)CC.Nc1ccccc1>>CCC(C)Nc1ccccc1,reductive_amination,Any-H|Ar-NHR|R-H,1,Any-CO-R|R-H,Any-H|Ar-NH2,,
321,O=C1CCCC1.NC>>CC1CCCNC1,reductive_amination,Any-H|Any-NHR|R-H,1,Any-CO-R|R-H,Any-H|Any-NH2|R-H,,
322,O=Cc1c[nH]c2ccccc12.Nc1ccccc1>>c1ccc(NCc2c[nH]c3ccccc23)cc1,,Any-H|AromN-H|Bn-NHR|R-H,0,Any-CO-R|AromN-H,Any-H|Ar-NH2,,
323,O=Cc1coc2ccccc12.NC>>CNc1coc2ccccc12,reductive_amination,Any-H|Ar-NHR|R-H,1,Any-CO-R,Any-H|Any-NH2|R-H,,
324,O=Cc1csc2ccccc12.Nc1ccccc1>>c1ccc(NCc2csc3ccccc23)cc1,,Any-H|Bn-NHR|R-H,0,Any-CO-R,Any-H|Ar-NH2,,
325,CC(C)C=O.Nc1ccccc1>>CC(C)CNc1ccccc1,reductive_amination,Any-H|Ar-NHR|R-H,1,Any-CO-R|R-H,Any-H|Ar-NH2,,
326,c1ccc(C=O)cc1.NCc1ccccc1>>c1ccc(CNCc2ccccc2)cc1,,Any-H|Bn-NHR|R-H,0,Any-CO-R,Any-H|Bn-NH2|R-H,,
327,O=CCc1ccccc1.Nc1ccccc1>>c1ccc(CCCNc2ccccc2)cc1,reductive_amination,Any-H|Ar-NHR|R-H,1,Any-CO-R|R-H,Any-H|Ar-NH2,,
328,CCCC=O.NC(C)C(=O)O>>CCCCNC(C)C(=O)O,reductive_amination,Any-CO2H|Any-H|Any-NHR|Any-OR|R-H,1,Any-CO-R|R-H,Any-CO2H|Any-H|Any-NH2|Any-OR|R-H,,
329,O=Cc1ccc2ccccc2c1.Nc1ccccc1>>c1ccc(NCc2ccc3ccccc3c2)cc1,,Any-H|Bn-NHR|R-H,0,Any-CO-R,Any-H|Ar-NH2,,
330,CC(=O)c1ccc(OC)cc1.NC>>COc1ccc(C(C)NC)cc1,reductive_amination,Any-H|Any-NHR|Ar-OR|R-H,1,Any-CO-R|Ar-OR|R-H,Any-H|Any-NH2|R-H,,
331,O=Cc1ccc(N(C)C)cc1.Nc1ccccc1>>CN(C)c1ccc(CNc2ccccc2)cc1,reductive_amination,Any-H|Ar-NR2|Bn-NHR|R-H,1,Any-CO-R|Ar-NR2|R-H,Any-H|Ar-NH2,,
332,C=CC(=O)C.CC(=O)CC(=O)C>>CC(=O)C(CC(=O)C)CC(=O)C,ring_closing_metathesis,Any-CO-R|R-H,1,Alkenyl-H|Any-CO-R|R-H,Any-CO-R|R-H,,
333,C=CC(=O)OCC.CC(=O)CC(=O)OCC>>CCOC(=O)C(CC(=O)OCC)CC(=O)OCC,ring_closing_metathesis,Any-Ester|R-H,1,Alkenyl-Ester|Alkenyl-H|R-H,Any-CO-R|Any-Ester|R-H,,
334,c1ccc(C=CC(=O)C)cc1.CC(=O)CC>>c1ccc(C(CC(C)=O)CC(=O)CC)cc1,ring_closing_metathesis,Any-CO-R|R-H,1,Alkenyl-H|Any-CO-R|Ar-Alkenyl|R-H,Any-CO-R|R-H,,
335,CC(=O)OCC.CC(=O)OCC>>CC(=O)CC(=O)OCC,claisen_condensation,Any-CO-R|Any-Ester|R-H,1,Any-Ester|R-H,Any-Ester|R-H,,
336,c1ccc(C(=O)OC)cc1.CC(=O)OC>>c1ccc(C(=O)CC(=O)OC)cc1,claisen_condensation,Any-CO-R|Any-Ester|R-H,1,Ar-Ester|R-H,Any-Ester|R-H,,
337,c1ccc(C=O)cc1.CC(C#N)C#N>>c1ccc(/C=C(C#N)C#N)cc1,,Alkenyl-CN|Alkenyl-H|Ar-Alkenyl,0,Any-CO-R,Any-CN|R-H,,
338,CC=O.CC(C(=O)OCC)C(=O)OCC>>C/C=C(C(=O)OCC)C(=O)OCC,claisen_condensation,Alkenyl-Ester|Alkenyl-H|R-H,1,Any-CO-R|R-H,Any-Ester|R-H,,
339,c1ccc(C=O)cc1.C[N+](=O)[O-]>>c1ccc(C(O)C[N+](=O)[O-])cc1,,Any-NO2|Any-OR|R-H,0,Any-CO-R,Any-NO2|R-H,,
340,CC=O.CC[N+](=O)[O-]>>CC(O)CC[N+](=O)[O-],,Any-NO2|Any-OR|R-H,0,Any-CO-R|R-H,Any-NO2|R-H,,
341,c1ccc(C=O)cc1.BrCC(=O)OCC.[Zn]>>c1ccc(C(O)CC(=O)OCC)cc1,,Any-Ester|Any-OR|R-H,0,Any-CO-R,Any-Ester|R-Br|R-H,,
342,CC=O.BrCC(=O)OCC.[Zn]>>CC(O)CC(=O)OCC,,Any-Ester|Any-OR|R-H,0,Any-CO-R|R-H,Any-Ester|R-Br|R-H,,
343,c1ccc(C=O)cc1.CCOP(=O)(OCC)CC(=O)OCC>>c1ccc(/C=C/C(=O)OCC)cc1,,Alkenyl-Ester|Alkenyl-H|Ar-Alkenyl|R-H,0,Any-CO-R,Any-Ester|Any-OR|R-H,,
344,CC=O.CCOP(=O)(OCC)CC(=O)OCC>>C/C=C/C(=O)OCC,,Alkenyl-Ester|Alkenyl-H|R-H,0,Any-CO-R|R-H,Any-Ester|Any-OR|R-H,,
345,CC=O.[Mg]Br.CC>>CC(O)(C)C,,Any-OR|R-H,0,Any-CO-R|R-H,Any-Mg,R-H,
346,c1ccc(C=O)cc1.[Mg]Br.C>>c1ccc(C(O)C)cc1,,Any-OR|R-H,0,Any-CO-R,Any-Mg,R-H,
347,CC(=O)C.[Mg]Br.c1ccccc1>>CC(O)(c1ccccc1)C,,Any-OR|R-H,0,Any-CO-R|R-H,Any-Mg,Ar-H,
348,C=CCCCC=C>>C=C.C1CCC=CC1,ring_closing_metathesis,"Alkenyl-H,Alkenyl-H|R-H",1,Alkenyl-H|Any-CHCH2|R-CHCH2|R-H,,,
349,C=CC=C.C=C>>C=CCC=C,ring_closing_metathesis,Alkenyl-H|Any-CHCH2|R-CHCH2|R-H,1,Alkenyl-Alkenyl|Alkenyl-H,Alkenyl-H,,
350,CC(C)C(C([O-])=O)C(C)C>>CC(C)CC(C)(C)C(=O)O,,Any-CO2H|Any-OR|R-H,0,Any-CO-R|R-H,,,
351,CC=O.NC.CC(=O)O>>CC1=C(C)OC(=O)C(C)(N)C1,,Any-Ester|Any-H|Any-NH2|R-H,0,Any-CO-R|R-H,Any-H|Any-NH2|R-H,Any-CO2H|Any-OR|R-H,
352,c1ccc([N+](=O)[O-])cc1.Nc1ccccc1>>c1ccc2[nH]c3ccccc3c2c1,,AromN-H,0,Ar-NO2,Any-H|Ar-NH2,,
353,Nc1ccccc1.c1ccc(C=O)cc1>>c1ccc2nc(-c3ccccc3)cc(-c3ccccc3)c2c1,,Ar-Ar,0,Any-H|Ar-NH2,Any-CO-R,,
354,CC(=O)CC(=O)C.NC>>Cc1ccc(C)n1C,,R-H,0,Any-CO-R|R-H,Any-H|Any-NH2|R-H,,
355,CC(=O)CCC(=O)C.N>>Cc1ccc(C)[nH]1,,AromN-H|R-H,0,Any-CO-R|R-H,Any-H,,
356,c1ccc(C(=O)CCC(=O)c2ccccc2)cc1.NC>>c1ccc(-c2ccc(-c3ccccc3)n2C)cc1,,Ar-Ar|R-H,0,Any-CO-R|R-H,Any-H|Any-NH2|R-H,,
357,CC(=O)CC(=O)OCC.CC(=O)CC(=O)OCC.CC=O.N>>CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1,claisen_condensation,Alkenyl-Ester|Any-H|Any-NHR|R-H,1,Any-CO-R|Any-Ester|R-H,Any-CO-R|Any-Ester|R-H,Any-CO-R|R-H,Any-H
358,O=C(N)N.CC(=O)CC(=O)OCC.c1ccc(C=O)cc1>>CCOC(=O)C1=C(C)NC(=O)NC1c1ccccc1,,Alkenyl-Ester|Any-CONHR|Any-Lactam|R-H,0,Any-CONH2|Any-H|Any-NH2,Any-CO-R|Any-Ester|R-H,Any-CO-R,
359,O=C(N)N.CC(=O)CC(=O)OCC.CC=O>>CCOC(=O)C1=C(C)NC(=O)NC1C,,Alkenyl-Ester|Any-CONHR|Any-Lactam|R-H,0,Any-CONH2|Any-H|Any-NH2,Any-CO-R|Any-Ester|R-H,Any-CO-R|R-H,
360,c1ccc(C(C)=O)cc1.c1ccc(NN)cc1>>Cc1c2ccccc2[nH]c1-c1ccccc1,,Ar-Ar|AromN-H|R-H,0,Any-CO-R|R-H,Any-H|Any-Hydrazine|Any-NH2,,
361,CC(=O)CC.c1ccccc1NN>>CCc1c2ccccc2[nH]c1C,,AromN-H|R-H,0,Any-CO-R|R-H,Any-H|Any-Hydrazine|Any-NH2,,
362,NCCc1ccc(O)cc1.CC=O>>Cc1nccc2ccc(O)cc12,,Any-OR|R-H,0,Any-H|Any-NH2|Any-OR|R-H,Any-CO-R|R-H,,
363,NCCc1c[nH]c2ccccc12.C=O>>c1ccc2[nH]cc3c2c1CCN3,,Any-H|Ar-NHR|AromN-H|R-H,0,Any-H|Any-NH2|AromN-H|R-H,Any-H,,
364,c1ccc(c(N)c1)N.c1ccc(C=O)cc1>>c1ccc(-c2nc3ccccc3[nH]2)cc1,,Ar-Ar|AromN-H,0,Any-H|Ar-NH2,Any-CO-R,,
365,c1ccc(c(N)c1)N.CC(=O)O>>Cc1nc2ccccc2[nH]1,,AromN-H|R-H,0,Any-H|Ar-NH2,Any-CO2H|Any-OR|R-H,,
366,c1ccc(c(N)c1)O.c1ccc(C=O)cc1>>c1ccc(-c2nc3ccccc3o2)cc1,,Ar-Ar,0,Any-H|Any-OR|Ar-NH2,Any-CO-R,,
367,c1ccc(c(N)c1)O.CC(=O)O>>Cc1nc2ccccc2o1,,R-H,0,Any-H|Any-OR|Ar-NH2,Any-CO2H|Any-OR|R-H,,
368,c1ccc(c(N)c1)S.c1ccc(C=O)cc1>>c1ccc(-c2nc3ccccc3s2)cc1,,Ar-Ar,0,Any-H|Any-SR|Ar-NH2,Any-CO-R,,
369,CC(=O)C=O.NC=O.N>>Cc1nccn1C,,R-H,0,Any-CO-R|R-H,Any-CONH2|Any-H|Any-NH2,Any-H,
370,c1ccc(N)cc1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C>>CC(C)(C)OC(=O)Nc1ccccc1,claisen_condensation,Ar-Carbamate|R-H,1,Any-H|Ar-NH2,Any-Ester|R-H,,
371,NCCc1ccccc1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C>>CC(C)(C)OC(=O)NCCc1ccccc1,claisen_condensation,Any-Carbamate|R-H,1,Any-H|Any-NH2|R-H,Any-Ester|R-H,,
372,CC(C)(C)OC(=O)Nc1ccccc1>>c1ccc(N)cc1,,Any-H|Ar-NH2,0,Ar-Carbamate|R-H,,,
373,c1ccc(N)cc1.O=C(OCc1ccccc1)OCc1ccccc1>>O=C(Nc1ccccc1)OCc1ccccc1,claisen_condensation,Ar-Carbamate|R-H,1,Any-H|Ar-NH2,Any-Ester|R-H,,
374,NCC(=O)O.O=C(OCc1ccccc1)OCc1ccccc1>>O=C(NCC(=O)O)OCc1ccccc1,claisen_condensation,Any-CO2H|Any-Carbamate|Any-OR|R-H,1,Any-CO2H|Any-H|Any-NH2|Any-OR|R-H,Any-Ester|R-H,,
375,O=C(Nc1ccccc1)OCc1ccccc1.[H][H].[Pd]>>c1ccc(N)cc1,,Any-H|Ar-NH2,0,Ar-Carbamate|R-H,Any-H,,
376,c1ccc(N)cc1.O=C1OC(=O)c2ccccc21>>O=C(Nc1ccccc1)OCC1c2ccccc2-c2ccccc21,claisen_condensation,Ar-Ar|Ar-Carbamate|R-H,1,Any-H|Ar-NH2,Ar-Ester,,
377,O=C(Nc1ccccc1)OCC1c2ccccc2-c2ccccc21>>c1ccc(N)cc1,,Any-H|Ar-NH2,0,Ar-Ar|Ar-Carbamate|R-H,,,
378,c1ccc(CO)cc1.CC(C)(C)[Si](C)(C)Cl>>CC(C)(C)[Si](C)(C)OCc1ccccc1,,Any-OR|R-H|R-Si,0,Bn-OH|R-H,R-H|R-Si,,
379,OCCO.CC(C)(C)[Si](C)(C)Cl>>CC(C)(C)[Si](C)(C)OCCO[Si](C)(C)C(C)(C)C,,Any-OR|R-H|R-Si,0,Any-OR|R-H,R-H|R-Si,,
380,CC(C)(C)[Si](C)(C)OCc1ccccc1.[F-]>>c1ccc(CO)cc1,,Bn-OH|R-H,0,Any-OR|R-H|R-Si,,,
381,c1ccc(CO)cc1.BrCc1ccc(OC)cc1>>COc1ccc(COCc2ccccc2)cc1,,Any-OR|Ar-OR|R-H,0,Bn-OH|R-H,Ar-OR|Bn-Br|R-H,,
382,COc1ccc(COCc2ccccc2)cc1>>c1ccc(CO)cc1,,Bn-OH|R-H,0,Any-OR|Ar-OR|R-H,,,
383,OCC(O)CO.CC(=O)C>>CC1(C)OCC(CO)O1,,Any-OR|R-H,0,Any-OR|R-H,Any-CO-R|R-H,,
384,CC1(C)OCC(CO)O1.[H+]>>OCC(O)CO,,Any-OR|R-H,0,Any-OR|R-H,,,
385,c1ccc(CO)cc1.BrCc1ccccc1>>c1ccc(COCc2ccccc2)cc1,,Any-OR|R-H,0,Bn-OH|R-H,Bn-Br|R-H,,
386,c1ccc(COCc2ccccc2)cc1.[H][H].[Pd]>>c1ccc(CO)cc1,,Bn-OH|R-H,0,Any-OR|R-H,Any-H,,
387,c1ccc(CO)cc1.ClC(c1ccccc1)(c1ccccc1)c1ccccc1>>c1ccc(COC(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,,Any-OR|R-H,0,Bn-OH|R-H,R-Cl,,
388,c1ccc(COC(c2ccccc2)(c2ccccc2)c2ccccc2)cc1.[H+]>>c1ccc(CO)cc1,,Bn-OH|R-H,0,Any-OR|R-H,,,
389,O=C(O)c1ccccc1.Nc1ccccc1>>O=C(Nc1ccccc1)c1ccccc1,amide_coupling,Any-H|Ar-CONHR|Ar-NHR,1,Any-OR|Ar-CO2H,Any-H|Ar-NH2,,
390,CC(=O)O.NCc1ccccc1>>CC(=O)NCc1ccccc1,amide_coupling,Any-CONHR|Any-H|Bn-NHR|R-H,1,Any-CO2H|Any-OR|R-H,Any-H|Bn-NH2|R-H,,
391,O=C(O)CCc1ccccc1.NC1CCCCC1>>O=C(N1CCCCC1)CCc1ccccc1,amide_coupling,Any-CONR2|Any-NR2|R-H,1,Any-CO2H|Any-OR|R-H,Any-H|Any-NH2|R-H,,
392,CC(C)(C)C(=O)O.Nc1ccc(C)cc1>>CC(C)(C)C(=O)Nc1ccc(C)cc1,amide_coupling,Any-CONHR|Any-H|Ar-NHR|R-H,1,Any-CO2H|Any-OR|R-H,Any-H|Ar-NH2|R-H,,
393,O=C(O)c1ccc(F)cc1.NCCc1ccccc1>>O=C(NCCc1ccccc1)c1ccc(F)cc1,"amide_coupling,halogenation_aromatic",Any-H|Any-NHR|Ar-CONHR|Ar-F|R-H,2,Any-OR|Ar-CO2H|Ar-F,Any-H|Any-NH2|R-H,,
394,O=C(O)c1ccc(OC)cc1.NC1CC1>>COc1ccc(C(=O)NC2CC2)cc1,amide_coupling,Any-H|Any-NHR|Ar-CONHR|Ar-OR|R-H,1,Any-OR|Ar-CO2H|Ar-OR|R-H,Any-H|Any-NH2|R-H,,
395,O=C(O)c1ccc(C#N)cc1.NCCCC>>N#Cc1ccc(C(=O)NCCCC)cc1,amide_coupling,Any-H|Any-NHR|Ar-CN|Ar-CONHR|R-H,1,Any-OR|Ar-CN|Ar-CO2H,Any-H|Any-NH2|R-H,,
396,O=C(O)c1ccc([N+](=O)[O-])cc1.NC(C)(C)C>>CC(C)(C)NC(=O)c1ccc([N+](=O)[O-])cc1,amide_coupling,Any-H|Any-NHR|Ar-CONHR|Ar-NO2|R-H,1,Any-OR|Ar-CO2H|Ar-NO2,Any-H|Any-NH2|R-H,,
397,O=C(O)c1cccc(Cl)c1.NCc1ccncc1>>O=C(NCc1ccncc1)c1cccc(Cl)c1,"amide_coupling,halogenation_aromatic",Any-H|Ar-CONHR|Ar-Cl|Bn-NHR|R-H,2,Any-OR|Ar-CO2H|Ar-Cl,Any-H|Bn-NH2|R-H,,
398,O=C(O)c1ccc2ccccc2c1.NC1CCNCC1>>O=C(N1CCC(N)CC1)c1ccc2ccccc2c1,amide_coupling,Any-H|Any-NH2|Any-NR2|Ar-CONR2|R-H,1,Any-OR|Ar-CO2H,Any-H|Any-NH2|Any-NHR|R-H,,
399,O=C(O)c1ccncc1.Nc1ccccc1>>O=C(Nc1ccccc1)c1ccncc1,amide_coupling,Any-H|Ar-CONHR|Ar-NHR,1,Any-OR|Ar-CO2H,Any-H|Ar-NH2,,
400,O=C(O)c1cnccn1.NCc1ccc(F)cc1>>O=C(NCc1ccc(F)cc1)c1cnccn1,"amide_coupling,halogenation_aromatic",Any-H|Ar-CONHR|Ar-F|Bn-NHR|R-H,2,Any-OR|Ar-CO2H,Any-H|Ar-F|Bn-NH2|R-H,,
401,O=C(O)c1cccs1.NC1CCOCC1>>O=C(N1CCOCC1)c1cccs1,amide_coupling,Any-NR2|Any-OR|Ar-CONR2|R-H,1,Any-OR|Ar-CO2H,Any-H|Any-NH2|Any-OR|R-H,,
402,O=C(O)c1cc[nH]c1.NCCOc1ccccc1>>O=C(NCCOc1ccccc1)c1cc[nH]c1,amide_coupling,Any-H|Any-NHR|Ar-CONHR|Ar-OR|AromN-H|R-H,1,Any-OR|Ar-CO2H|AromN-H,Any-H|Any-NH2|Ar-OR|R-H,,
403,O=C(O)c1ccc[nH]1.NC1CCC(C)(C)CC1>>O=C(NC1CCC(C)(C)CC1)c1ccc[nH]1,amide_coupling,Any-H|Any-NHR|Ar-CONHR|AromN-H|R-H,1,Any-OR|Ar-CO2H|AromN-H,Any-H|Any-NH2|R-H,,
404,CCCCCCCC(=O)O.Nc1ccc(OC)cc1>>CCCCCCCC(=O)Nc1ccc(OC)cc1,amide_coupling,Any-CONHR|Any-H|Ar-NHR|Ar-OR|R-H,1,Any-CO2H|Any-OR|R-H,Any-H|Ar-NH2|Ar-OR|R-H,,
405,CC(C)CC(=O)O.NCc1ccc(Cl)cc1>>CC(C)CC(=O)NCc1ccc(Cl)cc1,"amide_coupling,halogenation_aromatic",Any-CONHR|Any-H|Ar-Cl|Bn-NHR|R-H,2,Any-CO2H|Any-OR|R-H,Any-H|Ar-Cl|Bn-NH2|R-H,,
406,CCC(C)C(=O)O.NC1CCN(C)CC1>>CCC(C)C(=O)N1CCN(C)CC1,amide_coupling,Any-CONR2|Any-NR2|R-H,1,Any-CO2H|Any-OR|R-H,Any-H|Any-NH2|Any-NR2|R-H,,
407,O=C(O)C1CCCCC1.NCCc1ccc[nH]1>>O=C(NCCc1ccc[nH]1)C1CCCCC1,amide_coupling,Any-CONHR|Any-H|Any-NHR|AromN-H|R-H,1,Any-CO2H|Any-OR|R-H,Any-H|Any-NH2|AromN-H|R-H,,
408,CC(C)CC(N)C(=O)O.NCc1ccccc1>>CC(C)CC(N)C(=O)NCc1ccccc1,amide_coupling,Any-CONHR|Any-H|Any-NH2|Bn-NHR|R-H,1,Any-CO2H|Any-H|Any-NH2|Any-OR|R-H,Any-H|Bn-NH2|R-H,,
409,N[C@@H](Cc1ccccc1)C(=O)O.NC1CCCCC1>>N[C@@H](Cc1ccccc1)C(=O)N1CCCCC1,amide_coupling,Any-CONR2|Any-H|Any-NH2|Any-NR2|R-H,1,Any-CO2H|Any-H|Any-NH2|Any-OR|R-H,Any-H|Any-NH2|R-H,,
410,O=C(O)c1ccccc1.CN(C)c1ccccc1>>CN(C)c1ccccc1.O=C(N(C)c1ccccc1)c1ccccc1,,"Ar-NR2|R-H,Ar-CONR2|Ar-NR2|R-H",0,Any-OR|Ar-CO2H,Ar-NR2|R-H,,
