Reaction_Type_Standardized,AREA_TOTAL_REDUCED,z-Score,Reactant_A,Reactant_B,Reactant_A_Type,Reactant_B_Type,Reactant_A_Category,Reactant_B_Category,Catalyst,Ligand,Base,Solvent,Secondary Solvent,Additive,Coupling Reagent
Suzuki,87.36,1.7,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,K2CO3,MeTHF,water,,
Suzuki,100.0,1.63,ArB(OR)2,ArCl,ArCl,ArB(OR)2,ArX*,ArB*,XantPhos Pd(allyl)Cl,XantPhos,KOH,THF,water,,
Suzuki,80.17,1.02,ArB(OR)2,ArCl,ArCl,ArB(OR)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,Na2CO3,tAmOH,water,Potassium 2-ethylhexanoate,
Suzuki,81.53,1.28,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,iPrOAc,water,Potassium 2-ethylhexanoate,
Suzuki,85.18,1.68,ArBF3K,ArCl,ArCl,ArBF3K,ArX*,ArB*,meCgPPh Pd G3,meCgPPh,Na2CO3,MeOH,water,,
Suzuki,90.83,1.63,alkene-Br,ArB(OH)2,alkene-Br,ArB(OH)2,VinylX*,ArB*,dtbpfPdCl2,dtbpf,KOH,tAmOH,water,,
Suzuki,90.8,1.61,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,KOH,PhMe,water,,
Suzuki,84.13,0.45,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,NaHCO3,iPrOAc,water,,
Suzuki,90.29,-0.06,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,QPhos Pd(crotyl)Cl,QPhos,Na2CO3,tAmOH,water,,
Suzuki,100.0,0.77,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,QPhos Pd(crotyl)Cl,QPhos,K2CO3,tAmOH,water,,
Suzuki,87.75,0.46,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,MeCN,water,,
Suzuki,84.88,-1.21,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,XantPhos Pd(allyl)Cl,XantPhos,K3PO4,Dioxane,water,,
Suzuki,91.26,1.38,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,NaHCO3,iPrOAc,water,,
Suzuki,87.01,1.23,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,Dioxane,water,,
Suzuki,94.75,0.6,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,K3PO4,iPrOAc,water,,
Suzuki,83.09,2.03,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,AmPhos2PdCl2,AmPhos,NaHCO3,anisole,water,TBAB,
Suzuki,98.62,2.18,ArCl,Alkyl-B(OR)2,ArCl,Alkyl-B(OR)2,ArX*,RB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,MeTHF,water,,
Suzuki,94.04,0.93,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,Na2CO3,iPrOAc,water,Potassium 2-ethylhexanoate,
Suzuki,82.59,1.27,ArCl,alkeneB(OR)2,ArCl,alkeneB(OR)2,ArX*,RB*,dtbpfPdCl2,dtbpf,K2CO3,tAmOH,water,Potassium 2-ethylhexanoate,
Suzuki,100.0,2.17,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,Na2CO3,PhMe,water,TBAC,
Suzuki,89.27,1.94,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,KOH,THF,water,TBAC,
Suzuki,96.98,0.69,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,Cs2CO3,THF,water,water,
Suzuki,88.72,1.28,ArB(OR)2,ArCl,ArCl,ArB(OR)2,ArX*,ArB*,CataCXiumA Pd(allyl)Cl,CataCXiumA,K3PO4,Dioxane,water,Potassium 2-ethylhexanoate,
Suzuki,95.95,1.48,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,K3PO4,iPrOH,water,,
Suzuki,90.37,1.52,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,Cs2CO3,Dioxane,,water,
Suzuki,95.93,1.28,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,MeTHF,water,,
Suzuki,98.26,1.81,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,KOH,Dioxane,water,,
Suzuki,90.83,0.04,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,XPhos Pd(crotyl)Cl,XPhos,Na2CO3,tAmOH,water,,
Suzuki,92.35,0.51,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,XPhos Pd(crotyl)Cl,XPhos,K2CO3,tAmOH,water,,
Suzuki,97.45,0.97,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,Dioxane,water,,
Suzuki,100.0,1.99,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,dppfPdCl2,dppf,K3PO4,EtOH,water,,
Suzuki,92.58,0.51,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,CataCXiumA Pd(allyl)Cl,CataCXiumA,K3PO4,iPrOAc,water,,
Suzuki,80.23,1.85,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,AmPhos2PdCl2,AmPhos,NaHCO3,MeOH,water,TBAB,
Suzuki,97.63,2.15,ArCl,Alkyl-B(OR)2,ArCl,Alkyl-B(OR)2,ArX*,RB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,tAmOH,water,,
Suzuki,87.44,0.1,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,Na2CO3,iPrOAc,water,Potassium 2-ethylhexanoate,
Suzuki-in-situ,100.0,4.35,ArBr,ArCl,ArBr,,ArX*,,,No Ligand,Na2CO3,THF,,water,
Suzuki,97.73,0.72,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,Cs2CO3,tAmOH,water,water,
Suzuki,91.87,1.37,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dppdtbpf)PdCl2,dppdtbpf,K3PO4,tAmOH,water,"TBAC, TPGS-750M",
Suzuki,80.05,1.01,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,meCgPPh Pd G3,meCgPPh,K3PO4,THF,water,,
Suzuki,94.85,1.64,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,Na2CO3,MeTHF,water,,
Suzuki,92.88,1.59,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K2CO3,Dioxane,water,,
Suzuki,87.99,0.74,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,CPME,water,,
Suzuki,85.67,0.65,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,KOH,PrOH,water,,
Suzuki,90.16,1.89,ArBF3K,ArCl,ArCl,ArBF3K,ArX*,ArB*,(CyMPhos)PdCl2,CyMPhos,Na2CO3,HFIP,water,,
Suzuki,80.7,1.49,ArBF3K,ArCl,ArCl,ArBF3K,ArX*,ArB*,meCgPPh Pd G3,meCgPPh,Na2CO3,MeCN,water,,
Suzuki,88.4,1.56,alkene-Br,ArB(OH)2,alkene-Br,ArB(OH)2,VinylX*,ArB*,dtbpfPdCl2,dtbpf,K2CO3,iPrOAc,water,,
Suzuki,100.0,1.97,ArCl,Alkyl-BF3K,ArCl,Alkyl-BF3K,ArX*,RB*,SPhos Pd(crotyl)Cl,SPhos,K2CO3,THF,water,,
Suzuki,91.69,0.19,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,Na2CO3,tAmOH,water,,
Suzuki,100.0,0.77,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K2CO3,tAmOH,water,,
Suzuki,82.42,1.2,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,tAmOH,water,,
Suzuki,88.26,0.35,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,Na2CO3,iPrOAc,water,,
Suzuki,82.42,2.13,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,SPhos Pd(crotyl)Cl,SPhos,K2CO3,Dioxane,water,TBAB,
Suzuki,93.98,2.02,ArCl,Alkyl-B(OR)2,ArCl,Alkyl-B(OR)2,ArX*,RB*,SPhos Pd(crotyl)Cl,SPhos,Na2CO3,MeOH,PhMe,,
Suzuki,91.72,0.63,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,iPrOAc,water,Potassium 2-ethylhexanoate,
Suzuki,100.0,2.17,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,Na2CO3,PhMe,water,TBAC,
Suzuki,98.55,0.74,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K2CO3,Dioxane,water,,
Suzuki,98.12,1.57,ArB(OR)2,ArCl,ArCl,ArB(OR)2,ArX*,ArB*,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,K3PO4,Dioxane,water,Potassium 2-ethylhexanoate,
Suzuki,83.97,1.15,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dppdtbpf)PdCl2,dppdtbpf,Na2CO3,tAmOH,water,TPGS-750M,
Suzuki,96.35,1.49,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,K3PO4,THF,water,,
Suzuki,91.86,1.56,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,Na2CO3,THF,water,,
Suzuki,91.67,1.66,alkene-Br,ArB(OH)2,alkene-Br,ArB(OH)2,VinylX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,iPrOAc,water,,
Suzuki,91.89,1.29,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Na2CO3,EtOH,water,,
Suzuki,87.63,-0.55,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,Na2CO3,tAmOH,water,,
Suzuki,92.57,0.52,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,K2CO3,tAmOH,water,,
Suzuki,91.22,0.46,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,iPrOAc,water,,
Suzuki,98.19,2.17,ArCl,Alkyl-B(OR)2,ArCl,Alkyl-B(OR)2,ArX*,RB*,SPhos Pd(crotyl)Cl,SPhos,Na2CO3,PhMe,water,,
Suzuki,85.45,-0.15,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,AmPhos2PdCl2,AmPhos,Na2CO3,iPrOAc,water,Potassium 2-ethylhexanoate,
Suzuki,100.0,0.78,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,THF,water,,
Suzuki,81.38,1.05,ArB(OR)2,ArCl,ArCl,ArB(OR)2,ArX*,ArB*,XPhos Pd(crotyl)Cl,XPhos,K3PO4,Dioxane,water,Potassium 2-ethylhexanoate,
Suzuki,96.34,1.68,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,iPrOAc,water,,
Suzuki,82.55,2.28,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,CataCXiumA Pd(allyl)Cl,CataCXiumA,Cs2CO3,THF,,,
Suzuki,85.7,1.7,ArBF3K,ArCl,ArCl,ArBF3K,ArX*,ArB*,AmPhos2PdCl2,AmPhos,Na2CO3,HFIP,water,,
Suzuki,89.44,1.59,alkene-Br,ArB(OH)2,alkene-Br,ArB(OH)2,VinylX*,ArB*,dtbpfPdCl2,dtbpf,NaHCO3,iPrOAc,water,,
Suzuki,100.0,1.97,ArCl,Alkyl-BF3K,ArCl,Alkyl-BF3K,ArX*,RB*,SPhos Pd(crotyl)Cl,SPhos,K2CO3,PhMe,water,,
Suzuki,90.11,-0.09,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,Na2CO3,tAmOH,water,,
Suzuki,100.0,0.77,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,K2CO3,tAmOH,water,,
Suzuki,80.5,0.77,ArBr,Alkyl-B(OH)2,ArBr,Alkyl-B(OH)2,ArX*,RB*,dtbpfPdCl2,dtbpf,Ag2O,Dioxane,,,
Suzuki,93.58,0.55,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,AmPhos2PdCl2,AmPhos,Na2CO3,iPrOAc,water,,
Suzuki,92.12,0.68,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,XantPhosPdCl2,XantPhos,Na2CO3,iPrOAc,water,Potassium 2-ethylhexanoate,
Suzuki,88.98,1.76,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,Na2CO3,PhMe,water,,
Suzuki,96.66,0.68,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,Na2CO3,iPrOAc,water,,
Suzuki,87.56,1.24,ArB(OR)2,ArCl,ArCl,ArB(OR)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,Na2CO3,iPrOAc,water,,
Suzuki,94.03,1.73,alkene-Br,ArB(OH)2,alkene-Br,ArB(OH)2,VinylX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,MeOH,PhMe,,
Suzuki-in-situ,81.27,1.27,ArBr,ArBr,ArBr,,ArX*,,CataCXiumA Pd(allyl)Cl,CataCXiumA,K3PO4,2-BuOH,water,KOPiv,
Suzuki,81.96,0.96,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Na2CO3,THF,water,,
Suzuki,100.0,1.72,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,Na2CO3,MeTHF,water,,
Suzuki,100.0,0.77,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,K2CO3,THF,water,,
Suzuki,100.0,2.92,ArI,ArB(OR)2,ArI,ArB(OR)2,ArX*,ArB*,XantPhosPdCl2,XantPhos,Cs2CO3,PhMe,,,
Suzuki,90.74,-0.19,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,PPh3)2PdCl2,PPh3,K2CO3,iPrOH,water,,
Suzuki,82.38,0.85,ArBr,Alkyl-B(OH)2,ArBr,Alkyl-B(OH)2,ArX*,RB*,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,K3PO4,PhMe,water,,
Suzuki,91.3,0.47,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,K3PO4,THF,water,,
Suzuki,81.72,2.11,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,cataCXiumA Pd G3,CataCXiumA,K2CO3,THF,water,Sodium octanoate,
Suzuki,94.04,1.95,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,NaHCO3,anisole,water,,
Suzuki,91.02,0.51,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,PhMe,water,MeOH,
Suzuki,100.0,1.59,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dcypfPdCl2,dcypf,K3PO4,tAmOH,water,"Brij 35, TBAC",
Suzuki,95.65,1.47,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,K3PO4,tAmOH,water,TBAC,
Suzuki,95.97,1.48,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,PhMe,water,,
Suzuki,94.49,1.94,ArCl,ArBF3K,ArCl,ArBF3K,ArX*,ArB*,dppfPdCl2,dppf,Na2CO3,EtOH,water,Brij 35,
Suzuki,100.0,1.86,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,Dioxane,water,,
Suzuki,93.51,1.44,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,tAmOH,water,,
Suzuki,94.59,1.14,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Cs2CO3,MeTHF,,,
Suzuki,87.82,-0.51,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,MeTHF,water,,
Suzuki,93.13,0.53,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K2CO3,THF,water,,
Suzuki,87.59,0.32,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,Na2CO3,THF,water,,
Suzuki,84.2,2.19,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,cataCXiumA Pd G3,CataCXiumA,K2CO3,Brij 35,THF,,
Suzuki,85.16,1.36,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,PPh3)2PdCl2,PPh3,K3PO4,THF,water,,
Suzuki,97.82,0.72,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,tAmOH,water,,
Suzuki,100.0,1.59,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dcypfPdCl2,dcypf,K3PO4,tAmOH,water,TBAC,
Suzuki,81.79,1.28,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,tAmOH,water,,
Suzuki,80.12,1.59,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,XPhos Pd(crotyl)Cl,XPhos,Na2CO3,iPrOAc,,water,
Suzuki,100.0,2.96,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,meCgPPh Pd G3,meCgPPh,K2CO3,tAmOH,water,,
Suzuki,91.94,1.13,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,tAmOH,water,,
Suzuki,88.48,1.18,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Na2CO3,tAmOH,water,,
Suzuki,81.56,0.58,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,XantPhos Pd(allyl)Cl,XantPhos,Cs2CO3,MeTHF,,,
Suzuki,88.22,-0.44,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,XantPhos Pd(allyl)Cl,XantPhos,Na2CO3,MeTHF,water,,
Suzuki,91.91,0.49,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,Na2CO3,THF,water,,
Suzuki,88.21,2.32,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,cataCXiumA Pd G3,CataCXiumA,K2CO3,Brij 35,Dioxane,,
Suzuki,81.72,-0.62,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,K2CO3,water,,Potassium 2-ethylhexanoate,
Suzuki,87.64,1.69,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,AmPhos2PdCl2,AmPhos,K3PO4,tAmOH,water,,
Suzuki,85.29,0.34,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,EtOH,water,,
Suzuki,83.7,1.63,ArB(OH)2,ArBr,ArBr,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,Cs2CO3,MeTHF,water,,
Suzuki,100.0,4.73,ArI,ArB(OR)2,ArI,ArB(OR)2,ArX*,ArB*,cataCXiumA Pd G6 Br)2,CataCXiumA,K3PO4,MeTHF,water,,
Suzuki,91.72,1.12,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,tAmOH,water,,
Suzuki,89.77,1.58,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,DIPEA,PhMe,water,,
Suzuki-in-situ,88.52,1.48,ArBr,ArBr,ArBr,,ArX*,,CataCXiumA Pd(allyl)Cl,CataCXiumA,"K3PO4, Potassium 2-ethylhexanoate",TBME,water,,
Suzuki,97.77,1.28,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,cataCXiumA Pd G3,CataCXiumA,Cs2CO3,MeTHF,,,
Suzuki,85.66,-0.91,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,cataCXiumA Pd G3,CataCXiumA,Na2CO3,MeTHF,water,,
Suzuki,100.0,0.77,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,cataCXiumA Pd G3,CataCXiumA,K2CO3,THF,water,,
Suzuki,83.99,0.92,ArBr,Alkyl-B(OH)2,ArBr,Alkyl-B(OH)2,ArX*,RB*,dtbpfPdCl2,dtbpf,K3PO4,PhMe,water,,
Suzuki,92.44,0.51,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,CataCXiumA Pd(allyl)Cl,CataCXiumA,Na2CO3,THF,water,,
Suzuki,91.37,0.59,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,AmPhos2PdCl2,AmPhos,K2CO3,water,,Potassium 2-ethylhexanoate,
Suzuki,87.74,1.69,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,AmPhos2PdCl2,AmPhos,K3PO4,EtOH,water,,
Suzuki,82.53,1.52,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,Pd-PEPPSI-IPent Cl 3-chloropyridine,IPENT Cl,K3PO4,anisole,water,,
Suzuki,100.0,0.78,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,Brij 35,water,,
Suzuki,82.47,1.3,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,NaHCO3,TBME,water,,
Suzuki,89.65,1.5,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,Brij 35,water,,
Suzuki,93.03,1.97,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,XantPhos Pd(allyl)Cl,XantPhos,Na2CO3,iPrOAc,,water,
Suzuki,80.03,1.31,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,MeOH,PhMe,,
Suzuki-in-situ,84.72,1.37,ArBr,ArBr,ArBr,,ArX*,,CataCXiumA Pd(allyl)Cl,CataCXiumA,"K3PO4, Potassium 2-ethylhexanoate",PhMe,water,,
Suzuki,88.83,1.19,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K3PO4,tAmOH,water,,
Suzuki,91.09,0.08,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,Na2CO3,MeTHF,water,,
Suzuki,100.0,0.77,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,K2CO3,THF,water,,
Suzuki,86.75,2.39,ArI,ArB(OR)2,ArI,ArB(OR)2,ArX*,ArB*,XantPhosPdCl2,XantPhos,Cs2CO3,Dioxane,,,
Suzuki,89.39,0.57,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K2CO3,Dioxane,water,,
Suzuki,82.76,1.46,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,AmPhos2PdCl2,AmPhos,K2CO3,tAmOH,water,,
Suzuki,88.19,0.94,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,THF,water,,
Suzuki,95.32,0.6,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,BrettPhos Pd(crotyl)OTf,BrettPhos,K2CO3,iPrOH,water,,
Suzuki,85.39,1.24,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,cataCXiumA Pd G3,CataCXiumA,K3PO4,iPrOAc,water,,
Suzuki,94.23,0.58,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,THF,water,,
Suzuki,95.68,2.01,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,Pd-PEPPSI-IPent Cl 3-chloropyridine,IPENT Cl,NaHCO3,anisole,water,,
Suzuki,100.0,0.78,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,Dioxane,water,Potassium 2-ethylhexanoate,
Suzuki,86.37,1.71,ArB(OH)2,ArBr,ArBr,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,K2CO3,MeCN,water,,
