Reaction_Type_Standardized,AREA_TOTAL_REDUCED,z-Score,Reactant_A,Reactant_B,Reactant_A_Type,Reactant_B_Type,Reactant_A_Category,Reactant_B_Category,Catalyst,Ligand,Base,Solvent,Secondary Solvent,Additive,Coupling Reagent
Suzuki,84.79,0.22,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,Na2CO3,MeTHF,water,,
Suzuki,92.41,0.72,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,K2CO3,PhMe,water,,
Suzuki,92.42,1.87,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,MeTHF,water,,
Suzuki,88.99,1.76,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,NaHCO3,MeTHF,water,Brij 35,
Suzuki,81.71,1.06,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dcypfPdCl2,dcypf,K2CO3,MeCN,water,,
Suzuki,92.38,0.91,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,SPhos Pd(allyl)OTf,SPhos,KOH,PrOH,water,,
Suzuki,93.03,1.7,alkene-Br,ArB(OH)2,alkene-Br,ArB(OH)2,VinylX*,ArB*,P(tBu)(Cy)2)2PdCl2,P(tBu)(Cy)2,K2CO3,MeOH,PhMe,,
Suzuki,90.13,1.23,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Na2CO3,MeOH,water,,
Suzuki,88.7,-0.35,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,XantPhos Pd(allyl)Cl,XantPhos,Na2CO3,MeCN,water,,
Suzuki,100.0,0.77,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,XantPhos Pd(allyl)Cl,XantPhos,K2CO3,MeCN,water,,
Suzuki,95.54,0.63,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,Na2CO3,MeTHF,water,,
Suzuki,93.19,0.82,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,K2CO3,PhMe,water,,
Suzuki,94.01,1.93,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,tAmOH,water,,
Suzuki,83.76,0.58,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,KOH,PrOH,water,TBAC,
Suzuki,85.02,0.73,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,cataCXiumA Pd G3,CataCXiumA,Cs2CO3,MeCN,,,
Suzuki,91.02,0.46,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,cataCXiumA Pd G3,CataCXiumA,K2CO3,MeCN,water,,
Suzuki,80.3,0.76,ArBr,Alkyl-B(OH)2,ArBr,Alkyl-B(OH)2,ArX*,RB*,dtbpfPdCl2,dtbpf,K3PO4,Dioxane,water,,
Suzuki,90.16,0.42,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,CataCXiumA Pd(allyl)Cl,CataCXiumA,Na2CO3,MeTHF,water,,
Suzuki,86.13,-0.07,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,AmPhos2PdCl2,AmPhos,K2CO3,PhMe,water,,
Suzuki,87.59,1.71,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,NaHCO3,MeTHF,water,,
Suzuki,87.51,0.4,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,dppf Pd G3,dppf,K3PO4,Brij 35,water,,
Suzuki,85.83,0.66,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,KOH,PrOH,water,Brij 35,
Suzuki,91.48,1.65,alkene-Br,ArB(OH)2,alkene-Br,ArB(OH)2,VinylX*,ArB*,P(tBu)(Cy)2)2PdCl2,P(tBu)(Cy)2,KOH,MeOH,PhMe,,
Suzuki,92.35,1.3,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K3PO4,MeOH,water,,
Suzuki,91.33,0.13,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,Na2CO3,MeCN,water,,
Suzuki,86.3,0.3,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,K2CO3,MeCN,water,,
Suzuki,88.85,0.53,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K2CO3,MeCN,water,,
Suzuki,84.08,0.82,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,MeCN,water,,
Suzuki,94.51,0.46,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,BrettPhos Pd(crotyl)OTf,BrettPhos,K2CO3,Dioxane,water,,
Suzuki,92.97,0.53,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,MeTHF,water,,
Suzuki,82.47,1.64,ArCl,Alkyl-B(OR)2,ArCl,Alkyl-B(OR)2,ArX*,RB*,cataCXiumA Pd G3,CataCXiumA,K3PO4,anisole,MeOH,,
Suzuki,90.49,0.48,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,K3PO4,PhMe,water,,
Suzuki,88.66,1.28,ArB(OR)2,ArCl,ArCl,ArB(OR)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,Cs2CO3,THF,water,water,
Suzuki,98.19,1.54,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dcypfPdCl2,dcypf,K3PO4,tAmOH,water,,
Suzuki,88.41,0.76,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,KOH,PrOH,water,,
Suzuki,94.07,1.21,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,iPrOAc,water,,
Suzuki,94.44,1.71,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,AmPhos2PdCl2,AmPhos,KOH,iPrOAc,water,,
Suzuki,85.86,0.62,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,NaHCO3,iPrOAc,water,,
Suzuki,87.12,1.18,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,meCgPPh Pd G3,meCgPPh,K2CO3,tAmOH,water,,
Suzuki,90.54,0.97,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Cs2CO3,MeCN,,,
Suzuki,93.97,0.61,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Na2CO3,MeCN,water,,
Suzuki,85.07,0.26,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K2CO3,MeCN,water,,
Suzuki,84.01,0.21,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,dpppPdCl2,dppp,K2CO3,MeCN,water,,
Suzuki,87.2,-0.81,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,dppfPdCl2,dppf,K2CO3,Dioxane,water,,
Suzuki,80.82,0.78,ArBr,Alkyl-B(OH)2,ArBr,Alkyl-B(OH)2,ArX*,RB*,cataCXiumA Pd G3,CataCXiumA,K3PO4,Dioxane,water,,
Suzuki,83.96,1.14,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,XPhos Pd G2,XPhos,K3PO4,anisole,water,,
Suzuki,94.01,0.57,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,AmPhos2PdCl2,AmPhos,K3PO4,MeTHF,water,,
Suzuki,83.3,1.66,ArCl,Alkyl-B(OR)2,ArCl,Alkyl-B(OR)2,ArX*,RB*,cataCXiumA Pd G3,CataCXiumA,K3PO4,PhMe,water,,
Suzuki,91.33,0.59,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,PhMe,water,,
Suzuki,98.84,2.13,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,K3PO4,PhMe,water,TBAB,
Suzuki,97.62,1.53,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,Pd-PEPPSI-IHept Cl 3-chloropyridine,IHept Cl,K3PO4,tAmOH,water,Brij 35,
Suzuki,91.91,0.89,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,IPent Pd(tBuInd)Cl],IPENT,KOH,PrOH,water,,
Suzuki,92.38,1.14,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,THF,water,,
Suzuki,93.85,1.69,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,K3PO4,iPrOAc,water,,
Suzuki,93.67,1.68,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,AmPhos2PdCl2,AmPhos,KOH,THF,water,,
Suzuki-in-situ,85.42,1.39,ArBr,ArBr,ArBr,,ArX*,,PPh3)2PdCl2,PPh3,K3PO4,PhMe,water,"iPrOH, KOPiv",
Suzuki,90.85,1.33,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K2CO3,tAmOH,water,,
Suzuki,96.23,1.21,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,Cs2CO3,MeCN,,,
Suzuki,91.8,0.21,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,Na2CO3,MeCN,water,,
Suzuki,86.31,0.3,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,K2CO3,MeCN,water,,
Suzuki,91.09,0.68,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,dtbpfPdCl2,dtbpf,K2CO3,MeCN,water,,
Suzuki,83.97,0.82,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,Na2CO3,MeCN,water,,
Suzuki,94.16,0.4,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,dtbpfPdCl2,dtbpf,K2CO3,Dioxane,water,,
Suzuki,89.31,0.39,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,MeTHF,water,,
Suzuki,95.55,2.08,ArCl,Alkyl-B(OR)2,ArCl,Alkyl-B(OR)2,ArX*,RB*,cataCXiumA Pd G3,CataCXiumA,K3PO4,Dioxane,water,,
Suzuki,85.61,-0.13,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,XantPhosPdCl2,XantPhos,K3PO4,PhMe,water,,
Suzuki,100.0,1.78,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dppfPdCl2,dppf,Na2CO3,TBME,water,,
Suzuki,89.64,0.81,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,XPhos Pd(crotyl)Cl,XPhos,KOH,PrOH,water,,
Suzuki,100.0,1.86,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,KOH,PhMe,water,,
Suzuki,92.75,1.66,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,AmPhos2PdCl2,AmPhos,KOH,MeCN,water,,
Suzuki,84.56,0.5,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,NaHCO3,iPrOAc,water,,
Suzuki,86.21,1.14,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,meCgPPh Pd G3,meCgPPh,K2CO3,tAmOH,water,,
Suzuki,91.6,1.28,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K3PO4,MeOH,water,,
Suzuki,89.29,-0.25,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,QPhos Pd(crotyl)Cl,QPhos,Na2CO3,MeCN,water,,
Suzuki,93.14,0.53,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,QPhos Pd(crotyl)Cl,QPhos,K2CO3,MeCN,water,,
Suzuki,86.95,0.91,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,MeCN,water,,
Suzuki,95.2,0.62,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,K3PO4,MeTHF,water,,
Suzuki,96.36,2.1,ArCl,Alkyl-B(OR)2,ArCl,Alkyl-B(OR)2,ArX*,RB*,cataCXiumA Pd G3,CataCXiumA,K3PO4,MeTHF,water,,
Suzuki,93.43,0.85,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,Na2CO3,PhMe,water,,
Suzuki,82.2,1.51,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,KOH,iPrOH,water,,
Suzuki,89.84,1.8,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,NaHCO3,TBME,water,TBAB,
Suzuki,82.11,0.24,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,dppf Pd G3,dppf,Cs2CO3,THF,water,water,
Suzuki,81.85,1.1,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,tAmOH,water,,
Suzuki,92.3,1.38,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dcypfPdCl2,dcypf,KOH,anisole,water,Brij 35,
Suzuki,96.75,1.5,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,Pd-PEPPSI-IHept Cl 3-chloropyridine,IHept Cl,K3PO4,iPrOH,water,,
Suzuki,96.81,1.32,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,MeTHF,water,,
Suzuki,100.0,1.86,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,KOH,Dioxane,water,,
Suzuki,93.54,1.44,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K2CO3,tAmOH,water,,
Suzuki,92.11,0.27,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,XPhos Pd(crotyl)Cl,XPhos,Na2CO3,MeCN,water,,
Suzuki,88.38,0.37,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,XPhos Pd(crotyl)Cl,XPhos,K2CO3,MeCN,water,,
Suzuki,80.36,1.13,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,XPhos Pd(crotyl)Cl,XPhos,K3PO4,MeCN,water,,
Suzuki,95.26,0.59,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,SPhos Pd(crotyl)Cl,SPhos,K2CO3,Dioxane,water,,
Suzuki,85.95,1.46,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,dppfPdCl2,dppf,K3PO4,Dioxane,water,,
Suzuki,91.87,0.49,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,CataCXiumA Pd(allyl)Cl,CataCXiumA,K3PO4,MeTHF,water,,
Suzuki,96.66,1.25,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,Na2CO3,PhMe,water,,
Suzuki,80.27,1.53,ArB(OH)2,ArBr,ArBr,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,Cs2CO3,EtOH,water,,
Suzuki,100.0,1.59,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,Pd-PEPPSI-IHept Cl 3-chloropyridine,IHept Cl,K3PO4,iPrOAc,water,,
Suzuki,83.88,1.7,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K3PO4,PhMe,,water,
Suzuki,91.65,0.88,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,KOH,PrOH,water,,
Suzuki,85.37,0.87,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,iPrOH,water,,
Suzuki,99.57,1.85,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,AmPhos2PdCl2,AmPhos,KOH,MeCN,water,,
Suzuki,86.85,0.72,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,NaHCO3,iPrOAc,water,,
Suzuki,80.18,2.59,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,AmPhos2PdCl2,AmPhos,K2CO3,Dioxane,water,,
Suzuki,87.77,1.21,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,meCgPPh Pd G3,meCgPPh,K2CO3,tAmOH,water,,
Suzuki,94.07,0.63,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,Na2CO3,MeCN,water,,
Suzuki,82.23,1.2,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,SPhos Pd(crotyl)Cl,SPhos,K3PO4,MeCN,water,,
Suzuki,89.14,0.38,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,Na2CO3,MeTHF,water,,
Suzuki,93.07,0.8,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,PhMe,water,,
Suzuki,86.1,1.66,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,Cs2CO3,THF,,water,
Suzuki,87.78,0.41,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,dppf Pd G3,dppf,K2CO3,Dioxane,water,,
Suzuki,100.0,1.63,ArB(OR)2,ArCl,ArCl,ArB(OR)2,ArX*,ArB*,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,Cs2CO3,THF,water,water,
Suzuki,94.04,1.43,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,Pd-PEPPSI-IHept Cl 3-chloropyridine,IHept Cl,K3PO4,THF,water,,
Suzuki-in-situ,100.0,1.82,ArBr,ArBr,ArBr,,ArX*,,SPhos Pd(crotyl)Cl,SPhos,"K3PO4, Potassium 2-ethylhexanoate",THF,water,iPrOH,
Suzuki,88.12,-0.46,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,Na2CO3,MeCN,water,,
Suzuki,88.67,0.38,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,K2CO3,MeCN,water,,
Suzuki,80.55,1.38,ArBr,ArB(OH)2,ArBr,,ArX*,,AmPhos2PdCl2,AmPhos,K3PO4,anisole,water,,
Suzuki,88.84,0.37,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,Na2CO3,MeTHF,water,,
Suzuki,86.54,-0.02,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,AmPhos2PdCl2,AmPhos,Na2CO3,PhMe,water,,
Suzuki,84.45,1.6,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,K3PO4,PhMe,water,Brij 35,
Suzuki,86.01,0.36,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,dppf Pd G3,dppf,K3PO4,THF,water,,
Suzuki,85.03,0.63,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dpppPdCl2,dppp,KOH,PrOH,water,,
Suzuki,85.74,1.56,ArCl,Alkyl-BF3K,ArCl,Alkyl-BF3K,ArX*,RB*,meCgPPh Pd G3,meCgPPh,K2CO3,PhMe,water,,
Suzuki,88.0,-0.48,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,Na2CO3,MeCN,water,,
Suzuki,87.59,0.34,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,K2CO3,MeCN,water,,
Suzuki,87.32,0.31,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,AmPhos2PdCl2,AmPhos,Na2CO3,MeTHF,water,,
Suzuki,86.9,0.03,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,XantPhosPdCl2,XantPhos,Na2CO3,PhMe,water,,
Suzuki,95.16,1.76,alkene-Br,ArB(OH)2,alkene-Br,ArB(OH)2,VinylX*,ArB*,P(tBu)(Cy)2)2PdCl2,P(tBu)(Cy)2,K3PO4,MeOH,PhMe,,
Suzuki,88.53,-0.38,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,K2CO3,PhMe,water,,
Suzuki,85.97,0.26,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,K3PO4,MeCN,water,,
Suzuki,85.77,-0.11,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,K3PO4,iPrOAc,water,,
Suzuki,99.16,0.76,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,K2CO3,THF,water,,
Suzuki,99.57,0.77,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,CataCXiumA Pd(allyl)Cl,CataCXiumA,K3PO4,PhMe,water,MeOH,
Suzuki,85.33,1.18,ArB(OR)2,ArCl,ArCl,ArB(OR)2,ArX*,ArB*,AmPhos Pd(crotyl)Cl,AmPhos,Na2CO3,Dioxane,water,,
Suzuki,98.53,1.55,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,K3PO4,tAmOH,water,TBAC,
Suzuki,93.7,2.69,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,Cs2CO3,Brij 35,,,
Suzuki,85.57,1.47,alkene-Br,ArB(OH)2,alkene-Br,ArB(OH)2,VinylX*,ArB*,CataCXiumA Pd(allyl)Cl,CataCXiumA,K3PO4,PhMe,,MeOH,
Suzuki,85.21,0.74,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K2CO3,PhMe,,,
Suzuki,91.91,0.24,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K2CO3,PhMe,water,,
Suzuki,89.0,2.34,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,K2CO3,Brij 35,THF,,
Suzuki,92.68,1.61,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,PPh3)2PdCl2,PPh3,K3PO4,PrOH,water,,
Suzuki,81.07,-0.7,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,K2CO3,iPrOAc,water,,
Suzuki,98.81,0.75,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,CataCXiumA Pd(allyl)Cl,CataCXiumA,K3PO4,tAmOH,water,,
Suzuki,85.26,1.17,ArB(OR)2,ArCl,ArCl,ArB(OR)2,ArX*,ArB*,CataCXiumA Pd(allyl)Cl,CataCXiumA,K3PO4,tAmOH,water,,
Suzuki,82.2,1.46,ArCl,Alkyl-BF3K,ArCl,Alkyl-BF3K,ArX*,RB*,CataCXiumA Pd(allyl)Cl,CataCXiumA,K3PO4,tAmOH,water,,
Suzuki-in-situ,100.0,1.82,ArBr,ArBr,ArBr,,ArX*,,dppfPdCl2,dppf,"K3PO4, Potassium 2-ethylhexanoate",Dioxane,water,,
Suzuki,84.11,1.03,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Na2CO3,THF,water,,
Suzuki,81.0,0.56,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,XantPhos Pd(allyl)Cl,XantPhos,K2CO3,PhMe,,,
Suzuki,92.81,0.4,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,XantPhos Pd(allyl)Cl,XantPhos,K2CO3,PhMe,water,,
Suzuki,81.77,2.11,ArBr,ArBF3K,ArBr,ArBF3K,ArX*,ArB*,cPhos Pd G3,cPhos,K2CO3,PhMe,water,,
Suzuki,82.38,1.33,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,dtbpfPdCl2,dtbpf,Cs2CO3,MeCN,,,
Suzuki,93.18,0.54,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,Na2CO3,MeCN,water,,
Suzuki,87.76,2.3,alkeneB(OR)2,ArCl,ArCl,alkeneB(OR)2,ArX*,RB*,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,K2CO3,Brij 35,Dioxane,,
Suzuki,87.36,0.09,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,K2CO3,iPrOAc,water,,
Suzuki,98.11,0.73,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,Cs2CO3,MeTHF,water,,
