name,abbreviation,cas,smiles,formula,type,density,mw,bp,mp,volatile,viscose,role_1,family_1,tag_1,role_2,family_2,tag_2,,
D(+)-10-Camphorsulfonyl chloride,,21286-54-4,CC1(C)C2CCC1(CS(=O)(=O)Cl)C(=O)C2,C10H15ClO3S,powder,1.341,250.742,334.393,63,0,0,organic_compound,,,,,,,
Diisopropyl azodicarboxylate,,2446-83-5,CC(C)OC(=O)N=NC(=O)OC(C)C,C8H14N2O4,liquid,1.15,202.2078,277,3,0,0,organic_compound,,,,,,,
"4,4,5,5-Tetramethyl-1,3,2-dioxaborolane",,25015-63-8,CC1(C)O[B]OC1(C)C,C6H12BO2,liquid,0.882,126.969,109.9,,0,0,organic_compound,,,,,,,
4-Penten-1-ol,,821-09-0,C=CCCCO,C5H10O,liquid,0.83,86.1323,141,,0,0,organic_compound,,,,,,,
2-Cyclohexen-1-one,,930-68-7,O=C1C=CCCC1,C6H8O,liquid,0.998,96.1271,166.6,-53,0,0,organic_compound,,,,,,,
(iodomethyl)(triphenyl)phosphonium iodide,,3020-28-8,IC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,C19H17I2P,liquid,,530.121,,,0,0,organic_compound,,,,,,,
3-Bromo-1-propanol,,627-18-9,OCCCBr,C3H7BrO,liquid,1.566,138.991,175.3,,0,0,organic_compound,,,,,,,
"4,4'-Dimethoxybenzhydrol",,728-87-0,COc1ccc(C(O)c2ccc(OC)cc2)cc1,C15H16O3,powder,1.135,244.2857,406.5,68,0,0,organic_compound,,,,,,,
Cinnamoyl chloride,,102-92-1,O=C(Cl)C=Cc1ccccc1,C9H7ClO,powder,1.199,166.604,257.8,33,0,0,organic_compound,,,,,,,
4-Chlorophenylacetylene,,873-73-4,C#Cc1ccc(Cl)cc1,C8H5Cl,powder,1.15,136.578,178.5,43,0,0,organic_compound,,,,,,,
Methyl 4-ethynylbenzoate,,3034-86-4,C#Cc1ccc(C(=O)OC)cc1,C10H8O2,liquid,1.11,160.1693,239.4,,0,0,organic_compound,,,,,,,
1-(1-Propynyl)cyclohexanol,,697-37-0,CC#CC1(O)CCCCC1,C9H14O,powder,0.98,138.2069,221.7,47,0,0,organic_compound,,,,,,,
4-Ethynyltoluene,,766-97-2,C#Cc1ccc(C)cc1,C9H8,liquid,0.93,116.1598,164.1,,0,0,organic_compound,,,,,,,
2-Fluorophenylacetylene,,766-49-4,C#Cc1ccccc1F,C8H5F,liquid,1.06,120.1237,149.3,,0,0,organic_compound,,,,,,,
2-Ethynylthiophene,,4298-52-6,C#Cc1cccs1,C6H4S,liquid,1.11,108.161,150,,0,0,organic_compound,,,,,,,
2-Bromophenylacetylene,,766-46-1,C#Cc1ccccc1Br,C8H5Br,liquid,1.5,181.029,214.1,,0,0,organic_compound,,,,,,,
4-Methoxyphenylacetylene,,768-60-5,C#Cc1ccc(OC)cc1,C9H8O,liquid,1.019,132.1592,87,28,0,0,organic_compound,,,,,,,
3-Chlorophenylacetylene,,766-83-6,C#Cc1cccc(Cl)c1,C8H5Cl,liquid,1.15,136.578,191.3,,0,0,organic_compound,,,,,,,
4-Ethynylbenzaldehyde,,63697-96-1,C#Cc1ccc(C=O)cc1,C9H6O,liquid,1.07,130.1433,223.8,,0,0,organic_compound,,,,,,,
Ethynylcyclopropane,,6746-94-7,C#CC1CC1,C5H6,liquid,0.85,66.1011,31.4,,0,0,organic_compound,,,,,,,
4-Ethynylbiphenyl,,29079-00-3,C#Cc1ccc(-c2ccccc2)cc1,C14H10,liquid,1.06,178.2292,289.2,,0,0,organic_compound,,,,,,,
"1,1-Diphenyl-2-propyn-1-ol",,3923-52-2,C#CC(O)(c1ccccc1)c1ccccc1,C15H12O,powder,1.131,208.2552,329,43,0,0,organic_compound,,,,,,,
1-Ethyl-4-ethynylbenzene,,40307-11-7,C#Cc1ccc(CC)cc1,C10H10,liquid,0.92,130.1864,183.7,,0,0,organic_compound,,,,,,,
2-Chlorophenylacetylene,,873-31-4,C#Cc1ccccc1Cl,C8H5Cl,liquid,1.15,136.578,190.6,,0,0,organic_compound,,,,,,,
Bis[(trifluoromethyl)sulphonyl]amine,,82113-65-3,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,C2HF6NO4S2,powder,1.38,281.154,194.6,52,0,0,organic_compound,,,,,,,
3-Fluorophenylacetylene,,2561-17-3,C#Cc1cccc(F)c1,C8H5F,liquid,1.06,120.1237,148.7,,0,0,organic_compound,,,,,,,
Chloro(dimethylsulfide)gold(I),,29892-37-3,CSC.[Au+],C2H6AuClS,liquid,,294.554,,,0,0,metal_catalyst,,,,,,,
2-morpholin-4-ium-4-ylethyl-[2-(1-naphthylmethyl)-3-tetrahydrofuran-2-yl-propyl]ammonium,,10337-40-3,c1ccc2c(CC(CNCCN3CCOCC3)CC3CCCO3)cccc2c1,C28H38N2O10,liquid,,562.6087,551.8,,0,0,organic_compound,,,,,,,
2-amino-6-bromobenzonitrile,,77326-62-6,N#Cc1c(N)cccc1Br,C7H5BrN2,liquid,1.69,197.032,343.338,,0,0,organic_compound,,,,,,,
Triphenylsilane,,789-25-3,c1ccc([Si](c2ccccc2)c2ccccc2)cc1,C18H15Si,powder,,259.3972,152,43,0,0,organic_compound,,,,,,,
4-Aminobenzyl alcohol,,623-04-1,Nc1ccc(CO)cc1,C7H9NO,powder,,123.1525,,60,0,0,organic_compound,,,,,,,
1-Aminodecane,,2016-57-1,CCCCCCCCCCN,C10H23N,liquid,0.797,157.2963,221.4,12,0,0,organic_compound,,,,,,,
"N,N-Dimethyl-2-naphthylamine",,2436-85-3,CN(C)c1ccc2ccccc2c1,C12H13N,liquid,1.06,171.2383,303.1,,0,0,organic_compound,,,,,,,
Ethyl chlorooxoacetate,,4755-77-5,CCOC(=O)C(=O)Cl,C4H5ClO3,liquid,1.281,136.534,137,,0,0,organic_compound,,,,,,,
2-Methyl-3-butyn-2-ol,,115-19-5,C#CC(C)(C)O,C5H8O,liquid,0.91,84.1164,104.2,3,0,0,organic_compound,,,,,,,
Benzophenone imine,,1013-88-3,N=C(c1ccccc1)c1ccccc1,C13H11N,liquid,0.99,181.2331,282,-30,0,0,organic_compound,,,,,,,
5-Hexen-2-one,,109-49-9,C=CCCC(C)=O,C6H10O,liquid,0.819,98.143,129.5,,0,0,organic_compound,,,,,,,
N-Methyl-p-toluidine,,623-08-5,CNc1ccc(C)cc1,C8H11N,liquid,0.968,121.1796,210,,0,0,organic_compound,,,,,,,
Methyl 4-vinylbenzoate,,1076-96-6,C=Cc1ccc(C(=O)OC)cc1,C10H10O2,powder,1.058,162.1852,253.1,32,0,0,organic_compound,,,,,,,
pyridine hydrofluoride,,62778-11-4,F.c1ccncc1,C5H6FN,liquid,1.1,99.1062,115.3,,0,0,organic_compound,,,,,,,
4-Aminotetrahydropyran,,38041-19-9,NC1CCOCC1,C5H11NO,liquid,,101.1469,151.4,,0,0,organic_compound,,,,,,,
Phenylacetylene,,536-74-3,C#Cc1ccccc1,C8H6,liquid,0.95,102.1332,142.4,-44.8,0,0,organic_compound,,,,,,,
Fluorene,,86-73-7,c1ccc2c(c1)Cc1ccccc1-2,C13H10,powder,1.12,166.2185,293.6,112,0,0,organic_compound,,,,,,,
Methacryloyl chloride,,920-46-7,C=C(C)C(=O)Cl,C4H5ClO,liquid,1.067,104.535,96,-60,0,0,organic_compound,,,,,,,
"2,3,5,6-Tetrafluorophenol",,769-39-1,Oc1c(F)c(F)cc(F)c1F,C6H2F4O,powder,1.586,166.0731,140.2,33,0,0,organic_compound,,,,,,,
sodium benzenesulfonate,,515-42-4,O=S(=O)(O)c1ccccc1,C6H5NaO3S,powder,1.124,180.157,,450,0,0,organic_compound,,,,,,,
"2,4,6-Trimethylpyridine",,108-75-8,Cc1cc(C)nc(C)c1,C8H11N,liquid,0.921,121.1796,171,-43,0,0,organic_compound,,,,,,,
3-(Mercapto)propyltrimethoxysilane,,4420-74-0,CO[Si](CCCS)(OC)OC,C6H16O3SSi,liquid,0.998,196.34,160.339,,0,0,organic_compound,,,,,,,
6-Chloronicotinic Acid,,5326-23-8,O=C(O)c1ccc(Cl)nc1,C6H4ClNO2,powder,0.5,157.554,330.1,186,0,0,organic_compound,,,,,,,
Ethyl Propiolate,,623-47-2,C#CC(=O)OCC,C5H6O2,liquid,0.997,98.0999,120,9,0,0,organic_compound,,,,,,,
6-Bromoindole,,52415-29-9,Brc1ccc2cc[nH]c2c1,C8H6BrN,powder,1.66,196.044,316.9,89,0,0,organic_compound,,,,,,,
2-Bromobenzophenone,,13047-06-8,O=C(c1ccccc1)c1ccccc1Br,C13H9BrO,powder,1.421,261.114,345.6,42,0,0,organic_compound,,,,,,,
5-Aminoindole,,5192-03-0,Nc1ccc2[nH]ccc2c1,C8H8N2,powder,1.268,132.1625,354,130,0,0,organic_compound,,,,,,,
1-Methylindole,,603-76-9,Cn1ccc2ccccc21,C9H9N,liquid,1,131.1745,239.4,,0,0,organic_compound,,,,,,,
Bis(trimethylsilyl)acetylene,,14630-40-1,C[Si](C)(C)C#C[Si](C)(C)C,C8H18Si2,liquid,0.791,170.3995,134.6,21,0,0,organic_compound,,,,,,,
4-Hydroxyindole,,2380-94-1,Oc1cccc2[nH]ccc12,C8H7NO,powder,1.275,133.1473,334.3,97,0,0,organic_compound,,,,,,,
Diethyl (2-oxopropyl)phosphonate,,1067-71-6,CCOP(=O)(CC(C)=O)OCC,C7H15O4P,liquid,1.09,194.1654,263.1,,0,0,organic_compound,,,,,,,
"2,6-Di-tert-butyl-4-methylpyridine",,38222-83-2,Cc1cc(C(C)(C)C)nc(C(C)(C)C)c1,C14H23N,powder,0.883,205.3391,233,33,0,0,organic_compound,,,,,,,
5-Methoxyindole,,1006-94-6,COc1ccc2[nH]ccc2c1,C9H9NO,powder,1.169,147.1739,297.8,56,0,0,organic_compound,,,,,,,
Trimethylpentafluoroethylsilane,,124898-13-1,C[Si](C)(C)C(F)(F)C(F)(F)F,C5H9F5Si,liquid,1.103,192.2025,43.4,,0,0,organic_compound,,,,,,,
Acetaldehyde,,75-07-0,CC=O,C2H4O,liquid,0.788,44.0526,21,-123,0,0,organic_compound,,,,,,,
"1,3-Cyclohexanedione",,504-02-9,O=C1CCCC(=O)C1,C6H8O2,powder,1.229,112.1265,222.7,101,0,0,organic_compound,,,,,,,
N-Iodosuccinimide,,516-12-1,Oc1ccc(O)n1I,C4H4INO2,powder,,224.9845,,197,0,0,organic_compound,,,,,,,
Benzoxazole,,273-53-0,c1ccc2ocnc2c1,C7H5NO,liquid,1.196,119.1207,182.5,27,0,0,organic_compound,,,,,,,
2-bromo-5-nitrobenzaldehyde,,84459-32-5,O=Cc1cc([N+](=O)[O-])ccc1Br,C7H4BrNO3,liquid,1.781,230.016,307.174,,0,0,organic_compound,,,,,,,
2-Bromo-5-fluorobenzaldehyde,,94569-84-3,O=Cc1cc(F)ccc1Br,C7H4BrFO,powder,1.67,203.008,225.8,51,0,0,organic_compound,,,,,,,
2-bromo-5-chlorobenzaldehyde,,174265-12-4,O=Cc1cc(Cl)ccc1Br,C7H4BrClO,powder,1.698,219.463,257.713,66,0,0,organic_compound,,,,,,,
Diethyl Benzylidenemalonate,,5292-53-5,CCOC(=O)C(=Cc1ccccc1)C(=O)OCC,C14H16O4,liquid,1.129,248.2744,335.5,,0,0,organic_compound,,,,,,,
5-Iodoindole,,16066-91-4,Ic1ccc2[nH]ccc2c1,C8H6IN,powder,1.96,243.0444,341.7,101,0,0,organic_compound,,,,,,,
2-Bromo-4-chlorobenzaldehyde,,84459-33-6,O=Cc1ccc(Cl)cc1Br,C7H4BrClO,liquid,1.698,219.463,264.6,,0,0,organic_compound,,,,,,,
4-(Tetrahydro-2H-pyran-2-yloxy)phenylboronic acid,,182281-01-2,OB(O)c1ccc(OC2CCCCO2)cc1,C11H15BO4,powder,1.21,222.045,411.3,117,0,0,organic_compound,,,,,,,
4-(Trifluoromethyl)-N-methylaniline,,22864-65-9,CNc1ccc(C(F)(F)F)cc1,C8H8F3N,liquid,1.23,175.151,193.041,,0,0,organic_compound,,,,,,,
2-bromo-3-chlorobenzaldehyde,,74073-40-8,O=Cc1cccc(Cl)c1Br,C7H4BrClO,liquid,1.698,219.463,268.5,,0,0,organic_compound,,,,,,,
4-Bromo-N-methylaniline,,6911-87-1,CNc1ccc(Br)cc1,C7H8BrN,liquid,1.487,186.049,240.4,,0,0,organic_compound,,,,,,,
2-bromo-5-methoxybenzaldehyde,,7507-86-0,COc1ccc(Br)c(C=O)c1,C8H7BrO2,powder,1.522,215.044,283.927,71,0,0,organic_compound,,,,,,,
N-Methyl-o-toluidine,,611-21-2,CNc1ccccc1C,C8H11N,liquid,0.968,121.1796,207.5,,0,0,organic_compound,,,,,,,
N-(Cyclohexylthio)phthalimide,,17796-82-6,O=C1c2ccccc2C(=O)N1SC1CCCCC1,C14H15NO2S,powder,1.07,261.339,331,90,0,0,organic_compound,,,,,,,
5-Bromo-1-pentene,,1119-51-3,C=CCCCBr,C5H9Br,liquid,1.248,149.029,126.2,,0,0,organic_compound,,,,,,,
"Tris(2,2'-bipyridine)ruthenium dichloride",,14323-06-9,[Ru+2].c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,C30H24Cl2N6Ru,liquid,,640.53,254.8,,0,0,metal_catalyst,,,,,,,
"3,3-Dimethyl-1-butyne",,917-92-0,C#CC(C)(C)C,C6H10,liquid,0.737,82.1436,37.7,-78,0,0,organic_compound,,,,,,,
Trimethyl(trifluoromethyl)silane,,81290-20-2,C[Si](C)(C)C(F)(F)F,C4H9F3Si,liquid,0.969,142.195,49.3,,0,0,organic_compound,,,,,,,
4-Bromo-1-butyne,,38771-21-0,C#CCCBr,C4H5Br,liquid,1.453,132.987,118.322,,0,0,organic_compound,,,,,,,
Ethyl Benzoylacetate,,94-02-0,CCOC(=O)CC(=O)c1ccccc1,C11H12O3,liquid,1.104,192.2112,268.1,,0,0,organic_compound,,,,,,,
purine,,120-73-0,c1ncc2[nH]cnc2n1,C5H4N4,powder,1.61,120.1121,230.8,214,0,0,organic_compound,,,,,,,
10-Undecyn-1-ol,,2774-84-7,C#CCCCCCCCCCO,C11H20O,liquid,0.879,168.2759,243.8,,0,0,organic_compound,,,,,,,
tert-Butyllithium,,594-19-4,C[C](C)C,C4H9Li,liquid,,64.055,,,0,0,organic_compound,,,,,,,
toluenediisocyanate,,26471-62-5,Cc1c(N=C=O)cccc1N=C=O,C9H6N2O2,liquid,1.14,174.1561,251,,0,0,organic_compound,,,,,,,
Allylboronic acid pinacol ester,,72824-04-5,C=CCB1OC(C)(C)C(C)(C)O1,C9H17BO2,liquid,0.89,168.041,131.598,,0,0,organic_compound,,,,,,,
2-bromo-5-(trifluoromethyl)benzaldehyde,,102684-91-3,O=Cc1cc(C(F)(F)F)ccc1Br,C8H4BrF3O,liquid,1.677,253.016,239.1,,0,0,organic_compound,,,,,,,
4-Nitrophenylacetylene,,937-31-5,C#Cc1ccc([N+](=O)[O-])cc1,C8H5NO2,liquid,1.22,147.1308,246.6,,0,0,organic_compound,,,,,,,
3-Thienylboronic acid,,6165-69-1,OB(O)c1ccsc1,C4H5BO2S,powder,,127.957,,162,0,0,organic_compound,,,,,,,
"3,5-dichloropyridine 1-oxide",,15177-57-8,[O-][n+]1cc(Cl)cc(Cl)c1,C5H3Cl2NO,powder,,163.989,,110,0,0,organic_compound,,,,,,,
"1-(trifluoromethyl)-1,2-benziodoxol-3(1H)-one",,887144-94-7,O=C1OI(C(F)(F)F)c2ccccc21,C8H4F3IO2,liquid,,316.0158,,,0,0,organic_compound,,,,,,,
N-Benzyl-p-toluenesulfonamide,,1576-37-0,Cc1ccc(S(=O)(=O)NCc2ccccc2)cc1,C14H15NO2S,powder,1.204,261.339,419.1,115,0,0,organic_compound,,,,,,,
4-Iodobenzaldehyde,,15164-44-0,O=Cc1ccc(I)cc1,C7H5IO,powder,1.883,232.0185,264.8,78,0,0,organic_compound,,,,,,,
Perfluorohexyl iodide,,355-43-1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,C6F13I,liquid,2.05,445.9479,117.1,-45,0,0,organic_compound,,,,,,,
2-Hydroxy-1-naphthaldehyde,,708-06-5,O=Cc1c(O)ccc2ccccc12,C11H8O2,powder,1.288,172.18,305.8,82,0,0,organic_compound,,,,,,,
4-(hydroxymethyl)benzaldehyde,,52010-97-6,O=Cc1ccc(CO)cc1,C8H8O2,liquid,,136.1479,,,0,0,organic_compound,,,,,,,
Trimethylsilylisothiocyanate,,2290-65-5,C[Si](C)(C)N=C=S,C4H9NSSi,liquid,0.89,131.271,143,,0,0,organic_compound,,,,,,,
Malononitrile,,109-77-3,N#CCC#N,C3H2N2,liquid,1.019,66.0614,218.5,30,0,0,organic_compound,,,,,,,
3-Bromobenzaldehyde,,3132-99-8,O=Cc1cccc(Br)c1,C7H5BrO,liquid,1.577,185.018,235.3,18,0,0,organic_compound,,,,,,,
6-Heptenoic acid,,1119-60-4,C=CCCCCC(=O)O,C7H12O2,liquid,0.957,128.169,226,,0,0,organic_compound,,,,,,,
3-Buten-1-ol,,627-27-0,C=CCCO,C4H8O,liquid,0.827,72.1057,113.5,,0,0,organic_compound,,,,,,,
4-Iodo-m-xylene,,4214-28-2,Cc1ccc(I)c(C)c1,C8H9I,liquid,1.61,232.0615,225.7,,0,0,organic_compound,,,,,,,
3-(Trifluoromethyl)benzaldehyde,,454-89-7,O=Cc1cccc(C(F)(F)F)c1,C8H5F3O,liquid,1.198,174.1199,160.8,,0,0,organic_compound,,,,,,,
4-Pentenoic Acid,,591-80-0,C=CCCC(=O)O,C5H8O2,liquid,0.981,100.1158,188.5,-22.5,0,0,organic_compound,,,,,,,
(Cyclohex-1-en-1-yl)boronic acid,,89490-05-1,OB(O)C1=CCCCC1,C6H11BO2,powder,1.05,125.961,261.9,165,0,0,organic_compound,,,,,,,
1-Bromo-4-vinylbenzene,,2039-82-9,C=Cc1ccc(Br)cc1,C8H7Br,liquid,1.391,183.045,214.3,4.5,0,0,organic_compound,,,,,,,
Ethynyltrimethylsilane,,1066-54-2,C#C[Si](C)(C)C,C5H10Si,liquid,0.752,98.2184,53,,0,0,organic_compound,,,,,,,
pentafluorobenzaldehyde,,653-37-2,O=Cc1c(F)c(F)c(F)c(F)c1F,C7HF5O,liquid,1.605,196.0743,166,20,0,0,organic_compound,,,,,,,
o-Tolualdehyde,,529-20-4,Cc1ccccc1C=O,C8H8O,liquid,1.023,120.1485,201,-35,0,0,organic_compound,,,,,,,
"2-Isopropoxy-4,4,5,5-tetramethyl-1,3,2-dioxaborolane",,61676-62-8,CC(C)OB1OC(C)(C)C(C)(C)O1,C9H19BO3,liquid,0.925,186.056,150.306,,0,0,organic_compound,,,,,,,
8-Bromo-1-octene,,2695-48-9,C=CCCCCCCBr,C8H15Br,liquid,1.131,191.109,198.7,,0,0,organic_compound,,,,,,,
Trimethylsilylcyanide(Trimethylsilylnitrile),,7677-24-9,C[Si](C)(C)C#N,C4H9NSi,liquid,0.802,99.2065,118.5,11,0,0,organic_compound,,,,,,,
2-Propynylamine,,2450-71-7,C#CCN,C3H5N,liquid,0.803,55.0785,84,,0,0,organic_compound,,,,,,,
Methyl sulfide,,75-18-3,CSC,C2H6S,liquid,0.84,62.134,38,-98,0,0,organic_compound,,,,,,,
Tris(pentafluorophenyl)borane,,1109-15-5,Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,C18BF15,powder,1.249,511.98,303.3,126,0,0,organic_compound,,,,,,,
Propiolic Acid,,471-25-0,C#CC(=O)O,C3H2O2,liquid,1.138,70.0468,139.7,16,0,0,organic_compound,,,,,,,
dodecylbenzenesulfonylazide,,79791-38-1,CCCCCCCCCCCCc1ccccc1S(=O)(=O)N=[N+]=[N-],C18H29N3O2S,liquid,,351.507,,,0,0,organic_compound,,,,,,,
1-(Trimethylsilyl)-1-propyne,,6224-91-5,CC#C[Si](C)(C)C,C6H12Si,liquid,0.765,112.245,99.5,,0,0,organic_compound,,,,,,,
2-Bromo-6-methylpyridine,,5315-25-3,Cc1cccc(Br)n1,C6H6BrN,liquid,1.597,172.023,196.347,,0,0,organic_compound,,,,,,,
Dibromomethane,,74-95-3,BrCBr,CH2Br2,liquid,2.434,173.835,97,-52,0,0,organic_compound,,,,,,,
Propargyl bromide,,106-96-7,C#CCBr,C3H3Br,liquid,1.586,118.96,90,,0,0,organic_compound,,,,,,,
4-Isopropylphenylboronic acid,,16152-51-5,CC(C)c1ccc(B(O)O)cc1,C9H13BO2,liquid,1.04,164.009,285.9,,0,0,organic_compound,,,,,,,
4-(Trifluoromethoxy)phenylboronic acid,,139301-27-2,OB(O)c1ccc(OC(F)(F)F)cc1,C7H6BF3O3,powder,1.41,205.927,256.6,123,0,0,organic_compound,,,,,,,
3-(Benzyloxy)phenylboronic acid,,156682-54-1,OB(O)c1cccc(OCc2ccccc2)c1,C13H13BO3,powder,1.2,228.052,428.2,141,0,0,organic_compound,,,,,,,
4-Chlorophenylboronic acid,,1679-18-1,OB(O)c1ccc(Cl)cc1,C6H6BClO2,powder,1.32,156.375,295.4,284,0,0,organic_compound,,,,,,,
3-Fluorostyrene,,350-51-6,C=Cc1cccc(F)c1,C8H7F,liquid,1.021,122.1396,161.4,,0,0,organic_compound,,,,,,,
Catecholborane,,274-07-7,[B]1Oc2ccccc2O1,C6H4BO2,liquid,,118.906,121.385,,0,0,organic_compound,,,,,,,
tert-Butyl Hypochlorite,,507-40-4,CC(C)(C)OCl,C4H9ClO,liquid,0.966,108.567,77.5,,0,0,organic_compound,,,,,,,
9-Ethynyl-9-fluorenol,,13461-74-0,C#CC1(O)c2ccccc2-c2ccccc21,C15H10O,liquid,1.26,206.2393,375.2,,0,0,organic_compound,,,,,,,
2-Bromoethanol,,540-51-2,OCCBr,C2H5BrO,liquid,1.721,124.965,122.797,-80,0,0,organic_compound,,,,,,,
2-Methylpyridine,,109-06-8,Cc1ccccn1,C6H7N,liquid,0.941,93.1265,127.544,-70,0,0,organic_compound,,,,,,,
Cyclohexanol,,108-93-0,OC1CCCCC1,C6H12O,liquid,0.968,100.1589,159.6,23,0,0,organic_compound,,,,,,,
"2,6-Dichloropyridine",,2402-78-0,Clc1cccc(Cl)n1,C5H3Cl2N,powder,1.388,147.99,206,84,0,0,organic_compound,,,,,,,
propargyl p-toluenesulfonate,,6165-76-0,C#CCOS(=O)(=O)c1ccc(C)cc1,C10H10O3S,liquid,1.182,210.25,344,,0,0,organic_compound,,,,,,,
Phenylboronic acid,PhB(OH)2,98-80-6,OB(O)c1ccccc1,C6H7BO2,powder,1.13,121.93,265.9,217,0,0,organic_compound,,,,,,,
2-Aminobenzyl Alcohol,,5344-90-1,Nc1ccccc1CO,C7H9NO,powder,1.166,123.1525,275,82,0,0,organic_compound,,,,,,,
Ethyl vinyl ketone,,1629-58-9,C=CC(=O)CC,C5H8O,liquid,0.814,84.1164,104.3,,0,0,organic_compound,,,,,,,
"2,4,6-Triisopropylbenzenesulfonyl chloride",,6553-96-4,CC(C)c1cc(C(C)C)c(S(=O)(=O)Cl)c(C(C)C)c1,C15H23ClO2S,powder,1.096,302.86,349.3,93,0,0,organic_compound,,,,,,,
2-Mesitylenesulfonyl chloride,,773-64-8,Cc1cc(C)c(S(=O)(=O)Cl)c(C)c1,C9H11ClO2S,powder,,218.7,,53,0,0,organic_compound,,,,,,,
3-(Pyridin-2-yl)benzaldehyde,,85553-53-3,O=Cc1cccc(-c2ccccn2)c1,C12H9NO,liquid,1.147,183.206,345.5,,0,0,organic_compound,,,,,,,
4-Bromophenylacetylene,,766-96-1,C#Cc1ccc(Br)cc1,C8H5Br,powder,1.5,181.029,199.2,64,0,0,organic_compound,,,,,,,
Ethyl cinnamate,,103-36-6,CCOC(=O)C=Cc1ccccc1,C11H12O2,liquid,1.055,176.2118,269.3,6.5,0,0,organic_compound,,,,,,,
4-Methoxycarbonylphenylboronic,,99768-12-4,COC(=O)c1ccc(B(O)O)cc1,C8H9BO4,powder,1.25,179.966,345.8,217,0,0,organic_compound,,,,,,,
riboflavin,,83-88-5,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,C17H20N4O6,powder,1.65,376.3639,,290,0,0,organic_compound,,,,,,,
2'-Hydroxy-1'-acetonaphthone,,574-19-6,CC(=O)c1c(O)ccc2ccccc12,C12H10O2,liquid,1.213,186.2066,334.9,,0,0,organic_compound,,,,,,,
3-Hydroxy-9H-xanthen-9-one,,3722-51-8,O=c1c2ccccc2oc2cc(O)ccc12,C13H8O3,liquid,1.395,212.2008,403.9,,0,0,organic_compound,,,,,,,
4-Iodobenzyl bromide,,16004-15-2,BrCc1ccc(I)cc1,C7H6BrI,powder,2.105,296.931,260.1,77,0,0,organic_compound,,,,,,,
4-Iodophenol,,540-38-5,Oc1ccc(I)cc1,C6H5IO,powder,2.001,220.0078,287.2,89,0,0,organic_compound,,,,,,,
1-Phenylpyrazole,,1126-00-7,c1ccc(-n2cccn2)cc1,C9H8N2,liquid,1.06,144.1732,250.7,,0,0,organic_compound,,,,,,,
4-(Trifluoromethyl)phenylboronic acid,,128796-39-4,OB(O)c1ccc(C(F)(F)F)cc1,C7H6BF3O2,powder,1.36,189.928,258.6,245,0,0,organic_compound,,,,,,,
Trifluoromethanesulfonyl chloride,,421-83-0,O=S(=O)(Cl)C(F)(F)F,CClF3O2S,liquid,1.795,168.523,30.5,,0,0,organic_compound,,,,,,,
1-(Trimethylsilyl)-1-pentyne,,18270-17-2,CCCC#C[Si](C)(C)C,C8H16Si,liquid,0.781,140.2981,135,,0,0,organic_compound,,,,,,,
Phenyldimethylsilane,,766-77-8,C[Si](C)c1ccccc1,C8H11Si,liquid,0.889,135.2584,,,0,0,organic_compound,,,,,,,
Biphenyl-2-carboxaldehyde,,1203-68-5,O=Cc1ccccc1-c1ccccc1,C13H10O,liquid,1.095,182.2179,332.4,,0,0,organic_compound,,,,,,,
3-methyl-2-phenylpyridine,,10273-90-2,Cc1cccnc1-c1ccccc1,C12H11N,liquid,1.03,169.2224,278.2,,0,0,organic_compound,,,,,,,
4-Acetylphenylboronic acid,,149104-90-5,CC(=O)c1ccc(B(O)O)cc1,C8H9BO3,powder,1.19,163.966,354.2,243,0,0,organic_compound,,,,,,,
4-Fluorophenylboronic acid,,1765-93-1,OB(O)c1ccc(F)cc1,C6H6BFO2,powder,1.805,139.92,190.5,263,0,0,organic_compound,,,,,,,
S-(trifluoromethyl)dibenzothiophenium tetrafluoroborate,,131880-16-5,FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F,C13H8BF7S,powder,,340.067,,171,0,0,organic_compound,,,,,,,
4-Fluoro-3-(trifluoromethyl)-benzenesulfonyl chloride,,1682-10-6,O=S(=O)(Cl)c1ccc(F)c(C(F)(F)F)c1,C7H3ClF4O2S,liquid,1.603,262.609,276.8,,0,0,organic_compound,,,,,,,
S-(trifluoromethyl)dibenzothiophenium triflate,,129946-88-9,FC(F)(F)[s+]1c2ccccc2c2ccccc21.O=S(=O)([O-])C(F)(F)F,C14H8F6O3S2,powder,,402.332,,150,0,0,organic_compound,,,,,,,
3-Tolylboronic acid-in-Tol-10%,,17933-03-8,Cc1cccc(B(O)O)c1,C7H9BO2,liquid,,135.96,,160,0,0,organic_compound,,,,,,,
3-Cyanobenzaldehyde,,24964-64-5,N#Cc1cccc(C=O)c1,C8H5NO,powder,1.15,131.1314,210.8,76,0,0,organic_compound,,,,,,,
