source_reaction_type,reactive_site_1_normalized_label,reactive_site_2_normalized_label,reactive_site_1_display_label,reactive_site_2_display_label,yield_pct,z_score,catalyst,ligand,base,primary_solvent,secondary_solvent,tertiary_solvent,additive,coupling_reagent,procedure_text,reactive_site_1_source_label,reactive_site_1_signature,reactive_site_1_center_class,reactive_site_1_attachment_class,reactive_site_1_alpha_branched,reactive_site_1_qualifier_scope,reactive_site_1_mapping_status,reactive_site_2_source_label,reactive_site_2_signature,reactive_site_2_center_class,reactive_site_2_attachment_class,reactive_site_2_alpha_branched,reactive_site_2_qualifier_scope,reactive_site_2_mapping_status
Buchwald-Hartwig,Ar-NH2,Ar-Br,Ar–NH₂,Ar–Br,21.79,0.13,BrettPhos Pd(crotyl)OTf,BrettPhos,NaOtBu,PhMe,,,,,2.5 h at 80 °C,ArNH2,XH|N|H2|Ar,primary,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Amide coupling,R1R2-NH,RCO2H or M,R¹R²–NH (≥1 α-C branched),RCO2H or M,40.81,-0.82,,No Ligand,,TBME,,,OxymaPure,T3P,"4 h at 21 °C, then 68 h at 25 °C",R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,RCO2H or M,,,,,,unresolved
Amide coupling,R1R2-NH,RCO2H or M,R¹R²–NH (≥1 α-C branched),RCO2H or M,84.62,0.75,,No Ligand,,EtOAc,MeCN,,HOPO,DIC,20 h at 25 °C,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,RCO2H or M,,,,,,unresolved
Amide coupling,R1R2-NH,RCO2H or M,R¹R²–NH (≥1 α-C branched),RCO2H or M,87.83,0.86,,No Ligand,,cyclohexane,DMC,,HOPO,DIC,23 h at 21 °C,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,RCO2H or M,,,,,,unresolved
Buchwald-Hartwig,Ar-Br,R-C(O)-NH2,Ar–Br,R–C(O)–NH₂,54.85,1.21,XantPhos Pd(allyl)Cl,XantPhos,K3PO4,PhMe,water,,,,22 h at 105 °C,ArBr,LG|Ar|Br,,,,,canonical,RCONH2,XH|N|H2|C(O)R,primary,,,,canonical
Suzuki-Miyaura,Ar-Cl,Ar-B(OR)2,Ar–Cl,Ar–B(OR)₂,47.51,1.67,PPh3)2PdCl2,PPh3,K3PO4,iPrOH,water,,,,3 h at 60 °C,ArCl,LG|Ar|Cl,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Buchwald-Hartwig,Ar-NH2,Ar-Cl,Ar–NH₂,Ar–Cl,79.55,1.15,AlphosPd)2cod,AlPhos,K3PO4,MeCN,water,,,,17.5 h at 80 °C,ArNH2,XH|N|H2|Ar,primary,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Buchwald-Hartwig,Ar-Br,AromN-H,Ar–Br,AromN–H,67.24,3.42,AlphosPd)2cod,AlPhos,K2CO3,tAmOH,,,,,"4 h at 80 °C, then 15 h at 100 °C",ArBr,LG|Ar|Br,,,,,canonical,arom. NH,XH|N_aromatic|H1|HeteroAr,,,,,canonical
Amide coupling,Ar-NH2,RCO2H or M,Ar–NH₂,RCO2H or M,55.27,0.23,,No Ligand,NEt3,THF,,,,PivCl,2 h at 50 °C,ArNH2,XH|N|H2|Ar,primary,,,,canonical,RCO2H or M,,,,,,unresolved
Amide coupling,Ar-NH2,RCO2H or M,Ar–NH₂,RCO2H or M,16.13,-0.97,,No Ligand,NMM,MeCN,,,,DIC,1.5 h at 50 °C,ArNH2,XH|N|H2|Ar,primary,,,,canonical,RCO2H or M,,,,,,unresolved
CN-Coupling,AromN-H,Ar-Br,AromN–H,Ar–Br,0.23,-1.34,CuI,MNBO,K3PO4,DMSO,,,,,4 h at 80 °C,arom. NH,XH|N_aromatic|H1|HeteroAr,,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,Ar-Cl,R1R2-NH,Ar–Cl,R¹R²–NH (≥1 α-C branched),8.26,0.42,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,tAmOH,water,,,,22 h at 80 °C,ArCl,LG|Ar|Cl,,,,,canonical,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified
Glycosidation,R-OH,R-C(O)OR,RCH₂–OH,R–C(O)OR,26.1,-0.5,,No Ligand,,chlorobenzene,,,,,"4 h at 40 °C, then 18 h at 80 °C",Alkyl-OH primary,XH|O|H1|Alkyl,,primary,false,attached_alkyl,qualified,RCO2R,EC|Acyl|Alkyl|OR|ester,,,,,canonical
Glycosidation,R-OH,R-C(O)OR,RCH₂–OH,R–C(O)OR,56.99,0.91,,No Ligand,,anisole,,,,,22 h at 80 °C,Alkyl-OH primary,XH|O|H1|Alkyl,,primary,false,attached_alkyl,qualified,RCO2R,EC|Acyl|Alkyl|OR|ester,,,,,canonical
Buchwald-Hartwig,AromN-H,Ar-Br,AromN–H,Ar–Br,18.49,-0.99,CuI,MNBO,K3PO4,DMSO,,,,,"3 h at 105 °C, then 16 h at 130 °C",arom. NH,XH|N_aromatic|H1|HeteroAr,,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,Ar-Br,R-NH2,Ar–Br,R–NH₂ (α-C branched),43.12,-0.03,MorDalphos Pd G3,MorDalphos,K3PO4,MeCN,water,,,,22.5 h at 80 °C,ArBr,LG|Ar|Br,,,,,canonical,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified
Suzuki-Miyaura,Ar-B(OH)2,R-C(O)-NHR,Ar–B(OH)₂,R–C(O)–NHR,0,-0.68,dtbpfPdCl2,dtbpf,"Na2CO3, NaH",EtOH,water,,,PyClOP,,ArB(OH)2,TM|Ar|B(OH)2,,,,,canonical,RCONHR,"XH|N|H1|C(O)R,Alkyl",secondary,,,,canonical
Buchwald-Hartwig,Ar-Br,R-NH2,Ar–Br,R–NH₂ (α-C branched),93.21,1.69,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,NaOtBu,tAmOH,,,,,22 h at 80 °C,ArBr,LG|Ar|Br,,,,,canonical,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified
Condensation,ROC(O)NR2,R-NH2,ROC(O)NR2,R–NH₂ (α-C branched),0,-0.26,,No Ligand,Cs2CO3,Dioxane,,,,MsCl,,ROC(O)NR2,,,,,,unresolved,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified
Amide coupling,RCO2H or M,R-NH2,RCO2H or M,R–NH₂ (α-C branched),0,-0.7,,No Ligand,NMM,THF,,,,TCFH,,RCO2H or M,,,,,,unresolved,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified
Amide coupling,RCO2H or M,R-NH2,RCO2H or M,R–NH₂ (α-C branched),0,-0.7,,No Ligand,K3PO4,water,,,N-Hydroxyphtalimide,DIC,,RCO2H or M,,,,,,unresolved,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified
Suzuki-Miyaura,Alkenyl-B(OR)2,Ar-Br,Alkenyl–B(OR)₂,Ar–Br,72.16,0.96,XPhos Pd G2,XPhos,K3PO4,Dioxane,water,,,,"1 h at 60 °C, then 23 h at 80 °C",alkeneB(OR)2,TM|Alkenyl|B(OR)2,,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Stannylation,Ar-Br,RSnR3,Ar–Br,RSnR3,4.04,-0.3,XPhos Pd(crotyl)Cl,XPhos,,MeCN,,,,,3 h at 80 °C,ArBr,LG|Ar|Br,,,,,canonical,RSnR3,,,,,,unresolved
Stannylation,Ar-Br,RSnR3,Ar–Br,RSnR3,0,-0.54,XPhos Pd(crotyl)Cl,XPhos,,MeCN,,,,,,ArBr,LG|Ar|Br,,,,,canonical,RSnR3,,,,,,unresolved
Buchwald-Hartwig,Ar-Cl,R-NH2,Ar–Cl,R–NH₂ (α-C branched),9.29,-0.43,AlphosPd)2cod,AlPhos,K3PO4,MeCN,water,,,,2 h at 60 °C,ArCl,LG|Ar|Cl,,,,,canonical,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified
Buchwald-Hartwig,Ar-Cl,R-NH2,Ar–Cl,R–NH₂ (α-C branched),4.65,-0.66,,No Ligand,Li2CO3,MeCN,,,,,23 h at 80 °C,ArCl,LG|Ar|Cl,,,,,canonical,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified
Buchwald-Hartwig,Ar-Br,R-NH2,Ar–Br,R–NH₂,0,-0.52,MorDalphos Pd G3,MorDalphos,Cs2CO3,tAmOH,,,,,,ArBr,LG|Ar|Br,,,,,canonical,RNH2,XH|N|H2|Alkyl,primary,,,,canonical
Buchwald-Hartwig,R-NH2,Ar-Br,R–NH₂,Ar–Br,0,-0.21,MorDalphos Pd G3,MorDalphos,KOH,tAmOH,water,,,,,RNH2,XH|N|H2|Alkyl,primary,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,R-NH2,Ar-Br,R–NH₂ (α-C branched),Ar–Br,36.85,-0.12,MorDalphos Pd G3,MorDalphos,K3PO4,MeCN,water,,,,24 h at 80 °C,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,R-NH2,Ar-Br,R–NH₂ (α-C branched),Ar–Br,75.46,1.04,XantPhos Pd G2,XantPhos,NaOtBu,tAmOH,,,,,8 h at 80 °C,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,R-NH2,Ar-Br,R–NH₂ (α-C branched),Ar–Br,0,-1.22,XantPhos Pd G2,XantPhos,NaOtBu,tAmOH,,,,,,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified,ArBr,LG|Ar|Br,,,,,canonical
CO-Coupling,Ar-OH,Ar-Br,Ar–OH,Ar–Br,4.29,-0.33,CuI,MNBO,K3PO4,DMAc,,,,,"15 h at 80 °C, then 3 h at 100 °C",ArOH,XH|O|H1|Ar,,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Amide coupling,R1R2-NH,RCO2H or M,R¹R²–NH,RCO2H or M,7.03,-1.2,,No Ligand,DIPEA,THF,,,,CyanuricChloride,"1 h at 20 °C, then 3 h at 40 °C, then 16 h at 60 °C",R2NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,,canonical,RCO2H or M,,,,,,unresolved
CN-Coupling,AromN-H,Ar-Br,AromN–H,Ar–Br,0,-0.5,AmPhos2PdCl2,AmPhos,K2CO3,tAmOH,,,,,,arom. NH,XH|N_aromatic|H1|HeteroAr,,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Condensation,Ar-NH2,R-S(O)2Cl,Ar–NH₂,R–S(O)₂Cl,0,-0.74,,No Ligand,NMI,THF,,,,,,ArNH2,XH|N|H2|Ar,primary,,,,canonical,RSO2Cl,EC|Sulfonyl|Alkyl|Cl|activated,,,,,canonical
Condensation,Ar-NH2,R-S(O)2Cl,Ar–NH₂,R–S(O)₂Cl,2.96,-0.62,,No Ligand,TMG,MeCN,,,,,21 h at 45 °C,ArNH2,XH|N|H2|Ar,primary,,,,canonical,RSO2Cl,EC|Sulfonyl|Alkyl|Cl|activated,,,,,canonical
Condensation,Ar-NH2,R-S(O)2Cl,Ar–NH₂,R–S(O)₂Cl,67.4,1.94,,No Ligand,DBU,MeCN,,,,,1 h at 45 °C,ArNH2,XH|N|H2|Ar,primary,,,,canonical,RSO2Cl,EC|Sulfonyl|Alkyl|Cl|activated,,,,,canonical
CO-Coupling,Ar-Br,R-OH,Ar–Br,R–OH (α-C branched),0,-0.3,(R)-BINAP Pd(allyl)Cl,BINAP,LiHMDS,PhMe,,,,,,ArBr,LG|Ar|Br,,,,,canonical,Alkyl-OH a-branch,XH|O|H1|Alkyl,,,true,attached_alkyl,qualified
Suzuki-Miyaura,Ar-Br,R-B(OH)2,Ar–Br,R–B(OH)₂,38.01,-1.04,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Ag2O,Dioxane,,,,,1 h at 20 °C,ArBr,LG|Ar|Br,,,,,canonical,Alkyl-B(OH)2,TM|Alkyl|B(OH)2,,,,,canonical
Suzuki-Miyaura,Ar-B(OH)2,Ar-Br,Ar–B(OH)₂,Ar–Br,6.91,-0.08,QPhos Pd(crotyl)Cl,QPhos,K2CO3,tAmOH,,,,,"3 h at 60 °C, then 26 h at 80 °C",ArB(OH)2,TM|Ar|B(OH)2,,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Suzuki-Miyaura,Ar-B(OH)2,Ar-Br,Ar–B(OH)₂,Ar–Br,5.03,-0.35,rac-BINAP Pd G3,BINAP,Cs2CO3,anisole,,,,,"7 h at 60 °C, then 15 h at 80 °C",ArB(OH)2,TM|Ar|B(OH)2,,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Ar-Br,Alkyl-H acidic,Ar–Br,Alkyl-H acidic,21.99,0.36,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Cs2CO3,DMSO,,,,,"3 h at 80 °C, then 45 h at 100 °C",ArBr,LG|Ar|Br,,,,,canonical,Alkyl-H acidic,,,,,,unresolved
Amide coupling,RCO2H or M,Ar-NH2,RCO2H or M,Ar–NH₂,76.5,3.04,,No Ligand,NMI,MeCN,,,,TCFH,29 h at 25 °C,RCO2H or M,,,,,,unresolved,ArNH2,XH|N|H2|Ar,primary,,,,canonical
Amide coupling,RCO2H or M,Ar-NH2,RCO2H or M,Ar–NH₂,41.27,1.32,,No Ligand,lutidine,MeCN,,,,T3P,"3 h at 0 °C, then 5.5 h at 25 °C",RCO2H or M,,,,,,unresolved,ArNH2,XH|N|H2|Ar,primary,,,,canonical
Amide coupling,RCO2H or M,Ar-NH2,RCO2H or M,Ar–NH₂,1.54,-0.63,,No Ligand,,iPrOAc,,,,IBCF,22 h at 25 °C,RCO2H or M,,,,,,unresolved,ArNH2,XH|N|H2|Ar,primary,,,,canonical
Amide coupling,RCO2H or M,Ar-NH2,RCO2H or M,Ar–NH₂,0,-0.7,,No Ligand,"NEt3, NMM",THF,,,,PivCl,,RCO2H or M,,,,,,unresolved,ArNH2,XH|N|H2|Ar,primary,,,,canonical
SNAr,Ar-F,AromN-H,Ar–F,AromN–H,24,0.22,,No Ligand,K3PO4,DCE,water,,,,"2 h at 0 °C, then 2 h at 60 °C, then 21 h at 80 °C",ArF,LG|Ar|F,,,,,canonical,arom. NH,XH|N_aromatic|H1|HeteroAr,,,,,canonical
SNAr,Ar-F,AromN-H,Ar–F,AromN–H,29.74,0.58,,No Ligand,Cs2CO3,acetone,,,,,2 h at 0 °C,ArF,LG|Ar|F,,,,,canonical,arom. NH,XH|N_aromatic|H1|HeteroAr,,,,,canonical
"Arylation, acidic C-H",Ar-Br,Alkyl-H acidic,Ar–Br,Alkyl-H acidic,0,-0.46,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Cs2CO3,DMSO,,,,,,ArBr,LG|Ar|Br,,,,,canonical,Alkyl-H acidic,,,,,,unresolved
"Arylation, acidic C-H",Ar-Br,Alkyl-H acidic,Ar–Br,Alkyl-H acidic,0,-0.46,XPhos Pd G2,XPhos,TMG,DMI,,,,,,ArBr,LG|Ar|Br,,,,,canonical,Alkyl-H acidic,,,,,,unresolved
"Arylation, acidic C-H",Ar-Br,Alkyl-H acidic,Ar–Br,Alkyl-H acidic,2.54,-0.3,XPhos Pd G2,XPhos,DIPEA,DMAc,,,,,"4 h at 80 °C, then 19 h at 100 °C",ArBr,LG|Ar|Br,,,,,canonical,Alkyl-H acidic,,,,,,unresolved
"Arylation, acidic C-H",Ar-Br,Alkyl-H acidic,Ar–Br,Alkyl-H acidic,0,-0.6,QPhos Pd(crotyl)Cl,QPhos,KHMDS,TBME,,,,,,ArBr,LG|Ar|Br,,,,,canonical,Alkyl-H acidic,,,,,,unresolved
CO-Coupling,Ar-OH,Ar-Br,Ar–OH,Ar–Br,0,-0.55,CuO,Etyhl cyclohexanone-2-carboxylate,K3PO4,tAmOH,water,,,,,ArOH,XH|O|H1|Ar,,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
CO-Coupling,Ar-OH,Ar-I,Ar–OH,Ar–I,29.73,0.33,CuI,DL-Proline,K3PO4,DMSO,,,,,"3 h at 80 °C, then 18 h at 100 °C",ArOH,XH|O|H1|Ar,,,,,canonical,ArI,LG|Ar|I,,,,,canonical
CO-Coupling,Ar-OH,Ar-I,Ar–OH,Ar–I,66.86,2.16,CuI,NN-Dibenzyloxamide,K2CO3,Propionitrile,,,,,"4 h at 80 °C, then 17 h at 120 °C",ArOH,XH|O|H1|Ar,,,,,canonical,ArI,LG|Ar|I,,,,,canonical
CO-Coupling,Ar-OH,Ar-I,Ar–OH,Ar–I,0,-1.14,CuO,trans-Hyp,K3PO4,tAmOH,water,,,,,ArOH,XH|O|H1|Ar,,,,,canonical,ArI,LG|Ar|I,,,,,canonical
CO-Coupling,Ar-OH,Ar-I,Ar–OH,Ar–I,25.32,0.11,Cu2O,NN-Dibenzyloxamide,K2CO3,BuOH,,,,,21 h at 100 °C,ArOH,XH|O|H1|Ar,,,,,canonical,ArI,LG|Ar|I,,,,,canonical
CO-Coupling,Ar-OH,Ar-I,Ar–OH,Ar–I,0,-1.14,Cu2O,trans-Hyp,K3PO4,anisole,water,,,,,ArOH,XH|O|H1|Ar,,,,,canonical,ArI,LG|Ar|I,,,,,canonical
Suzuki-Miyaura,Ar-Cl,Ar-B(OR)2,Ar–Cl,Ar–B(OR)₂,0.23,-1.16,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,Cs2CO3,MeOH,,,,,3 h at 60 °C,ArCl,LG|Ar|Cl,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Suzuki-Miyaura,Ar-Cl,Ar-B(OR)2,Ar–Cl,Ar–B(OR)₂,0.88,-1.13,meCgPPh Pd G3,meCgPPh,KOH,anisole,water,,B(OH)3,,20 h at 60 °C,ArCl,LG|Ar|Cl,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
CH-Activation,ArH,Ar-Cl,ArH,Ar–Cl,0,-0.82,PEPPSI-IPENT,IPent,"K2CO3, KOPiv",DMSO,,,,,,ArH,,,,,,unresolved,ArCl,LG|Ar|Cl,,,,,canonical
CH-Activation,ArH,Ar-Cl,ArH,Ar–Cl,3.23,-0.56,XantPhos Pd(allyl)Cl,XantPhos,Cs2CO3,DMAc,water,,"Potassium 2-ethylhexanoate, TBAC",,5 h at 130 °C,ArH,,,,,,unresolved,ArCl,LG|Ar|Cl,,,,,canonical
CH-Activation,ArH,Ar-Cl,ArH,Ar–Cl,8.41,-0.13,XantPhosPdCl2,XantPhos,NaHCO3,nBuOAc,water,,Potassium 2-ethylhexanoate,,"5 h at 80 °C, then 16 h at 100 °C",ArH,,,,,,unresolved,ArCl,LG|Ar|Cl,,,,,canonical
Heck,Ar-Cl,H2C=CH2,Ar–Cl,alkene,6.97,-0.23,CataCXiumA Pd(allyl)Cl,CataCXiumA,DIPEA,Propionitrile,,,,,20 h at 100 °C,ArCl,LG|Ar|Cl,,,,,canonical,alkene,PI|Alkene,,,,,canonical
Heck,Ar-Cl,H2C=CH2,Ar–Cl,alkene,0,-0.76,AdBrettPhosPd G6 Br,Ad-BrettPhos,K3PO4,tAmOH,water,,,,,ArCl,LG|Ar|Cl,,,,,canonical,alkene,PI|Alkene,,,,,canonical
Heck,Ar-Cl,H2C=CH2,Ar–Cl,alkene,0,-0.76,tBuXPhos Pd G3,tBuXPhos,DIPEA,BnOH,,,TBAC,,,ArCl,LG|Ar|Cl,,,,,canonical,alkene,PI|Alkene,,,,,canonical
Heck,Ar-Cl,H2C=CH2,Ar–Cl,alkene,26.77,1.27,Me4tBuXPhos Pd G3,Me4tBuXPhos,N-Methyldicyclohexylamin,tAmOH,water,,Potassium 2-ethylhexanoate,,21 h at 120 °C,ArCl,LG|Ar|Cl,,,,,canonical,alkene,PI|Alkene,,,,,canonical
Suzuki-Miyaura,Ar-Cl,Ar-B(OH)2,Ar–Cl,Ar–B(OH)₂,95.39,0.62,dppfPdCl2,dppf,K3PO4,Dioxane,water,,,,"4 h at 60 °C, then 16 h at 80 °C",ArCl,LG|Ar|Cl,,,,,canonical,ArB(OH)2,TM|Ar|B(OH)2,,,,,canonical
"Arylation, acidic C-H",Ar-Br,Alkyl-H acidic,Ar–Br,Alkyl-H acidic,0,-0.5,XPhos Pd(crotyl)Cl,XPhos,K3PO4,tAmOH,water,,,,,ArBr,LG|Ar|Br,,,,,canonical,Alkyl-H acidic,,,,,,unresolved
"Arylation, acidic C-H",Ar-Br,Alkyl-H acidic,Ar–Br,Alkyl-H acidic,0,-0.5,BippyPhos Pd(allyl)OTf,BippyPhos,NaH,Dioxane,,,,,,ArBr,LG|Ar|Br,,,,,canonical,Alkyl-H acidic,,,,,,unresolved
"Arylation, acidic C-H",Ar-Br,Alkyl-H acidic,Ar–Br,Alkyl-H acidic,0,-0.5,BippyPhos Pd(allyl)OTf,BippyPhos,NaH,Dioxane,,,,,,ArBr,LG|Ar|Br,,,,,canonical,Alkyl-H acidic,,,,,,unresolved
Buchwald-Hartwig,Lactam,Ar-Cl,Lactam,Ar–Cl,64.2,1.08,BrettPhos Pd(crotyl)OTf,BrettPhos,K3PO4,tAmOH,water,,,,"4 h at 60 °C, then 18 h at 80 °C",Lactam,,,,,,unresolved,ArCl,LG|Ar|Cl,,,,,canonical
Buchwald-Hartwig,Ar-Cl,Ar-NH2,Ar–Cl,Ar–NH₂,3.45,-0.88,QPhos Pd(crotyl)Cl,QPhos,KOH,MeTHF,water,,,,"4 h at 60 °C, then 16 h at 80 °C",ArCl,LG|Ar|Cl,,,,,canonical,ArNH2,XH|N|H2|Ar,primary,,,,canonical
Buchwald-Hartwig,Ar-Cl,Ar-NH2,Ar–Cl,Ar–NH₂,1.61,-0.95,QPhos Pd(crotyl)Cl,QPhos,DBU,iPrOAc,,,,,4.5 h at 40 °C,ArCl,LG|Ar|Cl,,,,,canonical,ArNH2,XH|N|H2|Ar,primary,,,,canonical
CH-Activation,ArH,Ar-Br,ArH,Ar–Br,21.17,0.57,AdBrettPhosPd G6 Br,Ad-BrettPhos,NaHCO3,DMAc,water,,Potassium 2-ethylhexanoate,,5.5 h at 100 °C,ArH,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
CH-Activation,ArH,Ar-Br,ArH,Ar–Br,27.17,1.05,DPEPhos Pd(allyl)Cl,DPEPhos,"NaHCO3, Potassium 2-ethylhexanoate",DMAc,water,,TBAB,,20 h at 140 °C,ArH,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,Ar-Cl,R-NH2,Ar–Cl,R–NH₂ (α-C branched),0,-0.78,QPhos Pd(crotyl)Cl,QPhos,NaOtBu,MeTHF,,,,,,ArCl,LG|Ar|Cl,,,,,canonical,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified
Buchwald-Hartwig,Ar-Cl,R-NH2,Ar–Cl,R–NH₂ (α-C branched),47.04,1.32,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,K2CO3,anisole,,,,,"8 h at 40 °C, then 15 h at 80 °C",ArCl,LG|Ar|Cl,,,,,canonical,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified
Buchwald-Hartwig,Ar-Cl,R-NH2,Ar–Cl,R–NH₂ (α-C branched),0,-0.78,BrettPhos Pd G3,BrettPhos,K3PO4,MeCN,water,,,,,ArCl,LG|Ar|Cl,,,,,canonical,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified
SNAr,R-OH,Ar-F,R–OH (α-C branched),Ar–F,0,-0.44,,No Ligand,K2CO3,anisole,,,,,,Alkyl-OH a-branch,XH|O|H1|Alkyl,,,true,attached_alkyl,qualified,ArF,LG|Ar|F,,,,,canonical
"Negishi, in-situ",R-I,Ar-Br,R–I,Ar–Br,0.42,-0.39,"Cu2O, Ni(OAc)2",Me4phen,,Octanoic acid,PhMe,water,,,96 h at 45 °C,Alkyl-I,LG|Alkyl|I,,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
"Negishi, in-situ",R-I,Ar-Br,R–I,Ar–Br,0,-0.28,dppfPdCl2,dppf,,water,,,"Potassium 2-ethylhexanoate, TMEDA",,,Alkyl-I,LG|Alkyl|I,,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
"Negishi, in-situ",R-I,Ar-Br,R–I,Ar–Br,0,-0.13,dppfPdCl2,dppf,,water,,,"Potassium 2-ethylhexanoate, TMEDA",,,Alkyl-I,LG|Alkyl|I,,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Condensation,R-C(O)OR,R-NH2,R–C(O)OR,R–NH₂,7.21,-1.07,,No Ligand,K2CO3,MeCN,,,,,"22 h at 60 °C, then 8 h at 110 °C",RCO2R,EC|Acyl|Alkyl|OR|ester,,,,,canonical,RNH2,XH|N|H2|Alkyl,primary,,,,canonical
Condensation,R-C(O)OR,R-NH2,R–C(O)OR,R–NH₂,73.48,1.28,,No Ligand,NaOtBu,MeOH,NMP,,,,"4 h at 60 °C, then 2 h at 80 °C",RCO2R,EC|Acyl|Alkyl|OR|ester,,,,,canonical,RNH2,XH|N|H2|Alkyl,primary,,,,canonical
Condensation,R-C(O)OR,R-NH2,R–C(O)OR,R–NH₂,23.9,-0.48,,No Ligand,KOtBu,anisole,MeOH,,,,45 h at 60 °C,RCO2R,EC|Acyl|Alkyl|OR|ester,,,,,canonical,RNH2,XH|N|H2|Alkyl,primary,,,,canonical
Amide coupling,RCO2H or M,Ar-NH2,RCO2H or M,Ar–NH₂,8.8,-0.28,,No Ligand,DIPEA,THF,,,,PyClOP,22 h at 40 °C,RCO2H or M,,,,,,unresolved,ArNH2,XH|N|H2|Ar,primary,,,,canonical
"Arylation, acidic C-H",Ar-Br,Alkyl-H acidic,Ar–Br,Alkyl-H acidic,21.48,0.31,XPhos Pd(crotyl)Cl,XPhos,K3PO4,MeCN,water,,,,"5 h at 60 °C, then 16 h at 80 °C",ArBr,LG|Ar|Br,,,,,canonical,Alkyl-H acidic,,,,,,unresolved
"Arylation, acidic C-H",Ar-Br,Alkyl-H acidic,Ar–Br,Alkyl-H acidic,0,-0.93,N-XantPhos Pd G3,N-XantPhos,KOtBu,PhMe,,,,,,ArBr,LG|Ar|Br,,,,,canonical,Alkyl-H acidic,,,,,,unresolved
"Arylation, acidic C-H",Ar-Br,Alkyl-H acidic,Ar–Br,Alkyl-H acidic,0,-0.93,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,LiOH.H2O,Dioxane,,,,,,ArBr,LG|Ar|Br,,,,,canonical,Alkyl-H acidic,,,,,,unresolved
Suzuki-Miyaura,Ar-B(OR)2,Ar-Br,Ar–B(OR)₂,Ar–Br,3.45,-0.68,dtbpfPdCl2,dtbpf,K3PO4,MeOH,water,,TBAB,,2 h at 60 °C,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
"Negishi, in-situ",Ar-Br,R-Br,Ar–Br,R–Br,11.97,-0.37,dppfPdCl2,dppf,,1-Octanol,water,,"Sodium octanoate, TMEDA",,48 h at 45 °C,ArBr,LG|Ar|Br,,,,,canonical,Alkyl-Br,LG|Alkyl|Br,,,,,canonical
