reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-006-CAS-20035200,31-006-CAS-20035200,4.rdf,Kumada coupling,70,,,C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC.Nc1c(F)cc(Br)cc1C(F)(F)F,CC(=O)c1cc(F)c(N)c(C(F)(F)F)c1,C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC.Nc1c(F)cc(Br)cc1C(F)(F)F>>CC(=O)c1cc(F)c(N)c(C(F)(F)F)c1,: Preparation of aryl-substituted dihydrooxadiazinones as phosphodiesterase 3 inhibitors useful for treatment of hyperproliferative diseases,"Ellermann, Manuel; Gradl, Stefan Nikolaus; Kopitz, Charlotte Christine; Lange, Martin; Tersteegen, Adrian; Lienau, Philip; Hegele-Hartung, Christa; Suelzle, Detlev; Lewis, Timothy A.; Greulich, Heidi; Wu, Xiaoyun; Meyerson, Matthew; Burgin, Alex","World Intellectual Property Organization, WO2019025562 A1 2019-02-07",": Preparation of aryl-substituted dihydrooxadiazinones as phosphodiesterase 3 inhibitors useful for treatment of hyperproliferative diseases | Ellermann, Manuel; Gradl, Stefan Nikolaus; Kopitz, Charlotte Christine; Lange, Martin; Tersteegen, Adrian; Lienau, Philip; Hegele-Hartung, Christa; Suelzle, Detlev; Lewis, Timothy A.; Greulich, Heidi; Wu, Xiaoyun; Meyerson, Matthew; Burgin, Alex | World Intellectual Property Organization, WO2019025562 A1 2019-02-07","97674-02-7, 875664-46-3",1260895-98-4,7647-01-0,14221-01-3,"123-91-1, 7732-18-5",,,,,,,2,1,70,,,,,,,"{""1"": 70}","[{""index"": 1, ""cas_rn"": ""97674-02-7"", ""smiles"": ""C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC""}, {""index"": 2, ""cas_rn"": ""875664-46-3"", ""smiles"": ""Nc1c(F)cc(Br)cc1C(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""1260895-98-4"", ""yield_pct"": ""70"", ""smiles"": ""CC(=O)c1cc(F)c(N)c(C(F)(F)F)c1""}]","[{""index"": 1, ""cas_rn"": ""7647-01-0""}]","[{""index"": 1, ""cas_rn"": ""14221-01-3""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",Stille coupling (stage 1),
31-176-CAS-17176877,31-176-CAS-17176877,2.rdf,Kumada coupling,87,,,Clc1cccc2ccccc12.[Cl][Zn][c]1ccccc1,c1ccc(-c2cccc3ccccc23)cc1,Clc1cccc2ccccc12.[Cl][Zn][c]1ccccc1>>c1ccc(-c2cccc3ccccc23)cc1,N-heterocyclic carbene-palladium catalyst and preparation method and application thereof,"Shen, An; Cao, Yucai; Ni, Chen; Li, Yongqing","China, CN103418438 A 2013-12-04","N-heterocyclic carbene-palladium catalyst and preparation method and application thereof | Shen, An; Cao, Yucai; Ni, Chen; Li, Yongqing | China, CN103418438 A 2013-12-04","90-13-1, 28557-00-8",605-02-7,,1511859-42-9,109-99-9,,,,,,,1,1,87,,,,,,,"{""1"": 87}","[{""index"": 1, ""cas_rn"": ""90-13-1"", ""smiles"": ""Clc1cccc2ccccc12""}, {""index"": 2, ""cas_rn"": ""28557-00-8"", ""smiles"": ""[Cl][Zn][c]1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""605-02-7"", ""yield_pct"": ""87"", ""smiles"": ""c1ccc(-c2cccc3ccccc23)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""1511859-42-9""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","Negishi reaction, catalyst prepared and used, other catalysts can be used, alternative preparation shown",
31-176-CAS-17176878,31-176-CAS-17176878,3.rdf,Kumada coupling,79,,,Clc1ccccc1.[Cl][Zn][CH2]c1ccccc1,c1ccc(Cc2ccccc2)cc1,Clc1ccccc1.[Cl][Zn][CH2]c1ccccc1>>c1ccc(Cc2ccccc2)cc1,N-heterocyclic carbene-palladium catalyst and preparation method and application thereof,"Shen, An; Cao, Yucai; Ni, Chen; Li, Yongqing","China, CN103418438 A 2013-12-04","N-heterocyclic carbene-palladium catalyst and preparation method and application thereof | Shen, An; Cao, Yucai; Ni, Chen; Li, Yongqing | China, CN103418438 A 2013-12-04","108-90-7, 89523-63-7",101-81-5,,1511859-43-0,109-99-9,,,,,,,1,1,79,,,,,,,"{""1"": 79}","[{""index"": 1, ""cas_rn"": ""108-90-7"", ""smiles"": ""Clc1ccccc1""}, {""index"": 2, ""cas_rn"": ""89523-63-7"", ""smiles"": ""[Cl][Zn][CH2]c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""101-81-5"", ""yield_pct"": ""79"", ""smiles"": ""c1ccc(Cc2ccccc2)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""1511859-43-0""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","Negishi reaction, catalyst prepared and used, other catalysts can be used",
31-176-CAS-17176881,31-176-CAS-17176881,3.rdf,Kumada coupling,75,,,Clc1ccccc1.C=C[CH2][Zn][Cl],C=CCc1ccccc1,Clc1ccccc1.C=C[CH2][Zn][Cl]>>C=CCc1ccccc1,N-heterocyclic carbene-palladium catalyst and preparation method and application thereof,"Shen, An; Cao, Yucai; Ni, Chen; Li, Yongqing","China, CN103418438 A 2013-12-04","N-heterocyclic carbene-palladium catalyst and preparation method and application thereof | Shen, An; Cao, Yucai; Ni, Chen; Li, Yongqing | China, CN103418438 A 2013-12-04","108-90-7, 82934-96-1",300-57-2,,1511859-44-1,109-99-9,,,,,,,1,1,75,,,,,,,"{""1"": 75}","[{""index"": 1, ""cas_rn"": ""108-90-7"", ""smiles"": ""Clc1ccccc1""}, {""index"": 2, ""cas_rn"": ""82934-96-1"", ""smiles"": ""C=C[CH2][Zn][Cl]""}]","[{""index"": 1, ""cas_rn"": ""300-57-2"", ""yield_pct"": ""75"", ""smiles"": ""C=CCc1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""1511859-44-1""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","Negishi reaction, catalyst prepared and used, other catalysts can be used",
31-176-CAS-17251307,31-176-CAS-17251307,1.rdf,Kumada coupling,96,,,Brc1cccc2ccccc12.CCC[CH2][Zn][Cl],CCCCc1cccc2ccccc12,Brc1cccc2ccccc12.CCC[CH2][Zn][Cl]>>CCCCc1cccc2ccccc12,Palladium(I) Dimer Enabled Extremely Rapid and Chemoselective Alkylation of Aryl Bromides over Triflates and Chlorides in Air,"Kalvet, Indrek; Sperger, Theresa; Scattolin, Thomas; Magnin, Guillaume; Schoenebeck, Franziska","Angewandte Chemie, International Edition (2017), 56(25), 7078-7082","Palladium(I) Dimer Enabled Extremely Rapid and Chemoselective Alkylation of Aryl Bromides over Triflates and Chlorides in Air | Kalvet, Indrek; Sperger, Theresa; Scattolin, Thomas; Magnin, Guillaume; Schoenebeck, Franziska | Angewandte Chemie, International Edition (2017), 56(25), 7078-7082","90-11-9, 42930-39-2",1634-09-9,,166445-62-1,"108-88-3, 109-99-9",,,,,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""90-11-9"", ""smiles"": ""Brc1cccc2ccccc12""}, {""index"": 2, ""cas_rn"": ""42930-39-2"", ""smiles"": ""CCC[CH2][Zn][Cl]""}]","[{""index"": 1, ""cas_rn"": ""1634-09-9"", ""yield_pct"": ""96"", ""smiles"": ""CCCCc1cccc2ccccc12""}]",[],"[{""index"": 1, ""cas_rn"": ""166445-62-1""}]","[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""109-99-9""}]","chemoselective, Negishi cross-coupling, alternative preparation shown",
31-176-CAS-17251310,31-176-CAS-17251310,3.rdf,Kumada coupling,79,,,CCC[CH2][Zn][Cl].COC(=O)c1ccc(OS(=O)(=O)C(F)(F)F)c(Br)c1,CCCCc1cc(C(=O)OC)ccc1OS(=O)(=O)C(F)(F)F,CCC[CH2][Zn][Cl].COC(=O)c1ccc(OS(=O)(=O)C(F)(F)F)c(Br)c1>>CCCCc1cc(C(=O)OC)ccc1OS(=O)(=O)C(F)(F)F,Palladium(I) Dimer Enabled Extremely Rapid and Chemoselective Alkylation of Aryl Bromides over Triflates and Chlorides in Air,"Kalvet, Indrek; Sperger, Theresa; Scattolin, Thomas; Magnin, Guillaume; Schoenebeck, Franziska","Angewandte Chemie, International Edition (2017), 56(25), 7078-7082","Palladium(I) Dimer Enabled Extremely Rapid and Chemoselective Alkylation of Aryl Bromides over Triflates and Chlorides in Air | Kalvet, Indrek; Sperger, Theresa; Scattolin, Thomas; Magnin, Guillaume; Schoenebeck, Franziska | Angewandte Chemie, International Edition (2017), 56(25), 7078-7082","42930-39-2, 1233244-03-5",2098356-35-3,,166445-62-1,"108-88-3, 109-99-9",,,,,,,1,1,79,,,,,,,"{""1"": 79}","[{""index"": 1, ""cas_rn"": ""42930-39-2"", ""smiles"": ""CCC[CH2][Zn][Cl]""}, {""index"": 2, ""cas_rn"": ""1233244-03-5"", ""smiles"": ""COC(=O)c1ccc(OS(=O)(=O)C(F)(F)F)c(Br)c1""}]","[{""index"": 1, ""cas_rn"": ""2098356-35-3"", ""yield_pct"": ""79"", ""smiles"": ""CCCCc1cc(C(=O)OC)ccc1OS(=O)(=O)C(F)(F)F""}]",[],"[{""index"": 1, ""cas_rn"": ""166445-62-1""}]","[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""109-99-9""}]","chemoselective, Negishi cross-coupling, organozinc reagent preformed from organomagnesium reagent",
31-176-CAS-17251311,31-176-CAS-17251311,1.rdf,Kumada coupling,94,,,O=S(=O)(Oc1cccc(Br)c1)C(F)(F)F.CC(C)([CH2][Zn][Cl])c1ccccc1,CC(C)(Cc1cccc(OS(=O)(=O)C(F)(F)F)c1)c1ccccc1,O=S(=O)(Oc1cccc(Br)c1)C(F)(F)F.CC(C)([CH2][Zn][Cl])c1ccccc1>>CC(C)(Cc1cccc(OS(=O)(=O)C(F)(F)F)c1)c1ccccc1,Palladium(I) Dimer Enabled Extremely Rapid and Chemoselective Alkylation of Aryl Bromides over Triflates and Chlorides in Air,"Kalvet, Indrek; Sperger, Theresa; Scattolin, Thomas; Magnin, Guillaume; Schoenebeck, Franziska","Angewandte Chemie, International Edition (2017), 56(25), 7078-7082","Palladium(I) Dimer Enabled Extremely Rapid and Chemoselective Alkylation of Aryl Bromides over Triflates and Chlorides in Air | Kalvet, Indrek; Sperger, Theresa; Scattolin, Thomas; Magnin, Guillaume; Schoenebeck, Franziska | Angewandte Chemie, International Edition (2017), 56(25), 7078-7082","66107-31-1, 872516-34-2",2098356-36-4,,166445-62-1,"108-88-3, 109-99-9",,,,,,,1,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""66107-31-1"", ""smiles"": ""O=S(=O)(Oc1cccc(Br)c1)C(F)(F)F""}, {""index"": 2, ""cas_rn"": ""872516-34-2"", ""smiles"": ""CC(C)([CH2][Zn][Cl])c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""2098356-36-4"", ""yield_pct"": ""94"", ""smiles"": ""CC(C)(Cc1cccc(OS(=O)(=O)C(F)(F)F)c1)c1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""166445-62-1""}]","[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""109-99-9""}]","chemoselective, Negishi cross-coupling, organozinc reagent preformed from organomagnesium reagent",
31-176-CAS-17251312,31-176-CAS-17251312,3.rdf,Kumada coupling,74,,,[Cl][Mg][CH]1CC1.O=S(=O)(Oc1ccc(Br)cc1Cl)C(F)(F)F,O=S(=O)(Oc1ccc(C2CC2)cc1Cl)C(F)(F)F,[Cl][Mg][CH]1CC1.O=S(=O)(Oc1ccc(Br)cc1Cl)C(F)(F)F>>O=S(=O)(Oc1ccc(C2CC2)cc1Cl)C(F)(F)F,Palladium(I) Dimer Enabled Extremely Rapid and Chemoselective Alkylation of Aryl Bromides over Triflates and Chlorides in Air,"Kalvet, Indrek; Sperger, Theresa; Scattolin, Thomas; Magnin, Guillaume; Schoenebeck, Franziska","Angewandte Chemie, International Edition (2017), 56(25), 7078-7082","Palladium(I) Dimer Enabled Extremely Rapid and Chemoselective Alkylation of Aryl Bromides over Triflates and Chlorides in Air | Kalvet, Indrek; Sperger, Theresa; Scattolin, Thomas; Magnin, Guillaume; Schoenebeck, Franziska | Angewandte Chemie, International Edition (2017), 56(25), 7078-7082","88947-47-1, 313510-77-9",2098356-37-5,110-54-3,166445-62-1,"108-88-3, 109-99-9",,,,,,,2,1,74,,,,,,,"{""1"": 74}","[{""index"": 1, ""cas_rn"": ""88947-47-1"", ""smiles"": ""[Cl][Mg][CH]1CC1""}, {""index"": 2, ""cas_rn"": ""313510-77-9"", ""smiles"": ""O=S(=O)(Oc1ccc(Br)cc1Cl)C(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""2098356-37-5"", ""yield_pct"": ""74"", ""smiles"": ""O=S(=O)(Oc1ccc(C2CC2)cc1Cl)C(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""110-54-3""}]","[{""index"": 1, ""cas_rn"": ""166445-62-1""}]","[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""109-99-9""}]","chemoselective, Kumada cross-coupling",
31-176-CAS-17251313,31-176-CAS-17251313,3.rdf,Kumada coupling,81,,,[Cl][Mg][CH]1CCCCC1.O=S(=O)(Oc1ccc(Br)cc1Cl)C(F)(F)F,O=S(=O)(Oc1ccc(C2CCCCC2)cc1Cl)C(F)(F)F,[Cl][Mg][CH]1CCCCC1.O=S(=O)(Oc1ccc(Br)cc1Cl)C(F)(F)F>>O=S(=O)(Oc1ccc(C2CCCCC2)cc1Cl)C(F)(F)F,Palladium(I) Dimer Enabled Extremely Rapid and Chemoselective Alkylation of Aryl Bromides over Triflates and Chlorides in Air,"Kalvet, Indrek; Sperger, Theresa; Scattolin, Thomas; Magnin, Guillaume; Schoenebeck, Franziska","Angewandte Chemie, International Edition (2017), 56(25), 7078-7082","Palladium(I) Dimer Enabled Extremely Rapid and Chemoselective Alkylation of Aryl Bromides over Triflates and Chlorides in Air | Kalvet, Indrek; Sperger, Theresa; Scattolin, Thomas; Magnin, Guillaume; Schoenebeck, Franziska | Angewandte Chemie, International Edition (2017), 56(25), 7078-7082","931-51-1, 313510-77-9",2098356-38-6,110-54-3,166445-62-1,"108-88-3, 109-99-9",,,,,,,2,1,81,,,,,,,"{""1"": 81}","[{""index"": 1, ""cas_rn"": ""931-51-1"", ""smiles"": ""[Cl][Mg][CH]1CCCCC1""}, {""index"": 2, ""cas_rn"": ""313510-77-9"", ""smiles"": ""O=S(=O)(Oc1ccc(Br)cc1Cl)C(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""2098356-38-6"", ""yield_pct"": ""81"", ""smiles"": ""O=S(=O)(Oc1ccc(C2CCCCC2)cc1Cl)C(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""110-54-3""}]","[{""index"": 1, ""cas_rn"": ""166445-62-1""}]","[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""109-99-9""}]","chemoselective, Kumada cross-coupling",
31-176-CAS-17251314,31-176-CAS-17251314,4.rdf,Kumada coupling,65,,,ClCc1ccc(Br)cc1.[Cl][Zn][CH]1CCCCC1,ClCc1ccc(C2CCCCC2)cc1,ClCc1ccc(Br)cc1.[Cl][Zn][CH]1CCCCC1>>ClCc1ccc(C2CCCCC2)cc1,Palladium(I) Dimer Enabled Extremely Rapid and Chemoselective Alkylation of Aryl Bromides over Triflates and Chlorides in Air,"Kalvet, Indrek; Sperger, Theresa; Scattolin, Thomas; Magnin, Guillaume; Schoenebeck, Franziska","Angewandte Chemie, International Edition (2017), 56(25), 7078-7082","Palladium(I) Dimer Enabled Extremely Rapid and Chemoselective Alkylation of Aryl Bromides over Triflates and Chlorides in Air | Kalvet, Indrek; Sperger, Theresa; Scattolin, Thomas; Magnin, Guillaume; Schoenebeck, Franziska | Angewandte Chemie, International Edition (2017), 56(25), 7078-7082","589-17-3, 256390-55-3",4463-31-4,,166445-62-1,"108-88-3, 109-99-9",,,,,,,1,1,65,,,,,,,"{""1"": 65}","[{""index"": 1, ""cas_rn"": ""589-17-3"", ""smiles"": ""ClCc1ccc(Br)cc1""}, {""index"": 2, ""cas_rn"": ""256390-55-3"", ""smiles"": ""[Cl][Zn][CH]1CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""4463-31-4"", ""yield_pct"": ""65"", ""smiles"": ""ClCc1ccc(C2CCCCC2)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""166445-62-1""}]","[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""109-99-9""}]","chemoselective, Negishi cross-coupling, organozinc reagent preformed from organomagnesium reagent",
31-176-CAS-17251315,31-176-CAS-17251315,4.rdf,Kumada coupling,68,,,BrCCc1ccc(Br)cc1.[Cl][Zn][CH]1CCCCC1,BrCCc1ccc(C2CCCCC2)cc1,BrCCc1ccc(Br)cc1.[Cl][Zn][CH]1CCCCC1>>BrCCc1ccc(C2CCCCC2)cc1,Palladium(I) Dimer Enabled Extremely Rapid and Chemoselective Alkylation of Aryl Bromides over Triflates and Chlorides in Air,"Kalvet, Indrek; Sperger, Theresa; Scattolin, Thomas; Magnin, Guillaume; Schoenebeck, Franziska","Angewandte Chemie, International Edition (2017), 56(25), 7078-7082","Palladium(I) Dimer Enabled Extremely Rapid and Chemoselective Alkylation of Aryl Bromides over Triflates and Chlorides in Air | Kalvet, Indrek; Sperger, Theresa; Scattolin, Thomas; Magnin, Guillaume; Schoenebeck, Franziska | Angewandte Chemie, International Edition (2017), 56(25), 7078-7082","1746-28-7, 256390-55-3",188396-68-1,,166445-62-1,"108-88-3, 109-99-9",,,,,,,1,1,68,,,,,,,"{""1"": 68}","[{""index"": 1, ""cas_rn"": ""1746-28-7"", ""smiles"": ""BrCCc1ccc(Br)cc1""}, {""index"": 2, ""cas_rn"": ""256390-55-3"", ""smiles"": ""[Cl][Zn][CH]1CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""188396-68-1"", ""yield_pct"": ""68"", ""smiles"": ""BrCCc1ccc(C2CCCCC2)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""166445-62-1""}]","[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""109-99-9""}]","chemoselective, Negishi cross-coupling, organozinc reagent preformed from organomagnesium reagent",
31-176-CAS-17251316,31-176-CAS-17251316,2.rdf,Kumada coupling,87,,,CCCCCCC[CH2][Zn][Cl].Cc1ccc(Br)c(Cl)n1,CCCCCCCCc1ccc(C)nc1Cl,CCCCCCC[CH2][Zn][Cl].Cc1ccc(Br)c(Cl)n1>>CCCCCCCCc1ccc(C)nc1Cl,Palladium(I) Dimer Enabled Extremely Rapid and Chemoselective Alkylation of Aryl Bromides over Triflates and Chlorides in Air,"Kalvet, Indrek; Sperger, Theresa; Scattolin, Thomas; Magnin, Guillaume; Schoenebeck, Franziska","Angewandte Chemie, International Edition (2017), 56(25), 7078-7082","Palladium(I) Dimer Enabled Extremely Rapid and Chemoselective Alkylation of Aryl Bromides over Triflates and Chlorides in Air | Kalvet, Indrek; Sperger, Theresa; Scattolin, Thomas; Magnin, Guillaume; Schoenebeck, Franziska | Angewandte Chemie, International Edition (2017), 56(25), 7078-7082","89523-64-8, 185017-72-5",2098356-39-7,,166445-62-1,"108-88-3, 109-99-9",,,,,,,1,1,87,,,,,,,"{""1"": 87}","[{""index"": 1, ""cas_rn"": ""89523-64-8"", ""smiles"": ""CCCCCCC[CH2][Zn][Cl]""}, {""index"": 2, ""cas_rn"": ""185017-72-5"", ""smiles"": ""Cc1ccc(Br)c(Cl)n1""}]","[{""index"": 1, ""cas_rn"": ""2098356-39-7"", ""yield_pct"": ""87"", ""smiles"": ""CCCCCCCCc1ccc(C)nc1Cl""}]",[],"[{""index"": 1, ""cas_rn"": ""166445-62-1""}]","[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""109-99-9""}]","chemoselective, Negishi cross-coupling, organozinc reagent preformed from organomagnesium reagent",
31-176-CAS-17251317,31-176-CAS-17251317,2.rdf,Kumada coupling,87,,,Cc1ccc(Br)c(Cl)n1.[Cl][Zn][CH]1CCCCC1,Cc1ccc(C2CCCCC2)c(Cl)n1,Cc1ccc(Br)c(Cl)n1.[Cl][Zn][CH]1CCCCC1>>Cc1ccc(C2CCCCC2)c(Cl)n1,Palladium(I) Dimer Enabled Extremely Rapid and Chemoselective Alkylation of Aryl Bromides over Triflates and Chlorides in Air,"Kalvet, Indrek; Sperger, Theresa; Scattolin, Thomas; Magnin, Guillaume; Schoenebeck, Franziska","Angewandte Chemie, International Edition (2017), 56(25), 7078-7082","Palladium(I) Dimer Enabled Extremely Rapid and Chemoselective Alkylation of Aryl Bromides over Triflates and Chlorides in Air | Kalvet, Indrek; Sperger, Theresa; Scattolin, Thomas; Magnin, Guillaume; Schoenebeck, Franziska | Angewandte Chemie, International Edition (2017), 56(25), 7078-7082","185017-72-5, 256390-55-3",2098356-40-0,,166445-62-1,"108-88-3, 109-99-9",,,,,,,1,1,87,,,,,,,"{""1"": 87}","[{""index"": 1, ""cas_rn"": ""185017-72-5"", ""smiles"": ""Cc1ccc(Br)c(Cl)n1""}, {""index"": 2, ""cas_rn"": ""256390-55-3"", ""smiles"": ""[Cl][Zn][CH]1CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""2098356-40-0"", ""yield_pct"": ""87"", ""smiles"": ""Cc1ccc(C2CCCCC2)c(Cl)n1""}]",[],"[{""index"": 1, ""cas_rn"": ""166445-62-1""}]","[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""109-99-9""}]","chemoselective, Negishi cross-coupling, organozinc reagent preformed from organomagnesium reagent",
31-176-CAS-17251318,31-176-CAS-17251318,4.rdf,Kumada coupling,50,,,Clc1ncc(Br)cn1.[Cl][Zn][CH]1CCCCC1,Clc1ncc(C2CCCCC2)cn1,Clc1ncc(Br)cn1.[Cl][Zn][CH]1CCCCC1>>Clc1ncc(C2CCCCC2)cn1,Palladium(I) Dimer Enabled Extremely Rapid and Chemoselective Alkylation of Aryl Bromides over Triflates and Chlorides in Air,"Kalvet, Indrek; Sperger, Theresa; Scattolin, Thomas; Magnin, Guillaume; Schoenebeck, Franziska","Angewandte Chemie, International Edition (2017), 56(25), 7078-7082","Palladium(I) Dimer Enabled Extremely Rapid and Chemoselective Alkylation of Aryl Bromides over Triflates and Chlorides in Air | Kalvet, Indrek; Sperger, Theresa; Scattolin, Thomas; Magnin, Guillaume; Schoenebeck, Franziska | Angewandte Chemie, International Edition (2017), 56(25), 7078-7082","32779-36-5, 256390-55-3",1353855-79-4,,166445-62-1,"108-88-3, 109-99-9",,,,,,,1,1,50,,,,,,,"{""1"": 50}","[{""index"": 1, ""cas_rn"": ""32779-36-5"", ""smiles"": ""Clc1ncc(Br)cn1""}, {""index"": 2, ""cas_rn"": ""256390-55-3"", ""smiles"": ""[Cl][Zn][CH]1CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""1353855-79-4"", ""yield_pct"": ""50"", ""smiles"": ""Clc1ncc(C2CCCCC2)cn1""}]",[],"[{""index"": 1, ""cas_rn"": ""166445-62-1""}]","[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""109-99-9""}]","chemoselective, Negishi cross-coupling, organozinc reagent preformed from organomagnesium reagent",
31-176-CAS-17251319,31-176-CAS-17251319,3.rdf,Kumada coupling,79,,,C[Si](C)(C)[CH2][Zn][Cl].Cc1cc(OS(=O)(=O)C(F)(F)F)ncc1Br,Cc1cc(OS(=O)(=O)C(F)(F)F)ncc1C[Si](C)(C)C,C[Si](C)(C)[CH2][Zn][Cl].Cc1cc(OS(=O)(=O)C(F)(F)F)ncc1Br>>Cc1cc(OS(=O)(=O)C(F)(F)F)ncc1C[Si](C)(C)C,Palladium(I) Dimer Enabled Extremely Rapid and Chemoselective Alkylation of Aryl Bromides over Triflates and Chlorides in Air,"Kalvet, Indrek; Sperger, Theresa; Scattolin, Thomas; Magnin, Guillaume; Schoenebeck, Franziska","Angewandte Chemie, International Edition (2017), 56(25), 7078-7082","Palladium(I) Dimer Enabled Extremely Rapid and Chemoselective Alkylation of Aryl Bromides over Triflates and Chlorides in Air | Kalvet, Indrek; Sperger, Theresa; Scattolin, Thomas; Magnin, Guillaume; Schoenebeck, Franziska | Angewandte Chemie, International Edition (2017), 56(25), 7078-7082","82049-86-3, 2059049-15-7",2098356-41-1,,166445-62-1,"108-88-3, 109-99-9",,,,,,,1,1,79,,,,,,,"{""1"": 79}","[{""index"": 1, ""cas_rn"": ""82049-86-3"", ""smiles"": ""C[Si](C)(C)[CH2][Zn][Cl]""}, {""index"": 2, ""cas_rn"": ""2059049-15-7"", ""smiles"": ""Cc1cc(OS(=O)(=O)C(F)(F)F)ncc1Br""}]","[{""index"": 1, ""cas_rn"": ""2098356-41-1"", ""yield_pct"": ""79"", ""smiles"": ""Cc1cc(OS(=O)(=O)C(F)(F)F)ncc1C[Si](C)(C)C""}]",[],"[{""index"": 1, ""cas_rn"": ""166445-62-1""}]","[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""109-99-9""}]","chemoselective, Negishi cross-coupling, organozinc reagent preformed from organomagnesium reagent",
