reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-006-CAS-20035200,31-006-CAS-20035200,4.rdf,Kumada coupling,70,,,C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC.Nc1c(F)cc(Br)cc1C(F)(F)F,CC(=O)c1cc(F)c(N)c(C(F)(F)F)c1,C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC.Nc1c(F)cc(Br)cc1C(F)(F)F>>CC(=O)c1cc(F)c(N)c(C(F)(F)F)c1,: Preparation of aryl-substituted dihydrooxadiazinones as phosphodiesterase 3 inhibitors useful for treatment of hyperproliferative diseases,"Ellermann, Manuel; Gradl, Stefan Nikolaus; Kopitz, Charlotte Christine; Lange, Martin; Tersteegen, Adrian; Lienau, Philip; Hegele-Hartung, Christa; Suelzle, Detlev; Lewis, Timothy A.; Greulich, Heidi; Wu, Xiaoyun; Meyerson, Matthew; Burgin, Alex","World Intellectual Property Organization, WO2019025562 A1 2019-02-07",": Preparation of aryl-substituted dihydrooxadiazinones as phosphodiesterase 3 inhibitors useful for treatment of hyperproliferative diseases | Ellermann, Manuel; Gradl, Stefan Nikolaus; Kopitz, Charlotte Christine; Lange, Martin; Tersteegen, Adrian; Lienau, Philip; Hegele-Hartung, Christa; Suelzle, Detlev; Lewis, Timothy A.; Greulich, Heidi; Wu, Xiaoyun; Meyerson, Matthew; Burgin, Alex | World Intellectual Property Organization, WO2019025562 A1 2019-02-07","97674-02-7, 875664-46-3",1260895-98-4,7647-01-0,14221-01-3,"123-91-1, 7732-18-5",,,,,,,2,1,70,,,,,,,"{""1"": 70}","[{""index"": 1, ""cas_rn"": ""97674-02-7"", ""smiles"": ""C=[C](OCC)[Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC""}, {""index"": 2, ""cas_rn"": ""875664-46-3"", ""smiles"": ""Nc1c(F)cc(Br)cc1C(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""1260895-98-4"", ""yield_pct"": ""70"", ""smiles"": ""CC(=O)c1cc(F)c(N)c(C(F)(F)F)c1""}]","[{""index"": 1, ""cas_rn"": ""7647-01-0""}]","[{""index"": 1, ""cas_rn"": ""14221-01-3""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",Stille coupling (stage 1),
31-176-CAS-4163142,31-176-CAS-4163142,2.rdf,Kumada coupling,87,,,COc1ccc(Cl)cc1.Cc1cccc[c]1[Mg][Cl],COc1ccc(-c2ccccc2C)cc1,COc1ccc(Cl)cc1.Cc1cccc[c]1[Mg][Cl]>>COc1ccc(-c2ccccc2C)cc1,"Synthesis, Characterization, and Catalytic Activity of Nickel(II) Alkyl Complexes Supported by Pyrrole-Diphosphine Ligands","Venkanna, Gopaladasu T.; Tammineni, Swetha; Arman, Hadi D.; Tonzetich, Zachary J.","Organometallics (2013), 32(16), 4656-4663","Synthesis, Characterization, and Catalytic Activity of Nickel(II) Alkyl Complexes Supported by Pyrrole-Diphosphine Ligands | Venkanna, Gopaladasu T.; Tammineni, Swetha; Arman, Hadi D.; Tonzetich, Zachary J. | Organometallics (2013), 32(16), 4656-4663","623-12-1, 33872-80-9",92495-54-0,7732-18-5,1449235-31-7,"108-88-3, 109-99-9",,,,,,"General/Typical Procedure: General Procedure for Cross-Coupling Reactions. A Schlenk tube was charged with 2.0 mg (4 μmol) of the desired nickel complex and 3 mL of toluene or THF. The electrophilic coupling partner (1.0 mmol) was then added, followed by the Grignard reagent (1.3 mmol) as a solution in THF. The reaction mixture was stirred at room temperature for 6-12 h before being quenched with 5 mL of deionized water. To the quenched reaction mixture was added 10 mL of diethyl ether, causing separation of the organic layer. The organic layer was extracted and dried over Na2SO4. After filtration and evaporation of the solvents the crude product was purified by column chromatography on Al2O3 (3% EtOAc in hexanes). Entry: 4; Yield 87%.",2,1,87,,,,,,,"{""1"": 87}","[{""index"": 1, ""cas_rn"": ""623-12-1"", ""smiles"": ""COc1ccc(Cl)cc1""}, {""index"": 2, ""cas_rn"": ""33872-80-9"", ""smiles"": ""Cc1cccc[c]1[Mg][Cl]""}]","[{""index"": 1, ""cas_rn"": ""92495-54-0"", ""yield_pct"": ""87"", ""smiles"": ""COc1ccc(-c2ccccc2C)cc1""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1449235-31-7""}]","[{""index"": 1, ""cas_rn"": ""108-88-3""}, {""index"": 2, ""cas_rn"": ""109-99-9""}]","catalyst prepared and used, Kumada cross-coupling",
31-176-CAS-4163213,31-176-CAS-4163213,4.rdf,Kumada coupling,53,,,[Br][Mg][c]1ccccc1.Cc1ccc(Cl)cc1,Cc1ccc(-c2ccccc2)cc1,[Br][Mg][c]1ccccc1.Cc1ccc(Cl)cc1>>Cc1ccc(-c2ccccc2)cc1,"Synthesis, Solid-state Structures, Solution Behaviour and Catalysis Studies of Nickel Complexes of Bis(benzimidazolin-2-ylidene)pyridine Pincer Ligands","MaGee, Karen D. M.; Travers, Guy; Skelton, Brian W.; Massi, Massimilliano; Payne, Alan D.; Brown, David H.","Australian Journal of Chemistry (2012), 65(7), 823-833","Synthesis, Solid-state Structures, Solution Behaviour and Catalysis Studies of Nickel Complexes of Bis(benzimidazolin-2-ylidene)pyridine Pincer Ligands | MaGee, Karen D. M.; Travers, Guy; Skelton, Brian W.; Massi, Massimilliano; Payne, Alan D.; Brown, David H. | Australian Journal of Chemistry (2012), 65(7), 823-833","100-58-3, 106-43-4",644-08-6,7647-01-0,1332371-91-1,"109-99-9, 7732-18-5",,,,,,,2,1,53,,,,,,,"{""1"": 53}","[{""index"": 1, ""cas_rn"": ""100-58-3"", ""smiles"": ""[Br][Mg][c]1ccccc1""}, {""index"": 2, ""cas_rn"": ""106-43-4"", ""smiles"": ""Cc1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""644-08-6"", ""yield_pct"": ""53"", ""smiles"": ""Cc1ccc(-c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""7647-01-0""}]","[{""index"": 1, ""cas_rn"": ""1332371-91-1""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","other product also detected, tetramethoxy substituted [Ni]/catalyst gave lower yield, Tamao-Kumada-Corriu coupling, alternative preparation shown",
31-176-CAS-4164067,31-176-CAS-4164067,4.rdf,Kumada coupling,61,,,Fc1ccccc1.Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2ccccc2)cc1,Fc1ccccc1.Cc1cc[c]([Mg][Br])cc1>>Cc1ccc(-c2ccccc2)cc1,Air-stable diaminophosphine sulfides as preligands for nickel-catalyzed cross-couplings of unactivated fluoro(hetero)arenes,"Ackermann, Lutz; Wechsler, Cindy; Kapdi, Anant R.; Althammer, Andreas","Synlett (2010), (2), 294-298","Air-stable diaminophosphine sulfides as preligands for nickel-catalyzed cross-couplings of unactivated fluoro(hetero)arenes | Ackermann, Lutz; Wechsler, Cindy; Kapdi, Anant R.; Althammer, Andreas | Synlett (2010), (2), 294-298","462-06-6, 4294-57-9",644-08-6,,"3264-82-2, 1220450-25-8",109-99-9,,,,,,"General/Typical Procedure: Synthesis of 5a (Table 1, Entry 9); Typical Procedure [Ni(acac)2] (7 mg, 0.03 mmol, 3.0 mol%) and 2 (13 mg, 0.03 mmol, 3.0 mol%) were stirred in THF (2.0 mL) for 10 min at ambient temperature under N2. Compound 3d (126 mg, 1.00 mmol) was added, and the solution was stirred for additional 5 min. Thereafter, 4d (1.75 M in THF, 0.85 mL, 1.50 mmol) was added, and the resulting solution was stirred for 21 h at ambient temperature. EtOAc (75 mL) and H2O (75 mL) were added, and the separated aqueous phase was extracted with EtOAc (2 × 75 mL). The combined organic layers were dried over MgSO4 and concentrated in vacuo. The remaining residue was purified by column chromatography on silica gel (n-hexane-EtOAc, 300:1 → 200:1 → 150:1 → 100:1). Entry: 5 Product: 5b; Yield: 61%.",3,1,61,,,,,,,"{""1"": 61}","[{""index"": 1, ""cas_rn"": ""462-06-6"", ""smiles"": ""Fc1ccccc1""}, {""index"": 2, ""cas_rn"": ""4294-57-9"", ""smiles"": ""Cc1cc[c]([Mg][Br])cc1""}]","[{""index"": 1, ""cas_rn"": ""644-08-6"", ""yield_pct"": ""61"", ""smiles"": ""Cc1ccc(-c2ccccc2)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""3264-82-2""}, {""index"": 2, ""cas_rn"": ""1220450-25-8""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]",Kumada-Corriu coupling,
31-176-CAS-4169868,31-176-CAS-4169868,1.rdf,Kumada coupling,99,,,Cc1ccccc1Cl.COc1cc[c]([Mg][Br])cc1,COc1ccc(-c2ccccc2C)cc1,Cc1ccccc1Cl.COc1cc[c]([Mg][Br])cc1>>COc1ccc(-c2ccccc2C)cc1,Cross-Coupling of ArX with ArMgBr Catalyzed by N-Heterocyclic Carbene-Based Nickel Complexes,"Guo, Wang-Jun; Wang, Zhong-Xia","Journal of Organic Chemistry (2013), 78(3), 1054-1061","Cross-Coupling of ArX with ArMgBr Catalyzed by N-Heterocyclic Carbene-Based Nickel Complexes | Guo, Wang-Jun; Wang, Zhong-Xia | Journal of Organic Chemistry (2013), 78(3), 1054-1061","95-49-8, 13139-86-1",92495-54-0,7732-18-5,1418217-39-6,109-99-9,,,,,,"General/Typical Procedure: General Procedures for the Cross-Coupling Reactions. A Schlenk tube was charged with nickel complex (the amount needed), aryl halide (0.5 mmol) and THF (1.5 mL). To the solution was added dropwise a solution of ArMgBr (1.5 mL, 0.5 M in THF, 0.75 mmol) at 25 °C and the resulting solution stirred for 24 h. The reaction was quenched with water and the mixture was extracted with diethyl ether (3 × 5 mL). The combined organic phases were dried over Na2SO4, concentrated by rotary evaporation and purified by column chromatography on silica gel (eluent: a mixture of petroleum ether and ethyl acetate). Spectral Data of the Cross-Coupling Products. 4-(N,N-Dimethylamino)-2′,5′-dimethylbiphenyl.26 4′-Methoxy-2-methylbiphenyl.35 Yield 99%. 1H NMR: δ 2.27 (s, 3H), 3.84 (s, 3H), 6.94 (d, J = 8.7 Hz, 2H), 7.16−7.26 (m, 6H). 13C NMR: δ 20.7, 55.4, 113.6, 125.9, 127.1, 130.0, 130.4, 134.5, 135.6, 141.7, 158.7.",2,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""95-49-8"", ""smiles"": ""Cc1ccccc1Cl""}, {""index"": 2, ""cas_rn"": ""13139-86-1"", ""smiles"": ""COc1cc[c]([Mg][Br])cc1""}]","[{""index"": 1, ""cas_rn"": ""92495-54-0"", ""yield_pct"": ""99"", ""smiles"": ""COc1ccc(-c2ccccc2C)cc1""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1418217-39-6""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","alternative preparation shown, Kumada reaction, dropwise addition of ArMgBr/THF (stage 1)",
31-176-CAS-4170211,31-176-CAS-4170211,2.rdf,Kumada coupling,91,,,Fc1ccccn1.Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2ccccn2)cc1,Fc1ccccn1.Cc1cc[c]([Mg][Br])cc1>>Cc1ccc(-c2ccccn2)cc1,Cross-Coupling of ArX with ArMgBr Catalyzed by N-Heterocyclic Carbene-Based Nickel Complexes,"Guo, Wang-Jun; Wang, Zhong-Xia","Journal of Organic Chemistry (2013), 78(3), 1054-1061","Cross-Coupling of ArX with ArMgBr Catalyzed by N-Heterocyclic Carbene-Based Nickel Complexes | Guo, Wang-Jun; Wang, Zhong-Xia | Journal of Organic Chemistry (2013), 78(3), 1054-1061","372-48-5, 4294-57-9",4467-06-5,7732-18-5,1418217-39-6,109-99-9,,,,,,"General/Typical Procedure: General Procedures for the Cross-Coupling Reactions. A Schlenk tube was charged with nickel complex (the amount needed), aryl halide (0.5 mmol) and THF (1.5 mL). To the solution was added dropwise a solution of ArMgBr (1.5 mL, 0.5 M in THF, 0.75 mmol) at 25 °C and the resulting solution stirred for 24 h. The reaction was quenched with water and the mixture was extracted with diethyl ether (3 × 5 mL). The combined organic phases were dried over Na2SO4, concentrated by rotary evaporation and purified by column chromatography on silica gel (eluent: a mixture of petroleum ether and ethyl acetate). Spectral Data of the Cross-Coupling Products. 4-(N,N-Dimethylamino)-2′,5′-dimethylbiphenyl.26 Table 3. Reaction of Aryl Fluorides with Aryl Grignard Reagents Catalyzed by 3ca Entry 6 2-p-Tolylpyridine.35 Yield 91%. 1H NMR: δ 2.39 (s, 3H), 7.14−7.20 (m, 1H), 7.25 (d, J = 8.1 Hz, 2H), 7.65−7.69 (m, 2H), 7.88 (d, J = 8.4 Hz, 2H), 8.66 (dt, J = 1.2, 4.8 Hz, 1H). 13C NMR: δ 21.3, 115.5, 120.3, 121.9, 126.9, 129.6, 130.0, 136.8, 139.0, 149.7, 157.6.",2,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""372-48-5"", ""smiles"": ""Fc1ccccn1""}, {""index"": 2, ""cas_rn"": ""4294-57-9"", ""smiles"": ""Cc1cc[c]([Mg][Br])cc1""}]","[{""index"": 1, ""cas_rn"": ""4467-06-5"", ""yield_pct"": ""91"", ""smiles"": ""Cc1ccc(-c2ccccn2)cc1""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1418217-39-6""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","alternative preparation shown, Kumada reaction, dropwise addition of ArMgBr/THF (stage 1)",
31-176-CAS-4180332,31-176-CAS-4180332,5.rdf,Kumada coupling,,,,[Br][Mg][c]1ccccc1.Cc1ccc(Br)cc1,Cc1ccc(-c2ccccc2)cc1,[Br][Mg][c]1ccccc1.Cc1ccc(Br)cc1>>Cc1ccc(-c2ccccc2)cc1,Synthesis of triethylphosphite complexes of nickel(II) and palladium(II) with tridentate Schiff base ligand for catalytic application in carbon-carbon coupling reactions,"Tamizh, M. Muthu; Karvembu, R.","Inorganic Chemistry Communications (2012), 2530-34","Synthesis of triethylphosphite complexes of nickel(II) and palladium(II) with tridentate Schiff base ligand for catalytic application in carbon-carbon coupling reactions | Tamizh, M. Muthu; Karvembu, R. | Inorganic Chemistry Communications (2012), 2530-34","100-58-3, 106-38-7",644-08-6,,1408252-68-5,"109-99-9, 123-91-1",,,,,,,1,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""100-58-3"", ""smiles"": ""[Br][Mg][c]1ccccc1""}, {""index"": 2, ""cas_rn"": ""106-38-7"", ""smiles"": ""Cc1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""644-08-6"", ""smiles"": ""Cc1ccc(-c2ccccc2)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""1408252-68-5""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""123-91-1""}]","other product also detected, 71% conversion, catalyst prepared and used, Kumada-Tamao-Corriu cross coupling, optimization study, optimized on catalyst concn. (0.25-1.0 mol%), 1mol% catalyst",
31-176-CAS-4194269,31-176-CAS-4194269,5.rdf,Kumada coupling,,,,[Br][Mg][c]1ccccc1.Clc1ccccc1,c1ccc(-c2ccccc2)cc1,[Br][Mg][c]1ccccc1.Clc1ccccc1>>c1ccc(-c2ccccc2)cc1,High efficiency of cavity-based triaryl-phosphines in nickel-catalysed Kumada-Tamao-Corriu cross-coupling,"Monnereau, Laure; Semeril, David; Matt, Dominique","Chemical Communications (Cambridge, United Kingdom) (2011), 47(23), 6626-6628","High efficiency of cavity-based triaryl-phosphines in nickel-catalysed Kumada-Tamao-Corriu cross-coupling | Monnereau, Laure; Semeril, David; Matt, Dominique | Chemical Communications (Cambridge, United Kingdom) (2011), 47(23), 6626-6628","100-58-3, 108-90-7",92-52-4,,"1295-35-8, 1246472-39-8","109-99-9, 123-91-1",,,,,,,1,1,,,,,,,,{},"[{""index"": 1, ""cas_rn"": ""100-58-3"", ""smiles"": ""[Br][Mg][c]1ccccc1""}, {""index"": 2, ""cas_rn"": ""108-90-7"", ""smiles"": ""Clc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""92-52-4"", ""smiles"": ""c1ccc(-c2ccccc2)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""1295-35-8""}, {""index"": 2, ""cas_rn"": ""1246472-39-8""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""123-91-1""}]","Kumada-Tamao-Corriu cross coupling, Schlenk tube used, alternative preparation shown, optimization study, optimized on catalyst and stoichiometry of catalyst and reactant, conversion (97.9%)",
31-176-CAS-4203344,31-176-CAS-4203344,4.rdf,Kumada coupling,57,,,CCOC(=O)c1ccc(Br)cc1.[Br][Mg][c]1ccccn1,CCOC(=O)c1ccc(-c2ccccn2)cc1,CCOC(=O)c1ccc(Br)cc1.[Br][Mg][c]1ccccn1>>CCOC(=O)c1ccc(-c2ccccn2)cc1,Kumada-Corriu Cross-Couplings with 2-Pyridyl Grignard Reagents,"Ackermann, Lutz; Potukuchi, Harish K.; Kapdi, Anant R.; Schulzke, Carola","Chemistry - A European Journal (2010), 16(11), 3300-3303, S3300/1-S3300/47","Kumada-Corriu Cross-Couplings with 2-Pyridyl Grignard Reagents | Ackermann, Lutz; Potukuchi, Harish K.; Kapdi, Anant R.; Schulzke, Carola | Chemistry - A European Journal (2010), 16(11), 3300-3303, S3300/1-S3300/47","5798-75-4, 21970-13-8",4385-61-9,,"51364-51-3, 131266-79-0",109-99-9,,,,,,,3,1,57,,,,,,,"{""1"": 57}","[{""index"": 1, ""cas_rn"": ""5798-75-4"", ""smiles"": ""CCOC(=O)c1ccc(Br)cc1""}, {""index"": 2, ""cas_rn"": ""21970-13-8"", ""smiles"": ""[Br][Mg][c]1ccccn1""}]","[{""index"": 1, ""cas_rn"": ""4385-61-9"", ""yield_pct"": ""57"", ""smiles"": ""CCOC(=O)c1ccc(-c2ccccn2)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""51364-51-3""}, {""index"": 2, ""cas_rn"": ""131266-79-0""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","dropwise addition of reagent in stage 3 substage 1, Kumada-Corriu cross coupling",
31-176-CAS-4217216,31-176-CAS-4217216,2.rdf,Kumada coupling,85,,,FC(F)(F)c1ccc(Cl)cc1.CN(C)c1cc[c]([Mg][Br])cc1,CN(C)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,FC(F)(F)c1ccc(Cl)cc1.CN(C)c1cc[c]([Mg][Br])cc1>>CN(C)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,"Amido pincer nickel catalyzed Kumada cross-coupling of aryl, heteroaryl, and vinyl chlorides","Zhang, Xue-Qi; Wang, Zhong-Xia","Synlett (2013), 24(16), 2081-2084","Amido pincer nickel catalyzed Kumada cross-coupling of aryl, heteroaryl, and vinyl chlorides | Zhang, Xue-Qi; Wang, Zhong-Xia | Synlett (2013), 24(16), 2081-2084","98-56-6, 7353-91-5",117530-20-8,"64-19-7, 7732-18-5",1367742-87-7,109-99-9,,,,,,"General/Typical Procedure: Representative Procedure for the Kumada Reaction A Schlenk tube was charged with 1 (2.8 mg, 0.005 mmol), THF (1.5 mL), and 2-chloroanisole (0.0718 g, 0.5 mmol). To the stirred solution was added dropwise a solution of 4-MeC6H4MgBr in THF (1.5 mL, 0.5 M in THF) at 30°C. Stirring was continued at 30°C for 24 h. The reaction was ceased by addition of H2O (10 mL) and several drops of AcOH. The mixture was extracted with EtOAc (3 × 10 mL) and the combined organic layers were dried over anhyd Na2SO4. The Na2SO4 was removed by filtration and washed with EtOAc. The resulting solution was concentrated by rotary evaporation, and the residue was purified by column chromatography on silica gel (eluent: PE). N,N-dimethyl-4-[4-(trifluoromethyl)phenyl]aniline 1H NMR: δ 3.01 (s, 6H, NMe), 6.80 (d, J = 8.8 Hz, 2H, C6H4), 7.52 (d, J = 8.8 Hz, 2H, C6H4), 7.61-7.66 (m, 4H, C6H4). 13C NMR: δ 40.56, 112.77, 124.67 (q, J = 272 Hz), 125.73 (q, J = 3.7 Hz), 126.34, 127.42, 127.97 (q, J = 32.5 Hz), 128.01, 144.79, 150.64.",2,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""98-56-6"", ""smiles"": ""FC(F)(F)c1ccc(Cl)cc1""}, {""index"": 2, ""cas_rn"": ""7353-91-5"", ""smiles"": ""CN(C)c1cc[c]([Mg][Br])cc1""}]","[{""index"": 1, ""cas_rn"": ""117530-20-8"", ""yield_pct"": ""85"", ""smiles"": ""CN(C)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""64-19-7""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","[{""index"": 1, ""cas_rn"": ""1367742-87-7""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]",Kumada reaction,
31-176-CAS-421935,31-176-CAS-421935,4.rdf,Kumada coupling,65,,,Clc1ccc(Cl)cc1.Cc1cc[c]([Mg][Br])cc1,Cc1ccc(-c2ccc(-c3ccc(C)cc3)cc2)cc1,Clc1ccc(Cl)cc1.Cc1cc[c]([Mg][Br])cc1>>Cc1ccc(-c2ccc(-c3ccc(C)cc3)cc2)cc1,Synthesis and reactivity of N-heterocyclic PSiP pincer iron and cobalt complexes and catalytic application of cobalt hydride in Kumada coupling reactions,"Xiong, Zichang; Li, Xiaoyan; Zhang, Shumiao; Shi, Yaomin; Sun, Hongjian","Organometallics (2016), 35(3), 357-363","Synthesis and reactivity of N-heterocyclic PSiP pincer iron and cobalt complexes and catalytic application of cobalt hydride in Kumada coupling reactions | Xiong, Zichang; Li, Xiaoyan; Zhang, Shumiao; Shi, Yaomin; Sun, Hongjian | Organometallics (2016), 35(3), 357-363","106-46-7, 4294-57-9",97295-31-3,,1851352-42-5,"109-99-9, 7732-18-5",,,,,,,2,1,65,,,,,,,"{""1"": 65}","[{""index"": 1, ""cas_rn"": ""106-46-7"", ""smiles"": ""Clc1ccc(Cl)cc1""}, {""index"": 2, ""cas_rn"": ""4294-57-9"", ""smiles"": ""Cc1cc[c]([Mg][Br])cc1""}]","[{""index"": 1, ""cas_rn"": ""97295-31-3"", ""yield_pct"": ""65"", ""smiles"": ""Cc1ccc(-c2ccc(-c3ccc(C)cc3)cc2)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""1851352-42-5""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","Kumada coupling, Schlenk tube used, catalyst prepared and used",
31-176-CAS-4221702,31-176-CAS-4221702,3.rdf,Kumada coupling,81,,,[Br][Mg][c]1ccccc1.N#Cc1ccc(Cl)cc1,N#Cc1ccc(-c2ccccc2)cc1,[Br][Mg][c]1ccccc1.N#Cc1ccc(Cl)cc1>>N#Cc1ccc(-c2ccccc2)cc1,Kumada-Tamao-Corriu coupling using N-heterocyclic carbene ligands bearing pyridyl and ethylenedioxy moieties,"Mitsudo, Koichi; Doi, Yuta; Sakamoto, Syunsuke; Murakami, Hiroki; Mandai, Hiroki; Suga, Seiji","Chemistry Letters (2011), 40(9), 936-938","Kumada-Tamao-Corriu coupling using N-heterocyclic carbene ligands bearing pyridyl and ethylenedioxy moieties | Mitsudo, Koichi; Doi, Yuta; Sakamoto, Syunsuke; Murakami, Hiroki; Mandai, Hiroki; Suga, Seiji | Chemistry Letters (2011), 40(9), 936-938","100-58-3, 623-03-0",2920-38-9,,"3264-82-2, 1349743-70-9",109-99-9,,,,,,,1,1,81,,,,,,,"{""1"": 81}","[{""index"": 1, ""cas_rn"": ""100-58-3"", ""smiles"": ""[Br][Mg][c]1ccccc1""}, {""index"": 2, ""cas_rn"": ""623-03-0"", ""smiles"": ""N#Cc1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""2920-38-9"", ""yield_pct"": ""81"", ""smiles"": ""N#Cc1ccc(-c2ccccc2)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""3264-82-2""}, {""index"": 2, ""cas_rn"": ""1349743-70-9""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","ligand prepared and used, Kumada-Tamao-Corriu coupling",
31-176-CAS-4326330,31-176-CAS-4326330,1.rdf,Kumada coupling,97,,,[Br][Mg][c]1ccccc1.Cc1ccc(Br)cc1,Cc1ccc(-c2ccccc2)cc1,[Br][Mg][c]1ccccc1.Cc1ccc(Br)cc1>>Cc1ccc(-c2ccccc2)cc1,Fluorous Oxime Palladacycle: A Precatalyst for Carbon-Carbon Coupling Reactions in Aqueous and Organic Medium,"Susanto, Woen; Chu, Chi-Yuan; Ang, Wei Jie; Chou, Tzyy-Chao; Lo, Lee-Chiang; Lam, Yulin","Journal of Organic Chemistry (2012), 77(6), 2729-2742","Fluorous Oxime Palladacycle: A Precatalyst for Carbon-Carbon Coupling Reactions in Aqueous and Organic Medium | Susanto, Woen; Chu, Chi-Yuan; Ang, Wei Jie; Chou, Tzyy-Chao; Lo, Lee-Chiang; Lam, Yulin | Journal of Organic Chemistry (2012), 77(6), 2729-2742","100-58-3, 106-38-7",644-08-6,,1356815-59-2,109-99-9,,,,,,"General/Typical Procedure: General Procedure for the Kumada Cross-Coupling between Grignard Reagents with Various Halides under Microwave Heating. To a solution of the respective halide (0.25 mmol) and anhydrous THF (1 mL) in a pressure tube was added palladacycle 1 (0.05 mol %) followed by 1 M Grignard reagent in THF (0.3 mL). The reaction mixture was microwave irradiated (with the heating program starting at 150 W) at 100 °C, and the reaction was monitored by TLC. When the reaction has completed, the reaction mixture was cooled to room temperature, poured into EtOAc (20 mL), and washed successively with water (3 × 10 mL). The organic layer was dried over anhydrous MgSO4, filtered, and concentrated. The crude product obtained was purified by column chromatography. On the basis of the 1H NMR, the purities of compounds were determined to be ≥. 4-Methylbiphenyl (17a), yield 97%. Mp: 45-47 °C (lit.63 mp 43-44 °C). 1H NMR (500 MHz, CDCl3): δ 7.63 (d, J= 8.2 Hz, 2H), 7.50-7.44 (m, 2H), 7.42-7.36 (m, 2H), 7.06 (d, J= 8.2 Hz, 2H), 2.32 (s, 3H). 13C NMR (125 MHz, CDCl3): δ 141.2, 136.7, 131.2, 130.8, 128.7, 127.2, 127.1, 119.0, 20.5. HRMS (EI): calcd for C13H12 168.0939, found 168.0937.",1,1,97,,,,,,,"{""1"": 97}","[{""index"": 1, ""cas_rn"": ""100-58-3"", ""smiles"": ""[Br][Mg][c]1ccccc1""}, {""index"": 2, ""cas_rn"": ""106-38-7"", ""smiles"": ""Cc1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""644-08-6"", ""yield_pct"": ""97"", ""smiles"": ""Cc1ccc(-c2ccccc2)cc1""}]",[],"[{""index"": 1, ""cas_rn"": ""1356815-59-2""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","green chemistry-catalyst, microwave irradiation (150 W), thermal, optimization study, optimized on solvent, optimized on temperature, optimized on time, Kumada cross-coupling reaction, pressure tube used",
