reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-010-CAS-12705523,31-010-CAS-12705523,Reaction_20251110_1415.rdf,Swern oxidation,98,,,C[Si](C)(C)OS(=O)(=O)C(F)(F)F.CCc1oc([C@@H](C)[C@@H](O)[C@H](C)[C@H](OCc2ccc(OC)cc2)[C@H](C)CO)c(C)c(=O)c1C,CCc1oc([C@@H](C)[C@@H](O[Si](C)(C)C)[C@H](C)[C@H](OCc2ccc(OC)cc2)[C@H](C)C=O)c(C)c(=O)c1C,C[Si](C)(C)OS(=O)(=O)C(F)(F)F.CCc1oc([C@@H](C)[C@@H](O)[C@H](C)[C@H](OCc2ccc(OC)cc2)[C@H](C)CO)c(C)c(=O)c1C>>CCc1oc([C@@H](C)[C@@H](O[Si](C)(C)C)[C@H](C)[C@H](OCc2ccc(OC)cc2)[C@H](C)C=O)c(C)c(=O)c1C,Total Synthesis of Siphonarin B and Dihydrosiphonarin B,"Paterson, Ian; Chen, David Yu-Kai; Franklin, Alison S.","Organic Letters (2002), 4(3), 391-394","Total Synthesis of Siphonarin B and Dihydrosiphonarin B | Paterson, Ian; Chen, David Yu-Kai; Franklin, Alison S. | Organic Letters (2002), 4(3), 391-394","27607-77-8, 275355-99-2",402571-23-7,"108-48-5, 584-08-7, 110-86-1, 87413-09-0",,"75-09-2, 67-56-1",,,,,,"Compound 19, yield 98%.",3,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""27607-77-8"", ""smiles"": ""C[Si](C)(C)OS(=O)(=O)C(F)(F)F""}, {""index"": 2, ""cas_rn"": ""275355-99-2"", ""smiles"": ""CCc1oc([C@@H](C)[C@@H](O)[C@H](C)[C@H](OCc2ccc(OC)cc2)[C@H](C)CO)c(C)c(=O)c1C""}]","[{""index"": 1, ""cas_rn"": ""402571-23-7"", ""yield_pct"": ""98"", ""smiles"": ""CCc1oc([C@@H](C)[C@@H](O[Si](C)(C)C)[C@H](C)[C@H](OCc2ccc(OC)cc2)[C@H](C)C=O)c(C)c(=O)c1C""}]","[{""index"": 1, ""cas_rn"": ""108-48-5""}, {""index"": 2, ""cas_rn"": ""584-08-7""}, {""index"": 3, ""cas_rn"": ""110-86-1""}, {""index"": 4, ""cas_rn"": ""87413-09-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""67-56-1""}]","chemoselective, stereoselective, Dess-Martin oxidation in 3rd stage, buffered soln.",
31-480-CAS-9337063,31-480-CAS-9337063,Reaction_20251110_1416.rdf,Swern oxidation,74,,,OCC12CC3CC(CC(C3)C1)C2,O=CC12CC3CC(CC(C3)C1)C2,OCC12CC3CC(CC(C3)C1)C2>>O=CC12CC3CC(CC(C3)C1)C2,Swern oxidation of alcohols with ion-supported methyl sulfoxide and oxalyl chloride,"Tsuchiya, Daisuke; Moriyama, Katsuhiko; Togo, Hideo","Synlett (2011), (18), 2701-2704","Swern oxidation of alcohols with ion-supported methyl sulfoxide and oxalyl chloride | Tsuchiya, Daisuke; Moriyama, Katsuhiko; Togo, Hideo | Synlett (2011), (18), 2701-2704",770-71-8,2094-74-8,"79-37-8, 1352947-66-0, 121-44-8, 7647-01-0",,"75-09-2, 7732-18-5",,,,,,"General/Typical Procedure: (10) General Procedure for the Swern Oxidation using Ion-Supported Methyl Sulfoxide: Oxalyl chloride (0.34 mL) was added dropwise to a solution of ion-supported methyl sulfoxide (1.60 g, 4.0 mmol) in CH2Cl2 (6 mL) at -70 °C and the mixture was stirred for 30 min at the same temperature. A solution of alcohol (2.0 mmol) in CH2Cl2 (3 mL) was added dropwise at -70 °C and the obtained mixture was stirred for 30 min. Triethylamine (1.66 mL, 12 mmol) was added dropwise at -70 °C and the mixture was stirred for 1 h at the same temperature. The resulting mixture was warmed to -60 °C and stirred for 1.5 h at the same temperature. The mixture was warmed to -50 °C and stirred for 1 h at the same temperature. Finally, the mixture was warmed to r.t. by removing the cooling bath and stirred for 2 h at the same temperature. The reaction mixture was quenched with H2O (10 mL), neutralized (pH 6-7) with aq 1 M HCl, and extracted with Et2O (2 x 40 mL). The organic layer was washed with H2O (10 mL), dried over Na2SO4, and filtered. After removal of the solvent, aldehyde or ketone was obtained. The purity was estimated by 1H NMR analysis. 1-adamantane carboxaldehyde, Yield 74% Mp: 140-142 °C (lit.1) Mp 146-148 °C); IR (Nujol): 2815, 2698, 1722 cm-1; 1H NMR (CDCl3, 400 MHz) : δ = 1.68-1.80 (m, 12H), 2.03-2.09 (m, 3H), 9.32 (s, 1H); 13C NMR (CDCl3 : 100 MHz) : δ = 27.31, 35.80, 36.52, 44.82, 206.09.",4,1,74,,,,,,,"{""1"": 74}","[{""index"": 1, ""cas_rn"": ""770-71-8"", ""smiles"": ""OCC12CC3CC(CC(C3)C1)C2""}]","[{""index"": 1, ""cas_rn"": ""2094-74-8"", ""yield_pct"": ""74"", ""smiles"": ""O=CC12CC3CC(CC(C3)C1)C2""}]","[{""index"": 1, ""cas_rn"": ""79-37-8""}, {""index"": 2, ""cas_rn"": ""1352947-66-0""}, {""index"": 3, ""cas_rn"": ""121-44-8""}, {""index"": 4, ""cas_rn"": ""7647-01-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","in-situ generated reagent (stage 1), Swern oxidn., dropwise addn. of oxalyl chloride (stage 1, substage 1), dropwise addn. of reactant (stage 2, substage 1), dropwise addn. of reagent (stage 3, substage 1)",
31-480-CAS-934214,31-480-CAS-934214,Reaction_20251110_1416.rdf,Swern oxidation,81,,,O[C@@H]1[C@H]2OC3OC([C@H]2OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O3,O=C1[C@H]2OC3OC([C@H]2OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O3,O[C@@H]1[C@H]2OC3OC([C@H]2OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O3>>O=C1[C@H]2OC3OC([C@H]2OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O3,The fluorous Swern and Corey-Kim reactions: scope and mechanism,"Crich, David; Neelamkavil, Santhosh","Tetrahedron (2002), 58(20), 3865-3870","The fluorous Swern and Corey-Kim reactions: scope and mechanism | Crich, David; Neelamkavil, Santhosh | Tetrahedron (2002), 58(20), 3865-3870",98575-46-3,98510-27-1,"79-37-8, 357604-65-0, 7087-68-5, 7732-18-5",,75-09-2,,,,,,,4,1,81,,,,,,,"{""1"": 81}","[{""index"": 1, ""cas_rn"": ""98575-46-3"", ""smiles"": ""O[C@@H]1[C@H]2OC3OC([C@H]2OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O3""}]","[{""index"": 1, ""cas_rn"": ""98510-27-1"", ""yield_pct"": ""81"", ""smiles"": ""O=C1[C@H]2OC3OC([C@H]2OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O3""}]","[{""index"": 1, ""cas_rn"": ""79-37-8""}, {""index"": 2, ""cas_rn"": ""357604-65-0""}, {""index"": 3, ""cas_rn"": ""7087-68-5""}, {""index"": 4, ""cas_rn"": ""7732-18-5""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","86% of sulfoxide was recovered, fluorous Swern oxidn.",
31-480-CAS-9369558,31-480-CAS-9369558,Reaction_20251110_1415.rdf,Swern oxidation,99,,,C=C/C=C/CC(C/C=C/C(C)O)(C(=O)OC)C(=O)OC,C=C/C=C/CC(C/C=C/C(C)=O)(C(=O)OC)C(=O)OC,C=C/C=C/CC(C/C=C/C(C)O)(C(=O)OC)C(=O)OC>>C=C/C=C/CC(C/C=C/C(C)=O)(C(=O)OC)C(=O)OC,Intramolecular Diels-Alder reactions using chiral ruthenium Lewis acids and application in the total synthesis of ent-ledol,"Thamapipol, Sirinporn; Kuendig, E. Peter","Organic & Biomolecular Chemistry (2011), 9(21), 7564-7570","Intramolecular Diels-Alder reactions using chiral ruthenium Lewis acids and application in the total synthesis of ent-ledol | Thamapipol, Sirinporn; Kuendig, E. Peter | Organic & Biomolecular Chemistry (2011), 9(21), 7564-7570",1346653-76-6,1346653-77-7,1313-13-9,,60-29-7,,,,,,,1,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""1346653-76-6"", ""smiles"": ""C=C/C=C/CC(C/C=C/C(C)O)(C(=O)OC)C(=O)OC""}]","[{""index"": 1, ""cas_rn"": ""1346653-77-7"", ""yield_pct"": ""99"", ""smiles"": ""C=C/C=C/CC(C/C=C/C(C)=O)(C(=O)OC)C(=O)OC""}]","[{""index"": 1, ""cas_rn"": ""1313-13-9""}]",[],"[{""index"": 1, ""cas_rn"": ""60-29-7""}]",,
31-480-CAS-9395388,31-480-CAS-9395388,Reaction_20251110_1415.rdf,Swern oxidation,88,,,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C>>CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,Efficient Swern oxidation and Corey-Kim oxidation with ion-supported methyl sulfoxides and methyl sulfides,"Tsuchiya, Daisuke; Tabata, Masayuki; Moriyama, Katsuhiko; Togo, Hideo","Tetrahedron (2012), 68(34), 6849-6855","Efficient Swern oxidation and Corey-Kim oxidation with ion-supported methyl sulfoxides and methyl sulfides | Tsuchiya, Daisuke; Tabata, Masayuki; Moriyama, Katsuhiko; Togo, Hideo | Tetrahedron (2012), 68(34), 6849-6855",80-97-7,566-88-1,"128-09-6, 1352947-63-7, 121-44-8",,"75-09-2, 7732-18-5",,,,,,,3,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""80-97-7"", ""smiles"": ""CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C""}]","[{""index"": 1, ""cas_rn"": ""566-88-1"", ""yield_pct"": ""88"", ""smiles"": ""CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C""}]","[{""index"": 1, ""cas_rn"": ""128-09-6""}, {""index"": 2, ""cas_rn"": ""1352947-63-7""}, {""index"": 3, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-480-CAS-9415977,31-480-CAS-9415977,Reaction_20251110_1416.rdf,Swern oxidation,72,,,C=C/C=C/CCCC(O)C(=C)C,C=C/C=C/CCCC(=O)C(=C)C,C=C/C=C/CCCC(O)C(=C)C>>C=C/C=C/CCCC(=O)C(=C)C,Intramolecular Diels-Alder reactions using chiral ruthenium Lewis acids and application in the total synthesis of ent-ledol,"Thamapipol, Sirinporn; Kuendig, E. Peter","Organic & Biomolecular Chemistry (2011), 9(21), 7564-7570","Intramolecular Diels-Alder reactions using chiral ruthenium Lewis acids and application in the total synthesis of ent-ledol | Thamapipol, Sirinporn; Kuendig, E. Peter | Organic & Biomolecular Chemistry (2011), 9(21), 7564-7570",1346653-69-7,155826-01-0,"67-68-5, 79-37-8, 121-44-8",,109-99-9,,,,,,,3,1,72,,,,,,,"{""1"": 72}","[{""index"": 1, ""cas_rn"": ""1346653-69-7"", ""smiles"": ""C=C/C=C/CCCC(O)C(=C)C""}]","[{""index"": 1, ""cas_rn"": ""155826-01-0"", ""yield_pct"": ""72"", ""smiles"": ""C=C/C=C/CCCC(=O)C(=C)C""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}, {""index"": 2, ""cas_rn"": ""79-37-8""}, {""index"": 3, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}]",Swern oxidation,
31-480-CAS-9425914,31-480-CAS-9425914,Reaction_20251110_1415.rdf,Swern oxidation,99,,,CC(C)(C)[Si](OCCCCO)(c1ccccc1)c1ccccc1,CC(C)(C)[Si](OCCCC=O)(c1ccccc1)c1ccccc1,CC(C)(C)[Si](OCCCCO)(c1ccccc1)c1ccccc1>>CC(C)(C)[Si](OCCCC=O)(c1ccccc1)c1ccccc1,Stereoselective synthesis of the C(53)-C(67) polyene fragment of amphidinol-3,"Colobert, Francoise; Kreuzer, Thomas; Cossy, Janine; Reymond, Sebastien; Tsuchiya, Tomoki; Ferrie, Laurent; Marko, Istvan E.; Jourdain, Pierre","Synlett (2007), (15), 2351-2354","Stereoselective synthesis of the C(53)-C(67) polyene fragment of amphidinol-3 | Colobert, Francoise; Kreuzer, Thomas; Cossy, Janine; Reymond, Sebastien; Tsuchiya, Tomoki; Ferrie, Laurent; Marko, Istvan E.; Jourdain, Pierre | Synlett (2007), (15), 2351-2354",130372-07-5,127793-62-8,"67-68-5, 79-37-8, 121-44-8",,75-09-2,,,,,,"Subsequent oxidation of the monosilylated diols 9 and 10 under Swern conditions15 [(COCl)2, DMSO, Et3N, CH2Cl2] furnished the desired aldehydes 516 and 614 with an overall yield of 73% for 5 and 83% for 6, respectively, over two steps.",2,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""130372-07-5"", ""smiles"": ""CC(C)(C)[Si](OCCCCO)(c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""127793-62-8"", ""yield_pct"": ""99"", ""smiles"": ""CC(C)(C)[Si](OCCCC=O)(c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}, {""index"": 2, ""cas_rn"": ""79-37-8""}, {""index"": 3, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-480-CAS-9427175,31-480-CAS-9427175,Reaction_20251110_1415.rdf,Swern oxidation,96,,,OCc1ccccc1,O=Cc1ccccc1,OCc1ccccc1>>O=Cc1ccccc1,Flash Chemistry Extensively Optimized: High-Temperature Swern-Moffatt Oxidation in an Automated Microreactor Platform,"Nieuwland, Pieter J.; Koch, Kaspar; van Harskamp, Noud; Wehrens, Ron; van Hest, Jan C. M.; Rutjes, Floris P. J. T.","Chemistry - An Asian Journal (2010), 5(4), 799-805","Flash Chemistry Extensively Optimized: High-Temperature Swern-Moffatt Oxidation in an Automated Microreactor Platform | Nieuwland, Pieter J.; Koch, Kaspar; van Harskamp, Noud; Wehrens, Ron; van Hest, Jan C. M.; Rutjes, Floris P. J. T. | Chemistry - An Asian Journal (2010), 5(4), 799-805",100-51-6,100-52-7,"407-25-0, 7087-68-5",,67-68-5,,,,,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""100-51-6"", ""smiles"": ""OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""100-52-7"", ""yield_pct"": ""96"", ""smiles"": ""O=Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""407-25-0""}, {""index"": 2, ""cas_rn"": ""7087-68-5""}]",[],"[{""index"": 1, ""cas_rn"": ""67-68-5""}]","chemoselective, thermal, flow system, microreactor used, optimized on TFAA and DMSO stoichiometry, substrate concentration, reaction time and temperature, optimization study",
31-480-CAS-9435579,31-480-CAS-9435579,Reaction_20251110_1415.rdf,Swern oxidation,98,,,CCC(O)C(CCCCCOC1CCCCO1)C(=S)SC,CCC(=O)C(CCCCCOC1CCCCO1)C(=S)SC,CCC(O)C(CCCCCOC1CCCCO1)C(=S)SC>>CCC(=O)C(CCCCCOC1CCCCO1)C(=S)SC,Oxidation of β-hydroxy dithio esters to β-oxo dithio esters. Equivalent of a regiocontrolled condensation of carbon disulfide with unsymmetrical ketones,"Beslin, Pierre; Houtteville, Marie Claire","Bulletin de la Societe Chimique de France (1989), (3), 413-18","Oxidation of β-hydroxy dithio esters to β-oxo dithio esters. Equivalent of a regiocontrolled condensation of carbon disulfide with unsymmetrical ketones | Beslin, Pierre; Houtteville, Marie Claire | Bulletin de la Societe Chimique de France (1989), (3), 413-18",126557-96-8,126558-05-2,"67-68-5, 79-37-8, 121-44-8",,75-09-2,,,,,,,2,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""126557-96-8"", ""smiles"": ""CCC(O)C(CCCCCOC1CCCCO1)C(=S)SC""}]","[{""index"": 1, ""cas_rn"": ""126558-05-2"", ""yield_pct"": ""98"", ""smiles"": ""CCC(=O)C(CCCCCOC1CCCCO1)C(=S)SC""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}, {""index"": 2, ""cas_rn"": ""79-37-8""}, {""index"": 3, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-480-CAS-9435697,31-480-CAS-9435697,Reaction_20251110_1415.rdf,Swern oxidation,86,,,CC(C)(C)[Si](C)(C)OCCOCCOCCO,CC(C)(C)[Si](C)(C)OCCOCCOCC=O,CC(C)(C)[Si](C)(C)OCCOCCOCCO>>CC(C)(C)[Si](C)(C)OCCOCCOCC=O,Investigation of the origin and synthetic application of the pseudodilution effect for Pd-catalyzed macrocyclisations in concentrated solutions with immobilized catalysts,"Brehm, Elisabeth; Breinbauer, Rolf","Organic & Biomolecular Chemistry (2013), 11(29), 4750-4756","Investigation of the origin and synthetic application of the pseudodilution effect for Pd-catalyzed macrocyclisations in concentrated solutions with immobilized catalysts | Brehm, Elisabeth; Breinbauer, Rolf | Organic & Biomolecular Chemistry (2013), 11(29), 4750-4756",201037-95-8,201037-96-9,"67-68-5, 79-37-8, 121-44-8",,75-09-2,,,,,,,3,1,86,,,,,,,"{""1"": 86}","[{""index"": 1, ""cas_rn"": ""201037-95-8"", ""smiles"": ""CC(C)(C)[Si](C)(C)OCCOCCOCCO""}]","[{""index"": 1, ""cas_rn"": ""201037-96-9"", ""yield_pct"": ""86"", ""smiles"": ""CC(C)(C)[Si](C)(C)OCCOCCOCC=O""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}, {""index"": 2, ""cas_rn"": ""79-37-8""}, {""index"": 3, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","in-situ generated reagent (stage 1), slow addition of DMSO (stage 1, substage 1), slow addition of reactant (stage 2, substage 1), Swern oxidation, selective for oxidation to aldehyde",
31-480-CAS-9445918,31-480-CAS-9445918,Reaction_20251110_1415.rdf,Swern oxidation,90,,,CC(C)=CCCC(C)CCO,CC(C)=CCCC(C)CC=O,CC(C)=CCCC(C)CCO>>CC(C)=CCCC(C)CC=O,Efficient Swern oxidation and Corey-Kim oxidation with ion-supported methyl sulfoxides and methyl sulfides,"Tsuchiya, Daisuke; Tabata, Masayuki; Moriyama, Katsuhiko; Togo, Hideo","Tetrahedron (2012), 68(34), 6849-6855","Efficient Swern oxidation and Corey-Kim oxidation with ion-supported methyl sulfoxides and methyl sulfides | Tsuchiya, Daisuke; Tabata, Masayuki; Moriyama, Katsuhiko; Togo, Hideo | Tetrahedron (2012), 68(34), 6849-6855",106-22-9,106-23-0,"128-09-6, 1393662-11-7, 121-44-8",,"75-09-2, 7732-18-5",,,,,,,3,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""106-22-9"", ""smiles"": ""CC(C)=CCCC(C)CCO""}]","[{""index"": 1, ""cas_rn"": ""106-23-0"", ""yield_pct"": ""90"", ""smiles"": ""CC(C)=CCCC(C)CC=O""}]","[{""index"": 1, ""cas_rn"": ""128-09-6""}, {""index"": 2, ""cas_rn"": ""1393662-11-7""}, {""index"": 3, ""cas_rn"": ""121-44-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-480-CAS-9524698,31-480-CAS-9524698,Reaction_20251110_1416.rdf,Swern oxidation,73,,,C[C@]12CC[C@H](OC3CCCCO3)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)[C@H](O)C[C@@H]12,C[C@]12CC[C@H](OC3CCCCO3)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)C(=O)C[C@@H]12,C[C@]12CC[C@H](OC3CCCCO3)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)[C@H](O)C[C@@H]12>>C[C@]12CC[C@H](OC3CCCCO3)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)C(=O)C[C@@H]12,Synthesis of quassinoids. 8. Swern oxidation of α-ketols to α-diketones,"Kawada, Kenji; Gross, Raymond S.; Watt, David S.","Synthetic Communications (1989), 19(5-6), 777-85","Synthesis of quassinoids. 8. Swern oxidation of α-ketols to α-diketones | Kawada, Kenji; Gross, Raymond S.; Watt, David S. | Synthetic Communications (1989), 19(5-6), 777-85",53496-42-7,125285-61-2,"67-68-5, 407-25-0",,75-09-2,,,,,,,1,1,73,,,,,,,"{""1"": 73}","[{""index"": 1, ""cas_rn"": ""53496-42-7"", ""smiles"": ""C[C@]12CC[C@H](OC3CCCCO3)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)[C@H](O)C[C@@H]12""}]","[{""index"": 1, ""cas_rn"": ""125285-61-2"", ""yield_pct"": ""73"", ""smiles"": ""C[C@]12CC[C@H](OC3CCCCO3)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)C(=O)C[C@@H]12""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}, {""index"": 2, ""cas_rn"": ""407-25-0""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",,
31-480-CAS-9541833,31-480-CAS-9541833,Reaction_20251110_1416.rdf,Swern oxidation,76,,,COC(=O)C[C@@H]1C[C@@H](O)CN1C(=O)OCc1ccccc1,COC(=O)C[C@@H]1CC(=O)CN1C(=O)OCc1ccccc1,COC(=O)C[C@@H]1C[C@@H](O)CN1C(=O)OCc1ccccc1>>COC(=O)C[C@@H]1CC(=O)CN1C(=O)OCc1ccccc1,Synthesis and biological evaluation of 4-hydroxy-4-(4-methoxyphenyl)-substituted proline and pyrrolidin-2-ylacetic acid derivatives as GABA uptake inhibitors,"Zhao, Xueqing; Pabel, Joerg; Hoefner, Georg C.; Wanner, Klaus T.","Bioorganic & Medicinal Chemistry (2013), 21(2), 470-484","Synthesis and biological evaluation of 4-hydroxy-4-(4-methoxyphenyl)-substituted proline and pyrrolidin-2-ylacetic acid derivatives as GABA uptake inhibitors | Zhao, Xueqing; Pabel, Joerg; Hoefner, Georg C.; Wanner, Klaus T. | Bioorganic & Medicinal Chemistry (2013), 21(2), 470-484",81396-88-5,1418177-85-1,"7664-93-9, 7738-94-5, 67-56-1",,"67-64-1, 7732-18-5",,,,,,,2,1,76,,,,,,,"{""1"": 76}","[{""index"": 1, ""cas_rn"": ""81396-88-5"", ""smiles"": ""COC(=O)C[C@@H]1C[C@@H](O)CN1C(=O)OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1418177-85-1"", ""yield_pct"": ""76"", ""smiles"": ""COC(=O)C[C@@H]1CC(=O)CN1C(=O)OCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""7664-93-9""}, {""index"": 2, ""cas_rn"": ""7738-94-5""}, {""index"": 3, ""cas_rn"": ""67-56-1""}]",[],"[{""index"": 1, ""cas_rn"": ""67-64-1""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","slow addition of chromic acid/sulfuric acid/water stage 1, Jones oxidation, Swern oxidation gave a low yield",
31-480-CAS-9551488,31-480-CAS-9551488,Reaction_20251110_1415.rdf,Swern oxidation,90,,,COC(=O)CCCCCCC1=C(CO)CCC1=O,COC(=O)CCCCCCC1=C(C=O)CCC1=O,COC(=O)CCCCCCC1=C(CO)CCC1=O>>COC(=O)CCCCCCC1=C(C=O)CCC1=O,Synthesis of Prostaglandin and Phytoprostane B1 Via Regioselective Intermolecular Pauson-Khand Reactions,"Vazquez-Romero, Ana; Cardenas, Lydia; Blasi, Emma; Verdaguer, Xavier; Riera, Antoni","Organic Letters (2009), 11(14), 3104-3107","Synthesis of Prostaglandin and Phytoprostane B1 Via Regioselective Intermolecular Pauson-Khand Reactions | Vazquez-Romero, Ana; Cardenas, Lydia; Blasi, Emma; Verdaguer, Xavier; Riera, Antoni | Organic Letters (2009), 11(14), 3104-3107",1173183-14-6,86401-51-6,"67-68-5, 79-37-8, 121-44-8, 7732-18-5",,75-09-2,,,,,,"Methyl 7-(2-formyl-5-oxocyclopent-1-enyl)heptanoate, 10b. To a cooled (-78ºC) solution of oxalyl chloride (270 μL, 3.09 mmol) in 20 mL of dry dichloromethane was added DMSO (440 μL, 6.20 mmol) dropwise; the mixture was stirred at this temperature for 30 min. Then, a solution of alcohol 8b (394 mg, 1.55 mmol) in 8 mL of dry dichloromethane was added dropwise via cannula, and the resulting solution was stirred at -78 ºC for an additional 1 h. Finally, 1.10 mL of triethylamine were added dropwise. After 2 h stirring at - 78 ºC, the reaction mixture was allowed to warm to room temperature slowly. The reaction was quenched by addition of water and, after a few minutes stirring vigorously, the layers were separated and the aqueous layer was extracted with dichloromethane. The combined organics layers were washed with brine, dried over anhydrous MgSO4, and evaporated. Flash chromatography (6:4 hexanes/ethyl acetate) afforded 353 mg (90%) of 10b as a colourless oil. IR(film): υmax 2930, 1740,1712, 1697, 1437 cm-1 . 1H NMR (400 MHz, CDCl3 ): δ 1.30-1.36 (m, 4H, CH2 ), 1.47-1.54 (m, 2H, CH2 ), 1.56-1.65 (m, 2H, CH2 ), 2.27-2.32 (m, 2H, CH2 ), 2.47-2.51 (m, 2H, CH2 ), 2.58 (t, J = 8.0 Hz, 2H, CH2 ), 2.67-2.72 (m, 2H, CH2 ), 3.67 (s, 3H, CH3 ), 10.38 (s, 1H, CHO) ppm. 13C-NMR (100 MHz, CDCl3): δ 23.0 (CH2), 23.5 (CH2), 24.9 (CH2), 28.9 (CH2), 29.4 (CH2), 29.5 (CH2), 34.2 (2C, CH2), 51.7 (CH3), 154.1 (C), 160.0 (C), 190.4 (2C, C), 210.9(C) ppm.",4,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""1173183-14-6"", ""smiles"": ""COC(=O)CCCCCCC1=C(CO)CCC1=O""}]","[{""index"": 1, ""cas_rn"": ""86401-51-6"", ""yield_pct"": ""90"", ""smiles"": ""COC(=O)CCCCCCC1=C(C=O)CCC1=O""}]","[{""index"": 1, ""cas_rn"": ""67-68-5""}, {""index"": 2, ""cas_rn"": ""79-37-8""}, {""index"": 3, ""cas_rn"": ""121-44-8""}, {""index"": 4, ""cas_rn"": ""7732-18-5""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",Swern oxidation,
