reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-179-CAS-20975196,31-179-CAS-20975196,Reaction_20251106_1647 (2).rdf,Transfer hydrogenation,92,,,O=C(c1ccccc1)c1ccc(Br)cc1.OB(O)c1ccccc1,OC(c1ccccc1)c1ccc(-c2ccccc2)cc1,O=C(c1ccccc1)c1ccc(Br)cc1.OB(O)c1ccccc1>>OC(c1ccccc1)c1ccc(-c2ccccc2)cc1,Hetero-Bimetallic Complexes Based on an Anthyridine Ligand Preparation and Catalytic Activity,"Lin, Shih-Chieh Aaron; Liu, Yi-Hung; Peng, Shie-Ming; Liu, Shiuh-Tzung","Organometallics (2020), 39(1), 123-131","Hetero-Bimetallic Complexes Based on an Anthyridine Ligand Preparation and Catalytic Activity | Lin, Shih-Chieh Aaron; Liu, Yi-Hung; Peng, Shie-Ming; Liu, Shiuh-Tzung | Organometallics (2020), 39(1), 123-131","90-90-4, 98-80-6",7598-80-3,1310-73-2,2400891-28-1,67-63-0,,,,,,,1,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""90-90-4"", ""smiles"": ""O=C(c1ccccc1)c1ccc(Br)cc1""}, {""index"": 2, ""cas_rn"": ""98-80-6"", ""smiles"": ""OB(O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""7598-80-3"", ""yield_pct"": ""92"", ""smiles"": ""OC(c1ccccc1)c1ccc(-c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""1310-73-2""}]","[{""index"": 1, ""cas_rn"": ""2400891-28-1""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","Suzuki-Miyaura coupling,Ru-Pd catalyst prepared and used",
31-179-CAS-22849634,31-179-CAS-22849634,Reaction_20251106_1647 (1).rdf,Transfer hydrogenation,95,,,CC(=O)c1ccc(Br)cc1.OB(O)c1ccc(C(F)(F)F)cc1,CC(O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,CC(=O)c1ccc(Br)cc1.OB(O)c1ccc(C(F)(F)F)cc1>>CC(O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,"Synthesis and Characterization of RhIII-MII (M = Pt, Pd) Heterobimetallic Complexes Based on a Bisphosphine Ligand: Tandem Reactions Using Ethanol","Mandegani, Zeinab; Nahaei, Asma; Nikravesh, Mahshid; Nabavizadeh, S. Masoud; Shahsavari, Hamid R.; Abu-Omar, Mahdi M.","Organometallics (2020), 39(21), 3879-3891","Synthesis and Characterization of RhIII-MII (M = Pt, Pd) Heterobimetallic Complexes Based on a Bisphosphine Ligand: Tandem Reactions Using Ethanol | Mandegani, Zeinab; Nahaei, Asma; Nikravesh, Mahshid; Nabavizadeh, S. Masoud; Shahsavari, Hamid R.; Abu-Omar, Mahdi M. | Organometallics (2020), 39(21), 3879-3891","99-90-1, 128796-39-4",69231-76-1,534-17-8,2503155-91-5,64-17-5,,,,,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""99-90-1"", ""smiles"": ""CC(=O)c1ccc(Br)cc1""}, {""index"": 2, ""cas_rn"": ""128796-39-4"", ""smiles"": ""OB(O)c1ccc(C(F)(F)F)cc1""}]","[{""index"": 1, ""cas_rn"": ""69231-76-1"", ""yield_pct"": ""95"", ""smiles"": ""CC(O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""534-17-8""}]","[{""index"": 1, ""cas_rn"": ""2503155-91-5""}]","[{""index"": 1, ""cas_rn"": ""64-17-5""}]","Suzuki coupling, capped vessel used, catalyst prepared and used",
31-179-CAS-22849751,31-179-CAS-22849751,Reaction_20251106_1647 (1).rdf,Transfer hydrogenation,95,,,OB(O)c1ccccc1.CC(=O)c1ccc(Br)cc1,CC(O)c1ccc(-c2ccccc2)cc1,OB(O)c1ccccc1.CC(=O)c1ccc(Br)cc1>>CC(O)c1ccc(-c2ccccc2)cc1,"Synthesis and Characterization of RhIII-MII (M = Pt, Pd) Heterobimetallic Complexes Based on a Bisphosphine Ligand: Tandem Reactions Using Ethanol","Mandegani, Zeinab; Nahaei, Asma; Nikravesh, Mahshid; Nabavizadeh, S. Masoud; Shahsavari, Hamid R.; Abu-Omar, Mahdi M.","Organometallics (2020), 39(21), 3879-3891","Synthesis and Characterization of RhIII-MII (M = Pt, Pd) Heterobimetallic Complexes Based on a Bisphosphine Ligand: Tandem Reactions Using Ethanol | Mandegani, Zeinab; Nahaei, Asma; Nikravesh, Mahshid; Nabavizadeh, S. Masoud; Shahsavari, Hamid R.; Abu-Omar, Mahdi M. | Organometallics (2020), 39(21), 3879-3891","98-80-6, 99-90-1",3562-73-0,534-17-8,2503155-91-5,67-63-0,,,,,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""98-80-6"", ""smiles"": ""OB(O)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""99-90-1"", ""smiles"": ""CC(=O)c1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""3562-73-0"", ""yield_pct"": ""95"", ""smiles"": ""CC(O)c1ccc(-c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""534-17-8""}]","[{""index"": 1, ""cas_rn"": ""2503155-91-5""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","Suzuki coupling, capped vessel used, catalyst prepared and used, yield depends on reaction conditions",
31-179-CAS-22850901,31-179-CAS-22850901,Reaction_20251106_1648.rdf,Transfer hydrogenation,83,,,CC(=O)c1ccc(F)cc1.OB(O)c1ccc(C(F)(F)F)cc1,CC(O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,CC(=O)c1ccc(F)cc1.OB(O)c1ccc(C(F)(F)F)cc1>>CC(O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,"Synthesis and Characterization of RhIII-MII (M = Pt, Pd) Heterobimetallic Complexes Based on a Bisphosphine Ligand: Tandem Reactions Using Ethanol","Mandegani, Zeinab; Nahaei, Asma; Nikravesh, Mahshid; Nabavizadeh, S. Masoud; Shahsavari, Hamid R.; Abu-Omar, Mahdi M.","Organometallics (2020), 39(21), 3879-3891","Synthesis and Characterization of RhIII-MII (M = Pt, Pd) Heterobimetallic Complexes Based on a Bisphosphine Ligand: Tandem Reactions Using Ethanol | Mandegani, Zeinab; Nahaei, Asma; Nikravesh, Mahshid; Nabavizadeh, S. Masoud; Shahsavari, Hamid R.; Abu-Omar, Mahdi M. | Organometallics (2020), 39(21), 3879-3891","403-42-9, 128796-39-4",69231-76-1,865-48-5,2503155-91-5,64-17-5,,,,,,,1,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""403-42-9"", ""smiles"": ""CC(=O)c1ccc(F)cc1""}, {""index"": 2, ""cas_rn"": ""128796-39-4"", ""smiles"": ""OB(O)c1ccc(C(F)(F)F)cc1""}]","[{""index"": 1, ""cas_rn"": ""69231-76-1"", ""yield_pct"": ""83"", ""smiles"": ""CC(O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""865-48-5""}]","[{""index"": 1, ""cas_rn"": ""2503155-91-5""}]","[{""index"": 1, ""cas_rn"": ""64-17-5""}]","Suzuki coupling, capped vessel used, catalyst prepared and used",
31-179-CAS-22850917,31-179-CAS-22850917,Reaction_20251106_1647 (1).rdf,Transfer hydrogenation,92,,,CC(=O)c1ccc(Br)cc1.OB(O)c1cc(F)c(F)c(F)c1,CC(O)c1ccc(-c2cc(F)c(F)c(F)c2)cc1,CC(=O)c1ccc(Br)cc1.OB(O)c1cc(F)c(F)c(F)c1>>CC(O)c1ccc(-c2cc(F)c(F)c(F)c2)cc1,"Synthesis and Characterization of RhIII-MII (M = Pt, Pd) Heterobimetallic Complexes Based on a Bisphosphine Ligand: Tandem Reactions Using Ethanol","Mandegani, Zeinab; Nahaei, Asma; Nikravesh, Mahshid; Nabavizadeh, S. Masoud; Shahsavari, Hamid R.; Abu-Omar, Mahdi M.","Organometallics (2020), 39(21), 3879-3891","Synthesis and Characterization of RhIII-MII (M = Pt, Pd) Heterobimetallic Complexes Based on a Bisphosphine Ligand: Tandem Reactions Using Ethanol | Mandegani, Zeinab; Nahaei, Asma; Nikravesh, Mahshid; Nabavizadeh, S. Masoud; Shahsavari, Hamid R.; Abu-Omar, Mahdi M. | Organometallics (2020), 39(21), 3879-3891","99-90-1, 143418-49-9",2226753-05-3,534-17-8,2503155-91-5,64-17-5,,,,,,,1,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""99-90-1"", ""smiles"": ""CC(=O)c1ccc(Br)cc1""}, {""index"": 2, ""cas_rn"": ""143418-49-9"", ""smiles"": ""OB(O)c1cc(F)c(F)c(F)c1""}]","[{""index"": 1, ""cas_rn"": ""2226753-05-3"", ""yield_pct"": ""92"", ""smiles"": ""CC(O)c1ccc(-c2cc(F)c(F)c(F)c2)cc1""}]","[{""index"": 1, ""cas_rn"": ""534-17-8""}]","[{""index"": 1, ""cas_rn"": ""2503155-91-5""}]","[{""index"": 1, ""cas_rn"": ""64-17-5""}]","Suzuki coupling, capped vessel used, catalyst prepared and used",
31-179-CAS-23711360,31-179-CAS-23711360,Reaction_20251106_1647 (2).rdf,Transfer hydrogenation,90,,,OB(O)c1ccccc1.CC(=O)c1ccc(Br)cc1,CC(O)c1ccc(-c2ccccc2)cc1,OB(O)c1ccccc1.CC(=O)c1ccc(Br)cc1>>CC(O)c1ccc(-c2ccccc2)cc1,A magnetically retrievable mixed-valent Fe3O4@SiO2/Pd0/PdII nanocomposite exhibiting facile tandem Suzuki coupling/transfer hydrogenation reaction,"Singh, Parminder; Mishra, Saumyaranjan; Sahoo, Anupam; Patra, Srikanta","Scientific Reports (2021), 11(1), 9305","A magnetically retrievable mixed-valent Fe3O4@SiO2/Pd0/PdII nanocomposite exhibiting facile tandem Suzuki coupling/transfer hydrogenation reaction | Singh, Parminder; Mishra, Saumyaranjan; Sahoo, Anupam; Patra, Srikanta | Scientific Reports (2021), 11(1), 9305","98-80-6, 99-90-1",3562-73-0,1310-73-2,1317-61-9,"67-63-0, 75-09-2",,,,SiO2/Pd0/PdII,,,2,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""98-80-6"", ""smiles"": ""OB(O)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""99-90-1"", ""smiles"": ""CC(=O)c1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""3562-73-0"", ""yield_pct"": ""90"", ""smiles"": ""CC(O)c1ccc(-c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""1310-73-2""}]","[{""index"": 1, ""cas_rn"": ""1317-61-9"", ""amd"": ""SiO2/Pd0/PdII""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}, {""index"": 2, ""cas_rn"": ""75-09-2""}]","green chemistry, recyclable catalyst used (stage 1), reusable catalyst used (stage 1), catalyst prepared and used (stage 1), product obtained via Suzuki coupling/transfer hydrogenation reaction",
31-179-CAS-23711630,31-179-CAS-23711630,Reaction_20251106_1648.rdf,Transfer hydrogenation,83,,,CC(=O)c1ccc(Br)cc1.OB(O)c1ccc(Cl)cc1,CC(O)c1ccc(-c2ccc(Cl)cc2)cc1,CC(=O)c1ccc(Br)cc1.OB(O)c1ccc(Cl)cc1>>CC(O)c1ccc(-c2ccc(Cl)cc2)cc1,A magnetically retrievable mixed-valent Fe3O4@SiO2/Pd0/PdII nanocomposite exhibiting facile tandem Suzuki coupling/transfer hydrogenation reaction,"Singh, Parminder; Mishra, Saumyaranjan; Sahoo, Anupam; Patra, Srikanta","Scientific Reports (2021), 11(1), 9305","A magnetically retrievable mixed-valent Fe3O4@SiO2/Pd0/PdII nanocomposite exhibiting facile tandem Suzuki coupling/transfer hydrogenation reaction | Singh, Parminder; Mishra, Saumyaranjan; Sahoo, Anupam; Patra, Srikanta | Scientific Reports (2021), 11(1), 9305","99-90-1, 1679-18-1",69231-75-0,1310-73-2,1317-61-9,"67-63-0, 75-09-2",,,,SiO2/Pd0/PdII,,,2,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""99-90-1"", ""smiles"": ""CC(=O)c1ccc(Br)cc1""}, {""index"": 2, ""cas_rn"": ""1679-18-1"", ""smiles"": ""OB(O)c1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""69231-75-0"", ""yield_pct"": ""83"", ""smiles"": ""CC(O)c1ccc(-c2ccc(Cl)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""1310-73-2""}]","[{""index"": 1, ""cas_rn"": ""1317-61-9"", ""amd"": ""SiO2/Pd0/PdII""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}, {""index"": 2, ""cas_rn"": ""75-09-2""}]","green chemistry, recyclable catalyst used (stage 1), reusable catalyst used (stage 1), catalyst prepared and used (stage 1), product obtained via Suzuki coupling/transfer hydrogenation reaction",
31-179-CAS-23713242,31-179-CAS-23713242,Reaction_20251106_1648.rdf,Transfer hydrogenation,86,,,O=C(c1ccccc1)c1ccc(Br)cc1.COc1ccc(B(O)O)cc1,COc1ccc(-c2ccc(C(O)c3ccccc3)cc2)cc1,O=C(c1ccccc1)c1ccc(Br)cc1.COc1ccc(B(O)O)cc1>>COc1ccc(-c2ccc(C(O)c3ccccc3)cc2)cc1,A magnetically retrievable mixed-valent Fe3O4@SiO2/Pd0/PdII nanocomposite exhibiting facile tandem Suzuki coupling/transfer hydrogenation reaction,"Singh, Parminder; Mishra, Saumyaranjan; Sahoo, Anupam; Patra, Srikanta","Scientific Reports (2021), 11(1), 9305","A magnetically retrievable mixed-valent Fe3O4@SiO2/Pd0/PdII nanocomposite exhibiting facile tandem Suzuki coupling/transfer hydrogenation reaction | Singh, Parminder; Mishra, Saumyaranjan; Sahoo, Anupam; Patra, Srikanta | Scientific Reports (2021), 11(1), 9305","90-90-4, 5720-07-0",63242-26-2,1310-73-2,1317-61-9,"67-63-0, 75-09-2",,,,SiO2/Pd0/PdII,,,2,1,86,,,,,,,"{""1"": 86}","[{""index"": 1, ""cas_rn"": ""90-90-4"", ""smiles"": ""O=C(c1ccccc1)c1ccc(Br)cc1""}, {""index"": 2, ""cas_rn"": ""5720-07-0"", ""smiles"": ""COc1ccc(B(O)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""63242-26-2"", ""yield_pct"": ""86"", ""smiles"": ""COc1ccc(-c2ccc(C(O)c3ccccc3)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""1310-73-2""}]","[{""index"": 1, ""cas_rn"": ""1317-61-9"", ""amd"": ""SiO2/Pd0/PdII""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}, {""index"": 2, ""cas_rn"": ""75-09-2""}]","green chemistry, recyclable catalyst used (stage 1), reusable catalyst used (stage 1), catalyst prepared and used (stage 1), product obtained via Suzuki coupling/transfer hydrogenation reaction",
31-179-CAS-23715863,31-179-CAS-23715863,Reaction_20251106_1647 (1).rdf,Transfer hydrogenation,93,,,CC(=O)c1ccc(Br)cc1.COc1ccc(B(O)O)cc1,COc1ccc(-c2ccc(C(C)O)cc2)cc1,CC(=O)c1ccc(Br)cc1.COc1ccc(B(O)O)cc1>>COc1ccc(-c2ccc(C(C)O)cc2)cc1,A magnetically retrievable mixed-valent Fe3O4@SiO2/Pd0/PdII nanocomposite exhibiting facile tandem Suzuki coupling/transfer hydrogenation reaction,"Singh, Parminder; Mishra, Saumyaranjan; Sahoo, Anupam; Patra, Srikanta","Scientific Reports (2021), 11(1), 9305","A magnetically retrievable mixed-valent Fe3O4@SiO2/Pd0/PdII nanocomposite exhibiting facile tandem Suzuki coupling/transfer hydrogenation reaction | Singh, Parminder; Mishra, Saumyaranjan; Sahoo, Anupam; Patra, Srikanta | Scientific Reports (2021), 11(1), 9305","99-90-1, 5720-07-0",60992-53-2,1310-73-2,1317-61-9,"67-63-0, 75-09-2",,,,SiO2/Pd0/PdII,,,2,1,93,,,,,,,"{""1"": 93}","[{""index"": 1, ""cas_rn"": ""99-90-1"", ""smiles"": ""CC(=O)c1ccc(Br)cc1""}, {""index"": 2, ""cas_rn"": ""5720-07-0"", ""smiles"": ""COc1ccc(B(O)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""60992-53-2"", ""yield_pct"": ""93"", ""smiles"": ""COc1ccc(-c2ccc(C(C)O)cc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""1310-73-2""}]","[{""index"": 1, ""cas_rn"": ""1317-61-9"", ""amd"": ""SiO2/Pd0/PdII""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}, {""index"": 2, ""cas_rn"": ""75-09-2""}]","green chemistry, recyclable catalyst used (stage 1), reusable catalyst used (stage 1), catalyst prepared and used (stage 1), product obtained via Suzuki coupling/transfer hydrogenation reaction",
31-243-CAS-23315987,31-243-CAS-23315987,Reaction_20251106_1647 (2).rdf,Transfer hydrogenation,87,,,CCCC(=O)c1ccccc1,CCCC(O)C1CCCCC1,CCCC(=O)c1ccccc1>>CCCC(O)C1CCCCC1,Mild and Selective Rhodium-Catalyzed Transfer Hydrogenation of Functionalized Arenes,"Wang, Yuhan; Chang, Zhiqian; Hu, Yan; Lin, Xiao; Dou, Xiaowei","Organic Letters (2021), 23(5), 1910-1914","Mild and Selective Rhodium-Catalyzed Transfer Hydrogenation of Functionalized Arenes | Wang, Yuhan; Chang, Zhiqian; Hu, Yan; Lin, Xiao; Dou, Xiaowei | Organic Letters (2021), 23(5), 1910-1914",495-40-9,4352-42-5,"76-09-5, 13675-18-8",73468-85-6,64-17-5,,,,,,,1,1,87,,,,,,,"{""1"": 87}","[{""index"": 1, ""cas_rn"": ""495-40-9"", ""smiles"": ""CCCC(=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""4352-42-5"", ""yield_pct"": ""87"", ""smiles"": ""CCCC(O)C1CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""76-09-5""}, {""index"": 2, ""cas_rn"": ""13675-18-8""}]","[{""index"": 1, ""cas_rn"": ""73468-85-6""}]","[{""index"": 1, ""cas_rn"": ""64-17-5""}]","Schlenk tube used, scalable",
31-244-CAS-21509380,31-244-CAS-21509380,Reaction_20251106_1648.rdf,Transfer hydrogenation,83,,,O=C(/C=C/c1ccccc1)c1ccccc1,OC(CCc1ccccc1)c1ccccc1,O=C(/C=C/c1ccccc1)c1ccccc1>>OC(CCc1ccccc1)c1ccccc1,Transfer Hydrogenation of Ketones and Imines with Methanol under Base-Free Conditions Catalyzed by an Anionic Metal-Ligand Bifunctional Iridium Catalyst,"Wang, Rongzhou; Han, Xingyou; Xu, Jing; Liu, Peng; Li, Feng","Journal of Organic Chemistry (2020), 85(4), 2242-2249","Transfer Hydrogenation of Ketones and Imines with Methanol under Base-Free Conditions Catalyzed by an Anionic Metal-Ligand Bifunctional Iridium Catalyst | Wang, Rongzhou; Han, Xingyou; Xu, Jing; Liu, Peng; Li, Feng | Journal of Organic Chemistry (2020), 85(4), 2242-2249",614-47-1,14097-24-6,,1452381-85-9,67-56-1,,,,,,,1,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""614-47-1"", ""smiles"": ""O=C(/C=C/c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""14097-24-6"", ""yield_pct"": ""83"", ""smiles"": ""OC(CCc1ccccc1)c1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""1452381-85-9""}]","[{""index"": 1, ""cas_rn"": ""67-56-1""}]","green chemistry, base free reaction, scalable",
31-244-CAS-21509381,31-244-CAS-21509381,Reaction_20251106_1648.rdf,Transfer hydrogenation,80,,,CC(=O)/C=C/c1ccccc1,CC(O)CCc1ccccc1,CC(=O)/C=C/c1ccccc1>>CC(O)CCc1ccccc1,Transfer Hydrogenation of Ketones and Imines with Methanol under Base-Free Conditions Catalyzed by an Anionic Metal-Ligand Bifunctional Iridium Catalyst,"Wang, Rongzhou; Han, Xingyou; Xu, Jing; Liu, Peng; Li, Feng","Journal of Organic Chemistry (2020), 85(4), 2242-2249","Transfer Hydrogenation of Ketones and Imines with Methanol under Base-Free Conditions Catalyzed by an Anionic Metal-Ligand Bifunctional Iridium Catalyst | Wang, Rongzhou; Han, Xingyou; Xu, Jing; Liu, Peng; Li, Feng | Journal of Organic Chemistry (2020), 85(4), 2242-2249",1896-62-4,2344-70-9,,1452381-85-9,67-56-1,,,,,,,1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""1896-62-4"", ""smiles"": ""CC(=O)/C=C/c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""2344-70-9"", ""yield_pct"": ""80"", ""smiles"": ""CC(O)CCc1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""1452381-85-9""}]","[{""index"": 1, ""cas_rn"": ""67-56-1""}]","green chemistry, base free reaction, scalable",
31-244-CAS-21533692,31-244-CAS-21533692,Reaction_20251106_1648.rdf,Transfer hydrogenation,86,,,O=C(C=Cc1ccccc1)c1ccccc1,OC(CCc1ccccc1)c1ccccc1,O=C(C=Cc1ccccc1)c1ccccc1>>OC(CCc1ccccc1)c1ccccc1,Diboron-Mediated Rhodium-Catalyzed Transfer Hydrogenation of Alkenes and Carbonyls,"Lin, Xiao; Wang, Yuhan; Hu, Yan; Zhu, Wanjiang; Dou, Xiaowei","European Journal of Organic Chemistry (2020), 2020(8), 1046-1049","Diboron-Mediated Rhodium-Catalyzed Transfer Hydrogenation of Alkenes and Carbonyls | Lin, Xiao; Wang, Yuhan; Hu, Yan; Zhu, Wanjiang; Dou, Xiaowei | European Journal of Organic Chemistry (2020), 2020(8), 1046-1049",94-41-7,14097-24-6,"121-44-8, 7732-18-5, 13675-18-8",12092-47-6,109-99-9,,,,,,,1,1,86,,,,,,,"{""1"": 86}","[{""index"": 1, ""cas_rn"": ""94-41-7"", ""smiles"": ""O=C(C=Cc1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""14097-24-6"", ""yield_pct"": ""86"", ""smiles"": ""OC(CCc1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""121-44-8""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}, {""index"": 3, ""cas_rn"": ""13675-18-8""}]","[{""index"": 1, ""cas_rn"": ""12092-47-6""}]","[{""index"": 1, ""cas_rn"": ""109-99-9""}]","Schlenk tube used, product depends upon the stoichiometry of the reagent",
31-244-CAS-22279330,31-244-CAS-22279330,Reaction_20251106_1648.rdf,Transfer hydrogenation,81,,,O=CC=Cc1ccccc1,OCCCc1ccccc1,O=CC=Cc1ccccc1>>OCCCc1ccccc1,Methanol as Hydrogen Source: Transfer Hydrogenation of Aldehydes near Room Temperature,"Chen, Zhenyu; Chen, Guanhong; Aboo, Ahmed H.; Iggo, Jonathan; Xiao, Jianliang","Asian Journal of Organic Chemistry (2020), 9(8), 1174-1178","Methanol as Hydrogen Source: Transfer Hydrogenation of Aldehydes near Room Temperature | Chen, Zhenyu; Chen, Guanhong; Aboo, Ahmed H.; Iggo, Jonathan; Xiao, Jianliang | Asian Journal of Organic Chemistry (2020), 9(8), 1174-1178",104-55-2,122-97-4,"67-56-1, 584-08-7",2247527-35-9,,,,,,,,1,1,81,,,,,,,"{""1"": 81}","[{""index"": 1, ""cas_rn"": ""104-55-2"", ""smiles"": ""O=CC=Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""122-97-4"", ""yield_pct"": ""81"", ""smiles"": ""OCCCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""584-08-7""}]","[{""index"": 1, ""cas_rn"": ""2247527-35-9""}]",[],"Schlenk tube used, sealed tube used, carousel reactor used, methanol used as both hydrogen source and solvent, catalyst prepared and used, 79% isolated yield, alternative preparation shown",
31-244-CAS-22279332,31-244-CAS-22279332,Reaction_20251106_1647.rdf,Transfer hydrogenation,99,,,COc1ccccc1C=CC=O,COc1ccccc1CCCO,COc1ccccc1C=CC=O>>COc1ccccc1CCCO,Methanol as Hydrogen Source: Transfer Hydrogenation of Aldehydes near Room Temperature,"Chen, Zhenyu; Chen, Guanhong; Aboo, Ahmed H.; Iggo, Jonathan; Xiao, Jianliang","Asian Journal of Organic Chemistry (2020), 9(8), 1174-1178","Methanol as Hydrogen Source: Transfer Hydrogenation of Aldehydes near Room Temperature | Chen, Zhenyu; Chen, Guanhong; Aboo, Ahmed H.; Iggo, Jonathan; Xiao, Jianliang | Asian Journal of Organic Chemistry (2020), 9(8), 1174-1178",1504-74-1,10493-37-5,"67-56-1, 584-08-7",2247527-35-9,,,,,,,,1,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""1504-74-1"", ""smiles"": ""COc1ccccc1C=CC=O""}]","[{""index"": 1, ""cas_rn"": ""10493-37-5"", ""yield_pct"": ""99"", ""smiles"": ""COc1ccccc1CCCO""}]","[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""584-08-7""}]","[{""index"": 1, ""cas_rn"": ""2247527-35-9""}]",[],"Schlenk tube used, sealed tube used, carousel reactor used, methanol used as both hydrogen source and solvent, catalyst prepared and used, 97% isolated yield",
31-244-CAS-22279333,31-244-CAS-22279333,Reaction_20251106_1647.rdf,Transfer hydrogenation,99,,,COc1ccc(C=CC=O)cc1,COc1ccc(CCCO)cc1,COc1ccc(C=CC=O)cc1>>COc1ccc(CCCO)cc1,Methanol as Hydrogen Source: Transfer Hydrogenation of Aldehydes near Room Temperature,"Chen, Zhenyu; Chen, Guanhong; Aboo, Ahmed H.; Iggo, Jonathan; Xiao, Jianliang","Asian Journal of Organic Chemistry (2020), 9(8), 1174-1178","Methanol as Hydrogen Source: Transfer Hydrogenation of Aldehydes near Room Temperature | Chen, Zhenyu; Chen, Guanhong; Aboo, Ahmed H.; Iggo, Jonathan; Xiao, Jianliang | Asian Journal of Organic Chemistry (2020), 9(8), 1174-1178",1963-36-6,5406-18-8,"67-56-1, 584-08-7",2247527-35-9,,,,,,,,1,1,99,,,,,,,"{""1"": 99}","[{""index"": 1, ""cas_rn"": ""1963-36-6"", ""smiles"": ""COc1ccc(C=CC=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""5406-18-8"", ""yield_pct"": ""99"", ""smiles"": ""COc1ccc(CCCO)cc1""}]","[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""584-08-7""}]","[{""index"": 1, ""cas_rn"": ""2247527-35-9""}]",[],"Schlenk tube used, sealed tube used, carousel reactor used, methanol used as both hydrogen source and solvent, catalyst prepared and used, 95% isolated yield",
