reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-046-CAS-3822845,31-046-CAS-3822845,Reaction_20251110_1707.rdf,Addition of Halogens to Double or Triple Bonds,100,,,BrC1=C(Br)c2ccc(Br)c3c(Br)ccc1c23,ClC1(Cl)c2ccc(Br)c3c(Br)ccc(c23)C1(Cl)Cl,BrC1=C(Br)c2ccc(Br)c3c(Br)ccc1c23>>ClC1(Cl)c2ccc(Br)c3c(Br)ccc(c23)C1(Cl)Cl,"Photochemical bromination of 5,6-dibromoacenaphthene","Usachenko, V. G.; Petrenko, G. P.","Ukrainskii Khimicheskii Zhurnal (Russian Edition) (1975), 41(6), 663","Photochemical bromination of 5,6-dibromoacenaphthene | Usachenko, V. G.; Petrenko, G. P. | Ukrainskii Khimicheskii Zhurnal (Russian Edition) (1975), 41(6), 663",56564-74-0,56564-75-1,7782-50-5,,,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""56564-74-0"", ""smiles"": ""BrC1=C(Br)c2ccc(Br)c3c(Br)ccc1c23""}]","[{""index"": 1, ""cas_rn"": ""56564-75-1"", ""yield_pct"": ""100"", ""smiles"": ""ClC1(Cl)c2ccc(Br)c3c(Br)ccc(c23)C1(Cl)Cl""}]","[{""index"": 1, ""cas_rn"": ""7782-50-5""}]",[],[],,
31-048-CAS-14737931,31-048-CAS-14737931,Reaction_20251110_1707.rdf,Addition of Halogens to Double or Triple Bonds,91,,,C=C(C(=O)OCC)C(O)/C=C(\Cl)c1ccc(C)cc1,CCOC(=O)/C(=C/C=C(\Cl)c1ccc(C)cc1)CBr,C=C(C(=O)OCC)C(O)/C=C(\Cl)c1ccc(C)cc1>>CCOC(=O)/C(=C/C=C(\Cl)c1ccc(C)cc1)CBr,Efficient Synthesis of a New Type of Baylis-Hillman Adducts and Their Stereoselective Bromination,"Zhong, Weihui; Jiang, Lingbo; Guo, Baoming; Wu, Yaotiao; Hong, Lingjuan; Chen, Yanhui","Synthetic Communications (2010), 40(16), 2441-2456","Efficient Synthesis of a New Type of Baylis-Hillman Adducts and Their Stereoselective Bromination | Zhong, Weihui; Jiang, Lingbo; Guo, Baoming; Wu, Yaotiao; Hong, Lingjuan; Chen, Yanhui | Synthetic Communications (2010), 40(16), 2441-2456",1219452-58-0,1204966-40-4,"603-35-0, 7726-95-6, 7772-98-7",,"75-09-2, 7732-18-5",,,,,,"General/Typical Procedure: Typical Procedure for (2Z,4Z)-Methyl-2-(bromomethyl)-5-chloro-5-(3-chlorophenyl)penta-2,4-dienoate (5a) Br2 (1.60 g, 10.0 mmol) was added dropwise to a stirring solution of Ph3P (2.62 g, 10.0 mmol) in CH2Cl2 (20 mL) at 0 °C, followed by dropwise addition of a solution of 4a (2.87 g, 10.0 mmol) in CH2Cl2 (10 mL). The reaction mixture was stirred at room temperature for 15 min. Then the reaction was quenched by 20% Na2S2O3 solution (5 mL) and extracted with CH2Cl2 (3x30 mL). The combined organic phase was dried over Na2SO4 and evaporated under reduced pressure to give a crude product, which was purified by flash-column chromatography on silica gel (petroleum ether/ethyl acetate=20:1) to give 89% yield of 5a (3.12 g). (2Z,4Z)-Ethyl-2-(bromomethyl)-5-chloro-5-p-tolylpenta-2,4-dienoate (5g). Yellow solid, yield 91%. mp 81.2-82.1°C. IR (KBr) νmax: 3132, 1698, 1596, 1399, 1262 cm-1; 1H NMR (400 MHz, CDCl3) δ 7.89 (1H, d, J 11.6 Hz, ClC=CHCH=C), 7.64 (2H, d, J 8.4 Hz, ArH), 7.23 (2H, d, J 8.0 Hz, ArH), 7.07 (1H, d, J 11.6 Hz, ClC=CHCH=C), 4.43 (2H, s, CH2Br), 4.32 (2H, q, J 7.2 Hz, CO2CH2CH3), 2.40 (3H, s, CH3), 1.37 (3H, t, J 7.2 Hz, CO2CH2CH3); 13C NMR (100 MHz, CDCl3) δ 165.7, 143.1, 140.9, 137.2, 134.3, 129.4 (2C), 129.1, 127.0 (2C), 118.9, 61.4, 24.7, 21.3, 14.3; MS (EI) m/z 344.0 (M++2, 3), 342.0 (M+, 2), 307.0 (8), 263.1 (41), 229.1 (89), 189.0 (100), 155.1 (92), 115.1 (47); HRMS (EI) m/z calcd. for C15H16BrClO2: 342.0022; found: 342.0027.",2,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""1219452-58-0"", ""smiles"": ""C=C(C(=O)OCC)C(O)/C=C(\\Cl)c1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""1204966-40-4"", ""yield_pct"": ""91"", ""smiles"": ""CCOC(=O)/C(=C/C=C(\\Cl)c1ccc(C)cc1)CBr""}]","[{""index"": 1, ""cas_rn"": ""603-35-0""}, {""index"": 2, ""cas_rn"": ""7726-95-6""}, {""index"": 3, ""cas_rn"": ""7772-98-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",stereoselective,
31-048-CAS-18037729,31-048-CAS-18037729,Reaction_20251110_1707 (2).rdf,Addition of Halogens to Double or Triple Bonds,73,,,C=C(C(=O)OC)C(O)c1ccc(C#N)cc1,COC(=O)/C(=C/c1ccc(C#N)cc1)CBr,C=C(C(=O)OC)C(O)c1ccc(C#N)cc1>>COC(=O)/C(=C/c1ccc(C#N)cc1)CBr,Diastereoselective synthesis of α-(aminomethyl)-γ-butyrolactones via a catalyst-free aminolactonization,"Ramachandran, P. Veeraraghavan; Nicponski, Daniel R.","Chemical Communications (Cambridge, United Kingdom) (2014), 50(96), 15216-15219","Diastereoselective synthesis of α-(aminomethyl)-γ-butyrolactones via a catalyst-free aminolactonization | Ramachandran, P. Veeraraghavan; Nicponski, Daniel R. | Chemical Communications (Cambridge, United Kingdom) (2014), 50(96), 15216-15219",462632-02-6,1448553-30-7,10035-10-6,,64-19-7,,,,,,,1,1,73,,,,,,,"{""1"": 73}","[{""index"": 1, ""cas_rn"": ""462632-02-6"", ""smiles"": ""C=C(C(=O)OC)C(O)c1ccc(C#N)cc1""}]","[{""index"": 1, ""cas_rn"": ""1448553-30-7"", ""yield_pct"": ""73"", ""smiles"": ""COC(=O)/C(=C/c1ccc(C#N)cc1)CBr""}]","[{""index"": 1, ""cas_rn"": ""10035-10-6""}]",[],"[{""index"": 1, ""cas_rn"": ""64-19-7""}]",stereoselective,
31-048-CAS-18043637,31-048-CAS-18043637,Reaction_20251110_1707 (2).rdf,Addition of Halogens to Double or Triple Bonds,71,,,C=C(C(=O)OC)C(O)/C=C/c1ccccc1,COC(=O)/C(=C/C=C/c1ccccc1)CBr,C=C(C(=O)OC)C(O)/C=C/c1ccccc1>>COC(=O)/C(=C/C=C/c1ccccc1)CBr,Diastereoselective synthesis of α-(aminomethyl)-γ-butyrolactones via a catalyst-free aminolactonization,"Ramachandran, P. Veeraraghavan; Nicponski, Daniel R.","Chemical Communications (Cambridge, United Kingdom) (2014), 50(96), 15216-15219","Diastereoselective synthesis of α-(aminomethyl)-γ-butyrolactones via a catalyst-free aminolactonization | Ramachandran, P. Veeraraghavan; Nicponski, Daniel R. | Chemical Communications (Cambridge, United Kingdom) (2014), 50(96), 15216-15219",124957-35-3,918155-94-9,10035-10-6,,64-19-7,,,,,,,1,1,71,,,,,,,"{""1"": 71}","[{""index"": 1, ""cas_rn"": ""124957-35-3"", ""smiles"": ""C=C(C(=O)OC)C(O)/C=C/c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""918155-94-9"", ""yield_pct"": ""71"", ""smiles"": ""COC(=O)/C(=C/C=C/c1ccccc1)CBr""}]","[{""index"": 1, ""cas_rn"": ""10035-10-6""}]",[],"[{""index"": 1, ""cas_rn"": ""64-19-7""}]",,
31-048-CAS-18084613,31-048-CAS-18084613,Reaction_20251110_1707 (1).rdf,Addition of Halogens to Double or Triple Bonds,87,,,C=C(C(=O)OC)C(O)CCC,CCC/C=C(\CBr)C(=O)OC,C=C(C(=O)OC)C(O)CCC>>CCC/C=C(\CBr)C(=O)OC,Diastereoselective synthesis of α-(aminomethyl)-γ-butyrolactones via a catalyst-free aminolactonization,"Ramachandran, P. Veeraraghavan; Nicponski, Daniel R.","Chemical Communications (Cambridge, United Kingdom) (2014), 50(96), 15216-15219","Diastereoselective synthesis of α-(aminomethyl)-γ-butyrolactones via a catalyst-free aminolactonization | Ramachandran, P. Veeraraghavan; Nicponski, Daniel R. | Chemical Communications (Cambridge, United Kingdom) (2014), 50(96), 15216-15219",18020-64-9,87050-38-2,10035-10-6,,64-19-7,,,,,,,1,1,87,,,,,,,"{""1"": 87}","[{""index"": 1, ""cas_rn"": ""18020-64-9"", ""smiles"": ""C=C(C(=O)OC)C(O)CCC""}]","[{""index"": 1, ""cas_rn"": ""87050-38-2"", ""yield_pct"": ""87"", ""smiles"": ""CCC/C=C(\\CBr)C(=O)OC""}]","[{""index"": 1, ""cas_rn"": ""10035-10-6""}]",[],"[{""index"": 1, ""cas_rn"": ""64-19-7""}]",stereoselective,
31-048-CAS-18173214,31-048-CAS-18173214,Reaction_20251110_1707 (1).rdf,Addition of Halogens to Double or Triple Bonds,89,,,C=C(C(=O)OC)C(O)c1ccc(Br)cc1,COC(=O)/C(=C/c1ccc(Br)cc1)CBr,C=C(C(=O)OC)C(O)c1ccc(Br)cc1>>COC(=O)/C(=C/c1ccc(Br)cc1)CBr,Diastereoselective synthesis of α-(aminomethyl)-γ-butyrolactones via a catalyst-free aminolactonization,"Ramachandran, P. Veeraraghavan; Nicponski, Daniel R.","Chemical Communications (Cambridge, United Kingdom) (2014), 50(96), 15216-15219","Diastereoselective synthesis of α-(aminomethyl)-γ-butyrolactones via a catalyst-free aminolactonization | Ramachandran, P. Veeraraghavan; Nicponski, Daniel R. | Chemical Communications (Cambridge, United Kingdom) (2014), 50(96), 15216-15219",251320-24-8,251320-14-6,10035-10-6,,64-19-7,,,,,,,1,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""251320-24-8"", ""smiles"": ""C=C(C(=O)OC)C(O)c1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""251320-14-6"", ""yield_pct"": ""89"", ""smiles"": ""COC(=O)/C(=C/c1ccc(Br)cc1)CBr""}]","[{""index"": 1, ""cas_rn"": ""10035-10-6""}]",[],"[{""index"": 1, ""cas_rn"": ""64-19-7""}]",stereoselective,
31-048-CAS-18177660,31-048-CAS-18177660,Reaction_20251110_1707 (2).rdf,Addition of Halogens to Double or Triple Bonds,80,,,C=C(C(=O)OC)C(O)c1cccc(Br)c1,COC(=O)/C(=C/c1cccc(Br)c1)CBr,C=C(C(=O)OC)C(O)c1cccc(Br)c1>>COC(=O)/C(=C/c1cccc(Br)c1)CBr,Diastereoselective synthesis of α-(aminomethyl)-γ-butyrolactones via a catalyst-free aminolactonization,"Ramachandran, P. Veeraraghavan; Nicponski, Daniel R.","Chemical Communications (Cambridge, United Kingdom) (2014), 50(96), 15216-15219","Diastereoselective synthesis of α-(aminomethyl)-γ-butyrolactones via a catalyst-free aminolactonization | Ramachandran, P. Veeraraghavan; Nicponski, Daniel R. | Chemical Communications (Cambridge, United Kingdom) (2014), 50(96), 15216-15219",500163-43-9,868068-41-1,10035-10-6,,64-19-7,,,,,,,1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""500163-43-9"", ""smiles"": ""C=C(C(=O)OC)C(O)c1cccc(Br)c1""}]","[{""index"": 1, ""cas_rn"": ""868068-41-1"", ""yield_pct"": ""80"", ""smiles"": ""COC(=O)/C(=C/c1cccc(Br)c1)CBr""}]","[{""index"": 1, ""cas_rn"": ""10035-10-6""}]",[],"[{""index"": 1, ""cas_rn"": ""64-19-7""}]",stereoselective,
31-048-CAS-18179982,31-048-CAS-18179982,Reaction_20251110_1707 (2).rdf,Addition of Halogens to Double or Triple Bonds,76,,,C=C(C(=O)OC)C(O)c1ccccc1Br,COC(=O)/C(=C/c1ccccc1Br)CBr,C=C(C(=O)OC)C(O)c1ccccc1Br>>COC(=O)/C(=C/c1ccccc1Br)CBr,Diastereoselective synthesis of α-(aminomethyl)-γ-butyrolactones via a catalyst-free aminolactonization,"Ramachandran, P. Veeraraghavan; Nicponski, Daniel R.","Chemical Communications (Cambridge, United Kingdom) (2014), 50(96), 15216-15219","Diastereoselective synthesis of α-(aminomethyl)-γ-butyrolactones via a catalyst-free aminolactonization | Ramachandran, P. Veeraraghavan; Nicponski, Daniel R. | Chemical Communications (Cambridge, United Kingdom) (2014), 50(96), 15216-15219",352533-60-9,1198318-07-8,10035-10-6,,64-19-7,,,,,,,1,1,76,,,,,,,"{""1"": 76}","[{""index"": 1, ""cas_rn"": ""352533-60-9"", ""smiles"": ""C=C(C(=O)OC)C(O)c1ccccc1Br""}]","[{""index"": 1, ""cas_rn"": ""1198318-07-8"", ""yield_pct"": ""76"", ""smiles"": ""COC(=O)/C(=C/c1ccccc1Br)CBr""}]","[{""index"": 1, ""cas_rn"": ""10035-10-6""}]",[],"[{""index"": 1, ""cas_rn"": ""64-19-7""}]",stereoselective,
31-048-CAS-2063837,31-048-CAS-2063837,Reaction_20251110_1707 (2).rdf,Addition of Halogens to Double or Triple Bonds,71,,,C=C(C(C)=O)C(O)/C=C/c1ccccc1,CC(=O)/C(=C/C=C/c1ccccc1)CBr,C=C(C(C)=O)C(O)/C=C/c1ccccc1>>CC(=O)/C(=C/C=C/c1ccccc1)CBr,"An efficient synthesis of o-terphenyls from Morita-Baylis-Hillman adducts of cinnamaldehydes: a consecutive bromination, Wittig reaction, 6π-electrocyclization, and an aerobic oxidation process","Lim, Cheol Hee; Kim, Sung Hwan; Kim, Ko Hoon; Kim, Jae Nyoung","Tetrahedron Letters (2013), 54(20), 2476-2479","An efficient synthesis of o-terphenyls from Morita-Baylis-Hillman adducts of cinnamaldehydes: a consecutive bromination, Wittig reaction, 6π-electrocyclization, and an aerobic oxidation process | Lim, Cheol Hee; Kim, Sung Hwan; Kim, Ko Hoon; Kim, Jae Nyoung | Tetrahedron Letters (2013), 54(20), 2476-2479",352014-77-8,1431286-23-5,10035-10-6,,"75-09-2, 7732-18-5",,,,,,,1,1,71,,,,,,,"{""1"": 71}","[{""index"": 1, ""cas_rn"": ""352014-77-8"", ""smiles"": ""C=C(C(C)=O)C(O)/C=C/c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1431286-23-5"", ""yield_pct"": ""71"", ""smiles"": ""CC(=O)/C(=C/C=C/c1ccccc1)CBr""}]","[{""index"": 1, ""cas_rn"": ""10035-10-6""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",stereoselective,
31-048-CAS-2070639,31-048-CAS-2070639,Reaction_20251110_1707 (2).rdf,Addition of Halogens to Double or Triple Bonds,78,,,C=C(C(=O)OC)C(O)/C(C)=C/c1ccccc1,COC(=O)/C(=C/C(C)=C/c1ccccc1)CBr,C=C(C(=O)OC)C(O)/C(C)=C/c1ccccc1>>COC(=O)/C(=C/C(C)=C/c1ccccc1)CBr,"An efficient synthesis of o-terphenyls from Morita-Baylis-Hillman adducts of cinnamaldehydes: a consecutive bromination, Wittig reaction, 6π-electrocyclization, and an aerobic oxidation process","Lim, Cheol Hee; Kim, Sung Hwan; Kim, Ko Hoon; Kim, Jae Nyoung","Tetrahedron Letters (2013), 54(20), 2476-2479","An efficient synthesis of o-terphenyls from Morita-Baylis-Hillman adducts of cinnamaldehydes: a consecutive bromination, Wittig reaction, 6π-electrocyclization, and an aerobic oxidation process | Lim, Cheol Hee; Kim, Sung Hwan; Kim, Ko Hoon; Kim, Jae Nyoung | Tetrahedron Letters (2013), 54(20), 2476-2479",1309595-88-7,1309595-92-3,7789-60-8,,75-09-2,,,,,,,1,1,78,,,,,,,"{""1"": 78}","[{""index"": 1, ""cas_rn"": ""1309595-88-7"", ""smiles"": ""C=C(C(=O)OC)C(O)/C(C)=C/c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1309595-92-3"", ""yield_pct"": ""78"", ""smiles"": ""COC(=O)/C(=C/C(C)=C/c1ccccc1)CBr""}]","[{""index"": 1, ""cas_rn"": ""7789-60-8""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",stereoselective,
31-048-CAS-21066796,31-048-CAS-21066796,Reaction_20251110_1707 (2).rdf,Addition of Halogens to Double or Triple Bonds,81,,,C=C(C(=O)OC)C(O)CCCCC,CCCCC/C=C(\CBr)C(=O)OC,C=C(C(=O)OC)C(O)CCCCC>>CCCCC/C=C(\CBr)C(=O)OC,An expedient synthesis of cinnamyl fluorides from Morita-Baylis-Hillman adducts,"Lim, Cheol Hee; Kim, Se Hee; Lee, Hyun Ju; Kim, Hyung Jin; Kim, Jae Nyoung","Bulletin of the Korean Chemical Society (2013), 34(3), 993-996","An expedient synthesis of cinnamyl fluorides from Morita-Baylis-Hillman adducts | Lim, Cheol Hee; Kim, Se Hee; Lee, Hyun Ju; Kim, Hyung Jin; Kim, Jae Nyoung | Bulletin of the Korean Chemical Society (2013), 34(3), 993-996",82588-89-4,333316-72-6,7789-60-8,,,,,,,,,1,1,81,,,,,,,"{""1"": 81}","[{""index"": 1, ""cas_rn"": ""82588-89-4"", ""smiles"": ""C=C(C(=O)OC)C(O)CCCCC""}]","[{""index"": 1, ""cas_rn"": ""333316-72-6"", ""yield_pct"": ""81"", ""smiles"": ""CCCCC/C=C(\\CBr)C(=O)OC""}]","[{""index"": 1, ""cas_rn"": ""7789-60-8""}]",[],[],"regioselective, literature preparation",
31-048-CAS-292669,31-048-CAS-292669,Reaction_20251110_1707.rdf,Addition of Halogens to Double or Triple Bonds,96,,,C=C(C#N)C(O)c1ccc(OC)c(OC)c1,COc1ccc(C=C(C#N)CCl)cc1OC,C=C(C#N)C(O)c1ccc(OC)c(OC)c1>>COc1ccc(C=C(C#N)CCl)cc1OC,Allylic and Allenic Halide Synthesis via NbCl5- and NbBr5-Mediated Alkoxide Rearrangements,"Ravikumar, P. C.; Yao, Lihua; Fleming, Fraser F.","Journal of Organic Chemistry (2009), 74(19), 7294-7299","Allylic and Allenic Halide Synthesis via NbCl5- and NbBr5-Mediated Alkoxide Rearrangements | Ravikumar, P. C.; Yao, Lihua; Fleming, Fraser F. | Journal of Organic Chemistry (2009), 74(19), 7294-7299",225237-21-8,1190416-95-5,"7693-26-7, 10026-12-7",,123-91-1,,,,,,"General/Typical Procedure: General Chlorination Procedure for Allylic Alcohols: Potassium hydride (30 % dispersion in mineral oil 1.2 equiv) was washed with hexane (3 mL) and then a dioxane solution of the allylic alcohol (1 equiv) was added dropwise. After 5 minutes solid NbCl5 (1.2 equiv) was added as a dry powder. After 10 min1 the reaction mixture was poured into 2 M HCl and then extracted with ethyl acetate. 2-(Chloromethyl)-3-(3,4-dimethoxyphenyl)acrylonitrile (2j). The general procedure was employed with 2-((3,4-dimethoxyphenyl)(hydroxy)methyl)acrylonitrile13 (30 mg, 0.14 mmol), potassium hydride (22 mg, 0.17 mmol), niobium pentachloride (46 mg, 1.7 mmol) and dioxane (1 mL) to afford 55 mg (96%) of 2j as an oil. oil: IR (film) 2212, 1682, 1595, 1513 cm-1; 1H NMR (400 MHz, CDCl3): δ 3.93 (s, 6H), 4.32 (s, 2H) 6.70 (d, J= 8.4 Hz, 1H), 7.13 (s, 1H), 7.25 (dd, J= 8.4, 2 Hz, 1H), 7.59 (d, J= 2 Hz, 1H); 13C NMR (100 MHz, CDCl3): δ 46.4, 55.9, 104.2, 110.4, 110.8, 117.6, 124.5, 125.2, 146.6, 149.0, 151.7; HRMS(ESI) calcd for (M+Na+), C12H13ClNO2 + 238.0631, found 238.0628.",1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""225237-21-8"", ""smiles"": ""C=C(C#N)C(O)c1ccc(OC)c(OC)c1""}]","[{""index"": 1, ""cas_rn"": ""1190416-95-5"", ""yield_pct"": ""96"", ""smiles"": ""COc1ccc(C=C(C#N)CCl)cc1OC""}]","[{""index"": 1, ""cas_rn"": ""7693-26-7""}, {""index"": 2, ""cas_rn"": ""10026-12-7""}]",[],"[{""index"": 1, ""cas_rn"": ""123-91-1""}]",,
31-048-CAS-3095304,31-048-CAS-3095304,Reaction_20251110_1707 (1).rdf,Addition of Halogens to Double or Triple Bonds,88,,,C=C(C#N)C(O)CCC,CCCC=C(C#N)CBr,C=C(C#N)C(O)CCC>>CCCC=C(C#N)CBr,"Action of 1,4-diazabicyclo[2.2.2]octane and KCN on α,β-unsaturated α-bromomethyl nitriles. Synthesis of an (E,Z)-2-alkyl-3-methylbutenedinitrile family","Saad, R. Ouled; Amri, H.","Journal de la Societe Chimique de Tunisie (2005), 7(2), 239-243","Action of 1,4-diazabicyclo[2.2.2]octane and KCN on α,β-unsaturated α-bromomethyl nitriles. Synthesis of an (E,Z)-2-alkyl-3-methylbutenedinitrile family | Saad, R. Ouled; Amri, H. | Journal de la Societe Chimique de Tunisie (2005), 7(2), 239-243",19362-93-7,187656-51-5,7789-60-8,,60-29-7,,,,,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""19362-93-7"", ""smiles"": ""C=C(C#N)C(O)CCC""}]","[{""index"": 1, ""cas_rn"": ""187656-51-5"", ""yield_pct"": ""88"", ""smiles"": ""CCCC=C(C#N)CBr""}]","[{""index"": 1, ""cas_rn"": ""7789-60-8""}]",[],"[{""index"": 1, ""cas_rn"": ""60-29-7""}]",,
31-048-CAS-3371247,31-048-CAS-3371247,Reaction_20251110_1707 (1).rdf,Addition of Halogens to Double or Triple Bonds,88,,,C=C(C#N)C(O)CCc1ccccc1,N#CC(=CCCc1ccccc1)CBr,C=C(C#N)C(O)CCc1ccccc1>>N#CC(=CCCc1ccccc1)CBr,"Action of 1,4-diazabicyclo[2.2.2]octane and KCN on α,β-unsaturated α-bromomethyl nitriles. Synthesis of an (E,Z)-2-alkyl-3-methylbutenedinitrile family","Saad, R. Ouled; Amri, H.","Journal de la Societe Chimique de Tunisie (2005), 7(2), 239-243","Action of 1,4-diazabicyclo[2.2.2]octane and KCN on α,β-unsaturated α-bromomethyl nitriles. Synthesis of an (E,Z)-2-alkyl-3-methylbutenedinitrile family | Saad, R. Ouled; Amri, H. | Journal de la Societe Chimique de Tunisie (2005), 7(2), 239-243",112632-67-4,1003003-61-9,7789-60-8,,60-29-7,,,,,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""112632-67-4"", ""smiles"": ""C=C(C#N)C(O)CCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1003003-61-9"", ""yield_pct"": ""88"", ""smiles"": ""N#CC(=CCCc1ccccc1)CBr""}]","[{""index"": 1, ""cas_rn"": ""7789-60-8""}]",[],"[{""index"": 1, ""cas_rn"": ""60-29-7""}]",,
31-048-CAS-3463546,31-048-CAS-3463546,Reaction_20251110_1707 (1).rdf,Addition of Halogens to Double or Triple Bonds,87,,,C=C(C(=O)OC)C(O)/C=C(\Cl)c1ccc([N+](=O)[O-])cc1,COC(=O)/C(=C/C=C(\Cl)c1ccc([N+](=O)[O-])cc1)CBr,C=C(C(=O)OC)C(O)/C=C(\Cl)c1ccc([N+](=O)[O-])cc1>>COC(=O)/C(=C/C=C(\Cl)c1ccc([N+](=O)[O-])cc1)CBr,Efficient Synthesis of a New Type of Baylis-Hillman Adducts and Their Stereoselective Bromination,"Zhong, Weihui; Jiang, Lingbo; Guo, Baoming; Wu, Yaotiao; Hong, Lingjuan; Chen, Yanhui","Synthetic Communications (2010), 40(16), 2441-2456","Efficient Synthesis of a New Type of Baylis-Hillman Adducts and Their Stereoselective Bromination | Zhong, Weihui; Jiang, Lingbo; Guo, Baoming; Wu, Yaotiao; Hong, Lingjuan; Chen, Yanhui | Synthetic Communications (2010), 40(16), 2441-2456",1219452-63-7,1242317-01-6,"603-35-0, 7726-95-6, 7772-98-7",,"75-09-2, 7732-18-5",,,,,,"General/Typical Procedure: Typical Procedure for (2Z,4Z)-Methyl-2-(bromomethyl)-5-chloro-5-(3-chlorophenyl)penta-2,4-dienoate (5a) Br2 (1.60 g, 10.0 mmol) was added dropwise to a stirring solution of Ph3P (2.62 g, 10.0 mmol) in CH2Cl2 (20 mL) at 0 °C, followed by dropwise addition of a solution of 4a (2.87 g, 10.0 mmol) in CH2Cl2 (10 mL). The reaction mixture was stirred at room temperature for 15 min. Then the reaction was quenched by 20% Na2S2O3 solution (5 mL) and extracted with CH2Cl2 (3x30 mL). The combined organic phase was dried over Na2SO4 and evaporated under reduced pressure to give a crude product, which was purified by flash-column chromatography on silica gel (petroleum ether/ethyl acetate=20:1) to give 89% yield of 5a (3.12 g). (2Z,4Z)-Methyl-2-(bromomethyl)-5-chloro-5-(4-nitrophenyl)penta-2,4-dienoate (5i). Yellow solid, yield 87%. mp 127.5-128.6°C. IR (KBr) νmax: 3106, 1717, 1519, 1347, 1264 cm-1; 1H NMR (400 MHz, CDCl3) δ 8.29 (2H, d, J 8.0 Hz, ArH), 7.92 (2H, d, J 8.0 Hz, ArH), 7.86 (1H, d, J 11.6 Hz, ClC=CHCH=C), 7.23 (1H, d, J 11.6 Hz, ClC=CHCH=C), 4.44 (2H, s, CH2Br), 3.90 (3H, s, CO2CH3); 13C NMR (100MHz, CDCl3) δ 166.0, 148.7, 143.0, 140.1, 136.3, 132.4, 128.2 (2C), 124.2 (2C), 123.1, 53.0, 24.1; MS (EI) m/z 360.9 (M++2, 3), 358.9 (M+, 2), 279.9 (32), 247.9 (100), 219.9 (38), 139.0 (54); HRMS (EI) m/z calcd. for C13H11BrClNO4: 358.9506; found: 358.9501.",2,1,87,,,,,,,"{""1"": 87}","[{""index"": 1, ""cas_rn"": ""1219452-63-7"", ""smiles"": ""C=C(C(=O)OC)C(O)/C=C(\\Cl)c1ccc([N+](=O)[O-])cc1""}]","[{""index"": 1, ""cas_rn"": ""1242317-01-6"", ""yield_pct"": ""87"", ""smiles"": ""COC(=O)/C(=C/C=C(\\Cl)c1ccc([N+](=O)[O-])cc1)CBr""}]","[{""index"": 1, ""cas_rn"": ""603-35-0""}, {""index"": 2, ""cas_rn"": ""7726-95-6""}, {""index"": 3, ""cas_rn"": ""7772-98-7""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",stereoselective,
