reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-614-CAS-31681159,31-614-CAS-31681159,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,98,,,CO[Si](CCCS)(OC)OC.C=C[Si](C)(C)O[Si]12O[Si]3(O[Si](C)(C)C=C)O[Si]4(O[Si](C)(C)C=C)O[Si](O[Si](C)(C)C=C)(O1)O[Si]1(O[Si](C)(C)CCSCCCCCCCC)O[Si](O[Si](C)(C)CCSCCCCCCCC)(O2)O[Si](O[Si](C)(C)CCSCCCCCCCC)(O3)O[Si](O[Si](C)(C)CCSCCCCCCCC)(O4)O1,CCCCCCCCSCC[Si](C)(C)O[Si]12O[Si]3(O[Si](C)(C)CCSCCCCCCCC)O[Si]4(O[Si](C)(C)CCSCCCCCCCC)O[Si](O[Si](C)(C)CCSCCCCCCCC)(O1)O[Si]1(O[Si](C)(C)CCSCCC[Si](OC)(OC)OC)O[Si](O[Si](C)(C)CCSCCC[Si](OC)(OC)OC)(O2)O[Si](O[Si](C)(C)CCSCCC[Si](OC)(OC)OC)(O3)O[Si](O[Si](C)(C)CCSCCC[Si](OC)(OC)OC)(O4)O1,CO[Si](CCCS)(OC)OC.C=C[Si](C)(C)O[Si]12O[Si]3(O[Si](C)(C)C=C)O[Si]4(O[Si](C)(C)C=C)O[Si](O[Si](C)(C)C=C)(O1)O[Si]1(O[Si](C)(C)CCSCCCCCCCC)O[Si](O[Si](C)(C)CCSCCCCCCCC)(O2)O[Si](O[Si](C)(C)CCSCCCCCCCC)(O3)O[Si](O[Si](C)(C)CCSCCCCCCCC)(O4)O1>>CCCCCCCCSCC[Si](C)(C)O[Si]12O[Si]3(O[Si](C)(C)CCSCCCCCCCC)O[Si]4(O[Si](C)(C)CCSCCCCCCCC)O[Si](O[Si](C)(C)CCSCCCCCCCC)(O1)O[Si]1(O[Si](C)(C)CCSCCC[Si](OC)(OC)OC)O[Si](O[Si](C)(C)CCSCCC[Si](OC)(OC)OC)(O2)O[Si](O[Si](C)(C)CCSCCC[Si](OC)(OC)OC)(O3)O[Si](O[Si](C)(C)CCSCCC[Si](OC)(OC)OC)(O4)O1,Thiol-ene chemistry as an effective tool for hydrophobization of cotton fabrics,"Szymanska, Anna; Przybylak, Marcin; Maciejewski, Hieronim; Przybylska, Agnieszka","Cellulose (Dordrecht, Netherlands) (2022), 29(2), 1231-1247","Thiol-ene chemistry as an effective tool for hydrophobization of cotton fabrics | Szymanska, Anna; Przybylak, Marcin; Maciejewski, Hieronim; Przybylska, Agnieszka | Cellulose (Dordrecht, Netherlands) (2022), 29(2), 1231-1247","4420-74-0, 2765618-89-9",2765618-92-4,,24650-42-8,,,,,,,,1,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""4420-74-0"", ""smiles"": ""CO[Si](CCCS)(OC)OC""}, {""index"": 2, ""cas_rn"": ""2765618-89-9"", ""smiles"": ""C=C[Si](C)(C)O[Si]12O[Si]3(O[Si](C)(C)C=C)O[Si]4(O[Si](C)(C)C=C)O[Si](O[Si](C)(C)C=C)(O1)O[Si]1(O[Si](C)(C)CCSCCCCCCCC)O[Si](O[Si](C)(C)CCSCCCCCCCC)(O2)O[Si](O[Si](C)(C)CCSCCCCCCCC)(O3)O[Si](O[Si](C)(C)CCSCCCCCCCC)(O4)O1""}]","[{""index"": 1, ""cas_rn"": ""2765618-92-4"", ""yield_pct"": ""98"", ""smiles"": ""CCCCCCCCSCC[Si](C)(C)O[Si]12O[Si]3(O[Si](C)(C)CCSCCCCCCCC)O[Si]4(O[Si](C)(C)CCSCCCCCCCC)O[Si](O[Si](C)(C)CCSCCCCCCCC)(O1)O[Si]1(O[Si](C)(C)CCSCCC[Si](OC)(OC)OC)O[Si](O[Si](C)(C)CCSCCC[Si](OC)(OC)OC)(O2)O[Si](O[Si](C)(C)CCSCCC[Si](OC)(OC)OC)(O3)O[Si](O[Si](C)(C)CCSCCC[Si](OC)(OC)OC)(O4)O1""}]",[],"[{""index"": 1, ""cas_rn"": ""24650-42-8""}]",[],"photochemical, UV irradiation",
31-614-CAS-31831854,31-614-CAS-31831854,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,86,,,Sc1ccccc1.C=CCCCBr,BrCCCCCSc1ccccc1,Sc1ccccc1.C=CCCCBr>>BrCCCCCSc1ccccc1,Radical-mediated thiol-ene 'Click' reactions in deep eutectic solvents for bioconjugation,"Nolan, Mark D.; Mezzetta, Andrea; Guazzelli, Lorenzo; Scanlan, Eoin M.","Green Chemistry (2022), 24(4), 1456-1462","Radical-mediated thiol-ene 'Click' reactions in deep eutectic solvents for bioconjugation | Nolan, Mark D.; Mezzetta, Andrea; Guazzelli, Lorenzo; Scanlan, Eoin M. | Green Chemistry (2022), 24(4), 1456-1462","108-98-5, 1119-51-3",21782-59-2,,"100-06-1, 24650-42-8","56-81-5, 67-48-1",,,,,,,1,1,86,,,,,,,"{""1"": 86}","[{""index"": 1, ""cas_rn"": ""108-98-5"", ""smiles"": ""Sc1ccccc1""}, {""index"": 2, ""cas_rn"": ""1119-51-3"", ""smiles"": ""C=CCCCBr""}]","[{""index"": 1, ""cas_rn"": ""21782-59-2"", ""yield_pct"": ""86"", ""smiles"": ""BrCCCCCSc1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""100-06-1""}, {""index"": 2, ""cas_rn"": ""24650-42-8""}]","[{""index"": 1, ""cas_rn"": ""56-81-5""}, {""index"": 2, ""cas_rn"": ""67-48-1""}]","green chemistry, photochemical, regioselective, ultraviolet irradiation, click reaction",
31-614-CAS-31831857,31-614-CAS-31831857,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,91,,,C=CCOC(=O)c1ccccc1.COC(=O)CCS,COC(=O)CCSCCCOC(=O)c1ccccc1,C=CCOC(=O)c1ccccc1.COC(=O)CCS>>COC(=O)CCSCCCOC(=O)c1ccccc1,Radical-mediated thiol-ene 'Click' reactions in deep eutectic solvents for bioconjugation,"Nolan, Mark D.; Mezzetta, Andrea; Guazzelli, Lorenzo; Scanlan, Eoin M.","Green Chemistry (2022), 24(4), 1456-1462","Radical-mediated thiol-ene 'Click' reactions in deep eutectic solvents for bioconjugation | Nolan, Mark D.; Mezzetta, Andrea; Guazzelli, Lorenzo; Scanlan, Eoin M. | Green Chemistry (2022), 24(4), 1456-1462","583-04-0, 2935-90-2",2763920-78-9,,"100-06-1, 24650-42-8","56-81-5, 67-48-1",,,,,,,1,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""583-04-0"", ""smiles"": ""C=CCOC(=O)c1ccccc1""}, {""index"": 2, ""cas_rn"": ""2935-90-2"", ""smiles"": ""COC(=O)CCS""}]","[{""index"": 1, ""cas_rn"": ""2763920-78-9"", ""yield_pct"": ""91"", ""smiles"": ""COC(=O)CCSCCCOC(=O)c1ccccc1""}]",[],"[{""index"": 1, ""cas_rn"": ""100-06-1""}, {""index"": 2, ""cas_rn"": ""24650-42-8""}]","[{""index"": 1, ""cas_rn"": ""56-81-5""}, {""index"": 2, ""cas_rn"": ""67-48-1""}]","green chemistry, photochemical, regioselective, ultraviolet irradiation, click reaction",
31-614-CAS-31831865,31-614-CAS-31831865,Reaction_20251110_2055.rdf,Thiol–ene and thiol–yne,71,,,CC(=O)S.C=CCC(C(=O)OCC)C(=O)OCC,CCOC(=O)C(CCCSC(C)=O)C(=O)OCC,CC(=O)S.C=CCC(C(=O)OCC)C(=O)OCC>>CCOC(=O)C(CCCSC(C)=O)C(=O)OCC,Radical-mediated thiol-ene 'Click' reactions in deep eutectic solvents for bioconjugation,"Nolan, Mark D.; Mezzetta, Andrea; Guazzelli, Lorenzo; Scanlan, Eoin M.","Green Chemistry (2022), 24(4), 1456-1462","Radical-mediated thiol-ene 'Click' reactions in deep eutectic solvents for bioconjugation | Nolan, Mark D.; Mezzetta, Andrea; Guazzelli, Lorenzo; Scanlan, Eoin M. | Green Chemistry (2022), 24(4), 1456-1462","507-09-5, 2049-80-1",93044-08-7,,"100-06-1, 24650-42-8","56-81-5, 67-48-1",,,,,,,1,1,71,,,,,,,"{""1"": 71}","[{""index"": 1, ""cas_rn"": ""507-09-5"", ""smiles"": ""CC(=O)S""}, {""index"": 2, ""cas_rn"": ""2049-80-1"", ""smiles"": ""C=CCC(C(=O)OCC)C(=O)OCC""}]","[{""index"": 1, ""cas_rn"": ""93044-08-7"", ""yield_pct"": ""71"", ""smiles"": ""CCOC(=O)C(CCCSC(C)=O)C(=O)OCC""}]",[],"[{""index"": 1, ""cas_rn"": ""100-06-1""}, {""index"": 2, ""cas_rn"": ""24650-42-8""}]","[{""index"": 1, ""cas_rn"": ""56-81-5""}, {""index"": 2, ""cas_rn"": ""67-48-1""}]","green chemistry, photochemical, regioselective, ultraviolet irradiation, optimization study, optimized on reaction conditions, click reaction",
31-614-CAS-31831866,31-614-CAS-31831866,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,78,,,C=CCCCCCCCCCCCCCC.COC(=O)[C@H](CS)NC(=O)OC(C)(C)C,CCCCCCCCCCCCCCCCSC[C@H](NC(=O)OC(C)(C)C)C(=O)OC,C=CCCCCCCCCCCCCCC.COC(=O)[C@H](CS)NC(=O)OC(C)(C)C>>CCCCCCCCCCCCCCCCSC[C@H](NC(=O)OC(C)(C)C)C(=O)OC,Radical-mediated thiol-ene 'Click' reactions in deep eutectic solvents for bioconjugation,"Nolan, Mark D.; Mezzetta, Andrea; Guazzelli, Lorenzo; Scanlan, Eoin M.","Green Chemistry (2022), 24(4), 1456-1462","Radical-mediated thiol-ene 'Click' reactions in deep eutectic solvents for bioconjugation | Nolan, Mark D.; Mezzetta, Andrea; Guazzelli, Lorenzo; Scanlan, Eoin M. | Green Chemistry (2022), 24(4), 1456-1462","629-73-2, 55757-46-5",2763920-81-4,,"100-06-1, 24650-42-8","56-81-5, 67-48-1",,,,,,,1,1,78,,,,,,,"{""1"": 78}","[{""index"": 1, ""cas_rn"": ""629-73-2"", ""smiles"": ""C=CCCCCCCCCCCCCCC""}, {""index"": 2, ""cas_rn"": ""55757-46-5"", ""smiles"": ""COC(=O)[C@H](CS)NC(=O)OC(C)(C)C""}]","[{""index"": 1, ""cas_rn"": ""2763920-81-4"", ""yield_pct"": ""78"", ""smiles"": ""CCCCCCCCCCCCCCCCSC[C@H](NC(=O)OC(C)(C)C)C(=O)OC""}]",[],"[{""index"": 1, ""cas_rn"": ""100-06-1""}, {""index"": 2, ""cas_rn"": ""24650-42-8""}]","[{""index"": 1, ""cas_rn"": ""56-81-5""}, {""index"": 2, ""cas_rn"": ""67-48-1""}]","green chemistry, photochemical, regioselective, stereoselective, ultraviolet irradiation, click reaction",
31-614-CAS-31831867,31-614-CAS-31831867,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,75,,,C=CCOC(C)=O.CC(=O)OC[C@H]1O[C@@H](S)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)OCCCS[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,C=CCOC(C)=O.CC(=O)OC[C@H]1O[C@@H](S)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O>>CC(=O)OCCCS[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,Radical-mediated thiol-ene 'Click' reactions in deep eutectic solvents for bioconjugation,"Nolan, Mark D.; Mezzetta, Andrea; Guazzelli, Lorenzo; Scanlan, Eoin M.","Green Chemistry (2022), 24(4), 1456-1462","Radical-mediated thiol-ene 'Click' reactions in deep eutectic solvents for bioconjugation | Nolan, Mark D.; Mezzetta, Andrea; Guazzelli, Lorenzo; Scanlan, Eoin M. | Green Chemistry (2022), 24(4), 1456-1462","591-87-7, 19879-84-6",2529421-83-6,,"100-06-1, 24650-42-8","56-81-5, 67-48-1, 7732-18-5",,,,,,,1,1,75,,,,,,,"{""1"": 75}","[{""index"": 1, ""cas_rn"": ""591-87-7"", ""smiles"": ""C=CCOC(C)=O""}, {""index"": 2, ""cas_rn"": ""19879-84-6"", ""smiles"": ""CC(=O)OC[C@H]1O[C@@H](S)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O""}]","[{""index"": 1, ""cas_rn"": ""2529421-83-6"", ""yield_pct"": ""75"", ""smiles"": ""CC(=O)OCCCS[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O""}]",[],"[{""index"": 1, ""cas_rn"": ""100-06-1""}, {""index"": 2, ""cas_rn"": ""24650-42-8""}]","[{""index"": 1, ""cas_rn"": ""56-81-5""}, {""index"": 2, ""cas_rn"": ""67-48-1""}, {""index"": 3, ""cas_rn"": ""7732-18-5""}]","green chemistry, photochemical, regioselective, stereoselective, ultraviolet irradiation, click reaction",
31-614-CAS-31831868,31-614-CAS-31831868,Reaction_20251110_2055.rdf,Thiol–ene and thiol–yne,71,,,CC(=O)S.C=CCCCBr,CC(=O)SCCCCCBr,CC(=O)S.C=CCCCBr>>CC(=O)SCCCCCBr,Radical-mediated thiol-ene 'Click' reactions in deep eutectic solvents for bioconjugation,"Nolan, Mark D.; Mezzetta, Andrea; Guazzelli, Lorenzo; Scanlan, Eoin M.","Green Chemistry (2022), 24(4), 1456-1462","Radical-mediated thiol-ene 'Click' reactions in deep eutectic solvents for bioconjugation | Nolan, Mark D.; Mezzetta, Andrea; Guazzelli, Lorenzo; Scanlan, Eoin M. | Green Chemistry (2022), 24(4), 1456-1462","507-09-5, 1119-51-3",1346627-30-2,,"100-06-1, 24650-42-8","56-81-5, 67-48-1",,,,,,,1,1,71,,,,,,,"{""1"": 71}","[{""index"": 1, ""cas_rn"": ""507-09-5"", ""smiles"": ""CC(=O)S""}, {""index"": 2, ""cas_rn"": ""1119-51-3"", ""smiles"": ""C=CCCCBr""}]","[{""index"": 1, ""cas_rn"": ""1346627-30-2"", ""yield_pct"": ""71"", ""smiles"": ""CC(=O)SCCCCCBr""}]",[],"[{""index"": 1, ""cas_rn"": ""100-06-1""}, {""index"": 2, ""cas_rn"": ""24650-42-8""}]","[{""index"": 1, ""cas_rn"": ""56-81-5""}, {""index"": 2, ""cas_rn"": ""67-48-1""}]","green chemistry, photochemical, regioselective, stereoselective, ultraviolet irradiation, alternative reaction conditions gave lower yield, click reaction",
31-614-CAS-31831871,31-614-CAS-31831871,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,91,,,CC(=O)S.C=CCCC(=O)O,CC(=O)SCCCCC(=O)O,CC(=O)S.C=CCCC(=O)O>>CC(=O)SCCCCC(=O)O,Radical-mediated thiol-ene 'Click' reactions in deep eutectic solvents for bioconjugation,"Nolan, Mark D.; Mezzetta, Andrea; Guazzelli, Lorenzo; Scanlan, Eoin M.","Green Chemistry (2022), 24(4), 1456-1462","Radical-mediated thiol-ene 'Click' reactions in deep eutectic solvents for bioconjugation | Nolan, Mark D.; Mezzetta, Andrea; Guazzelli, Lorenzo; Scanlan, Eoin M. | Green Chemistry (2022), 24(4), 1456-1462","507-09-5, 591-80-0",98962-80-2,,"100-06-1, 24650-42-8","56-81-5, 67-48-1",,,,,,,1,1,91,,,,,,,"{""1"": 91}","[{""index"": 1, ""cas_rn"": ""507-09-5"", ""smiles"": ""CC(=O)S""}, {""index"": 2, ""cas_rn"": ""591-80-0"", ""smiles"": ""C=CCCC(=O)O""}]","[{""index"": 1, ""cas_rn"": ""98962-80-2"", ""yield_pct"": ""91"", ""smiles"": ""CC(=O)SCCCCC(=O)O""}]",[],"[{""index"": 1, ""cas_rn"": ""100-06-1""}, {""index"": 2, ""cas_rn"": ""24650-42-8""}]","[{""index"": 1, ""cas_rn"": ""56-81-5""}, {""index"": 2, ""cas_rn"": ""67-48-1""}]","green chemistry, photochemical, regioselective, ultraviolet irradiation, click reaction",
31-614-CAS-31831872,31-614-CAS-31831872,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,80,,,CC(=O)S.C=CC1COC(=O)O1,CC(=O)SCCC1COC(=O)O1,CC(=O)S.C=CC1COC(=O)O1>>CC(=O)SCCC1COC(=O)O1,Radical-mediated thiol-ene 'Click' reactions in deep eutectic solvents for bioconjugation,"Nolan, Mark D.; Mezzetta, Andrea; Guazzelli, Lorenzo; Scanlan, Eoin M.","Green Chemistry (2022), 24(4), 1456-1462","Radical-mediated thiol-ene 'Click' reactions in deep eutectic solvents for bioconjugation | Nolan, Mark D.; Mezzetta, Andrea; Guazzelli, Lorenzo; Scanlan, Eoin M. | Green Chemistry (2022), 24(4), 1456-1462","507-09-5, 4427-96-7",2763920-84-7,,"100-06-1, 24650-42-8","56-81-5, 67-48-1",,,,,,,1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""507-09-5"", ""smiles"": ""CC(=O)S""}, {""index"": 2, ""cas_rn"": ""4427-96-7"", ""smiles"": ""C=CC1COC(=O)O1""}]","[{""index"": 1, ""cas_rn"": ""2763920-84-7"", ""yield_pct"": ""80"", ""smiles"": ""CC(=O)SCCC1COC(=O)O1""}]",[],"[{""index"": 1, ""cas_rn"": ""100-06-1""}, {""index"": 2, ""cas_rn"": ""24650-42-8""}]","[{""index"": 1, ""cas_rn"": ""56-81-5""}, {""index"": 2, ""cas_rn"": ""67-48-1""}]","green chemistry, photochemical, regioselective, stereoselective, ultraviolet irradiation, click reaction",
31-614-CAS-32008616,31-614-CAS-32008616,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,97,,,O=C(CS)OCCCCOC(=O)CS.C=CCc1ccc(O[Si](CC)(CC)CC)c(O[Si](CC)(CC)CC)c1,CC[Si](CC)(CC)Oc1ccc(CCCSCC(=O)OCCCCOC(=O)CSCCCc2ccc(O[Si](CC)(CC)CC)c(O[Si](CC)(CC)CC)c2)cc1O[Si](CC)(CC)CC,O=C(CS)OCCCCOC(=O)CS.C=CCc1ccc(O[Si](CC)(CC)CC)c(O[Si](CC)(CC)CC)c1>>CC[Si](CC)(CC)Oc1ccc(CCCSCC(=O)OCCCCOC(=O)CSCCCc2ccc(O[Si](CC)(CC)CC)c(O[Si](CC)(CC)CC)c2)cc1O[Si](CC)(CC)CC,Novel multifunctional antioxidants for polymers using eugenol as biogenic building block,"Mayer, Jannik; Metzsch-Zilligen, Elke; Pfaendner, Rudolf","Polymer Degradation and Stability (2022), 200109954","Novel multifunctional antioxidants for polymers using eugenol as biogenic building block | Mayer, Jannik; Metzsch-Zilligen, Elke; Pfaendner, Rudolf | Polymer Degradation and Stability (2022), 200109954","10193-95-0, 1414854-49-1",2768338-10-7,,162881-26-7,,,,,,,,1,1,97,,,,,,,"{""1"": 97}","[{""index"": 1, ""cas_rn"": ""10193-95-0"", ""smiles"": ""O=C(CS)OCCCCOC(=O)CS""}, {""index"": 2, ""cas_rn"": ""1414854-49-1"", ""smiles"": ""C=CCc1ccc(O[Si](CC)(CC)CC)c(O[Si](CC)(CC)CC)c1""}]","[{""index"": 1, ""cas_rn"": ""2768338-10-7"", ""yield_pct"": ""97"", ""smiles"": ""CC[Si](CC)(CC)Oc1ccc(CCCSCC(=O)OCCCCOC(=O)CSCCCc2ccc(O[Si](CC)(CC)CC)c(O[Si](CC)(CC)CC)c2)cc1O[Si](CC)(CC)CC""}]",[],"[{""index"": 1, ""cas_rn"": ""162881-26-7""}]",[],"photochemical, photo-irradiated (366nm)",
31-614-CAS-32008617,31-614-CAS-32008617,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,98,,,OCCS.C=CCc1ccc(O[Si](CC)(CC)CC)c(O[Si](CC)(CC)CC)c1,CC[Si](CC)(CC)Oc1ccc(CCCSCCO)cc1O[Si](CC)(CC)CC,OCCS.C=CCc1ccc(O[Si](CC)(CC)CC)c(O[Si](CC)(CC)CC)c1>>CC[Si](CC)(CC)Oc1ccc(CCCSCCO)cc1O[Si](CC)(CC)CC,Novel multifunctional antioxidants for polymers using eugenol as biogenic building block,"Mayer, Jannik; Metzsch-Zilligen, Elke; Pfaendner, Rudolf","Polymer Degradation and Stability (2022), 200109954","Novel multifunctional antioxidants for polymers using eugenol as biogenic building block | Mayer, Jannik; Metzsch-Zilligen, Elke; Pfaendner, Rudolf | Polymer Degradation and Stability (2022), 200109954","60-24-2, 1414854-49-1",2295739-38-5,,162881-26-7,,,,,,,,1,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""60-24-2"", ""smiles"": ""OCCS""}, {""index"": 2, ""cas_rn"": ""1414854-49-1"", ""smiles"": ""C=CCc1ccc(O[Si](CC)(CC)CC)c(O[Si](CC)(CC)CC)c1""}]","[{""index"": 1, ""cas_rn"": ""2295739-38-5"", ""yield_pct"": ""98"", ""smiles"": ""CC[Si](CC)(CC)Oc1ccc(CCCSCCO)cc1O[Si](CC)(CC)CC""}]",[],"[{""index"": 1, ""cas_rn"": ""162881-26-7""}]",[],"photochemical, photo-irradiated (366nm)",
31-614-CAS-32008619,31-614-CAS-32008619,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,97,,,CCCCCCCCCCCCCCCCCCS.C=CCc1ccc(O[Si](CC)(CC)CC)c(O[Si](CC)(CC)CC)c1,CCCCCCCCCCCCCCCCCCSCCCc1ccc(O[Si](CC)(CC)CC)c(O[Si](CC)(CC)CC)c1,CCCCCCCCCCCCCCCCCCS.C=CCc1ccc(O[Si](CC)(CC)CC)c(O[Si](CC)(CC)CC)c1>>CCCCCCCCCCCCCCCCCCSCCCc1ccc(O[Si](CC)(CC)CC)c(O[Si](CC)(CC)CC)c1,Novel multifunctional antioxidants for polymers using eugenol as biogenic building block,"Mayer, Jannik; Metzsch-Zilligen, Elke; Pfaendner, Rudolf","Polymer Degradation and Stability (2022), 200109954","Novel multifunctional antioxidants for polymers using eugenol as biogenic building block | Mayer, Jannik; Metzsch-Zilligen, Elke; Pfaendner, Rudolf | Polymer Degradation and Stability (2022), 200109954","2885-00-9, 1414854-49-1",2306447-55-0,,162881-26-7,,,,,,,,1,1,97,,,,,,,"{""1"": 97}","[{""index"": 1, ""cas_rn"": ""2885-00-9"", ""smiles"": ""CCCCCCCCCCCCCCCCCCS""}, {""index"": 2, ""cas_rn"": ""1414854-49-1"", ""smiles"": ""C=CCc1ccc(O[Si](CC)(CC)CC)c(O[Si](CC)(CC)CC)c1""}]","[{""index"": 1, ""cas_rn"": ""2306447-55-0"", ""yield_pct"": ""97"", ""smiles"": ""CCCCCCCCCCCCCCCCCCSCCCc1ccc(O[Si](CC)(CC)CC)c(O[Si](CC)(CC)CC)c1""}]",[],"[{""index"": 1, ""cas_rn"": ""162881-26-7""}]",[],"photochemical, photo-irradiated (366nm)",
31-614-CAS-32008621,31-614-CAS-32008621,Reaction_20251110_2055 (1).rdf,Thiol–ene and thiol–yne,97,,,O=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS.C=CCc1ccc(O[Si](CC)(CC)CC)c(O[Si](CC)(CC)CC)c1,CC[Si](CC)(CC)Oc1ccc(CCCSCCC(=O)OCC(COC(=O)CCSCCCc2ccc(O[Si](CC)(CC)CC)c(O[Si](CC)(CC)CC)c2)(COC(=O)CCSCCCc2ccc(O[Si](CC)(CC)CC)c(O[Si](CC)(CC)CC)c2)COC(=O)CCSCCCc2ccc(O[Si](CC)(CC)CC)c(O[Si](CC)(CC)CC)c2)cc1O[Si](CC)(CC)CC,O=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS.C=CCc1ccc(O[Si](CC)(CC)CC)c(O[Si](CC)(CC)CC)c1>>CC[Si](CC)(CC)Oc1ccc(CCCSCCC(=O)OCC(COC(=O)CCSCCCc2ccc(O[Si](CC)(CC)CC)c(O[Si](CC)(CC)CC)c2)(COC(=O)CCSCCCc2ccc(O[Si](CC)(CC)CC)c(O[Si](CC)(CC)CC)c2)COC(=O)CCSCCCc2ccc(O[Si](CC)(CC)CC)c(O[Si](CC)(CC)CC)c2)cc1O[Si](CC)(CC)CC,Novel multifunctional antioxidants for polymers using eugenol as biogenic building block,"Mayer, Jannik; Metzsch-Zilligen, Elke; Pfaendner, Rudolf","Polymer Degradation and Stability (2022), 200109954","Novel multifunctional antioxidants for polymers using eugenol as biogenic building block | Mayer, Jannik; Metzsch-Zilligen, Elke; Pfaendner, Rudolf | Polymer Degradation and Stability (2022), 200109954","7575-23-7, 1414854-49-1",2768338-11-8,,162881-26-7,,,,,,,,1,1,97,,,,,,,"{""1"": 97}","[{""index"": 1, ""cas_rn"": ""7575-23-7"", ""smiles"": ""O=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS""}, {""index"": 2, ""cas_rn"": ""1414854-49-1"", ""smiles"": ""C=CCc1ccc(O[Si](CC)(CC)CC)c(O[Si](CC)(CC)CC)c1""}]","[{""index"": 1, ""cas_rn"": ""2768338-11-8"", ""yield_pct"": ""97"", ""smiles"": ""CC[Si](CC)(CC)Oc1ccc(CCCSCCC(=O)OCC(COC(=O)CCSCCCc2ccc(O[Si](CC)(CC)CC)c(O[Si](CC)(CC)CC)c2)(COC(=O)CCSCCCc2ccc(O[Si](CC)(CC)CC)c(O[Si](CC)(CC)CC)c2)COC(=O)CCSCCCc2ccc(O[Si](CC)(CC)CC)c(O[Si](CC)(CC)CC)c2)cc1O[Si](CC)(CC)CC""}]",[],"[{""index"": 1, ""cas_rn"": ""162881-26-7""}]",[],"photochemical, photo-irradiated (366nm)",
