reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-316-CAS-20805843,31-316-CAS-20805843,Reaction_20251105_2048.rdf,Urea and thiourea formation,100,,,S=C=Nc1ccccc1.Cc1ccc(CN)cc1,Cc1ccc(CNC(=S)Nc2ccccc2)cc1,S=C=Nc1ccccc1.Cc1ccc(CN)cc1>>Cc1ccc(CNC(=S)Nc2ccccc2)cc1,Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas,"Mandal, Subhro; Pramanik, Animesh","Tetrahedron (2020), 76(2), 130817","Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas | Mandal, Subhro; Pramanik, Animesh | Tetrahedron (2020), 76(2), 130817","103-72-0, 104-84-7",35305-48-7,,,,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""103-72-0"", ""smiles"": ""S=C=Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""104-84-7"", ""smiles"": ""Cc1ccc(CN)cc1""}]","[{""index"": 1, ""cas_rn"": ""35305-48-7"", ""yield_pct"": ""100"", ""smiles"": ""Cc1ccc(CNC(=S)Nc2ccccc2)cc1""}]",[],[],[],"combinatorial, no solvent",
31-316-CAS-20805844,31-316-CAS-20805844,Reaction_20251105_2048.rdf,Urea and thiourea formation,100,,,S=C=Nc1ccccc1.NC1CC1,S=C(Nc1ccccc1)NC1CC1,S=C=Nc1ccccc1.NC1CC1>>S=C(Nc1ccccc1)NC1CC1,Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas,"Mandal, Subhro; Pramanik, Animesh","Tetrahedron (2020), 76(2), 130817","Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas | Mandal, Subhro; Pramanik, Animesh | Tetrahedron (2020), 76(2), 130817","103-72-0, 765-30-0",77991-97-0,,,,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""103-72-0"", ""smiles"": ""S=C=Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""765-30-0"", ""smiles"": ""NC1CC1""}]","[{""index"": 1, ""cas_rn"": ""77991-97-0"", ""yield_pct"": ""100"", ""smiles"": ""S=C(Nc1ccccc1)NC1CC1""}]",[],[],[],"combinatorial, no solvent",
31-316-CAS-20805845,31-316-CAS-20805845,Reaction_20251105_2048.rdf,Urea and thiourea formation,100,,,S=C=Nc1ccccc1.NC1CCCCC1,S=C(Nc1ccccc1)NC1CCCCC1,S=C=Nc1ccccc1.NC1CCCCC1>>S=C(Nc1ccccc1)NC1CCCCC1,Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas,"Mandal, Subhro; Pramanik, Animesh","Tetrahedron (2020), 76(2), 130817","Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas | Mandal, Subhro; Pramanik, Animesh | Tetrahedron (2020), 76(2), 130817","103-72-0, 108-91-8",722-03-2,,,,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""103-72-0"", ""smiles"": ""S=C=Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""108-91-8"", ""smiles"": ""NC1CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""722-03-2"", ""yield_pct"": ""100"", ""smiles"": ""S=C(Nc1ccccc1)NC1CCCCC1""}]",[],[],[],"combinatorial, no solvent",
31-316-CAS-20805846,31-316-CAS-20805846,Reaction_20251105_2048.rdf,Urea and thiourea formation,100,,,S=C=Nc1ccccc1.CCCN,CCCNC(=S)Nc1ccccc1,S=C=Nc1ccccc1.CCCN>>CCCNC(=S)Nc1ccccc1,Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas,"Mandal, Subhro; Pramanik, Animesh","Tetrahedron (2020), 76(2), 130817","Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas | Mandal, Subhro; Pramanik, Animesh | Tetrahedron (2020), 76(2), 130817","103-72-0, 107-10-8",13140-47-1,,,,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""103-72-0"", ""smiles"": ""S=C=Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""107-10-8"", ""smiles"": ""CCCN""}]","[{""index"": 1, ""cas_rn"": ""13140-47-1"", ""yield_pct"": ""100"", ""smiles"": ""CCCNC(=S)Nc1ccccc1""}]",[],[],[],"combinatorial, no solvent",
31-316-CAS-20805847,31-316-CAS-20805847,Reaction_20251105_2048.rdf,Urea and thiourea formation,100,,,S=C=Nc1ccccc1.CCCCN,CCCCNC(=S)Nc1ccccc1,S=C=Nc1ccccc1.CCCCN>>CCCCNC(=S)Nc1ccccc1,Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas,"Mandal, Subhro; Pramanik, Animesh","Tetrahedron (2020), 76(2), 130817","Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas | Mandal, Subhro; Pramanik, Animesh | Tetrahedron (2020), 76(2), 130817","103-72-0, 109-73-9",6336-01-2,,,,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""103-72-0"", ""smiles"": ""S=C=Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""109-73-9"", ""smiles"": ""CCCCN""}]","[{""index"": 1, ""cas_rn"": ""6336-01-2"", ""yield_pct"": ""100"", ""smiles"": ""CCCCNC(=S)Nc1ccccc1""}]",[],[],[],"combinatorial, no solvent",
31-316-CAS-20805848,31-316-CAS-20805848,Reaction_20251105_2048.rdf,Urea and thiourea formation,100,,,S=C=Nc1ccccc1.C=CCN,C=CCNC(=S)Nc1ccccc1,S=C=Nc1ccccc1.C=CCN>>C=CCNC(=S)Nc1ccccc1,Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas,"Mandal, Subhro; Pramanik, Animesh","Tetrahedron (2020), 76(2), 130817","Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas | Mandal, Subhro; Pramanik, Animesh | Tetrahedron (2020), 76(2), 130817","103-72-0, 107-11-9",7341-63-1,,,,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""103-72-0"", ""smiles"": ""S=C=Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""107-11-9"", ""smiles"": ""C=CCN""}]","[{""index"": 1, ""cas_rn"": ""7341-63-1"", ""yield_pct"": ""100"", ""smiles"": ""C=CCNC(=S)Nc1ccccc1""}]",[],[],[],"combinatorial, no solvent",
31-316-CAS-20805849,31-316-CAS-20805849,Reaction_20251105_2048.rdf,Urea and thiourea formation,100,,,S=C=Nc1ccccc1.NCCO,OCCNC(=S)Nc1ccccc1,S=C=Nc1ccccc1.NCCO>>OCCNC(=S)Nc1ccccc1,Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas,"Mandal, Subhro; Pramanik, Animesh","Tetrahedron (2020), 76(2), 130817","Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas | Mandal, Subhro; Pramanik, Animesh | Tetrahedron (2020), 76(2), 130817","103-72-0, 141-43-5",102-12-5,,,,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""103-72-0"", ""smiles"": ""S=C=Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""141-43-5"", ""smiles"": ""NCCO""}]","[{""index"": 1, ""cas_rn"": ""102-12-5"", ""yield_pct"": ""100"", ""smiles"": ""OCCNC(=S)Nc1ccccc1""}]",[],[],[],"combinatorial, no solvent",
31-316-CAS-20805850,31-316-CAS-20805850,Reaction_20251105_2048.rdf,Urea and thiourea formation,100,,,NCc1ccc(Cl)cc1.Cc1ccc(N=C=S)cc1,Cc1ccc(NC(=S)NCc2ccc(Cl)cc2)cc1,NCc1ccc(Cl)cc1.Cc1ccc(N=C=S)cc1>>Cc1ccc(NC(=S)NCc2ccc(Cl)cc2)cc1,Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas,"Mandal, Subhro; Pramanik, Animesh","Tetrahedron (2020), 76(2), 130817","Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas | Mandal, Subhro; Pramanik, Animesh | Tetrahedron (2020), 76(2), 130817","104-86-9, 622-59-3",132912-80-2,,,,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""104-86-9"", ""smiles"": ""NCc1ccc(Cl)cc1""}, {""index"": 2, ""cas_rn"": ""622-59-3"", ""smiles"": ""Cc1ccc(N=C=S)cc1""}]","[{""index"": 1, ""cas_rn"": ""132912-80-2"", ""yield_pct"": ""100"", ""smiles"": ""Cc1ccc(NC(=S)NCc2ccc(Cl)cc2)cc1""}]",[],[],[],"combinatorial, no solvent",
31-316-CAS-20805851,31-316-CAS-20805851,Reaction_20251105_2048.rdf,Urea and thiourea formation,100,,,Cc1ccc(CN)cc1.Cc1ccc(N=C=S)cc1,Cc1ccc(CNC(=S)Nc2ccc(C)cc2)cc1,Cc1ccc(CN)cc1.Cc1ccc(N=C=S)cc1>>Cc1ccc(CNC(=S)Nc2ccc(C)cc2)cc1,Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas,"Mandal, Subhro; Pramanik, Animesh","Tetrahedron (2020), 76(2), 130817","Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas | Mandal, Subhro; Pramanik, Animesh | Tetrahedron (2020), 76(2), 130817","104-84-7, 622-59-3",860177-74-8,,,,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""104-84-7"", ""smiles"": ""Cc1ccc(CN)cc1""}, {""index"": 2, ""cas_rn"": ""622-59-3"", ""smiles"": ""Cc1ccc(N=C=S)cc1""}]","[{""index"": 1, ""cas_rn"": ""860177-74-8"", ""yield_pct"": ""100"", ""smiles"": ""Cc1ccc(CNC(=S)Nc2ccc(C)cc2)cc1""}]",[],[],[],"combinatorial, no solvent",
31-316-CAS-20805852,31-316-CAS-20805852,Reaction_20251105_2048.rdf,Urea and thiourea formation,100,,,C=CCN.Cc1ccc(N=C=S)cc1,C=CCNC(=S)Nc1ccc(C)cc1,C=CCN.Cc1ccc(N=C=S)cc1>>C=CCNC(=S)Nc1ccc(C)cc1,Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas,"Mandal, Subhro; Pramanik, Animesh","Tetrahedron (2020), 76(2), 130817","Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas | Mandal, Subhro; Pramanik, Animesh | Tetrahedron (2020), 76(2), 130817","107-11-9, 622-59-3",1205-89-6,,,,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""107-11-9"", ""smiles"": ""C=CCN""}, {""index"": 2, ""cas_rn"": ""622-59-3"", ""smiles"": ""Cc1ccc(N=C=S)cc1""}]","[{""index"": 1, ""cas_rn"": ""1205-89-6"", ""yield_pct"": ""100"", ""smiles"": ""C=CCNC(=S)Nc1ccc(C)cc1""}]",[],[],[],"combinatorial, no solvent",
31-316-CAS-20805853,31-316-CAS-20805853,Reaction_20251105_2048.rdf,Urea and thiourea formation,100,,,CCCN.COc1ccc(N=C=S)cc1,CCCNC(=S)Nc1ccc(OC)cc1,CCCN.COc1ccc(N=C=S)cc1>>CCCNC(=S)Nc1ccc(OC)cc1,Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas,"Mandal, Subhro; Pramanik, Animesh","Tetrahedron (2020), 76(2), 130817","Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas | Mandal, Subhro; Pramanik, Animesh | Tetrahedron (2020), 76(2), 130817","107-10-8, 2284-20-0",352030-80-9,,,,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""107-10-8"", ""smiles"": ""CCCN""}, {""index"": 2, ""cas_rn"": ""2284-20-0"", ""smiles"": ""COc1ccc(N=C=S)cc1""}]","[{""index"": 1, ""cas_rn"": ""352030-80-9"", ""yield_pct"": ""100"", ""smiles"": ""CCCNC(=S)Nc1ccc(OC)cc1""}]",[],[],[],"combinatorial, no solvent",
31-316-CAS-20805854,31-316-CAS-20805854,Reaction_20251105_2048.rdf,Urea and thiourea formation,100,,,COc1ccc(N=C=S)cc1.NCc1cccnc1,COc1ccc(NC(=S)NCc2cccnc2)cc1,COc1ccc(N=C=S)cc1.NCc1cccnc1>>COc1ccc(NC(=S)NCc2cccnc2)cc1,Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas,"Mandal, Subhro; Pramanik, Animesh","Tetrahedron (2020), 76(2), 130817","Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas | Mandal, Subhro; Pramanik, Animesh | Tetrahedron (2020), 76(2), 130817","2284-20-0, 3731-52-0",405067-52-9,,,,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""2284-20-0"", ""smiles"": ""COc1ccc(N=C=S)cc1""}, {""index"": 2, ""cas_rn"": ""3731-52-0"", ""smiles"": ""NCc1cccnc1""}]","[{""index"": 1, ""cas_rn"": ""405067-52-9"", ""yield_pct"": ""100"", ""smiles"": ""COc1ccc(NC(=S)NCc2cccnc2)cc1""}]",[],[],[],"combinatorial, no solvent",
31-316-CAS-20805855,31-316-CAS-20805855,Reaction_20251105_2048.rdf,Urea and thiourea formation,100,,,NCc1ccc(F)cc1.COc1ccccc1N=C=S,COc1ccccc1NC(=S)NCc1ccc(F)cc1,NCc1ccc(F)cc1.COc1ccccc1N=C=S>>COc1ccccc1NC(=S)NCc1ccc(F)cc1,Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas,"Mandal, Subhro; Pramanik, Animesh","Tetrahedron (2020), 76(2), 130817","Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas | Mandal, Subhro; Pramanik, Animesh | Tetrahedron (2020), 76(2), 130817","140-75-0, 3288-04-8",431882-55-2,,,,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""140-75-0"", ""smiles"": ""NCc1ccc(F)cc1""}, {""index"": 2, ""cas_rn"": ""3288-04-8"", ""smiles"": ""COc1ccccc1N=C=S""}]","[{""index"": 1, ""cas_rn"": ""431882-55-2"", ""yield_pct"": ""100"", ""smiles"": ""COc1ccccc1NC(=S)NCc1ccc(F)cc1""}]",[],[],[],"combinatorial, no solvent",
31-316-CAS-20805856,31-316-CAS-20805856,Reaction_20251105_2048.rdf,Urea and thiourea formation,100,,,Cc1ccc(CN)cc1.COc1ccccc1N=C=S,COc1ccccc1NC(=S)NCc1ccc(C)cc1,Cc1ccc(CN)cc1.COc1ccccc1N=C=S>>COc1ccccc1NC(=S)NCc1ccc(C)cc1,Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas,"Mandal, Subhro; Pramanik, Animesh","Tetrahedron (2020), 76(2), 130817","Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas | Mandal, Subhro; Pramanik, Animesh | Tetrahedron (2020), 76(2), 130817","104-84-7, 3288-04-8",445024-31-7,,,,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""104-84-7"", ""smiles"": ""Cc1ccc(CN)cc1""}, {""index"": 2, ""cas_rn"": ""3288-04-8"", ""smiles"": ""COc1ccccc1N=C=S""}]","[{""index"": 1, ""cas_rn"": ""445024-31-7"", ""yield_pct"": ""100"", ""smiles"": ""COc1ccccc1NC(=S)NCc1ccc(C)cc1""}]",[],[],[],"combinatorial, no solvent",
31-316-CAS-20805857,31-316-CAS-20805857,Reaction_20251105_2048.rdf,Urea and thiourea formation,100,,,Cc1ccc(CN)cc1.Fc1ccc(N=C=S)cc1,Cc1ccc(CNC(=S)Nc2ccc(F)cc2)cc1,Cc1ccc(CN)cc1.Fc1ccc(N=C=S)cc1>>Cc1ccc(CNC(=S)Nc2ccc(F)cc2)cc1,Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas,"Mandal, Subhro; Pramanik, Animesh","Tetrahedron (2020), 76(2), 130817","Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas | Mandal, Subhro; Pramanik, Animesh | Tetrahedron (2020), 76(2), 130817","104-84-7, 1544-68-9",710290-83-8,,,,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""104-84-7"", ""smiles"": ""Cc1ccc(CN)cc1""}, {""index"": 2, ""cas_rn"": ""1544-68-9"", ""smiles"": ""Fc1ccc(N=C=S)cc1""}]","[{""index"": 1, ""cas_rn"": ""710290-83-8"", ""yield_pct"": ""100"", ""smiles"": ""Cc1ccc(CNC(=S)Nc2ccc(F)cc2)cc1""}]",[],[],[],"combinatorial, no solvent",
31-316-CAS-20805858,31-316-CAS-20805858,Reaction_20251105_2048.rdf,Urea and thiourea formation,100,,,C=CCN.Fc1ccc(N=C=S)cc1,C=CCNC(=S)Nc1ccc(F)cc1,C=CCN.Fc1ccc(N=C=S)cc1>>C=CCNC(=S)Nc1ccc(F)cc1,Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas,"Mandal, Subhro; Pramanik, Animesh","Tetrahedron (2020), 76(2), 130817","Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas | Mandal, Subhro; Pramanik, Animesh | Tetrahedron (2020), 76(2), 130817","107-11-9, 1544-68-9",62644-18-2,,,,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""107-11-9"", ""smiles"": ""C=CCN""}, {""index"": 2, ""cas_rn"": ""1544-68-9"", ""smiles"": ""Fc1ccc(N=C=S)cc1""}]","[{""index"": 1, ""cas_rn"": ""62644-18-2"", ""yield_pct"": ""100"", ""smiles"": ""C=CCNC(=S)Nc1ccc(F)cc1""}]",[],[],[],"combinatorial, no solvent",
31-316-CAS-20805859,31-316-CAS-20805859,Reaction_20251105_2048.rdf,Urea and thiourea formation,100,,,NC1CC1.S=C=Nc1ccc(Cl)cc1Cl,S=C(Nc1ccc(Cl)cc1Cl)NC1CC1,NC1CC1.S=C=Nc1ccc(Cl)cc1Cl>>S=C(Nc1ccc(Cl)cc1Cl)NC1CC1,Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas,"Mandal, Subhro; Pramanik, Animesh","Tetrahedron (2020), 76(2), 130817","Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas | Mandal, Subhro; Pramanik, Animesh | Tetrahedron (2020), 76(2), 130817","765-30-0, 6590-96-1",405067-83-6,,,,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""765-30-0"", ""smiles"": ""NC1CC1""}, {""index"": 2, ""cas_rn"": ""6590-96-1"", ""smiles"": ""S=C=Nc1ccc(Cl)cc1Cl""}]","[{""index"": 1, ""cas_rn"": ""405067-83-6"", ""yield_pct"": ""100"", ""smiles"": ""S=C(Nc1ccc(Cl)cc1Cl)NC1CC1""}]",[],[],[],"combinatorial, no solvent",
31-316-CAS-20805860,31-316-CAS-20805860,Reaction_20251105_2048.rdf,Urea and thiourea formation,100,,,CCCN.S=C=Nc1ccc(Cl)cc1Cl,CCCNC(=S)Nc1ccc(Cl)cc1Cl,CCCN.S=C=Nc1ccc(Cl)cc1Cl>>CCCNC(=S)Nc1ccc(Cl)cc1Cl,Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas,"Mandal, Subhro; Pramanik, Animesh","Tetrahedron (2020), 76(2), 130817","Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas | Mandal, Subhro; Pramanik, Animesh | Tetrahedron (2020), 76(2), 130817","107-10-8, 6590-96-1",405067-81-4,,,,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""107-10-8"", ""smiles"": ""CCCN""}, {""index"": 2, ""cas_rn"": ""6590-96-1"", ""smiles"": ""S=C=Nc1ccc(Cl)cc1Cl""}]","[{""index"": 1, ""cas_rn"": ""405067-81-4"", ""yield_pct"": ""100"", ""smiles"": ""CCCNC(=S)Nc1ccc(Cl)cc1Cl""}]",[],[],[],"combinatorial, no solvent",
31-316-CAS-20805861,31-316-CAS-20805861,Reaction_20251105_2048.rdf,Urea and thiourea formation,100,,,CCCCN.S=C=Nc1ccc(Cl)cc1Cl,CCCCNC(=S)Nc1ccc(Cl)cc1Cl,CCCCN.S=C=Nc1ccc(Cl)cc1Cl>>CCCCNC(=S)Nc1ccc(Cl)cc1Cl,Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas,"Mandal, Subhro; Pramanik, Animesh","Tetrahedron (2020), 76(2), 130817","Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas | Mandal, Subhro; Pramanik, Animesh | Tetrahedron (2020), 76(2), 130817","109-73-9, 6590-96-1",22014-73-9,,,,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""109-73-9"", ""smiles"": ""CCCCN""}, {""index"": 2, ""cas_rn"": ""6590-96-1"", ""smiles"": ""S=C=Nc1ccc(Cl)cc1Cl""}]","[{""index"": 1, ""cas_rn"": ""22014-73-9"", ""yield_pct"": ""100"", ""smiles"": ""CCCCNC(=S)Nc1ccc(Cl)cc1Cl""}]",[],[],[],"combinatorial, no solvent",
31-316-CAS-20805908,31-316-CAS-20805908,Reaction_20251105_2048.rdf,Urea and thiourea formation,100,,,O=C=Nc1ccccc1.Cc1ccc(CN)cc1,Cc1ccc(CNC(=O)Nc2ccccc2)cc1,O=C=Nc1ccccc1.Cc1ccc(CN)cc1>>Cc1ccc(CNC(=O)Nc2ccccc2)cc1,Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas,"Mandal, Subhro; Pramanik, Animesh","Tetrahedron (2020), 76(2), 130817","Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas | Mandal, Subhro; Pramanik, Animesh | Tetrahedron (2020), 76(2), 130817","103-71-9, 104-84-7",35305-46-5,,,,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""103-71-9"", ""smiles"": ""O=C=Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""104-84-7"", ""smiles"": ""Cc1ccc(CN)cc1""}]","[{""index"": 1, ""cas_rn"": ""35305-46-5"", ""yield_pct"": ""100"", ""smiles"": ""Cc1ccc(CNC(=O)Nc2ccccc2)cc1""}]",[],[],[],"combinatorial, no solvent",
31-316-CAS-20805909,31-316-CAS-20805909,Reaction_20251105_2048.rdf,Urea and thiourea formation,100,,,O=C=Nc1ccccc1.NCc1cccnc1,O=C(NCc1cccnc1)Nc1ccccc1,O=C=Nc1ccccc1.NCc1cccnc1>>O=C(NCc1cccnc1)Nc1ccccc1,Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas,"Mandal, Subhro; Pramanik, Animesh","Tetrahedron (2020), 76(2), 130817","Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas | Mandal, Subhro; Pramanik, Animesh | Tetrahedron (2020), 76(2), 130817","103-71-9, 3731-52-0",53101-95-4,,,,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""103-71-9"", ""smiles"": ""O=C=Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""3731-52-0"", ""smiles"": ""NCc1cccnc1""}]","[{""index"": 1, ""cas_rn"": ""53101-95-4"", ""yield_pct"": ""100"", ""smiles"": ""O=C(NCc1cccnc1)Nc1ccccc1""}]",[],[],[],"combinatorial, no solvent",
31-316-CAS-20805910,31-316-CAS-20805910,Reaction_20251105_2048.rdf,Urea and thiourea formation,100,,,O=C=Nc1ccccc1.NC1CCCCC1,O=C(Nc1ccccc1)NC1CCCCC1,O=C=Nc1ccccc1.NC1CCCCC1>>O=C(Nc1ccccc1)NC1CCCCC1,Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas,"Mandal, Subhro; Pramanik, Animesh","Tetrahedron (2020), 76(2), 130817","Facile synthesis of phthalidyl fused spiro thiohydantoins through silica sulfuric acid induced oxidative rearrangement of ninhydrin adducts of thioureas | Mandal, Subhro; Pramanik, Animesh | Tetrahedron (2020), 76(2), 130817","103-71-9, 108-91-8",886-59-9,,,,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""103-71-9"", ""smiles"": ""O=C=Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""108-91-8"", ""smiles"": ""NC1CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""886-59-9"", ""yield_pct"": ""100"", ""smiles"": ""O=C(Nc1ccccc1)NC1CCCCC1""}]",[],[],[],"combinatorial, no solvent",
