reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-513-CAS-19596503,31-513-CAS-19596503,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,92,,,N#Cc1ccc(C=O)cc1,N#Cc1ccc(CO)cc1,N#Cc1ccc(C=O)cc1>>N#Cc1ccc(CO)cc1,A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water,"Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama","Tetrahedron Letters (2019), 60(7), 524-529","A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water | Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama | Tetrahedron Letters (2019), 60(7), 524-529",105-07-7,874-89-5,16940-66-2,1034343-98-0,7732-18-5,,,,oxide,,,1,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""105-07-7"", ""smiles"": ""N#Cc1ccc(C=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""874-89-5"", ""yield_pct"": ""92"", ""smiles"": ""N#Cc1ccc(CO)cc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1034343-98-0"", ""amd"": ""oxide""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, regioselective, catalyst prepared and used, NaBH4 also acts as catalyst, other reagent may also be used (acetophenone), reusable and recyclable catalyst used",
31-513-CAS-19596504,31-513-CAS-19596504,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,82,,,O=Cc1ccc(Br)cc1,OCc1ccc(Br)cc1,O=Cc1ccc(Br)cc1>>OCc1ccc(Br)cc1,A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water,"Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama","Tetrahedron Letters (2019), 60(7), 524-529","A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water | Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama | Tetrahedron Letters (2019), 60(7), 524-529",1122-91-4,873-75-6,16940-66-2,1034343-98-0,7732-18-5,,,,oxide,,,1,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""1122-91-4"", ""smiles"": ""O=Cc1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""873-75-6"", ""yield_pct"": ""82"", ""smiles"": ""OCc1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1034343-98-0"", ""amd"": ""oxide""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, regioselective, catalyst prepared and used, NaBH4 also acts as catalyst, other reagent may also be used (acetophenone), reusable and recyclable catalyst used",
31-513-CAS-19596505,31-513-CAS-19596505,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,92,,,O=CC=Cc1ccccc1,OCC=Cc1ccccc1,O=CC=Cc1ccccc1>>OCC=Cc1ccccc1,A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water,"Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama","Tetrahedron Letters (2019), 60(7), 524-529","A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water | Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama | Tetrahedron Letters (2019), 60(7), 524-529",104-55-2,104-54-1,16940-66-2,1034343-98-0,7732-18-5,,,,oxide,,,1,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""104-55-2"", ""smiles"": ""O=CC=Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""104-54-1"", ""yield_pct"": ""92"", ""smiles"": ""OCC=Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1034343-98-0"", ""amd"": ""oxide""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, regioselective, catalyst prepared and used, NaBH4 also acts as catalyst, reusable and recyclable catalyst used",
31-513-CAS-19596506,31-513-CAS-19596506,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,84,,,CC(=O)c1ccccc1,CC(O)c1ccccc1,CC(=O)c1ccccc1>>CC(O)c1ccccc1,A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water,"Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama","Tetrahedron Letters (2019), 60(7), 524-529","A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water | Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama | Tetrahedron Letters (2019), 60(7), 524-529",98-86-2,98-85-1,16940-66-2,1034343-98-0,7732-18-5,,,,oxide,,,1,1,84,,,,,,,"{""1"": 84}","[{""index"": 1, ""cas_rn"": ""98-86-2"", ""smiles"": ""CC(=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""98-85-1"", ""yield_pct"": ""84"", ""smiles"": ""CC(O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1034343-98-0"", ""amd"": ""oxide""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, regioselective, catalyst prepared and used, NaBH4 also acts as catalyst, optimization study, optimized on catalyst and its stoichiometry, time and temperature, reusable and recyclable catalyst used",
31-513-CAS-19596507,31-513-CAS-19596507,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,92,,,CC(=O)c1ccc(Cl)cc1,CC(O)c1ccc(Cl)cc1,CC(=O)c1ccc(Cl)cc1>>CC(O)c1ccc(Cl)cc1,A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water,"Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama","Tetrahedron Letters (2019), 60(7), 524-529","A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water | Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama | Tetrahedron Letters (2019), 60(7), 524-529",99-91-2,3391-10-4,16940-66-2,1034343-98-0,7732-18-5,,,,oxide,,,1,1,92,,,,,,,"{""1"": 92}","[{""index"": 1, ""cas_rn"": ""99-91-2"", ""smiles"": ""CC(=O)c1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""3391-10-4"", ""yield_pct"": ""92"", ""smiles"": ""CC(O)c1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1034343-98-0"", ""amd"": ""oxide""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, regioselective, catalyst prepared and used, NaBH4 also acts as catalyst, reusable and recyclable catalyst used",
31-513-CAS-19596508,31-513-CAS-19596508,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,89,,,CC(=O)c1ccccc1Cl,CC(O)c1ccccc1Cl,CC(=O)c1ccccc1Cl>>CC(O)c1ccccc1Cl,A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water,"Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama","Tetrahedron Letters (2019), 60(7), 524-529","A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water | Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama | Tetrahedron Letters (2019), 60(7), 524-529",2142-68-9,13524-04-4,16940-66-2,1034343-98-0,7732-18-5,,,,oxide,,,1,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""2142-68-9"", ""smiles"": ""CC(=O)c1ccccc1Cl""}]","[{""index"": 1, ""cas_rn"": ""13524-04-4"", ""yield_pct"": ""89"", ""smiles"": ""CC(O)c1ccccc1Cl""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1034343-98-0"", ""amd"": ""oxide""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, regioselective, catalyst prepared and used, NaBH4 also acts as catalyst, reusable and recyclable catalyst used",
31-513-CAS-19596509,31-513-CAS-19596509,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,89,,,O=CCCc1ccccc1,OCCCc1ccccc1,O=CCCc1ccccc1>>OCCCc1ccccc1,A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water,"Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama","Tetrahedron Letters (2019), 60(7), 524-529","A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water | Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama | Tetrahedron Letters (2019), 60(7), 524-529",104-53-0,122-97-4,16940-66-2,1034343-98-0,7732-18-5,,,,oxide,,,1,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""104-53-0"", ""smiles"": ""O=CCCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""122-97-4"", ""yield_pct"": ""89"", ""smiles"": ""OCCCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1034343-98-0"", ""amd"": ""oxide""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, regioselective, catalyst prepared and used, NaBH4 also acts as catalyst, reusable and recyclable catalyst used",
31-513-CAS-19596510,31-513-CAS-19596510,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,90,,,O=C(c1ccccc1)C(F)(F)F,OC(c1ccccc1)C(F)(F)F,O=C(c1ccccc1)C(F)(F)F>>OC(c1ccccc1)C(F)(F)F,A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water,"Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama","Tetrahedron Letters (2019), 60(7), 524-529","A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water | Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama | Tetrahedron Letters (2019), 60(7), 524-529",434-45-7,340-05-6,16940-66-2,1034343-98-0,7732-18-5,,,,oxide,,,1,1,90,,,,,,,"{""1"": 90}","[{""index"": 1, ""cas_rn"": ""434-45-7"", ""smiles"": ""O=C(c1ccccc1)C(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""340-05-6"", ""yield_pct"": ""90"", ""smiles"": ""OC(c1ccccc1)C(F)(F)F""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1034343-98-0"", ""amd"": ""oxide""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, regioselective, catalyst prepared and used, NaBH4 also acts as catalyst, reusable and recyclable catalyst used",
31-513-CAS-19596511,31-513-CAS-19596511,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,89,,,CCC(=O)c1ccc(Cl)cc1,CCC(O)c1ccc(Cl)cc1,CCC(=O)c1ccc(Cl)cc1>>CCC(O)c1ccc(Cl)cc1,A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water,"Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama","Tetrahedron Letters (2019), 60(7), 524-529","A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water | Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama | Tetrahedron Letters (2019), 60(7), 524-529",6285-05-8,13856-85-4,16940-66-2,1034343-98-0,7732-18-5,,,,oxide,,,1,1,89,,,,,,,"{""1"": 89}","[{""index"": 1, ""cas_rn"": ""6285-05-8"", ""smiles"": ""CCC(=O)c1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""13856-85-4"", ""yield_pct"": ""89"", ""smiles"": ""CCC(O)c1ccc(Cl)cc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1034343-98-0"", ""amd"": ""oxide""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, regioselective, catalyst prepared and used, NaBH4 also acts as catalyst, reusable and recyclable catalyst used",
31-513-CAS-19596512,31-513-CAS-19596512,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,88,,,O=C(CBr)c1ccccc1,OC(CBr)c1ccccc1,O=C(CBr)c1ccccc1>>OC(CBr)c1ccccc1,A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water,"Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama","Tetrahedron Letters (2019), 60(7), 524-529","A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water | Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama | Tetrahedron Letters (2019), 60(7), 524-529",70-11-1,2425-28-7,16940-66-2,1034343-98-0,7732-18-5,,,,oxide,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""70-11-1"", ""smiles"": ""O=C(CBr)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""2425-28-7"", ""yield_pct"": ""88"", ""smiles"": ""OC(CBr)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1034343-98-0"", ""amd"": ""oxide""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, regioselective, catalyst prepared and used, NaBH4 also acts as catalyst, reusable and recyclable catalyst used",
31-513-CAS-19596513,31-513-CAS-19596513,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,86,,,O=C(CO)c1ccccc1,OCC(O)c1ccccc1,O=C(CO)c1ccccc1>>OCC(O)c1ccccc1,A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water,"Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama","Tetrahedron Letters (2019), 60(7), 524-529","A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water | Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama | Tetrahedron Letters (2019), 60(7), 524-529",582-24-1,93-56-1,16940-66-2,1034343-98-0,7732-18-5,,,,oxide,,,1,1,86,,,,,,,"{""1"": 86}","[{""index"": 1, ""cas_rn"": ""582-24-1"", ""smiles"": ""O=C(CO)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""93-56-1"", ""yield_pct"": ""86"", ""smiles"": ""OCC(O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1034343-98-0"", ""amd"": ""oxide""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, regioselective, catalyst prepared and used, NaBH4 also acts as catalyst, reusable and recyclable catalyst used",
31-513-CAS-19596514,31-513-CAS-19596514,Reaction_20251106_1651.rdf,NaBH4 carbonyl reductions,80,,,O=C(c1ccccc1)c1ccccc1,OC(c1ccccc1)c1ccccc1,O=C(c1ccccc1)c1ccccc1>>OC(c1ccccc1)c1ccccc1,A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water,"Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama","Tetrahedron Letters (2019), 60(7), 524-529","A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water | Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama | Tetrahedron Letters (2019), 60(7), 524-529",119-61-9,91-01-0,16940-66-2,1034343-98-0,7732-18-5,,,,oxide,,,1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""119-61-9"", ""smiles"": ""O=C(c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""91-01-0"", ""yield_pct"": ""80"", ""smiles"": ""OC(c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1034343-98-0"", ""amd"": ""oxide""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, regioselective, catalyst prepared and used, NaBH4 also acts as catalyst, reusable and recyclable catalyst used",
31-513-CAS-19596515,31-513-CAS-19596515,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,86,,,O=C(c1ccccc1)C(O)c1ccccc1,OC(c1ccccc1)C(O)c1ccccc1,O=C(c1ccccc1)C(O)c1ccccc1>>OC(c1ccccc1)C(O)c1ccccc1,A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water,"Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama","Tetrahedron Letters (2019), 60(7), 524-529","A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water | Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama | Tetrahedron Letters (2019), 60(7), 524-529",119-53-9,492-70-6,16940-66-2,1034343-98-0,7732-18-5,,,,oxide,,,1,1,86,,,,,,,"{""1"": 86}","[{""index"": 1, ""cas_rn"": ""119-53-9"", ""smiles"": ""O=C(c1ccccc1)C(O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""492-70-6"", ""yield_pct"": ""86"", ""smiles"": ""OC(c1ccccc1)C(O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1034343-98-0"", ""amd"": ""oxide""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, regioselective, catalyst prepared and used, NaBH4 also acts as catalyst, reusable and recyclable catalyst used",
31-513-CAS-19596516,31-513-CAS-19596516,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,85,,,CCC(=O)c1ccccc1,CCC(O)c1ccccc1,CCC(=O)c1ccccc1>>CCC(O)c1ccccc1,A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water,"Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama","Tetrahedron Letters (2019), 60(7), 524-529","A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water | Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama | Tetrahedron Letters (2019), 60(7), 524-529",93-55-0,93-54-9,16940-66-2,1034343-98-0,7732-18-5,,,,oxide,,,1,1,85,,,,,,,"{""1"": 85}","[{""index"": 1, ""cas_rn"": ""93-55-0"", ""smiles"": ""CCC(=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""93-54-9"", ""yield_pct"": ""85"", ""smiles"": ""CCC(O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1034343-98-0"", ""amd"": ""oxide""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, regioselective, catalyst prepared and used, NaBH4 also acts as catalyst, reusable and recyclable catalyst used",
31-513-CAS-19596517,31-513-CAS-19596517,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,88,,,CC(=O)c1ccc(C)cc1,Cc1ccc(C(C)O)cc1,CC(=O)c1ccc(C)cc1>>Cc1ccc(C(C)O)cc1,A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water,"Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama","Tetrahedron Letters (2019), 60(7), 524-529","A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water | Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama | Tetrahedron Letters (2019), 60(7), 524-529",122-00-9,536-50-5,16940-66-2,1034343-98-0,7732-18-5,,,,oxide,,,1,1,88,,,,,,,"{""1"": 88}","[{""index"": 1, ""cas_rn"": ""122-00-9"", ""smiles"": ""CC(=O)c1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""536-50-5"", ""yield_pct"": ""88"", ""smiles"": ""Cc1ccc(C(C)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1034343-98-0"", ""amd"": ""oxide""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, regioselective, catalyst prepared and used, NaBH4 also acts as catalyst, reusable and recyclable catalyst used",
31-513-CAS-19596518,31-513-CAS-19596518,Reaction_20251106_1651.rdf,NaBH4 carbonyl reductions,80,,,CC(=O)c1ccccc1Br,CC(O)c1ccccc1Br,CC(=O)c1ccccc1Br>>CC(O)c1ccccc1Br,A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water,"Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama","Tetrahedron Letters (2019), 60(7), 524-529","A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water | Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama | Tetrahedron Letters (2019), 60(7), 524-529",2142-69-0,5411-56-3,16940-66-2,1034343-98-0,7732-18-5,,,,oxide,,,1,1,80,,,,,,,"{""1"": 80}","[{""index"": 1, ""cas_rn"": ""2142-69-0"", ""smiles"": ""CC(=O)c1ccccc1Br""}]","[{""index"": 1, ""cas_rn"": ""5411-56-3"", ""yield_pct"": ""80"", ""smiles"": ""CC(O)c1ccccc1Br""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1034343-98-0"", ""amd"": ""oxide""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, regioselective, catalyst prepared and used, NaBH4 also acts as catalyst, reusable and recyclable catalyst used",
31-513-CAS-19596519,31-513-CAS-19596519,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,84,,,CC(=O)c1ccc(Br)cc1,CC(O)c1ccc(Br)cc1,CC(=O)c1ccc(Br)cc1>>CC(O)c1ccc(Br)cc1,A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water,"Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama","Tetrahedron Letters (2019), 60(7), 524-529","A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water | Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama | Tetrahedron Letters (2019), 60(7), 524-529",99-90-1,5391-88-8,16940-66-2,1034343-98-0,7732-18-5,,,,oxide,,,1,1,84,,,,,,,"{""1"": 84}","[{""index"": 1, ""cas_rn"": ""99-90-1"", ""smiles"": ""CC(=O)c1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""5391-88-8"", ""yield_pct"": ""84"", ""smiles"": ""CC(O)c1ccc(Br)cc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1034343-98-0"", ""amd"": ""oxide""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, regioselective, catalyst prepared and used, NaBH4 also acts as catalyst, reusable and recyclable catalyst used",
31-513-CAS-19596520,31-513-CAS-19596520,Reaction_20251106_1651 (2).rdf,NaBH4 carbonyl reductions,86,,,COc1ccc(C(C)=O)cc1,COc1ccc(C(C)O)cc1,COc1ccc(C(C)=O)cc1>>COc1ccc(C(C)O)cc1,A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water,"Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama","Tetrahedron Letters (2019), 60(7), 524-529","A novel carbocatalytic hydride transfer strategy for efficient reduction of structurally different aldehydes and ketones in water | Rai, Vijai K.; Mahata, Suhasini; Bhardiya, Smita R.; Shukla, Prashant; Rai, Ankita; Singh, Manorama | Tetrahedron Letters (2019), 60(7), 524-529",100-06-1,3319-15-1,16940-66-2,1034343-98-0,7732-18-5,,,,oxide,,,1,1,86,,,,,,,"{""1"": 86}","[{""index"": 1, ""cas_rn"": ""100-06-1"", ""smiles"": ""COc1ccc(C(C)=O)cc1""}]","[{""index"": 1, ""cas_rn"": ""3319-15-1"", ""yield_pct"": ""86"", ""smiles"": ""COc1ccc(C(C)O)cc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""1034343-98-0"", ""amd"": ""oxide""}]","[{""index"": 1, ""cas_rn"": ""7732-18-5""}]","chemoselective, regioselective, catalyst prepared and used, NaBH4 also acts as catalyst, reusable and recyclable catalyst used",
