reaction_id,yield,z_score,reactant_1,reactant_2,catalyst,ligand,base,additive,condensation_agent,other_reagent,solvent,Is_Intramolecular,reaction_smiles,spectator_groups,reference
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,87,0.0,Ar-SO2NHR,H-Alkenyl,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)/Cuprous chloride",PPh3,,,,2446-83-5/O2,THF/H2O,False,CNS(=O)(=O)c1ccccc1[N+](=O)[O-].C=CCC[C@](/C=C/CC)(CCO)c1ccc(OC)c(OC)c1>>CC/C=C/[C@@](CCC(C)=O)(CCN(C)S(=O)(=O)c1ccccc1[N+](=O)[O-])c1ccc(OC)c(OC)c1,SO2R / SR / NO2 / NR2 / Sulfonamide / Dienophile / C=C / OR / Any-Dienophile / Motif-C=C,"Organic Chemistry Frontiers (2015), 2(4), 328-335"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,91,0.41,H-Alkenyl,,"Copper(II) chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,Dioxane,True,C=CCc1c(C(=O)c2ccc(OC)cc2)ccc(OC)c1OC>>COc1ccc(C(=O)c2ccc(OC)c(OC)c2CC(C)=O)cc1,COR / OR,"Journal of Organic Chemistry (2016), 81(20), 9836-9847"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,90,0.0,H-Alkenyl,,"Copper(II) chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,Dioxane,True,C=CCc1c(C=O)ccc(OC)c1OC>>COc1ccc(C=O)c(CC(C)=O)c1OC,CHO / OR,"Journal of Organic Chemistry (2016), 81(20), 9836-9847"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,86,0.0,H-Alkenyl,,"Copper(II) chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,Dioxane,True,C=CCc1c(C=O)ccc(OC)c1OCCCC>>CCCCOc1c(OC)ccc(C=O)c1CC(C)=O,CHO / OR,"Journal of Organic Chemistry (2016), 81(20), 9836-9847"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,87,0.0,H-Alkenyl,,"Cuprous chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,DMF/H2O,True,C=CC[C@H]1O[C@H](C)CC[C@@H]1OC(=O)c1ccc([N+](=O)[O-])cc1>>CC(=O)C[C@H]1O[C@H](C)CC[C@@H]1OC(=O)c1ccc([N+](=O)[O-])cc1,CO2R / NO2 / NR2 / OR,"Tetrahedron Letters (2016), 57(39), 4368-4370"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,90,0.71,H-Alkenyl,,Copper(II) chloride/Silver nitrite/Bis(benzonitrile)palladium chloride,,,,,O2,MeNO2/t-BuOH,True,C=CCC(C)(C(=O)OCC)C(=O)OCC>>CCOC(=O)C(C)(CCC=O)C(=O)OCC.CCOC(=O)C(C)(CC(C)=O)C(=O)OCC,CO2R / Ester,"Journal of the American Chemical Society (2016), 138(40), 13179-13182"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,76,-0.71,H-Alkenyl,,Copper(II) chloride/Bis(benzonitrile)palladium chloride,,,,,O2/542-56-3,MeNO2/t-BuOH,True,C=CCC(C)(C(=O)OCC)C(=O)OCC>>CCOC(=O)C(C)(CCC=O)C(=O)OCC.CCOC(=O)C(C)(CC(C)=O)C(=O)OCC,CO2R / Ester,"Journal of the American Chemical Society (2016), 138(40), 13179-13182"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,81,0.0,H-Alkenyl,,Copper(II) chloride/Silver nitrite/Bis(benzonitrile)palladium chloride,,,,,O2,MeNO2/t-BuOH,True,C=CCC(C)(C#N)C(=O)OCC>>CCOC(=O)C(C)(C#N)CCC=O,CO2R / Ester / CN,"Journal of the American Chemical Society (2016), 138(40), 13179-13182"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,89,0.0,H-Alkenyl,,Copper(II) chloride/Silver nitrite/Bis(benzonitrile)palladium chloride,,,,,O2,MeNO2/t-BuOH,True,C=CCC(C)(C#N)C#N>>CC(C#N)(C#N)CCC=O,CN,"Journal of the American Chemical Society (2016), 138(40), 13179-13182"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,87,0.0,H-Alkenyl,,Copper(II) chloride/Silver nitrite/Bis(benzonitrile)palladium chloride,,,,,O2,MeNO2/t-BuOH,True,C=CCC(C)(CO[Si](C)(C)C(C)(C)C)C(=O)OCC>>CCOC(=O)C(C)(CCC=O)CO[Si](C)(C)C(C)(C)C,CO2R / Ester / Si / OR,"Journal of the American Chemical Society (2016), 138(40), 13179-13182"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,80,0.0,H-Alkenyl,,Copper(II) chloride/Silver nitrite/Bis(benzonitrile)palladium chloride,,,,,O2,MeNO2/t-BuOH,True,C=CC[C@]1(C)CCc2ccccc2C1=O>>C[C@@]1(CCC=O)CCc2ccccc2C1=O,COR,"Journal of the American Chemical Society (2016), 138(40), 13179-13182"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,75,0.0,H-Alkenyl,,Copper(II) chloride/Silver nitrite/Bis(benzonitrile)palladium chloride,,,,,O2,MeNO2/t-BuOH,True,C=C[C@@H](c1ccccc1)[C@]1(C(=O)OCC)CCc2ccccc2C1=O>>CCOC(=O)[C@@]1([C@@H](CC=O)c2ccccc2)CCc2ccccc2C1=O.CCOC(=O)[C@@]1([C@@H](C(C)=O)c2ccccc2)CCc2ccccc2C1=O,COR / CO2R / Ester,"Journal of the American Chemical Society (2016), 138(40), 13179-13182"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,74,0.0,H-Alkenyl,,Copper(II) chloride/Silver nitrite/Bis(benzonitrile)palladium chloride,,,,,O2,MeNO2/t-BuOH,True,C=CCOC(=O)C1(C)CCc2ccccc2C1=O>>CC1(C(=O)OCCC=O)CCc2ccccc2C1=O,COR / CO2R / Ester,"Journal of the American Chemical Society (2016), 138(40), 13179-13182"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,85,0.0,H-Alkenyl,,Copper(II) chloride/Silver nitrite/Bis(benzonitrile)palladium chloride,,,,,O2,MeNO2/t-BuOH,True,C=CC(C)(C)C(=O)c1ccccc1>>CC(=O)C(C)(C)C(=O)c1ccccc1.CC(C)(CC=O)C(=O)c1ccccc1,COR,"Journal of the American Chemical Society (2016), 138(40), 13179-13182"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,74,0.0,H-Alkenyl,,"Copper(II) chloride/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,NaCl,,HCl/O2,H2O/DMF,True,C=CCC(C)(C(=O)OCC)C(=O)OCC>>CCOC(=O)C(C)(CC(C)=O)C(=O)OCC,CO2R / Ester,"Journal of the American Chemical Society (2016), 138(40), 13179-13182"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,78,0.0,H-Alkenyl,,Copper(II) chloride/Silver nitrite/Bis(benzonitrile)palladium chloride,,,,,O2,H2O/MeNO2/t-BuOH,True,C=CC[C@@H]1OC(=O)[C@]1(CC=C(C)C)C(OC)OC>>COC(OC)[C@@]1(CC=C(C)C)C(=O)O[C@H]1CCC=O,Dienophile / C=C / CO2R / Ester / OR / Any-Dienophile / Motif-C=C,"Organic Letters (2016), 18(23), 5971-5973"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,78,-0.21,H-Alkenyl,,Pd(OAc)2,,,TFA,,O2,DMSO/H2O,True,C=CC1CCCCC1>>CC(=O)C1CCCCC1,,"Organic Letters (2014), 16(6), 1610-1613"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,82,-0.27,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry",,,,,Hydrogen peroxide/H2SO4,MeCN/H2O,True,C=Cc1ccc(Cl)cc1>>CC(=O)c1ccc(Cl)cc1,Cl / X,"Synlett (2017), 28(5), 607-610"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,90,0.45,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry",,,,,Hydrogen peroxide/H2SO4,MeCN/H2O,True,C=Cc1ccc(F)cc1>>CC(=O)c1ccc(F)cc1,F / X,"Synlett (2017), 28(5), 607-610"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,95,0.69,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry",,,,,Hydrogen peroxide/H2SO4,MeCN/H2O,True,C=Cc1ccc(C)cc1>>CC(=O)c1ccc(C)cc1,,"Synlett (2017), 28(5), 607-610"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,89,0.23,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry",,,,,Hydrogen peroxide/H2SO4,MeCN/H2O,True,C=Cc1ccc(OC)cc1>>COc1ccc(C(C)=O)cc1,OR,"Synlett (2017), 28(5), 607-610"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,80,-1.15,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry",,,,,Hydrogen peroxide/H2SO4,MeCN/H2O,True,C=Cc1ccc(CCl)cc1>>CC(=O)c1ccc(CCl)cc1,Cl / X,"Synlett (2017), 28(5), 607-610"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,88,0.25,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry",,,,,Hydrogen peroxide/H2SO4,MeCN/H2O,True,C=Cc1ccc(C(C)(C)C)cc1>>CC(=O)c1ccc(C(C)(C)C)cc1,,"Synlett (2017), 28(5), 607-610"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,86,0.12,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry",,,,,Hydrogen peroxide/H2SO4,MeCN/H2O,True,C=Cc1ccc(CC)cc1>>CCc1ccc(C(C)=O)cc1,,"Synlett (2017), 28(5), 607-610"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,85,0.06,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry",,,,,Hydrogen peroxide/H2SO4,MeCN/H2O,True,C=Cc1ccc(C(C)C)cc1>>CC(=O)c1ccc(C(C)C)cc1,,"Synlett (2017), 28(5), 607-610"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,82,-0.13,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry",,,,,Hydrogen peroxide/H2SO4,MeCN/H2O,True,C=Cc1ccc(C)cc1C>>CC(=O)c1ccc(C)cc1C,,"Synlett (2017), 28(5), 607-610"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,71,-0.66,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry",,,,,Hydrogen peroxide/H2SO4,MeCN/H2O,True,C=CCCCC>>CCCCC(C)=O,,"Synlett (2017), 28(5), 607-610"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,94,0.61,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry",,,,,Hydrogen peroxide/H2SO4,MeCN/H2O,True,C=Cc1ccccc1>>CC(=O)c1ccccc1,,"Synlett (2017), 28(5), 607-610"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,96,0.72,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry/Cuprous chloride",,,,,O2,EtOH/H2O,True,C=Cc1ccccc1>>CC(=O)c1ccccc1,,"RSC Advances (2013), 3(37), 16296-16299"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,91,0.43,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry/Cuprous chloride",,,,,O2,EtOH/H2O,True,C=Cc1ccc(C)cc1>>CC(=O)c1ccc(C)cc1,,"RSC Advances (2013), 3(37), 16296-16299"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,97,0.81,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry/Cuprous chloride",,,,,O2,EtOH/H2O,True,C=Cc1ccccc1C>>CC(=O)c1ccccc1C,,"RSC Advances (2013), 3(37), 16296-16299"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,93,0.56,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry/Cuprous chloride",,,,,O2,EtOH/H2O,True,C=Cc1cccc(C)c1>>CC(=O)c1cccc(C)c1,,"RSC Advances (2013), 3(37), 16296-16299"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,98,0.88,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry/Cuprous chloride",,,,,O2,EtOH/H2O,True,C=Cc1c(C)cc(C)cc1C>>CC(=O)c1c(C)cc(C)cc1C,,"RSC Advances (2013), 3(37), 16296-16299"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,90,0.29,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry/Cuprous chloride",,,,,O2,EtOH/H2O,True,C=Cc1ccc(OC)cc1>>COc1ccc(C(C)=O)cc1,OR,"RSC Advances (2013), 3(37), 16296-16299"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,90,0.66,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry/Cuprous chloride",,,,,O2,EtOH/H2O,True,C=Cc1ccc(Cl)cc1>>CC(=O)c1ccc(Cl)cc1,Cl / X,"RSC Advances (2013), 3(37), 16296-16299"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,80,-0.5,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry/Cuprous chloride",,,,,O2,EtOH/H2O,True,C=Cc1cccc(Cl)c1>>CC(=O)c1cccc(Cl)c1,Cl / X,"RSC Advances (2013), 3(37), 16296-16299"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,96,1.16,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry/Cuprous chloride",,,,,O2,EtOH/H2O,True,C=Cc1ccc(F)cc1>>CC(=O)c1ccc(F)cc1,F / X,"RSC Advances (2013), 3(37), 16296-16299"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,88,0.6,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry/Cuprous chloride",,,,,O2,EtOH/H2O,True,C=Cc1ccc(Br)cc1>>CC(=O)c1ccc(Br)cc1,Br / X,"RSC Advances (2013), 3(37), 16296-16299"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,78,-0.21,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry/Cuprous chloride",,,,,O2,EtOH/H2O,True,C=CCCCCCCCC>>CCCCCCCCC(C)=O,,"RSC Advances (2013), 3(37), 16296-16299"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,98,0.84,H-Alkenyl,,"Palladium,oncarbon,Type87L,dry/Cuprous chloride",,,,,O2,EtOH/H2O,True,C=Cc1ccccc1>>CC(=O)c1ccccc1.O=CCc1ccccc1,,"RSC Advances (2013), 3(37), 16296-16299"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,78,-0.08,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,106-51-4/HCl,MeOH/H2O,True,C=CCc1ccc2c(c1)OCO2>>CC(=O)Cc1ccc2c(c1)OCO2,OR,"Forensic Science International (2015), 248140-147"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,75,0.0,H-Alkenyl,,Tetrapropylammonium perruthenate,,,,,O2/694-53-1/Kieselguhr/7529-22-8/14324-99-3,MeOH/MeCN/DCM,True,COC(=O)C[C@@H](C)[C@@H](O[Si](C)(C)C(C)(C)C)[C@]1(CO[Si](C)(C)C(C)(C)C)C=Cc2c(OC)cccc2O1>>COC(=O)C[C@@H](C)[C@@H](O[Si](C)(C)C(C)(C)C)[C@]1(CO[Si](C)(C)C(C)(C)C)CC(=O)c2c(OC)cccc2O1,OR / CO2R / Ester / acidic / Si,"Chemistry - A European Journal (2017), 23(10), 2299-2302"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,94,0.61,H-Alkenyl,,"Fe3O4/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,Hydrogen peroxide,DMAc/H2O,True,C=Cc1ccccc1>>CC(=O)c1ccccc1,,"RSC Advances (2015), 5(59), 47617-47620"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,73,-0.85,H-Alkenyl,,"Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)/Cuprous chloride",,,,,O2/HCl,DMF/H2O,True,C=CCC[C@H]1CC(=O)[C@@](C)(C(=O)OC)C1(C)C>>COC(=O)[C@]1(C)C(=O)C[C@H](CCC(C)=O)C1(C)C,CO2R / Ester / acidic / COR,"Chemistry - A European Journal (2017), 23(13), 3178-3183"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,80,0.0,H-Alkenyl,,Pd(OAc)2,,,,,DMP,MeCN/H2O,True,C=CC(CCCCCC)OCOC>>CCCCCCC(OCOC)C(C)=O,OR,"Journal of Organic Chemistry (2016), 81(5), 2113-2121"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,70,0.0,H-Alkenyl,,"Cu(OAc)2/Palladium(II)chloride,solution,Pd9.0-w/w(cont.Pd)",,,,,O2,MeCN/H2O,True,COc1cc2c(c(OC)c1OC)C1=C[C@H]3O[C@@]1(C=C[C@H]3OC)[C@@H](NC(C)=O)CC2>>COc1cc2c(c(OC)c1OC)C1=C[C@H]3O[C@@]1(CC(=O)[C@H]3OC)[C@@H](NC(C)=O)CC2,C=C / Dienophile / Cyclohexene / OR / Amide / CONHR / acidic / Any-Dienophile / Motif-C=C,"Organic Letters (2017), 19(17), 4612-4615"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,94,0.71,H-Alkenyl,,FeCl2,,Potassium Fluoride,,,O2/9004-73-3,EtOH,True,OC/C=C/c1ccccc1>>O=C(CCO)c1ccccc1,OH / OR,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,94,1.13,H-Alkenyl,,FeCl2,,Potassium Fluoride,,,O2/9004-73-3,EtOH,True,C=Cc1ccc(Cl)cc1>>CC(=O)c1ccc(Cl)cc1,Cl / X,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,81,-0.38,H-Alkenyl,,FeCl2,,Potassium Fluoride,,,O2/9004-73-3,EtOH,True,C=Cc1cccc(Cl)c1>>CC(=O)c1cccc(Cl)c1,Cl / X,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,78,-0.73,H-Alkenyl,,FeCl2,,Potassium Fluoride,,,O2/9004-73-3,EtOH,True,C=Cc1ccccc1Cl>>CC(=O)c1ccccc1Cl,Cl / X,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,77,-0.54,H-Alkenyl,,FeCl2,,Potassium Fluoride,,,O2/9004-73-3,EtOH,True,C=Cc1ccc(Br)cc1>>CC(=O)c1ccc(Br)cc1,Br / X,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,95,1.33,H-Alkenyl,,FeCl2,,Potassium Fluoride,,,O2/9004-73-3,EtOH,True,C=Cc1cccc(Br)c1>>CC(=O)c1cccc(Br)c1,Br / X,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,82,0.58,H-Alkenyl,,FeCl2,,,,,O2/9004-73-3,EtOH,True,C=Cc1ccc(C(=O)O)cc1>>CC(=O)c1ccc(C(=O)O)cc1,Acid / CO2H,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,86,0.58,H-Alkenyl,,FeCl2,,Potassium Fluoride,,,O2/9004-73-3,EtOH,True,C=Cc1ccc(CCl)cc1>>CC(=O)c1ccc(CCl)cc1,Cl / X,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,88,0.25,H-Alkenyl,,FeCl2,,Potassium Fluoride,,,O2/9004-73-3,EtOH,True,C=Cc1ccc(C(C)(C)C)cc1>>CC(=O)c1ccc(C(C)(C)C)cc1,,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,78,-0.39,H-Alkenyl,,FeCl2,,Potassium Fluoride,,,O2/9004-73-3,EtOH,True,C=Cc1cc(C)ccc1C>>CC(=O)c1cc(C)ccc1C,,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,82,0.0,H-Alkenyl,,FeCl2,,Potassium Fluoride,,,O2/9004-73-3,EtOH,True,C=Cc1ccc(COc2ccccc2C=O)cc1>>CC(=O)c1ccc(COc2ccccc2C=O)cc1,CHO / OR,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,80,0.0,H-Alkenyl,,FeCl2,,Potassium Fluoride,,,O2/9004-73-3,EtOH,True,C=Cc1ccc(COC(=O)c2cc(I)ccc2F)cc1>>CC(=O)c1ccc(COC(=O)c2cc(I)ccc2F)cc1,CO2R / F / X / I,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,86,0.0,H-Alkenyl,,FeCl2,,,,,O2/9004-73-3,EtOH,True,C=Cc1ccc(COC(=O)c2ccccc2[N+](=O)[O-])cc1>>CC(=O)c1ccc(COC(=O)c2ccccc2[N+](=O)[O-])cc1,CO2R / NO2 / NR2,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,88,-0.08,H-Alkenyl,,FeCl2,,Potassium Fluoride,,,O2/9004-73-3,EtOH,True,C=Cc1ccc(OC(C)=O)cc1>>CC(=O)Oc1ccc(C(C)=O)cc1,Ester / CO2R / acidic,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,87,0.0,H-Alkenyl,,FeCl2,,,,,O2/9004-73-3,EtOH,True,C=Cc1ccc(O)cc1>>CC(=O)c1ccc(O)cc1,OH / OR,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,90,0.29,H-Alkenyl,,FeCl2,,Potassium Fluoride,,,O2/9004-73-3,EtOH,True,C=Cc1ccc(OC)cc1>>COc1ccc(C(C)=O)cc1,OR,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,85,1.39,H-Alkenyl,,FeCl2,,Potassium Fluoride,,,O2/9004-73-3,EtOH,True,C=Cc1ccncc1>>CC(=O)c1ccncc1,Pyridine,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,91,0.0,H-Alkenyl,,FeCl2,,Potassium Fluoride,,,O2/9004-73-3,EtOH,True,C=Cc1ccc(B(O)O)cc1>>CC(=O)c1ccc(B(O)O)cc1,B(OH)2 / OH,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,80,0.0,H-Alkenyl,,FeCl2,,,,,O2/9004-73-3,EtOH,True,C=Cc1ccc(C(=O)OCC[Si](C)(C)C)cc1>>CC(=O)c1ccc(C(=O)OCC[Si](C)(C)C)cc1,CO2R / Si,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,78,-0.29,H-Alkenyl,,FeCl2,,Potassium Fluoride,,,O2/9004-73-3,EtOH,True,C=Cc1ccc(P(=O)(c2ccccc2)c2ccccc2)cc1>>CC(=O)c1ccc(P(=O)(c2ccccc2)c2ccccc2)cc1,,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,71,-1.14,H-Alkenyl,,Fe(acac)2,,NH3,,,O2/9004-73-3,t-BuOH,True,C=CCCc1ccccc1>>CC(=O)CCc1ccccc1,,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,90,0.0,H-Alkenyl,,Fe(acac)2,,NH3,,,998-30-1/O2,t-BuOH,True,ClC/C=C/c1ccccc1>>O=C(CCCl)c1ccccc1,Cl / X,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,88,0.27,H-Alkenyl,,FeCl2,,Potassium Fluoride,,,O2/9004-73-3,EtOH,True,CCOP(=O)(C/C=C/c1ccccc1)OCC>>CCOP(=O)(CCC(=O)c1ccccc1)OCC,,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,93,0.56,H-Alkenyl,,FeCl2,,Potassium Fluoride,,,O2/9004-73-3,EtOH,True,C1=Cc2ccccc2C1>>O=C1CCc2ccccc21,,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,85,0.06,H-Alkenyl,,FeCl2,,Potassium Fluoride,,,O2/9004-73-3,EtOH,True,C1=Cc2ccccc2CC1>>O=C1CCCc2ccccc21,,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,77,0.0,H-Alkenyl,,FeCl2,,Potassium Fluoride,,,O2/9004-73-3,EtOH,True,CC(=O)/C=C/c1ccccc1>>CC(=O)CC(=O)c1ccccc1,COR / acidic,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,80,0.0,H-Alkenyl,,FeCl2,,Potassium Fluoride,,,O2/9004-73-3,EtOH,True,CC(=O)/C=C/c1cccs1>>CC(=O)CC(=O)c1cccs1,COR / acidic / Thiophene,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,85,0.58,H-Alkenyl,,FeCl2,,Potassium Fluoride,,,O2/9004-73-3,EtOH,True,COC(=O)/C=C/c1ccccc1>>COC(=O)CC(=O)c1ccccc1,CO2R,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
Wacker_oxidation_Alkene__ketone_PdCl2_CuCl_O2,70,0.0,H-Alkenyl,,Fe(acac)2,,,,,O2/9004-73-3,t-BuOH,True,C=C[C@]1(C)C[C@@H](OC(=O)COS(=O)(=O)c2ccc(C)cc2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O>>CC(=O)[C@]1(C)C[C@@H](OC(=O)COS(=O)(=O)c2ccc(C)cc2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,CO2R / Ester / acidic / COR / OH / OR / SO2R / SR,"Angewandte Chemie, International Edition (2017), 56(41), 12712-12717"
