material_id,condition_group_id,centroid_similarity,assignment_margin,assignment_status,observation_count,exact_recipe_id_count,condition_display,parse_warnings
CMAT1:bf4f194201d644c7bae34e9ac79bacf028702b1ae2e98b4391ce538083099d0d,CGPOC1:328eb6ea3a6a3efe1fd667b7813413f9c1a0b1e8a6edb25d87ce9991a7d50f15,0.924706,0.143393,supported,1,1,K2CO3 [base]; CuI [catalyst]; BTMPO [ligand]; iPrOAc [solvent],
CMAT1:bf4f481bea86c8b82fecc3ac2e530d9eae8c8c6f238b062129f93e1a1aaca1f6,CGPOC1:5594475f5c90fdb08db72e40e024871bd5a934cf1935d4910ea6330c1021e0c1,0.898291,0.092911,provisional,28,12,Na2CO3 [base]; PPh3)2PdCl2 [catalyst]; PPh3 [ligand]; THF [solvent]; water [solvent],
CMAT1:bf50bfa21c156bfa61e2c628ac53c5bcea18b11c1c8322f6dfca42027326023d,CGPOC1:8188e0cc6b55abd32c601f8ae652ea5fd96dbd1705a55feaf9930fbb244f47cb,0.847528,0.101635,provisional,1,1,Na2CO3 [base]; iPrOH [solvent]; MeOH [solvent]; water [solvent]; No ligand,
CMAT1:bf50d7a7b088ade3ff3db373df7a53ca271c6d43cf8527779206e57a4c2119f4,CGPOC1:1bce4b9ba74326b3f3062188d1e7acaa760784446b67ee1d445c91f64f92570f,0.996607,0.155625,supported,2,2,K3PO4 [base]; Cu(MeCN)4BF4 [catalyst]; bpy [ligand]; tAmOH [solvent],
CMAT1:bf51a8a46ffef8117167e2a0650b08f90351b49231c829985e310c1e25853992,CGPOC1:7a12ad2dd044196907bb91e3a0c2306ad09a24502675374c04f4e50223de43ef,0.828744,0.030855,provisional,1,1,KOH [base]; DPEPhosPdCl2 [catalyst]; DPEPhos [ligand]; BuOH [solvent]; water [solvent],
CMAT1:bf53620d6125d6a8a4b1fc0a1580939ca122bc75f0a27686ca917021e39a2ef4,CGPOC1:5fe5e2ff8917bcf819356d850eb741feb2f7f11c4d4b66d7b361716c7c6b54c4,0.948484,0.077003,supported,1,1,KOtPent [base]; QPhos Pd(crotyl)Cl [catalyst]; QPhos [ligand]; anisole [solvent],
CMAT1:bf5586cae96ee6427c409bdc467e05d72bdb53caf6ecaa050215d05809a6b924,CGPOC1:e26a207071de017717710d40a5770248ddaebd2d2d1cc0c95eb7ac486bb700aa,0.934219,0.060681,supported,1,1,HFIP [additive]; KOAc [additive]; (Ru(p-cymene)Cl2)2 [catalyst]; MeTHF [solvent]; water [solvent]; No ligand,
CMAT1:bf58558c7cf39ce380607c2f2045b24a7c2e24dffc5c5dc54693c280f0e8a306,CGPOC1:d0b982b6da53929f646cfffce9e659da6fab8872d71e0f694c6943e591fc7223,0.956149,0.12645,supported,2,2,K3PO4 [base]; rac-BINAP Pd G3 [catalyst]; BINAP [ligand]; EtOH [solvent]; water [solvent],
CMAT1:bf5b852c2d999a58cc6a3f7262af4fbc8b88870eafa64779eec27117c5c33b45,CGPOC1:26dbd3f1556df3b1b420605138035726c6a2b64a6e574640d24f3229c2f16b92,0.946263,0.035771,provisional,1,1,Na2CO3 [base]; BippyPhos Pd(allyl)OTf [catalyst]; BippyPhos [ligand]; water [solvent],
CMAT1:bf5c837e2dd3978e59e3f6f6e0c8d85377c8baeceff56bb3f010e3d2a2785fc0,CGPOC1:3cac7e1f4ab157104ecedcd7348d93219ae09c056155fa5809c6aedd07075185,0.885723,0.039886,provisional,1,1,"Brij 35, TBAC [additive]; Cs2CO3 [base]; DPEPhos Pd(allyl)Cl [catalyst]; DPEPhos [ligand]; tAmOH [solvent]",
CMAT1:bf6291d6e84094baecc8255f72cdf0ce40d7356457d84b77e453c64f9a45153e,CGPOC1:6252c8c3db1db55fd48ea00611ba8c479bdcad2ce266c85a31a96eeb16339d0d,0.930996,0.106109,supported,1,1,Potassium 2-ethylhexanoate [base]; TrixiePhos Pd G3 [catalyst]; TrixiePhos [ligand]; MeCN [solvent],
CMAT1:bf6376ca39bd020f290d10ff91251cb1ea7422ddafd60868738930f96a1a2cbf,CGPOC1:969d4870164072fe4ff55d41c7e2c0e4c2fe174cd3783c8540b4be49361664ba,0.955382,0.107581,supported,3,3,KOtBu [base]; meCgPPh Pd G3 [catalyst]; meCgPPh [ligand]; PhMe [solvent],
CMAT1:bf68622eecbfd5bd12800905cbe5388f275a6008d72bd968b8a3482a3979074f,CGPOC1:f25ada27b91bb52008934d8b71fe858aebbddeb3b33b34338fc0298789d68321,0.942979,0.16742,supported,1,1,K3PO4 [base]; GPhos Pd G6 Br [catalyst]; GPhos [ligand]; ethylene glycol [solvent]; water [solvent],
CMAT1:bf6c3e349d06ea380f3e13bc970260d6bd6f3d7869e9ec4c3e21aca88b8e66c3,CGPOC1:40b0bfa82324646b2a9a921db075ae520b037af69e1c4c7b0d5abb654702c367,0.915666,0.04856,provisional,1,1,KF [base]; P(tBu)3 Pd G6 [catalyst]; P(tBu)3 [ligand]; PhMe [solvent],
CMAT1:bf6d00dfe31ef3b86944e46b167fcb358d9e699756adc01dc0692e8264c27d4c,CGPOC1:40b0bfa82324646b2a9a921db075ae520b037af69e1c4c7b0d5abb654702c367,0.940783,0.030547,provisional,1,1,TBAB [additive]; K3PO4 [base]; P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand]; MeOH [solvent]; PhMe [solvent]; water [solvent],
CMAT1:bf70c2fa8211f432c485792df49b352f42b4586fc967f4e4795fab62143e8547,CGPOC1:e2f5768a2ed7b7768a4b323180f6cb2b3318ea81a68c92c90e01fdbe393328fb,0.91154,0.031266,provisional,1,1,AmPhos Pd(crotyl)Cl [catalyst]; AmPhos [ligand]; DMF [solvent]; MeTHF [solvent],
CMAT1:bf750c5706999efcf3907e34a640cadad041040d16abb6fda7c053baf2d6653e,CGPOC1:26dbd3f1556df3b1b420605138035726c6a2b64a6e574640d24f3229c2f16b92,0.963063,0.04588,provisional,5,4,LiHMDS [base]; BippyPhos Pd(allyl)OTf [catalyst]; BippyPhos [ligand]; tAmOH [solvent],
CMAT1:bf75a9be787ad1eaa19b9e8901fbe1734c842895907012fc081f6f74005aab73,CGPOC1:880c9aeee67a3239fe74a08e31811d98e7db55745d98d43a76e74cf40c798c16,0.934407,0.015512,review,1,1,Octanoic acid [additive]; XPhos Pd(crotyl)Cl [catalyst]; XPhos [ligand]; DMF [solvent]; PhMe [solvent],
CMAT1:bf77f111cd05441158b02736f8eb2a0acb4c439b4461cee35eb46cb08dfe946e,CGPOC1:686531e155bc49bc787be036a2fa3749cb1fa7eda19e3f85ce65e044aa6b5e2d,0.842794,0.037116,provisional,1,1,Cs2CO3 [base]; XPhos Pd G4 [catalyst]; XPhos [ligand]; CPME [solvent],
CMAT1:bf7dbfc1247b0e3c498d4f95bc1c478ad3b5309542dfdd08755b49682072e5da,CGPOC1:39b1e864ba5dd8fe674f41458fd62bf5ece65abd9de70ff991857a373c9f2539,0.91785,0.049499,provisional,1,1,MeOH [additive]; Na2CO3 [base]; meCgPPh Pd G3 [catalyst]; meCgPPh [ligand]; PhMe [solvent],
CMAT1:bf7f2328cd496b90dfef9139ceee7be152c05fd8786389f884a4a3984038b5a7,CGPOC1:c1f795b902e6aba4050a4b470efaecca4fe8c43ff1e6511d5603953e9d9fe183,0.98406,0.103532,supported,1,1,NEt3 [base]; AdBrettPhosPd G6 Br [catalyst]; Ad-BrettPhos [ligand]; CPME [solvent],
CMAT1:bf8091699de43cad34c8a96865627f217809c26aebfb38c714d2f81b220d7d98,CGPOC1:01427864544811a2318d10cfbe7e373f5e69f0461bcadf096ea248734f6ec649,0.943609,0.072572,supported,1,1,TBAB [additive]; Potassium 2-ethylhexanoate [base]; MeOH [solvent]; tAmOH [solvent]; No ligand,
CMAT1:bf81eac8318a669d8b6ab3ca83c090566f6def805dd8626c673f07a43ed9bd6b,CGPOC1:a7fc7d1ff4d73dd8311b586eba0c866daa7bdb870e8c356e7908e453cf879308,0.948555,0.036357,provisional,3,3,Cs2CO3 [base]; AmPhos Pd(crotyl)Cl [catalyst]; AmPhos [ligand]; Propionitrile [solvent],
CMAT1:bf82bc4afe21212ddf5277c24dd7b1ead5bcfbab0ff401c56ea1b1e76aa555b7,CGPOC1:b884d24e69e4a5195ed02eea2e4487b11b1f85a7c96cee40cabb2350d42f396a,0.948579,0.171968,supported,1,1,"1,2-dibromoethane [additive]; Pd-PEPPSI-IHept Cl 3-chloropyridine [catalyst]; IHept Cl [ligand]; MeTHF [solvent]",
CMAT1:bf8498b4dfe73ade3f94484d096111602b4cc16d020c95f78a013050642cb5ba,CGPOC1:d5204693db07c70118c0d170cdff2ba90e2cb16bd53eba8ee257da25a2f958a0,0.867219,0.111353,provisional,1,1,HOPO [additive]; NMI [base]; DIC [coupling_reagent]; MeTHF [solvent]; water [solvent]; No ligand,
CMAT1:bf893f19b9b975efbf9ad0d349e727039fec74a3cf6099f0decfc9a721250858,CGPOC1:2806f2e3c48b7f612b803b663f009d49ec29f576a076d2b125b31b1fa2e1d24a,0.941,0.077228,supported,1,1,CsF [base]; DPEPhos Pd(allyl)Cl [catalyst]; DPEPhos [ligand]; Dioxane [solvent],
CMAT1:bf8b7cd75f4a9d660d25f9ceabdad5a1eb831100ad6b7508a176ff4f7bb1ef5e,CGPOC1:0346cd3588d52c249e521461b5fac04d640c4cc0fb1a920ffe01908bf13268a6,0.944095,0.173962,supported,2,1,Octanoic acid [additive]; pyridine [base]; NiBr2-glyme [catalyst]; dtbpy [ligand]; tAmOH [solvent],
CMAT1:bf8be149c950afdec606c864969241babb53c607861a3f8cbbccf08de31631a8,CGPOC1:5fe5e2ff8917bcf819356d850eb741feb2f7f11c4d4b66d7b361716c7c6b54c4,0.914763,0.079694,supported,9,8,K2CO3 [base]; QPhos Pd(crotyl)Cl [catalyst]; QPhos [ligand]; MeCN [solvent],
CMAT1:bf8dbfefc6d6b6f9659a445335b1bc457c9f243b2e05a3ba2964313706941fa4,CGPOC1:761f0ee19dbefb182630686dbdfff964e419f86d842de4b4b13fdd58bc18b31b,0.863208,0.075713,provisional,3,1,TBAB [additive]; NaOtBu [base]; Pd-PEPPSI-IPent Cl 3-chloropyridine [catalyst]; IPENT Cl [ligand]; tAmOH [solvent],
CMAT1:bf9139eb666beb83b24c8d03df0a0ddacd555e6d3a5ec4cee6676c5587616c03,CGPOC1:e5adf913b0f1c9a75358706dce540cabdfc8b71eeec6dca7159242cc4bcfca71,0.891043,0.102105,provisional,2,2,KOH [base]; XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; DMSO [solvent]; water [solvent],
CMAT1:bf96f001516092a5336338cd92a162250feae5b0ad740f67cd7e2a37b1d33c6e,CGPOC1:7166754b427fb11b6e57f56b8644d80bde907ac0fa29428afd750d086fdf05e1,0.922029,0.027194,provisional,1,1,dppf Pd G3 [catalyst]; dppf [ligand]; DMAc [solvent],
CMAT1:bf9ee0a1a5ba904e1e680390202f6059821da378a1af03961d4a26a4432c4293,CGPOC1:6619a1f62f1ec986b20d221df3960b813af8e67347bf78dadec2da51453f2bae,0.883373,0.130099,provisional,1,1,water [additive]; CsF [base]; dppf Pd G3 [catalyst]; dppf [ligand]; MeTHF [solvent],
CMAT1:bfa84887d1c728b00ce99834f9a41c60456555b006122f28558971b9a2f06aa0,CGPOC1:921fe99cbed269c7982bfc028206c2e24b2074d2f160d6a07215d6c92fc321b0,0.932326,0.060946,supported,1,1,NaOtBu [base]; CuI [catalyst]; NFO [ligand]; tAmOH [solvent],
CMAT1:bfa8a4dd76a1792225641e5934e4e251fdd7ff7267170e631f98418fa8666a52,CGPOC1:2a2bc4e0410e6461d2c67a0ccf774b6e8cca862cce4c34cb17adedacd739f3c2,0.930545,0.083157,supported,1,1,water [additive]; Cs2CO3 [base]; AlphosPd)2cod [catalyst]; AlPhos [ligand]; TBME [solvent],
CMAT1:bfadc9e1b6ff84bedd4701340abdd34e853643120e708017be49cc0c08f5e761,CGPOC1:86b170fc78a366c972876e7ac282ea26a809105c568c5bb6e3b06b69d0d9bbf2,0.913058,0.095344,supported,1,1,DBU [base]; Cu2O [catalyst]; BTMO [ligand]; BuOH [solvent]; DMSO [solvent],
CMAT1:bfb12b8677deafbd4b65b1c22fcaad7bf4f05506a8f030c0b087b87021e608fc,CGPOC1:cb7f48e940f9466cffddb78b1f5b9d90343d96d2fa0519431fb9d76dcc6862fa,0.83248,0.147547,provisional,1,1,MeOH [additive]; Na2CO3 [base]; P(tBu)2Ph)2PdCl2 [catalyst]; P(tBu)2Ph [ligand]; PhMe [solvent],
CMAT1:bfb615e078bd0420037fc8133db1651912786093a043318ae8aa20b14f244ad1,CGPOC1:8fdca7f23c3a4704e95937c456fa141762e9f03f5e455dd861a75a5f7af8e7c8,0.928731,0.084704,supported,2,2,Na2CO3 [base]; tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand]; CPME [solvent]; water [solvent],
CMAT1:bfb6c5e29db34e2538ea37367dec992a47fc60dffd6f79ec72ce073176e83ed3,CGPOC1:b93f3c6e9f4f4015907aa00436e3bdf10c39c21a511a353583762a5d607871aa,0.906239,0.101779,supported,4,1,DBU [base]; RuPhos Pd G4 [catalyst]; RuPhos [ligand]; Dioxane [solvent],
CMAT1:bfb7e085f2023d4c62480509c0a245ea7a5447ad9c95389e3360b0876120cb9d,CGPOC1:ff0da3cffc400d409eae992020f3fbe7e03a5bf0f9008a97a91750ebeb0a8bce,0.928157,0.001606,review,1,1,K3PO4 [base]; tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand]; NMP [solvent]; PhMe [solvent],
CMAT1:bfb7ff0b38ccd9f7124aeae1217f8a8e502575a768c537807d44b2988a5d0705,CGPOC1:3897c274eca555a06d862fffd5dd59b8949d513e01918fe9a428a611ea8f4174,0.97838,0.188503,supported,1,1,LiHMDS [base]; CuI [catalyst]; BTMPO [ligand]; MeTHF [solvent],
CMAT1:bfba30bf7d588710eaff85ec07190f065fe90dca54a862864f2aa83aba136155,CGPOC1:c1a1f4ea3503cee8a0516d6362e92ce0e52715cd8358dfc6b3c0b6ae9799d21f,0.842371,0.058764,provisional,4,4,K3PO4 [base]; IPent Pd(tBuInd)Cl] [catalyst]; IPent [ligand]; tAmOH [solvent]; water [solvent],
CMAT1:bfbefa4ae0da056c7e08d4fc4370e53efd3ae15b0167084ed369ba673551a026,CGPOC1:d5204693db07c70118c0d170cdff2ba90e2cb16bd53eba8ee257da25a2f958a0,0.988967,0.080597,supported,1,1,HOPO [additive]; EDC [coupling_reagent]; TBME [solvent]; No ligand,
CMAT1:bfbf8a50a8ff33de1b49b9dde7b2499b28c347766f28bba30cda6af82b84e402,CGPOC1:701b4168d6fc10cb3e5d2e7cd32db389e3ee6c4225ed962909ec852fd417dd2d,0.931355,0.042971,provisional,6,4,DIPEA [base]; P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand]; tAmOH [solvent],
CMAT1:bfc2037afc5af02bb9a0122da5f5b9d135c484bea4101038a2cbd3bab3fe5486,CGPOC1:2b2243d922db4221e1eaa5d38007584dfda7eac738492897a96ce1d9fb8449c0,0.88831,0.095033,provisional,1,1,KOH [base]; [Pd(allyl)(Me4-tBu-XPhos)]OTf [catalyst]; Me4tBuXPhos [ligand]; tAmOH [solvent]; water [solvent],
CMAT1:bfc3906b288216b4158fc4620f4dd1b3f090570bff29e18451409f403904120c,CGPOC1:a018384ca6d14db9d17d526d2e77d7e4c78e13caafc10530ef77bbbcad9ac57e,0.881643,0.045681,provisional,1,1,LiBr [additive]; TMPMgCl.LiCl [base]; di-IodobisP(tBu)3 Pd2 [catalyst]; THF [solvent]; No ligand,
CMAT1:bfc69ce6d58b13cf73a6efb6b67511fc0eeb15f01efa6db501e509b6f16d8d47,CGPOC1:b7beaaa817d56b53b7706060b6d823898027fd5ce849778db701692cd4338298,0.984259,0.089098,supported,1,1,TMEDA [additive]; dppfPdCl2 [catalyst]; dppf [ligand]; ethylene glycol [solvent],
CMAT1:bfc747819bbff188a31831229f9e5b22e284569d832e23a31660fa27901b2e55,CGPOC1:b41f01691cab4e4369799eb4bc92102dcb392d90e6b380fb6eb0d71ee41ab60e,0.928207,0.150845,supported,1,1,LiBr [additive]; NaHMDS [base]; AdBrettPhosPd G6 Br [catalyst]; Ad-BrettPhos [ligand]; anisole [solvent],
CMAT1:bfc96b3fab6bcd4661bf773ab69c1110ad313162db61a1f2638e0975908d10f1,CGPOC1:b884d24e69e4a5195ed02eea2e4487b11b1f85a7c96cee40cabb2350d42f396a,0.918816,0.149218,supported,1,1,Octanoic acid [additive]; VPhos Pd G4 [catalyst]; VPhos [ligand]; Brij 35 [solvent]; MeTHF [solvent],
CMAT1:bfcb4166795b96490fa8c50f00f5e7a40147879349cf5c2d4114be9353a6c0d0,CGPOC1:3cac7e1f4ab157104ecedcd7348d93219ae09c056155fa5809c6aedd07075185,0.849279,0.097499,provisional,1,1,"Brij 35, TBAC [additive]; K3PO4 [base]; DPEPhos Pd(allyl)Cl [catalyst]; DPEPhos [ligand]; tAmOH [solvent]; water [solvent]",
CMAT1:bfccf1a34822c68e580fc2397f04550d09e8757c5d7b28257f4d37359d4a292e,CGPOC1:595b4dc37781b7df8c6bf6c307afd164c58323d6d5c8e0b45e06d0eefe488bc8,0.867605,0.047195,provisional,1,1,Brij 35 [additive]; NaHCO3 [base]; dtbpfPdCl2 [catalyst]; dtbpf [ligand]; MeTHF [solvent]; water [solvent],
CMAT1:bfcd53575b711cedc8b6bd2b2d76d0220c89e3bdb25e342deef3fbba77b7a45a,CGPOC1:dcc41b87a4de9adb5507f26f942932840e904001f50ab353da83927fb182a8c9,0.99684,0.141482,supported,3,2,Cs2CO3 [base]; tBu)PhCPhos Pd G3 [catalyst]; t-Bu)PhCPhos [ligand]; tAmOH [solvent],
CMAT1:bfcdbc35c1e362fa384655f57663d62a44c734a1df9253108a03bacbd4488af6,CGPOC1:561a6d5c6426f1d64bc5e3e1ef4002247962d6f3980823f900e999131779826b,0.952247,0.073074,supported,1,1,KOtBu [base]; AmPhos2PdCl2 [catalyst]; AmPhos [ligand]; PhMe [solvent],
CMAT1:bfcf2d7cc644d8d880eee8ca1d8929602003dadb4064e2902031af5016e42175,CGPOC1:69d567895a18e9ccf6564c6b6e9ba09ae46bc7e56c2c3b0399b79f004ed7dfe0,0.947945,0.079158,supported,1,1,TMG [base]; JosiphosSL-J009-1 Pd G3 [catalyst]; JosiphosSL-J009-1 [ligand]; MeTHF [solvent],
CMAT1:bfd21fbac341ebd8f10bbf7dc5cf127b65e454e46de7c4b69c99fe44485028d2,CGPOC1:ca1a4a4506f8e491f6fdc438ea84b181a3539275833ccfc73bfa0419245d07a3,0.911847,0.019767,review,1,1,Na2CO3 [base]; dtbpfPdCl2 [catalyst]; dtbpf [ligand]; MeOH [solvent]; PhMe [solvent]; water [solvent],
CMAT1:bfd25270082c12d131b284c601757026d5169cdd60d6fd5c712973484d92e4e2,CGPOC1:3088850d070a95cbc97de0a083dda8bb9fb03cb0b375d10eb575028d3e9f15ce,0.96941,0.139018,supported,1,1,Potassium 2-ethylhexanoate [additive]; NaHCO3 [base]; (DiMeIHept Cl) Pd(cinnamyl)Cl [catalyst]; DiMeIHept Cl [ligand]; water [solvent]; xylenes [solvent],
CMAT1:bfd2cff544dc01b2bc71c0246a7dfe267bc66bfe308e219b97da0d02fdc8b892,CGPOC1:a4c3cff26775ce5d46d9eebe28546245df01ae966329d005f8c3084c29e929a2,0.936405,0.05972,supported,1,1,Zinc acetate [base]; XPhos Pd(crotyl)Cl [catalyst]; XPhos [ligand]; MeCN [solvent],
CMAT1:bfd43d41933e6f57565bade655904156c7db8d29c23762cfa27d79a349152a2e,CGPOC1:fb3b1f364dc4a7cf96f785710d6b48f4209eba4c27ef13a4fe440a40b32abe27,0.954265,0.125918,supported,1,1,NaOtBu [base]; GPhos Pd G6 Br [catalyst]; GPhos [ligand]; PhCN [solvent],
CMAT1:bfd6a32fc958f21740a1ee417999cc979d94d77725db9521e2782136587f62f6,CGPOC1:e9ba19f7f1685a36c1d549de0abdc24c711f166e08dde9d5527cb634b885c1f6,0.967421,0.041515,provisional,6,3,"LiI [additive]; pyridine [base]; (4,4-dtbbpy)NiCl2 [catalyst]; MeTHF [solvent]; No ligand",
CMAT1:bfd6de773c1f5f3339c53e18feffa2bb44b9d66ebbe869ed48f46c75d90ba1ba,CGPOC1:aed9191fb35f0c3c6207f1adacd855abcd7cf3d53fb2721f490c7b9248892e4d,0.860617,0.100897,provisional,1,1,water [additive]; Cs2CO3 [base]; Dioxane [solvent]; No ligand,
CMAT1:bfd83acd39323524d24193000bfaefc673a64afd84beae883bec5f5d8e12eb57,CGPOC1:6710d1e5ff9c50fac49c17d9999345264b7a2e0c4d62a814181df81cf5c4f7f9,0.993622,0.112566,supported,2,2,NMI [base]; PivCl [coupling_reagent]; THF [solvent]; No ligand,
CMAT1:bfdd9c855846ae9ce844e280e4c4619f0986fa30e33d00999390eadb0381be40,CGPOC1:4a096b3e74e3fa650005e560d963a6cea4c9e1538a63a9995cf797adb35d5ca5,0.959135,0.142248,supported,1,1,NMM [base]; CDMT [coupling_reagent]; acetone [solvent]; water [solvent]; No ligand,
CMAT1:bfddb8fb7d4af259aae76d5100d86db4f110b6ecf6ed9f7fc09d74166bcd26a3,CGPOC1:7196e8aea013873a7f46e260ecf29c641d9b04bb1f6d6004b8337bdafd8a950c,0.914039,0.083536,supported,1,1,TMSOK [base]; TrixiePhos Pd G3 [catalyst]; TrixiePhos [ligand]; tAmOH [solvent],
CMAT1:bfdfe04c4824fe6f96ffc3c3a54db96a9ba6f20bf7c62b13c2de48ff2dd4a94c,CGPOC1:f6b6adf5cc7cf1b2bf70f3026db9553b23f9e1587c865168b78725f38239ed91,0.85558,0.057081,provisional,1,1,KOtBu [base]; NaOtBu [base]; PyBrOP [coupling_reagent]; THF [solvent]; No ligand,
CMAT1:bfe1010503771205fc3c40785b86eb17b677047d7d86cbab2ee2095625e84ba1,CGPOC1:0be47927c44ceff6ae71a3acc42e27dc565e25605945f546f37fc037c0c563cf,0.887405,0.128651,provisional,1,1,NaH [base]; Brij 35 [solvent]; CPME [solvent]; No ligand,
CMAT1:bfed8d3a6639972183d348a8b75ccc370f4c0fa7868c5d6cb0603736ed0ececc,CGPOC1:0be47927c44ceff6ae71a3acc42e27dc565e25605945f546f37fc037c0c563cf,0.971561,0.162892,supported,1,1,NMM [base]; DMPU [solvent]; ethylene glycol [solvent]; No ligand,
CMAT1:bff474abd0e6ccf7318402a6f6769bb6efd2521ce57135aed98db8c6d388672f,CGPOC1:cab445ad04cf2d03a77423db81b4f597daed19b3c7d7fc0869dcb8a2ba8cc883,0.906234,0.06564,supported,1,1,water [additive]; Cs2CO3 [base]; (CyMPhos)PdCl2 [catalyst]; CyMPhos [ligand]; MeTHF [solvent],
CMAT1:bff50bf7c74667d26d9b21bd8ef38727015e43e5bbde03f525b4771adf32d543,CGPOC1:c211e1861a5d04189a281d97721f34eb1529791c57595e445f20d3fac67654fb,0.83868,0.055121,provisional,1,1,"NEt3 [base]; CataCXiumA Pd(allyl)Cl, Copper(I) thiophene-2-carboxylate [catalyst]; CataCXiumA [ligand]; DMSO [solvent]",
CMAT1:bff7a16851abcbd56026ad99837c5757b1d1d403cc452c6baf794e45adb30b70,CGPOC1:042d9126ef4be45169b267f8f8bbeb1b25da1d811a2394220b30bd9b5435424e,0.951634,0.070733,supported,9,1,KOtBu [base]; SPhos Pd(crotyl)Cl [catalyst]; SPhos [ligand]; tAmOH [solvent],
CMAT1:bff7a1bdd8289f3b79259aaebf22eca2b8edec511af7ca12039c51642799d4de,CGPOC1:6252c8c3db1db55fd48ea00611ba8c479bdcad2ce266c85a31a96eeb16339d0d,0.976349,0.144339,supported,1,1,"KOAc [base]; Pd(OAc)2 [catalyst]; cBRIDP, Missing [ligand]; MeCN [solvent]",
CMAT1:bff913a9358efbbdabfd374dda4a270df76a60b26d4d5b7931c5f0274e2fc7a5,CGPOC1:26dbd3f1556df3b1b420605138035726c6a2b64a6e574640d24f3229c2f16b92,0.96754,0.044956,provisional,1,1,TMSOK [base]; BippyPhos Pd(allyl)OTf [catalyst]; BippyPhos [ligand]; tAmOH [solvent],
CMAT1:bffbfbc80726cb256f50ad8ece0fd707bf8a303d8ed3b2c25e21d94799236a11,CGPOC1:826ab51bb086342943c5c4634dc459b71f9c074e5d3720140a42924443f92a34,0.902489,0.024496,provisional,1,1,water [additive]; K2CO3 [base]; JosiphosSL-J009-1 Pd G3 [catalyst]; JosiphosSL-J009-1 [ligand]; MeCN [solvent],
CMAT1:c0072506a192f1b5c2c01c8a1c4540903ddec6b0b1fb4e37ad061c1c9b09fa07,CGPOC1:0e005e4b97c3d8559e245ed55ff58320b48baef0c8a314b10777aaf0d1d7d56d,0.851604,0.027023,provisional,1,1,Na2CO3 [base]; P(tBu)2Ph)2PdCl2 [catalyst]; P(tBu)2Ph [ligand]; Dioxane [solvent],
CMAT1:c00f24337b83a50280c8c1c9a2d92e317c9c8c7a64c21e30e32bb61f4cdc25e0,CGPOC1:6e1e47a7f39369aa081a25f9ec8c2e52741ccdf6a924fa1a4984ab5dfa5b7fcd,0.80497,0.003647,review,1,1,Cs2CO3 [base]; Me4tBuXPhos Pd G3 [catalyst]; Me4tBuXPhos [ligand]; Dioxane [solvent]; water [solvent],
CMAT1:c010d24ed147520f473487fe49ad1602e1450ea248f325bf3ac2ee8f1b325851,CGPOC1:93263d44a7e0d836381a2905a22ecc19b91c3704ff53ca94103caca4c8571e46,0.925972,0.066239,supported,1,1,NaOtBu [base]; XantPhos Pd(allyl)Cl [catalyst]; XantPhos [ligand]; Xantphos [ligand]; MeTHF [solvent],
CMAT1:c0120ac34f868c2d6d91dca05d27d0b80c91ae2d1c0d1eaeb32d3bf0d11733ce,CGPOC1:e116b0ae23f9114db155bdad7a3fb094181325c2ff1d10bda82636ab61a9ac63,0.905789,0.108428,supported,2,2,"NEt3 [base]; Cu(MeCN)4BF4, XPhos Pd(crotyl)Cl [catalyst]; XPhos [ligand]; DMF [solvent]",
CMAT1:c0124154e696935b7a8dbc90a21ff8d8bb5f82fc490b332a7b06daddbbc3347a,CGPOC1:0cba06ec1cd339dabe72f1136dc642a98d8b55f09d71d8b0451962afb43e969f,0.749789,0.058764,review,1,1,water [additive]; KOH [base]; P(Cy)3 Pd(crotyl)Cl [catalyst]; P(Cy)3 [ligand]; iPrOH [solvent]; water [solvent],
CMAT1:c0190e974fd3e0304259eb2ff9409f8921754f59d9555a7e178bd079f7f0107b,CGPOC1:cfe836ba73fe5fbfaf83f2fa361f5b3a0d841885ab97971d9c3d80a5c815897d,0.953798,0.066462,supported,1,1,HFIP [additive]; iPrOH [solvent]; No ligand,
CMAT1:c01afd62c6e4cdc2eef194c2bfde5073cebdca4d2e36a81aeaad13584cfb8dc7,CGPOC1:7617e36cb778ef5960462ede9e648ff1ddc13600d035e82eb1baefe1a10736d7,0.85066,0.086546,provisional,1,1,Sodium trifluoroacetate [additive]; DBU [base]; MorDalphos Pd G3 [catalyst]; PyBrOP [coupling_reagent]; MorDalphos [ligand]; PhMe [solvent],
CMAT1:c01c2ac1bf2f07e7b13ed9bfca18acb399e562ad42833263ed5ecccc5582e90a,CGPOC1:706e29d9879b98739ccd1b0551da103f95d3580356bfcab56a47761467ac2a48,0.997751,0.110198,supported,1,1,OxymaPure [additive]; NMM [base]; EDC [coupling_reagent]; MeCN [solvent]; No ligand,
