Reaction_Key,Is_Intramolecular,Reactant_A_Type,Reactant_B_Type,Product_Type,All_Reactant_Motifs,All_Product_Motifs,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
Any-Hydrazine|Ar-Br -> Ar-AromN || None,False,"Any-Hydrazine,Ar-Hydrazine","Ar-Br,Ar-X,Ar-CHO,Any-CHO","Ar-AromN,Any-AromN",Any-CHO|Any-Hydrazine|Ar-Br|Ar-CHO|Ar-Hydrazine|Ar-X,Any-AromN|Ar-AromN,92.0,NNc1ccccc1.O=Cc1ccccc1Br>>c1ccc(-n2ncc3ccccc32)cc1,2832920-74-6,,Cs2CO3,DMF,,,,0.0
Any-Hydrazine|Ar-Br -> Ar-AromN || Ar-Br|Ar-X,False,"Any-Hydrazine,Ar-Hydrazine","Ar-Br,Ar-X,Ar-CHO,Any-CHO","Ar-Br,Ar-X,Ar-AromN,Any-AromN",Any-CHO|Any-Hydrazine|Ar-Br|Ar-CHO|Ar-Hydrazine|Ar-X,Any-AromN|Ar-AromN|Ar-Br|Ar-X,96.0,NNc1ccccc1.O=Cc1cc(Br)ccc1Br>>Brc1ccc2c(cnn2-c2ccccc2)c1,2832920-74-6,,Cs2CO3,DMF,,,,0.0
Ar-Br|Ar-X -> Ar-AromN || Ar-Cl|Ar-X,False,"Ar-Cl,Ar-X,Any-Hydrazine,Ar-Hydrazine","Ar-Br,Ar-X,Ar-CHO,Any-CHO","Ar-Cl,Ar-X,Ar-AromN,Any-AromN",Any-CHO|Any-Hydrazine|Ar-Br|Ar-CHO|Ar-Cl|Ar-Hydrazine|Ar-X,Any-AromN|Ar-AromN|Ar-Cl|Ar-X,97.0,NNc1ccc(Cl)cc1.O=Cc1ccccc1Br>>Clc1ccc(-n2ncc3ccccc32)cc1,2832920-74-6,,Cs2CO3,DMF,,,,0.0
Ar-Br|Ar-Hydrazine -> Ar-AromN || Alkyl-OR|Any-OR|Ar-OR,False,"Ar-Br,Ar-X,Ar-CHO,Any-CHO","Ar-OR,Alkyl-OR,Any-OR,Ar-Hydrazine,Any-Hydrazine","Ar-AromN,Any-AromN,Ar-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-CHO|Any-Hydrazine|Any-OR|Ar-Br|Ar-CHO|Ar-Hydrazine|Ar-OR|Ar-X,Alkyl-OR|Any-AromN|Any-OR|Ar-AromN|Ar-OR,92.0,O=Cc1ccccc1Br.COc1cccc(NN)c1>>COc1cccc(-n2ncc3ccccc32)c1,2832920-74-6,,Cs2CO3,DMF,,,,0.7071067811865475
Ar-Br|Ar-Hydrazine -> Ar-AromN || Ar-R,False,"Ar-R,Ar-Hydrazine,Any-Hydrazine","Ar-Br,Ar-X,Ar-CHO,Any-CHO","Ar-R,Ar-AromN,Any-AromN",Any-CHO|Any-Hydrazine|Ar-Br|Ar-CHO|Ar-Hydrazine|Ar-R|Ar-X,Any-AromN|Ar-AromN|Ar-R,95.0,Cc1ccc(NN)cc1.O=Cc1ccccc1Br>>Cc1ccc(-n2ncc3ccccc32)cc1,2832920-74-6,,Cs2CO3,DMF,,,,0.7071067811865476
Ar-Br|Ar-Hydrazine -> Ar-AromN || Alkyl-OR|Any-OR|Ar-OR|Ar-R,False,"Ar-R,Ar-Hydrazine,Any-Hydrazine","Ar-Br,Ar-X,Ar-CHO,Any-CHO,Ar-OR,Alkyl-OR,Any-OR","Ar-R,Ar-AromN,Any-AromN,Ar-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-CHO|Any-Hydrazine|Any-OR|Ar-Br|Ar-CHO|Ar-Hydrazine|Ar-OR|Ar-R|Ar-X,Alkyl-OR|Any-AromN|Any-OR|Ar-AromN|Ar-OR|Ar-R,98.0,Cc1ccc(NN)cc1.COc1ccc(Br)c(C=O)c1>>COc1ccc2c(cnn2-c2ccc(C)cc2)c1,2832920-74-6,,Cs2CO3,DMF,,,,0.5773502691896245
Ar-Br|Ar-Hydrazine -> Ar-AromN || Alkyl-OR|Any-OR|Ar-OR,False,"Ar-Br,Ar-X,Ar-CHO,Any-CHO,Ar-OR,Alkyl-OR,Any-OR","Ar-OR,Alkyl-OR,Any-OR,Ar-Hydrazine,Any-Hydrazine","Ar-AromN,Any-AromN,Ar-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-CHO|Any-Hydrazine|Any-OR|Ar-Br|Ar-CHO|Ar-Hydrazine|Ar-OR|Ar-X,Alkyl-OR|Any-AromN|Any-OR|Ar-AromN|Ar-OR,88.0,COc1ccc(Br)c(C=O)c1.COc1cccc(NN)c1>>COc1cccc(-n2ncc3cc(OC)ccc32)c1,2832920-74-6,,Cs2CO3,DMF,,,,-0.7071067811865475
Ar-Br|Ar-Hydrazine -> Ar-AromN || Alkyl-OR|Any-OR|Ar-Br|Ar-OR|Ar-X,False,"Ar-OR,Alkyl-OR,Any-OR,Ar-Hydrazine,Any-Hydrazine","Ar-Br,Ar-X,Ar-CHO,Any-CHO","Ar-Br,Ar-X,Ar-AromN,Any-AromN,Ar-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-CHO|Any-Hydrazine|Any-OR|Ar-Br|Ar-CHO|Ar-Hydrazine|Ar-OR|Ar-X,Alkyl-OR|Any-AromN|Any-OR|Ar-AromN|Ar-Br|Ar-OR|Ar-X,90.0,COc1cccc(NN)c1.O=Cc1cc(Br)ccc1Br>>COc1cccc(-n2ncc3cc(Br)ccc32)c1,2832920-74-6,,Cs2CO3,DMF,,,,0.0
Ar-Br|Ar-Hydrazine -> Ar-AromN || Ar-R,False,"Ar-R,Ar-Hydrazine,Any-Hydrazine","Ar-Br,Ar-X,Ar-CHO,Any-CHO","Ar-R,Ar-AromN,Any-AromN",Any-CHO|Any-Hydrazine|Ar-Br|Ar-CHO|Ar-Hydrazine|Ar-R|Ar-X,Any-AromN|Ar-AromN|Ar-R,84.0,Cc1ccc(C)c(NN)c1.O=Cc1ccccc1Br>>Cc1ccc(C)c(-n2ncc3ccccc32)c1,2832920-74-6,,Cs2CO3,DMF,,,,-0.7071067811865476
Ar-Br|Ar-Hydrazine -> Ar-AromN || Alkyl-OR|Any-OR|Ar-OR|Ar-R,False,"Ar-R,Ar-Hydrazine,Any-Hydrazine","Ar-Br,Ar-X,Ar-CHO,Any-CHO,Ar-OR,Alkyl-OR,Any-OR","Ar-R,Ar-AromN,Any-AromN,Ar-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-CHO|Any-Hydrazine|Any-OR|Ar-Br|Ar-CHO|Ar-Hydrazine|Ar-OR|Ar-R|Ar-X,Alkyl-OR|Any-AromN|Any-OR|Ar-AromN|Ar-OR|Ar-R,98.0,Cc1ccc(C)c(NN)c1.COc1ccc(Br)c(C=O)c1>>COc1ccc2c(cnn2-c2cc(C)ccc2C)c1,2832920-74-6,,Cs2CO3,DMF,,,,0.5773502691896245
Ar-Br|Ar-X -> Ar-AromN || Alkyl-OR|Any-OR|Ar-Cl|Ar-OR|Ar-X,False,"Ar-Cl,Ar-X,Any-Hydrazine,Ar-Hydrazine","Ar-Br,Ar-X,Ar-CHO,Any-CHO,Ar-OR,Alkyl-OR,Any-OR","Ar-Cl,Ar-X,Ar-AromN,Any-AromN,Ar-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-CHO|Any-Hydrazine|Any-OR|Ar-Br|Ar-CHO|Ar-Cl|Ar-Hydrazine|Ar-OR|Ar-X,Alkyl-OR|Any-AromN|Any-OR|Ar-AromN|Ar-Cl|Ar-OR|Ar-X,96.0,NNc1ccc(Cl)cc1.COc1ccc(Br)c(C=O)c1>>COc1ccc2c(cnn2-c2ccc(Cl)cc2)c1,2832920-74-6,,Cs2CO3,DMF,,,,0.0
Ar-Br|Ar-X -> Ar-AromN || Ar-Br|Ar-Cl|Ar-X,False,"Ar-Cl,Ar-X,Any-Hydrazine,Ar-Hydrazine","Ar-Br,Ar-X,Ar-CHO,Any-CHO","Ar-Cl,Ar-X,Ar-Br,Ar-AromN,Any-AromN",Any-CHO|Any-Hydrazine|Ar-Br|Ar-CHO|Ar-Cl|Ar-Hydrazine|Ar-X,Any-AromN|Ar-AromN|Ar-Br|Ar-Cl|Ar-X,89.0,NNc1ccc(Cl)cc1.O=Cc1cc(Br)ccc1Br>>Clc1ccc(-n2ncc3cc(Br)ccc32)cc1,2832920-74-6,,Cs2CO3,DMF,,,,0.0
Ar-Br|Ar-NHAr -> Ar-NAr2 || None,False,Ar-NHAr,"Ar-Br,Ar-X",Ar-NAr2,Ar-Br|Ar-NHAr|Ar-X,Ar-NAr2,73.0,c1ccc(Nc2ccccc2)cc1.Brc1c2ccccc2c(Br)c2ccccc12>>c1ccc(N(c2ccccc2)c2c3ccccc3c(N(c3ccccc3)c3ccccc3)c3ccccc23)cc1,Pd(OAc)2,rac-BINAP,NaOtBu,PhMe,,,,-0.7071067811865475
Ar-Br -> Ar-AromN || Ar-Br|Ar-R|Ar-X,False,"Ar-Br,Ar-X,Ar-CHO,Any-CHO","Ar-R,Ar-Br,Ar-X,Ar-Hydrazine,Any-Hydrazine","Ar-R,Ar-Br,Ar-X,Ar-AromN,Any-AromN",Any-CHO|Any-Hydrazine|Ar-Br|Ar-CHO|Ar-Hydrazine|Ar-R|Ar-X,Any-AromN|Ar-AromN|Ar-Br|Ar-R|Ar-X,86.0,O=Cc1ccccc1Br.Cc1cc(Br)ccc1NN>>Cc1cc(Br)ccc1-n1ncc2ccccc21,2832920-74-6,,Cs2CO3,DMF,,,,-0.7071067811865476
Ar-Br|Ar-Hydrazine -> Ar-AromN || Alkyl-OR|Any-OR|Ar-OR|Ar-R,False,"Ar-R,Ar-Hydrazine,Any-Hydrazine","Ar-Br,Ar-X,Ar-CHO,Any-CHO,Ar-OR,Alkyl-OR,Any-OR","Ar-R,Ar-AromN,Any-AromN,Ar-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-CHO|Any-Hydrazine|Any-OR|Ar-Br|Ar-CHO|Ar-Hydrazine|Ar-OR|Ar-R|Ar-X,Alkyl-OR|Any-AromN|Any-OR|Ar-AromN|Ar-OR|Ar-R,91.0,Cc1ccc(NN)c(C)c1.COc1ccc(Br)c(C=O)c1>>COc1ccc2c(cnn2-c2ccc(C)cc2C)c1,2832920-74-6,,Cs2CO3,DMF,,,,-1.1547005383792526
Ar-Br|Ar-NHAr -> Ar-NAr2 || None,False,"Ar-Br,Ar-X",Ar-NHAr,Ar-NAr2,Ar-Br|Ar-NHAr|Ar-X,Ar-NAr2,77.0,Brc1ccc(Br)c2ccccc12.c1ccc(Nc2ccccc2)cc1>>c1ccc(N(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)c3ccccc23)cc1,Pd(OAc)2,rac-BINAP,NaOtBu,PhMe,,,,0.7071067811865475
Ar-I|H-NR2 -> Ar-NR2 || None,False,"H-NR2,Any-NHR","Ar-I,Ar-X","Ar-NR2,Any-NR2",Any-NHR|Ar-I|Ar-X|H-NR2,Any-NR2|Ar-NR2,97.0,C1CCNCC1.Ic1ccccc1>>c1ccc(N2CCCCC2)cc1,Cu(0),,K2CO3,THF,,,,1.2868817700266613
Ar-Br|H-NR2 -> Ar-NR2 || Alkyl-OR|Any-OR|Ar-OR,False,"Ar-Br,Ar-X,Ar-OR,Alkyl-OR,Any-OR","H-NR2,Any-NHR","Ar-NR2,Any-NR2,Ar-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-NHR|Any-OR|Ar-Br|Ar-OR|Ar-X|H-NR2,Alkyl-OR|Any-NR2|Any-OR|Ar-NR2|Ar-OR,93.0,COc1ccc(Br)cc1.C1CCNCC1>>COc1ccc(N2CCCCC2)cc1,Cu(0),,K2CO3,THF,,,,0.0
Ar-I|H-NR2 -> Ar-NR2 || Alkyl-OR|Any-OR|Ar-OR,False,"H-NR2,Any-NHR","Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR","Ar-NR2,Any-NR2,Ar-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-NHR|Any-OR|Ar-I|Ar-OR|Ar-X|H-NR2,Alkyl-OR|Any-NR2|Any-OR|Ar-NR2|Ar-OR,95.0,C1CCNCC1.COc1ccc(I)cc1>>COc1ccc(N2CCCCC2)cc1,Cu(0),,K2CO3,THF,,,,0.0
Ar-Br|H-NR2 -> Ar-NR2 || Ar-Br|Ar-X,False,"Ar-Br,Ar-X","H-NR2,Any-NHR","Ar-Br,Ar-X,Ar-NR2,Any-NR2",Any-NHR|Ar-Br|Ar-X|H-NR2,Any-NR2|Ar-Br|Ar-NR2|Ar-X,95.0,Brc1ccc(Br)cc1.C1CCNCC1>>Brc1ccc(N2CCCCC2)cc1,Cu(0),,K2CO3,THF,,,,0.0
Ar-Br|H-NR2 -> Ar-NR2 || Alkyl-OR|Any-OR|Ar-OR|RCH2-OR,False,"Ar-Br,Ar-X,Ar-OR,Alkyl-OR,Any-OR","H-NR2,Any-NHR,RCH2-OR,Alkyl-OR,Any-OR","Ar-NR2,Any-NR2,Ar-OR,Alkyl-OR,Any-OR,RCH2-OR",Alkyl-OR|Any-NHR|Any-OR|Ar-Br|Ar-OR|Ar-X|H-NR2|RCH2-OR,Alkyl-OR|Any-NR2|Any-OR|Ar-NR2|Ar-OR|RCH2-OR,90.0,COc1ccc(Br)cc1.C1COCCN1>>COc1ccc(N2CCOCC2)cc1,Cu(0),,K2CO3,THF,,,,0.0
Ar-Br|H-NR2 -> Ar-NR2 || Any-NO2|Ar-NO2,False,"H-NR2,Any-NHR","Ar-Br,Ar-X,Ar-NO2,Any-NO2","Ar-NO2,Any-NO2,Ar-NR2,Any-NR2",Any-NHR|Any-NO2|Ar-Br|Ar-NO2|Ar-X|H-NR2,Any-NO2|Any-NR2|Ar-NO2|Ar-NR2,98.0,C1CCNCC1.O=[N+]([O-])c1ccc(Br)cc1>>O=[N+]([O-])c1ccc(N2CCCCC2)cc1,Cu(0),,K2CO3,THF,,,,0.0
Ar-I|H-NR2 -> Ar-NR2 || Alkyl-OR|Any-OR|Ar-OR|RCH2-OR,False,"H-NR2,Any-NHR,RCH2-OR,Alkyl-OR,Any-OR","Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR","Ar-NR2,Any-NR2,Ar-OR,Alkyl-OR,Any-OR,RCH2-OR",Alkyl-OR|Any-NHR|Any-OR|Ar-I|Ar-OR|Ar-X|H-NR2|RCH2-OR,Alkyl-OR|Any-NR2|Any-OR|Ar-NR2|Ar-OR|RCH2-OR,93.0,C1COCCN1.COc1ccc(I)cc1>>COc1ccc(N2CCOCC2)cc1,Cu(0),,K2CO3,THF,,,,0.0
Ar-Cl|H-NR2 -> Ar-NR2 || Any-NO2|Ar-NO2,False,"Ar-Cl,Ar-X,Ar-NO2,Any-NO2","H-NR2,Any-NHR","Ar-NO2,Any-NO2,Ar-NR2,Any-NR2",Any-NHR|Any-NO2|Ar-Cl|Ar-NO2|Ar-X|H-NR2,Any-NO2|Any-NR2|Ar-NO2|Ar-NR2,98.0,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1.C1CCNCC1>>O=[N+]([O-])c1ccc(N2CCCCC2)c([N+](=O)[O-])c1,Cu(0),,K2CO3,THF,,,,1.6566927236150004
Ar-Br|H-NR2 -> Ar-NR2 || Alkyl-OR|Any-NO2|Any-OR|Ar-NO2|RCH2-OR,False,"H-NR2,Any-NHR,RCH2-OR,Alkyl-OR,Any-OR","Ar-Br,Ar-X,Ar-NO2,Any-NO2","Ar-NO2,Any-NO2,Ar-NR2,Any-NR2,RCH2-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-NHR|Any-NO2|Any-OR|Ar-Br|Ar-NO2|Ar-X|H-NR2|RCH2-OR,Alkyl-OR|Any-NO2|Any-NR2|Any-OR|Ar-NO2|Ar-NR2|RCH2-OR,93.0,C1COCCN1.O=[N+]([O-])c1ccc(Br)cc1>>O=[N+]([O-])c1ccc(N2CCOCC2)cc1,Cu(0),,K2CO3,THF,,,,0.0
Ar-Cl|H-NHR -> H-NR2 || Any-NO2|Ar-NO2,False,"Ar-Cl,Ar-X,Ar-NO2,Any-NO2","H-NHR,Any-NH2","Ar-NO2,Any-NO2,H-NR2,Any-NHR",Any-NH2|Any-NO2|Ar-Cl|Ar-NO2|Ar-X|H-NHR,Any-NHR|Any-NO2|Ar-NO2|H-NR2,99.0,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1.NCc1ccccc1>>O=[N+]([O-])c1ccc(NCc2ccccc2)c([N+](=O)[O-])c1,Cu(0),,K2CO3,THF,,,,1.149932312070725
Ar-I|H-NHR -> Ar-NHAr || Ar-R,False,"H-NHR,Any-NH2","Ar-R,Ar-I,Ar-X","Ar-R,Ar-NHAr",Any-NH2|Ar-I|Ar-R|Ar-X|H-NHR,Ar-NHAr|Ar-R,92.0,Nc1ccccc1.Cc1ccc(I)cc1>>Cc1ccc(Nc2ccccc2)cc1,Cu(0),,K2CO3,THF,,,,0.7242360273534358
Ar-Cl|H-NR2 -> Ar-NR2 || Alkyl-OR|Any-NO2|Any-OR|Ar-NO2|RCH2-OR,False,"Ar-Cl,Ar-X,Ar-NO2,Any-NO2","H-NR2,Any-NHR,RCH2-OR,Alkyl-OR,Any-OR","Ar-NO2,Any-NO2,Ar-NR2,Any-NR2,RCH2-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-NHR|Any-NO2|Any-OR|Ar-Cl|Ar-NO2|Ar-X|H-NR2|RCH2-OR,Alkyl-OR|Any-NO2|Any-NR2|Any-OR|Ar-NO2|Ar-NR2|RCH2-OR,95.0,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1.C1COCCN1>>O=[N+]([O-])c1ccc(N2CCOCC2)c([N+](=O)[O-])c1,Cu(0),,K2CO3,THF,,,,0.9538209664765319
Ar-I|H-NHR -> Ar-NHAr || Ar-R,False,"H-NHR,Any-NH2","Ar-R,Ar-I,Ar-X","Ar-R,Ar-NHAr",Any-NH2|Ar-I|Ar-R|Ar-X|H-NHR,Ar-NHAr|Ar-R,89.0,Nc1ccccc1.Cc1ccccc1I>>Cc1ccccc1Nc1ccccc1,Cu(0),,K2CO3,THF,,,,0.42963154165034334
Ar-I|H-NHR -> Ar-NHAr || None,False,"H-NHR,Any-NH2","Ar-I,Ar-X",Ar-NHAr,Any-NH2|Ar-I|Ar-X|H-NHR,Ar-NHAr,94.0,Nc1ccccc1.Ic1ccccc1>>c1ccc(Nc2ccccc2)cc1,Cu(0),,K2CO3,THF,,,,0.8608134635865312
Ar-Br|H-NHR -> Ar-NHAr || Any-NO2|Ar-NO2,False,"H-NHR,Any-NH2","Ar-Br,Ar-X,Ar-NO2,Any-NO2","Ar-NO2,Any-NO2,Ar-NHAr",Any-NH2|Any-NO2|Ar-Br|Ar-NO2|Ar-X|H-NHR,Any-NO2|Ar-NHAr|Ar-NO2,90.0,Nc1ccccc1.O=[N+]([O-])c1ccc(Br)cc1>>O=[N+]([O-])c1ccc(Nc2ccccc2)cc1,Cu(0),,K2CO3,THF,,,,1.0170744045562472
Ar-Br|H-NHR -> Ar-NHAr || Alkyl-OR|Any-OR|Ar-OR,False,"H-NHR,Any-NH2","Ar-Br,Ar-X,Ar-OR,Alkyl-OR,Any-OR","Ar-NHAr,Ar-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-NH2|Any-OR|Ar-Br|Ar-OR|Ar-X|H-NHR,Alkyl-OR|Any-OR|Ar-NHAr|Ar-OR,87.0,Nc1ccccc1.COc1ccc(Br)cc1>>COc1ccc(Nc2ccccc2)cc1,Cu(0),,K2CO3,THF,,,,-1.1338934190276817
Ar-Br|H-NHR -> Ar-NHAr || Alkyl-OR|Any-NO2|Any-OR|Ar-NO2|Ar-OR,False,"H-NHR,Any-NH2,Ar-OR,Alkyl-OR,Any-OR","Ar-Br,Ar-X,Ar-NO2,Any-NO2","Ar-NO2,Any-NO2,Ar-NHAr,Ar-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-NH2|Any-NO2|Any-OR|Ar-Br|Ar-NO2|Ar-OR|Ar-X|H-NHR,Alkyl-OR|Any-NO2|Any-OR|Ar-NHAr|Ar-NO2|Ar-OR,98.0,COc1ccc(N)cc1.O=[N+]([O-])c1ccc(Br)cc1>>COc1ccc(Nc2ccc([N+](=O)[O-])cc2)cc1,Cu(0),,K2CO3,THF,,,,0.0
Ar-Cl|H-NHR -> Ar-NHAr || Alkyl-OR|Any-NO2|Any-OR|Ar-NO2|Ar-OR,False,"Ar-Cl,Ar-X,Ar-NO2,Any-NO2","H-NHR,Any-NH2,Ar-OR,Alkyl-OR,Any-OR","Ar-NO2,Any-NO2,Ar-NHAr,Ar-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-NH2|Any-NO2|Any-OR|Ar-Cl|Ar-NO2|Ar-OR|Ar-X|H-NHR,Alkyl-OR|Any-NO2|Any-OR|Ar-NHAr|Ar-NO2|Ar-OR,99.0,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1.COc1ccc(N)cc1>>COc1ccc(Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,Cu(0),,K2CO3,THF,,,,0.7071067811865476
Ar-Cl|H-NHR -> Ar-NHAr || Alkyl-OR|Any-NO2|Any-OR|Ar-NO2|Ar-OR,False,"H-NHR,Any-NH2,Ar-OR,Alkyl-OR,Any-OR","Ar-Cl,Ar-X,Ar-NO2,Any-NO2","Ar-NO2,Any-NO2,Ar-NHAr,Ar-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-NH2|Any-NO2|Any-OR|Ar-Cl|Ar-NO2|Ar-OR|Ar-X|H-NHR,Alkyl-OR|Any-NO2|Any-OR|Ar-NHAr|Ar-NO2|Ar-OR,96.0,COc1ccccc1N.O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1>>COc1ccccc1Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],Cu(0),,K2CO3,THF,,,,-0.7071067811865476
Ar-Cl|H-NHR -> Ar-NHAr || Any-NO2|Ar-NO2,False,"H-NHR,Any-NH2","Ar-Cl,Ar-X,Ar-NO2,Any-NO2","Ar-NO2,Any-NO2,Ar-NHAr",Any-NH2|Any-NO2|Ar-Cl|Ar-NO2|Ar-X|H-NHR,Any-NO2|Ar-NHAr|Ar-NO2,95.0,Nc1ccccc1.O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1>>O=[N+]([O-])c1ccc(Nc2ccccc2)c([N+](=O)[O-])c1,Cu(0),,K2CO3,THF,,,,0.7071067811865476
Ar-Cl|H-NHR -> Ar-NHAr || Alkyl-OR|Any-OR|Ar-Cl|Ar-OR|Ar-X|RCH2-OR,False,"Ar-Cl,Ar-X","H-NHR,Any-NH2,Ar-OR,Alkyl-OR,Any-OR,RCH2-OR","Ar-Cl,Ar-X,Ar-NHAr,Ar-OR,Alkyl-OR,Any-OR,RCH2-OR",Alkyl-OR|Any-NH2|Any-OR|Ar-Cl|Ar-OR|Ar-X|H-NHR|RCH2-OR,Alkyl-OR|Any-OR|Ar-Cl|Ar-NHAr|Ar-OR|Ar-X|RCH2-OR,91.0,Clc1ccc(Cl)cc1.CCOc1ccc(N)cc1>>CCOc1ccc(Nc2ccc(Cl)cc2)cc1,Cu(0),,K2CO3,THF,,,,0.0
Ar-I|H-NHR -> Ar-NHAr || Any-NO2|Ar-NO2,False,"Ar-NO2,Any-NO2,H-NHR,Any-NH2","Ar-I,Ar-X","Ar-NO2,Any-NO2,Ar-NHAr",Any-NH2|Any-NO2|Ar-I|Ar-NO2|Ar-X|H-NHR,Any-NO2|Ar-NHAr|Ar-NO2,87.0,Nc1ccc([N+](=O)[O-])cc1.Ic1ccccc1>>O=[N+]([O-])c1ccc(Nc2ccccc2)cc1,Cu(0),,K2CO3,THF,,,,-0.9072647087265558
Ar-Cl|H-NHR -> Ar-NHAr || Any-NO2|Ar-NO2|Pyridine,False,"Ar-Cl,Ar-X,Ar-NO2,Any-NO2","H-NHR,Any-NH2,Pyridine","Ar-NO2,Any-NO2,Ar-NHAr,Pyridine",Any-NH2|Any-NO2|Ar-Cl|Ar-NO2|Ar-X|H-NHR|Pyridine,Any-NO2|Ar-NHAr|Ar-NO2|Pyridine,90.0,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1.Nc1ccccn1>>O=[N+]([O-])c1ccc(Nc2ccccn2)c([N+](=O)[O-])c1,Cu(0),,K2CO3,THF,,,,0.0
Ar-I|H-NHR -> Ar-NHAr || Alkyl-OR|Any-OR|Ar-OR|Pyridine,False,"H-NHR,Any-NH2,Pyridine","Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR","Ar-NHAr,Ar-OR,Alkyl-OR,Any-OR,Pyridine",Alkyl-OR|Any-NH2|Any-OR|Ar-I|Ar-OR|Ar-X|H-NHR|Pyridine,Alkyl-OR|Any-OR|Ar-NHAr|Ar-OR|Pyridine,85.0,Nc1ccccn1.COc1ccc(I)cc1>>COc1ccc(Nc2ccccn2)cc1,Cu(0),,K2CO3,THF,,,,0.0
Ar-Urea -> Ar-Cl || Ar-Cl|Ar-I|Ar-X|Pyridine,True,"Ar-Cl,Ar-X,Ar-I,Ar-Urea,Any-Urea,Pyridine",,"Ar-Cl,Ar-X,Ar-I,H-NR2,Any-NHR,Alkyl-AromN,Any-AromN,H-AromN,AromN-H,Imidazole,Pyridine",Any-Urea|Ar-Cl|Ar-I|Ar-Urea|Ar-X|Pyridine,Alkyl-AromN|Any-AromN|Any-NHR|Ar-Cl|Ar-I|Ar-X|AromN-H|H-AromN|H-NR2|Imidazole|Pyridine,80.0,CN(C(N)=O)c1cc(Cl)nc(Cl)c1I>>Cn1c(=O)[nH]c2c(Cl)nc(Cl)cc21.CNc1cc(Cl)nc(Cl)c1I,CuI,phen,K3PO4,"1,4-Dioxane / NMP",,,,0.0
Ar-X -> H-AromN || Ar-Cl|Ar-X|Pyridine,True,"Ar-Cl,Ar-X,Ar-I,Ar-Urea,Any-Urea,Pyridine",,"Ar-Cl,Ar-X,H-AromN,AromN-H,Imidazole,Pyridine",Any-Urea|Ar-Cl|Ar-I|Ar-Urea|Ar-X|Pyridine,Ar-Cl|Ar-X|AromN-H|H-AromN|Imidazole|Pyridine,74.0,NC(=O)Nc1cc(Cl)ncc1I>>O=c1[nH]c2cnc(Cl)cc2[nH]1,CuI,phen,DIPEA,MeCN,,,,0.0
Ar-I -> H-AromN || Quinoline,True,"Ar-I,Ar-X,Ar-Urea,Any-Urea,Quinoline",,"H-AromN,AromN-H,Imidazole,Quinoline",Any-Urea|Ar-I|Ar-Urea|Ar-X|Quinoline,AromN-H|H-AromN|Imidazole|Quinoline,81.0,NC(=O)Nc1c(I)cnc2ccccc12>>O=c1[nH]c2cnc3ccccc3c2[nH]1,CuI,phen,DIPEA,MeCN,,,,0.0
Ar-X -> Alkyl-AromN || Ar-Cl|Ar-X|Pyridine,True,"Ar-Cl,Ar-X,Ar-I,Ar-Urea,Any-Urea,Pyridine",,"Ar-Cl,Ar-X,Alkyl-AromN,Any-AromN,H-AromN,AromN-H,Imidazole,Pyridine",Any-Urea|Ar-Cl|Ar-I|Ar-Urea|Ar-X|Pyridine,Alkyl-AromN|Any-AromN|Ar-Cl|Ar-X|AromN-H|H-AromN|Imidazole|Pyridine,92.0,CN(C(N)=O)c1cc(Cl)nc(Cl)c1I>>Cn1c(=O)[nH]c2c(Cl)nc(Cl)cc21,CuI,phen,DIPEA,MeCN,,,,0.0
