Reaction_Type_Standardized,AREA_TOTAL_REDUCED,z-Score,Reactant_A,Reactant_B,Reactant_A_Type,Reactant_B_Type,Reactant_A_Category,Reactant_B_Category,Catalyst,Ligand,Base,Solvent,Secondary Solvent,Additive,Coupling Reagent,Reaction_Type_V2,Reactant_A_Motifs,Reactant_B_Motifs,Is_V2_Mapped
C_N_Coupling,2.08,-0.7,ArNH2,ArCl,ArCl,ArNH2,ArX*,Aniline-type,BippyPhos Pd(allyl)OTf,BippyPhos,Na2CO3,PhMe,water,,,c_n_cross_coupling,Ar-Cl,Ar-NH2,True
C_N_Coupling,1.01,-0.83,ArNH2,ArCl,ArCl,ArNH2,ArX*,Aniline-type,AlPhosPd G6 Br,AlPhos,TMSOK,anisole,,,,c_n_cross_coupling,Ar-Cl,Ar-NH2,True
Suzuki,30.8,-0.3,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,XantPhos Pd(allyl)Cl,XantPhos,Na2CO3,tAmOH,water,,,suzuki_miyaura,Ar-Cl,Ar-B(OR)2,True
Suzuki,95.18,1.46,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,NaHCO3,tAmOH,,Brij 35,,suzuki_miyaura,Ar-Cl,Ar-B(OR)2,True
Suzuki,6.97,-0.95,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,CX31,SIPr,K2CO3,THF,,,,suzuki_miyaura,Ar-Cl,Ar-B(OR)2,True
Cyclization,0.0,-1.06,ArBr,ArBr,ArBr,,ArX*,,Pd-PEPPSI-IPent Cl 3-chloropyridine,IPENT Cl,LiOtBu,MeCN,,TBAC,,Cyclization,Ar-Br,,True
Cyclization,8.63,-0.67,ArBr,ArBr,ArBr,,ArX*,,GPhos Pd G6 Br,GPhos,LiOtBu,MeCN,,LiCl,,Cyclization,Ar-Br,,True
Cyclization,8.8,-0.66,ArBr,ArBr,ArBr,,ArX*,,Me3(OMe)tBuXPhos Pd G3,Me3(OMe)-tBuXPhos,K3PO4,TBME,water,Brij 35,,Cyclization,Ar-Br,,True
C_N_Coupling,0.0,-0.54,ArBr,Urea,ArBr,Urea,ArX*,Amide-type,CuI,BTMO,Cs2CO3,tAmOH,,,,c_n_cross_coupling,Ar-Br,Any-Urea,True
Hydrolysis,0.0,-0.89,ArBr,ArBr,ArBr,,ArX*,,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Cs2CO3,NMP,water,,,Hydrolysis,Ar-Br,,True
C_N_Coupling,58.35,0.99,R2NH,ArBr,,R2NH,,Aliphatic-amine,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,K3PO4,Propionitrile,water,,,c_n_cross_coupling,,Any-NHR,True
CO-Coupling,0.0,-0.12,ArI,ArI,ArI,,ArX*,,CuI,MNBO,DBU,MeTHF,,,,c_o_coupling,Ar-I,,True
C_N_Coupling,0.0,-0.44,ArBr,RNH2,ArBr,RNH2,ArX*,Aliphatic-amine,CuI,trans-Hyp,NaOtBu,DMI,,,,c_n_cross_coupling,Ar-Br,Any-NH2,True
C_N_Coupling,56.57,1.67,R2NH,ArI,ArI,R2NH,ArX*,Aliphatic-amine,CuI,BTMPO,NaOtBu,o-Xylene,,,,c_n_cross_coupling,Ar-I,Any-NHR,True
Sonogashira,11.14,0.27,ArBr,alkyne,ArBr,alkyne,ArX*,Alkyne,"Copper(I) thiophene-2-carboxylate, XantPhosPdCl2",XantPhos,NEt3,MeTHF,,,,sonogashira,Ar-Br,Any-Alkyne,True
Suzuki,0.49,-1.31,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,rac-BINAP Pd G3,BINAP,DIPEA,anisole,,,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
Suzuki,100.0,1.6,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Na2CO3,EtOH,water,,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
Suzuki,0.69,-0.64,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,XPhos Pd(crotyl)Cl,XPhos,KOH,ethylene glycol,water,,,suzuki_miyaura,Ar-Br,Ar-B(OH)2,True
Suzuki,0.0,-0.94,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,DBU,tAmOH,,,,suzuki_miyaura,Ar-Cl,Ar-B(OR)2,True
Suzuki,11.29,-0.63,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,DBU,tAmOH,,,,suzuki_miyaura,Ar-Cl,Ar-B(OR)2,True
Suzuki,18.65,-0.43,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Na2CO3,EtOH,water,,,suzuki_miyaura,Ar-Cl,Ar-B(OR)2,True
C_N_Coupling,33.69,0.34,Lactam,ArBr,ArBr,Lactam,ArX*,Amide-type,Me4tBuXPhos Pd G3,Me4tBuXPhos,NaOtBu,anisole,,,,c_n_cross_coupling,Ar-Br,Any-Lactam,True
C_N_Coupling,50.28,1.01,Lactam,ArBr,ArBr,Lactam,ArX*,Amide-type,Me4tBuXPhos Pd G3,Me4tBuXPhos,NaOtBu,anisole,,,,c_n_cross_coupling,Ar-Br,Any-Lactam,True
C_N_Coupling,0.0,-1.01,Lactam,ArBr,ArBr,Lactam,ArX*,Amide-type,CataCXiumA Pd(allyl)Cl,CataCXiumA,NaHCO3,nBuOAc,water,,,c_n_cross_coupling,Ar-Br,Any-Lactam,True
C_N_Coupling,11.75,-0.19,ArNH2,ArBr,ArBr,ArNH2,ArX*,Aniline-type,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,KHMDS,DMI,,,,c_n_cross_coupling,Ar-Br,Ar-NH2,True
C_N_Coupling,0.39,-0.74,ArNH2,ArBr,ArBr,ArNH2,ArX*,Aniline-type,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,Na2CO3,tAmOH,,,,c_n_cross_coupling,Ar-Br,Ar-NH2,True
C_N_Coupling,39.07,0.04,RCONHR,RCONHR,,,,,CuI,"2,2,6,6-Tetramethyl-3,5-heptanedione",Cs2CO3,MeCN,,,,c_n_cross_coupling,,,True
Mitsunobu,0.0,-0.34,ArOH,ArOH,ArOH,ArOH,ArOH,ArOH,,No Ligand,DIPEA,DMAc,,,DIC,Mitsunobu,Ar-OH,Ar-OH,True
C_N_Coupling,4.34,-0.75,ArNHR,ArBr,ArBr,ArNHR,ArX*,Aniline-type,GPhos Pd G6 Br,GPhos,TMSOK,anisole,,,,c_n_cross_coupling,Ar-Br,Ar-NHR,True
C_N_Coupling,80.19,2.42,ArNHR,ArBr,ArBr,ArNHR,ArX*,Aniline-type,cBridP Pd(allyl)Cl,cBridP,KOH,PhMe,water,,,c_n_cross_coupling,Ar-Br,Ar-NHR,True
Suzuki,3.42,-0.25,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Cs2CO3,Dioxane,,"TBAB, water",,suzuki_miyaura,Ar-Br,Ar-B(OH)2,True
Cyclization,0.0,-0.34,ArBr,ArBr,ArBr,,ArX*,,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,NEt3,Dioxane,,,,Cyclization,Ar-Br,,True
Suzuki,0.0,-0.8,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,cataCXiumA Pd G6 Br)2,CataCXiumA,K2CO3,EtOH,water,,,suzuki_miyaura,Ar-Cl,Ar-B(OR)2,True
C_N_Coupling,0.0,-0.38,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,cPhos Pd G3,cPhos,NaOtBu,Dioxane,,,,c_n_cross_coupling,Ar-Br,Any-NH2,True
Suzuki,0.0,-0.76,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,meCgPPh Pd G3,meCgPPh,Cs2CO3,tAmOH,,water,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
Borylation-Miyaura,0.0,-0.71,ArBr,ArBr,ArBr,,ArX*,,Pd(OAc)2,"CMPhos, Missing",Potassium 2-ethylhexanoate,iPrOAc,,,,miyaura_borylation,Ar-Br,,True
Borylation-Miyaura,15.35,0.05,ArBr,ArBr,ArBr,,ArX*,,meCgPPh Pd G3,meCgPPh,Cs2CO3,MeOH,,,,miyaura_borylation,Ar-Br,,True
Borylation-Miyaura,0.0,-0.71,ArBr,ArBr,ArBr,,ArX*,,XantPhos Pd(allyl)Cl,XantPhos,K3PO4,Dioxane,,,,miyaura_borylation,Ar-Br,,True
Borylation-Miyaura,0.0,-0.41,ArBr,ArBr,ArBr,,ArX*,,XantPhos Pd(allyl)Cl,XantPhos,K3PO4,Dioxane,,,,miyaura_borylation,Ar-Br,,True
Suzuki,62.19,1.43,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,cataCXiumA Pd G6 Br)2,CataCXiumA,K2CO3,EtOH,water,,,suzuki_miyaura,Ar-Cl,Ar-B(OR)2,True
Suzuki,0.0,-1.09,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,TMSOK,Dioxane,,,,suzuki_miyaura,Ar-Cl,Ar-B(OR)2,True
CO-Coupling,0.0,-0.47,ArBr,Alkyl-OH a-branch,ArBr,ROH-a-branch,ArX*,ROH,rac-BINAP Pd G3,BINAP,DBU,Dioxane,,,,c_o_coupling,Ar-Br,R2CH-OH,True
CO-Coupling,1.52,-0.4,ArOH,ArBr,"ArBr, ArOH",ArOH,"ArOH, ArX*",ArOH,rac-BINAP Pd G3,BINAP,DBU,Dioxane,,,,c_o_coupling,"Ar-Br,Ar-OH",Ar-OH,False
Activation,0.0,-0.63,Alkyl-OH a-branch,Alkyl-OH a-branch,,ROH-a-branch,,ROH,,No Ligand,morpholine,HFIP,,,PEP-K,Activation,,R2CH-OH,True
Activation,0.8,-0.59,Alkyl-OH a-branch,Alkyl-OH a-branch,,ROH-a-branch,,ROH,,No Ligand,,DMI,,,PyBrOP,Activation,,R2CH-OH,True
CH-Activation,0.0,-0.39,RCONHR,RCONHR,,,,,Pd(OAc)2,Missing,Cs2CO3,TCE,,HFIP,,CH-Activation,,,True
C_N_Coupling,1.94,-1.0,ArBr,Urea,ArBr,Urea,ArX*,Amide-type,DPEPhosPdCl2,DPEPhos,KOH,PhMe,water,,,c_n_cross_coupling,Ar-Br,Any-Urea,True
C_N_Coupling,6.86,-0.8,ArBr,Urea,ArBr,Urea,ArX*,Amide-type,SPhos Pd(allyl)OTf,SPhos,KOH,iPrOH,water,,,c_n_cross_coupling,Ar-Br,Any-Urea,True
C_N_Coupling,23.63,-0.13,ArBr,Urea,ArBr,Urea,ArX*,Amide-type,dppfPdCl2,dppf,Cs2CO3,MeTHF,water,water,,c_n_cross_coupling,Ar-Br,Any-Urea,True
amide_formation,11.12,-1.12,RCO2H or M,RNH2 a-branch,,"RCO2H, RNH2-a-branch",,"Aliphatic-amine, Acyl-source",,No Ligand,,DMF,,,TCFH,amide_coupling,,"Any-CO2H,Any-NH2",False
amide_formation,3.67,-1.34,RCO2H or M,RNH2 a-branch,,"RCO2H, RNH2-a-branch",,"Aliphatic-amine, Acyl-source",,No Ligand,NEt3,anisole,Brij 35,HOPO,DIC,amide_coupling,,"Any-CO2H,Any-NH2",False
amide_formation,13.36,-1.06,RCO2H or M,RNH2 a-branch,,"RCO2H, RNH2-a-branch",,"Aliphatic-amine, Acyl-source",,No Ligand,NMI,THF,,HOPO,DIC,amide_coupling,,"Any-CO2H,Any-NH2",False
Suzuki,4.57,-0.56,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,SPhos Pd(tBuInd)Cl,SPhos,Na2CO3,iPrOAc,water,TBAB,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
Suzuki,84.33,1.59,ArCl,ArBF3K,ArCl,ArBF3K,ArX*,ArB*,SPhos Pd(tBuInd)Cl,SPhos,Na2CO3,iPrOAc,water,TBAB,,suzuki_miyaura,Ar-Cl,Ar-BF3K,True
Borylation-Miyaura,0.0,-0.71,ArBr,ArBr,ArBr,,ArX*,,AlphosPd)2cod,AlPhos,KOAc,MeOH,,,,miyaura_borylation,Ar-Br,,True
Borylation-Miyaura,0.0,-0.71,ArBr,ArBr,ArBr,,ArX*,,meCgPPh Pd G3,meCgPPh,K3PO4,Dioxane,,,,miyaura_borylation,Ar-Br,,True
Condensation,0.0,-0.81,ArNH2,RSO2F,,ArNH2,,Aniline-type,,No Ligand,DIPEA,DCM,,,,Condensation,,Ar-NH2,True
C_N_Coupling,0.0,-1.21,ArNHR,ArBr,ArBr,ArNHR,ArX*,Aniline-type,XantPhos Pd(allyl)Cl,XantPhos,Na2CO3,Dioxane,,,,c_n_cross_coupling,Ar-Br,Ar-NHR,True
C_N_Coupling,54.74,0.16,ArNHR,ArBr,ArBr,ArNHR,ArX*,Aniline-type,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,KHMDS,Dioxane,,,,c_n_cross_coupling,Ar-Br,Ar-NHR,True
C_N_Coupling,0.0,-0.41,RNH2 a-branch,ArI,ArI,RNH2-a-branch,ArX*,Aliphatic-amine,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,Cs2CO3,tAmOH,,,,c_n_cross_coupling,Ar-I,Any-NH2,True
Cyclization,7.81,-0.87,ArBr,ArBr,ArBr,,ArX*,,,No Ligand,lutidine,anisole,,,T3P,Cyclization,Ar-Br,,True
Cyclization,12.48,-0.71,ArBr,ArBr,ArBr,,ArX*,,,No Ligand,NMI,MeCN,,,T3P,Cyclization,Ar-Br,,True
Cyclization,53.39,0.75,ArBr,ArBr,ArBr,,ArX*,,,No Ligand,DBU,EtOAc,,,T3P,Cyclization,Ar-Br,,True
Suzuki,0.0,-0.88,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,SPhos Pd(tBuInd)Cl,SPhos,Na2CO3,iPrOAc,water,TBAB,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
CO-Coupling,0.0,-0.87,ArBr,ArBr,ArBr,,ArX*,,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Cs2CO3,NMP,water,,,c_o_coupling,Ar-Br,,True
CO-Coupling,1.04,-0.84,ArBr,ArBr,ArBr,,ArX*,,JackiePhos Pd G3,JackiePhos,LiOH.H2O,tAmOH,,,,c_o_coupling,Ar-Br,,True
CO-Coupling,87.58,1.67,ArBr,ArBr,ArBr,,ArX*,,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,KOH,tAmOH,,water,,c_o_coupling,Ar-Br,,True
Suzuki,89.51,0.8,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,PEPPSI-IPENT,IPENT,Na2CO3,iPrOAc,water,TBAC,,suzuki_miyaura,Ar-Cl,Ar-B(OR)2,True
Borylation-Miyaura,1.71,-0.7,ArBr,ArBr,ArBr,,ArX*,,IPent Pd(tBuInd)Cl],IPENT,Zinc acetate,MeTHF,,,,miyaura_borylation,Ar-Br,,True
Borylation-Miyaura,0.0,-0.8,ArBr,ArBr,ArBr,,ArX*,,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Potassium 2-ethylhexanoate,xylenes,,,,miyaura_borylation,Ar-Br,,True
Suzuki,6.46,-0.55,ArB(OR)2,ArCl,ArCl,ArB(OR)2,ArX*,ArB*,XantPhos Pd(allyl)Cl,XantPhos,Na2CO3,THF,,,,suzuki_miyaura,Ar-Cl,Ar-B(OR)2,True
Suzuki,0.0,-0.79,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,XantPhos Pd(allyl)Cl,XantPhos,Na2CO3,THF,,,,suzuki_miyaura,Ar-Cl,Ar-B(OH)2,True
Suzuki,32.45,-0.55,ArBF3K,ArCl,ArCl,ArBF3K,ArX*,ArB*,SPhos Pd(tBuInd)Cl,SPhos,K3PO4,HFIP,water,Brij 35,,suzuki_miyaura,Ar-Cl,Ar-BF3K,True
C_N_Coupling,12.95,-1.25,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,SPhos Pd(allyl)OTf,SPhos,K3PO4,tAmOH,,,,c_n_cross_coupling,Ar-Cl,Ar-NH2,True
Cyclization,0.0,-0.39,ArOH,ArOH,ArOH,ArOH,ArOH,ArOH,,No Ligand,NMI,MeCN,,,T3P,Cyclization,Ar-OH,Ar-OH,True
Salt-formation,94.93,0.91,R3N,R3N,,,,,,No Ligand,,iPrOAc,,,,Salt-formation,,,True
Arylation-acidic-C-H,26.3,0.3,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,BrettPhos Pd(crotyl)OTf,BrettPhos,TMG,anisole,,,,Arylation-acidic-C-H,Ar-Br,R-H-acidic,True
Arylation-acidic-C-H,4.07,-0.59,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,EPhosPd G6 Br,EPhos,Cs2CO3,anisole,water,,,Arylation-acidic-C-H,Ar-Br,R-H-acidic,True
Arylation-acidic-C-H,0.0,-0.75,ArBr,Alkyl-H acidic,,Alkyl-H-acidic,,Alkyl-C-H,BrettPhos Pd(crotyl)OTf,BrettPhos,Cs2CO3,PhMe,water,,,Arylation-acidic-C-H,,R-H-acidic,True
amide_formation,23.84,-1.65,RCO2H or M,RNH2 a-branch,,"RCO2H, RNH2-a-branch",,"Aliphatic-amine, Acyl-source",,No Ligand,NMM,THF,,,CDI,amide_coupling,,"Any-CO2H,Any-NH2",False
amide_formation,91.69,1.55,RCO2H or M,RNH2 a-branch,,"RCO2H, RNH2-a-branch",,"Aliphatic-amine, Acyl-source",,No Ligand,NMM,THF,,,T3P,amide_coupling,,"Any-CO2H,Any-NH2",False
Arylation-acidic-C-H,1.92,-0.65,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,meCgPPh Pd G3,meCgPPh,K2CO3,Dioxane,,,,Arylation-acidic-C-H,Ar-Br,R-H-acidic,True
Arylation-acidic-C-H,5.93,-0.36,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,EPhosPd G6 Br,EPhos,Cs2CO3,anisole,water,,,Arylation-acidic-C-H,Ar-Br,R-H-acidic,True
C_N_Coupling,0.0,-0.71,RNH2 a-branch,ArCl,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,Jackie CPhos Pd G4,Jackie CPhos,Cs2CO3,tAmOH,,,,c_n_cross_coupling,Ar-Cl,Any-NH2,True
C_N_Coupling,0.0,-0.71,RNH2 a-branch,ArCl,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,RockPhos Pd G3,RockPhos,NaHCO3,MeTHF,water,,,c_n_cross_coupling,Ar-Cl,Any-NH2,True
C_N_Coupling,9.61,-0.33,RNH2 a-branch,ArCl,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,bridged tBuPhosphinito PdCl2,tBuPhosphinito,NaOtBu,DMAc,,,,c_n_cross_coupling,Ar-Cl,Any-NH2,True
C_N_Coupling,35.68,0.72,RNH2 a-branch,ArCl,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,,No Ligand,,DMPU,,TBAF,,c_n_cross_coupling,Ar-Cl,Any-NH2,True
C_N_Coupling,8.07,-0.74,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,AlphosPd)2cod,AlPhos,Potassium 2-ethylhexanoate,tAmOH,,,,c_n_cross_coupling,Ar-Cl,Any-NH2,True
Arylation-acidic-C-H,49.57,1.05,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,EPhosPd G6 Br,EPhos,Cs2CO3,anisole,water,,,Arylation-acidic-C-H,Ar-Br,R-H-acidic,True
Arylation-acidic-C-H,0.0,-0.94,ArBr,Alkyl-H acidic,,Alkyl-H-acidic,,Alkyl-C-H,BrettPhos Pd(crotyl)OTf,BrettPhos,Cs2CO3,PhMe,water,,,Arylation-acidic-C-H,,R-H-acidic,True
Arylation-acidic-C-H,61.63,1.1,Alkyl-H acidic,Alkyl-Br,Alkyl-Br,Alkyl-H-acidic,Alkyl-X,Alkyl-C-H,EPhosPd G6 Br,EPhos,Cs2CO3,anisole,water,,,Arylation-acidic-C-H,R-Br,R-H-acidic,True
Arylation-acidic-C-H,0.0,-1.02,Alkyl-H acidic,Alkyl-Br,,Alkyl-H-acidic,,Alkyl-C-H,BrettPhos Pd(crotyl)OTf,BrettPhos,Cs2CO3,PhMe,water,,,Arylation-acidic-C-H,,R-H-acidic,True
Arylation-acidic-C-H,0.0,-0.58,ArBr,Alkyl-H acidic,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,EPhosPd G6 Br,EPhos,Cs2CO3,anisole,water,,,Arylation-acidic-C-H,Ar-Br,R-H-acidic,True
amide_formation,88.42,1.33,RCO2H or M,RNH2 a-branch,,"RCO2H, RNH2-a-branch",,"Aliphatic-amine, Acyl-source",,No Ligand,NMI,MeTHF,,,T3P,amide_coupling,,"Any-CO2H,Any-NH2",False
Suzuki,12.93,-0.91,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,dppfPdCl2,dppf,K3PO4,iPrOH,water,,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
Suzuki,7.55,-0.9,alkene-Br,ArB(OH)2,alkene-Br,ArB(OH)2,VinylX*,ArB*,PPh3)2PdCl2,PPh3,Na2CO3,EtOH,,,,suzuki_miyaura,Vinyl-Br,Ar-B(OH)2,True
Suzuki,23.3,-0.42,alkene-Br,ArB(OH)2,alkene-Br,ArB(OH)2,VinylX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,NaHCO3,MeOH,PhMe,,,suzuki_miyaura,Vinyl-Br,Ar-B(OH)2,True
C_N_Coupling,0.0,-0.63,ArI,arom. NH,ArI,arom-NH,ArX*,Aniline-type,Cu(MeCN)4BF4,BTMO,K3PO4,tAmOH,,,,c_n_cross_coupling,Ar-I,AromN-H,True
Salt-formation,0.0,-0.39,RNH2,RNH2,,RNH2,,Aliphatic-amine,,No Ligand,,EtOH,,,,Salt-formation,,Any-NH2,True
Salt-formation,0.0,-0.39,RNH2,RNH2,,RNH2,,Aliphatic-amine,,No Ligand,,,,,,Salt-formation,,Any-NH2,True
C_N_Coupling,79.14,0.91,ArI,arom. NH,ArI,arom-NH,ArX*,Aniline-type,Cu(MeCN)4BF4,NFO,DBU,PhMe,,,,c_n_cross_coupling,Ar-I,AromN-H,True
C_N_Coupling,75.89,0.86,arom. NH,ArI,ArI,arom-NH,ArX*,Aniline-type,Cu(MeCN)4BF4,trans-NN-Dimethylcyclohexane-12-diamine,DBU,PhMe,,,,c_n_cross_coupling,Ar-I,AromN-H,True
C_N_Coupling,18.24,-2.06,RNH2 a-branch,ArCl,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,BippyPhos Pd(allyl)OTf,BippyPhos,Cs2CO3,tAmOH,,,,c_n_cross_coupling,Ar-Cl,Any-NH2,True
C_N_Coupling,28.76,0.46,RNH2 a-branch,ArCl,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,BippyPhos Pd(allyl)OTf,BippyPhos,K3PO4,Dioxane,water,,,c_n_cross_coupling,Ar-Cl,Any-NH2,True
C_N_Coupling,1.02,-0.57,ArI,RNH2,ArI,RNH2,ArX*,Aliphatic-amine,CuI,PPBO,K3PO4,tAmOH,,,,c_n_cross_coupling,Ar-I,Any-NH2,True
C_N_Coupling,0.0,-1.32,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,DPEPhos Pd(allyl)Cl,DPEPhos,KOtPent,PhMe,,,,c_n_cross_coupling,Ar-Cl,Any-NH2,True
amide_formation,8.0,-0.85,RCO2H or M,ArNH2,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,DIPEA,THF,,,EDC,amide_coupling,,"Ar-NH2,Any-CO2H",False
amide_formation,36.74,0.84,RCO2H or M,ArNH2,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,NMI,MeCN,,,BOP-Cl,amide_coupling,,"Ar-NH2,Any-CO2H",False
amide_formation,1.33,-0.55,RCO2H or M,ArNH2,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,DIPEA,THF,,,EDC,amide_coupling,,"Ar-NH2,Any-CO2H",False
amide_formation,55.07,-0.16,ArNH2,RCO2H or M,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,DIPEA,THF,,,BOP-Cl,amide_coupling,,"Ar-NH2,Any-CO2H",False
amide_formation,59.19,-0.03,ArNH2,RCO2H or M,,"ArNH2, RCO2H",,"Aniline-type, Acyl-source",,No Ligand,NEt3,MeCN,,,CDI,amide_coupling,,"Ar-NH2,Any-CO2H",False
C_N_Coupling,0.0,-0.49,ArBr,Urea,ArBr,Urea,ArX*,Amide-type,CuI,"N,N-Dimethylglycine",,,,,,c_n_cross_coupling,Ar-Br,Any-Urea,True
Deprotection,48.42,-0.48,Protecting Group,Protecting Group,,,,,,No Ligand,,anisole,,,,Deprotection,,,True
Deprotection,4.74,-1.94,Protecting Group,Protecting Group,,,,,,No Ligand,,DCM,,,,Deprotection,,,True
CO-Coupling,0.0,-0.35,ArBr,Alkyl-OH a-branch,ArBr,ROH-a-branch,ArX*,ROH,TrixiePhos Pd G3,TrixiePhos,NaOtBu,Dioxane,,,,c_o_coupling,Ar-Br,R2CH-OH,True
Hydrolysis,0.0,-0.14,ArBr,ArBr,ArBr,,ArX*,,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Cs2CO3,NMP,water,,,Hydrolysis,Ar-Br,,True
C_N_Coupling,0.0,-0.65,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,CuI,"trans-1,2-Diaminocyclohexane",Cs2CO3,DMSO,,,,c_n_cross_coupling,Ar-Br,Any-NH2,True
Condensation,0.0,-0.28,RCHO,RNH2 a-branch,,RNH2-a-branch,,Aliphatic-amine,,No Ligand,lutidine,PhMe,,Na2SO4,,Condensation,,Any-NH2,True
Condensation,0.0,-0.78,RCHO,R2NH a-branch,,R2NH-a-branch,,Aliphatic-amine,,No Ligand,lutidine,PhMe,,Na2SO4,,Condensation,,Any-NHR,True
Condensation,8.51,-0.16,RCHO,R2NH a-branch,,R2NH-a-branch,,Aliphatic-amine,,No Ligand,,AcOH,,,T3P,Condensation,,Any-NHR,True
C_N_Coupling,0.77,-0.96,ArBr,ArNH2,ArBr,ArNH2,ArX*,Aniline-type,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,Cs2CO3,tAmOH,,,,c_n_cross_coupling,Ar-Br,Ar-NH2,True
C_N_Coupling,8.41,-1.21,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,BippyPhos Pd(allyl)OTf,BippyPhos,K3PO4,Dioxane,,,,c_n_cross_coupling,Ar-Br,Any-NH2,True
C_N_Coupling,8.79,0.84,ArBr,ArBr,ArBr,,ArX*,,CuI,"N,N-Dimethylglycine",TMSOK,CPME,,,,c_n_cross_coupling,Ar-Br,,True
C_N_Coupling,0.0,-0.48,ArBr,ArBr,ArBr,,ArX*,,CuI,8-Quinolol,NMM,DMSO,,,,c_n_cross_coupling,Ar-Br,,True
