reaction_type,yield,z_score,reactant_1,orig_reactant_1,reactant_2,orig_reactant_2,catalyst,ligand,base,solvent,additive
cn_coupling,85.07,1.57,Ar-Br,ArBr,R2CH-NH2,RNH2 a-branch,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,NaOtBu,PhMe,
suzuki_miyaura,6.27,1.37,Ar-B(OH)2,ArB(OH)2,rconhr,RCONHR,dtbpfPdCl2,dtbpf,"DBU, Na2CO3","MeCN, water",PyClOP
cn_coupling,30.5,-0.79,Ar-Br,ArBr,R2CH-NH2,RNH2 a-branch,XPhos Pd G2,XPhos,Cs2CO3,Dioxane,
cn_coupling,89.8,1.23,Ar-Cl,ArCl,Ar-NH2,ArNH2,tBuXPhos Pd G3,tBuXPhos,K3PO4,"MeCN, water",
hydrolysis,0.0,-0.72,Ar-Br,ArBr,Ar-Br,ArBr,CuI,BHMPO,K3PO4,"MeTHF, water",benzaldehyde oxime
hydrolysis,49.1,1.25,Ar-Br,ArBr,Ar-Br,ArBr,RockPhos Pd G3,RockPhos,CsOH.H2O,anisole,benzaldehyde oxime
hydrolysis,0.0,-0.72,Ar-Br,ArBr,Ar-Br,ArBr,Me4tBuXPhos Pd G3,Me4tBuXPhos,Cs2CO3,tAmOH,B(OH)3
cn_coupling,84.34,1.88,Ar-NH2,ArNH2,Ar-Cl,ArCl,AlphosPd)2cod,AlPhos,Cs2CO3,MeCN,water
cn_coupling,51.6,0.41,Ar-Br,ArBr,R-NHR,R2NH,QPhos Pd(crotyl)Cl,QPhos,NaOtBu,tAmOH,
cn_coupling,0.0,-0.37,Ar-NH2,ArNH2,Ar-Br,ArBr,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,"tAmOH, water",
condensation,0.0,-0.26,R-Carbamate,ROC(O)NR2,R2CH-NH2,RNH2 a-branch,,No Ligand,K3PO4,"anisole, water","HOSu, DIC"
amide_formation,100.0,1.92,R-CO2H,RCO2H or M,R2CH-NH2,RNH2 a-branch,,No Ligand,DBU,THF,"HOPO, DIC"
amide_formation,0.0,-0.7,R-CO2H,RCO2H or M,R2CH-NH2,RNH2 a-branch,,No Ligand,DBU,,"HOPO, DIC"
cn_coupling,59.8,1.19,AromN-H,arom. NH,Ar-Cl,ArCl,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,"tAmOH, water",
suzuki_miyaura,100.0,1.99,Alkenyl-B(OR)2,alkeneB(OR)2,Ar-Br,ArBr,PPh3)2PdCl2,PPh3,K3PO4,"EtOH, PhMe",
suzuki_miyaura,59.82,0.48,Alkenyl-B(OR)2,alkeneB(OR)2,Ar-Br,ArBr,XPhos Pd G2,XPhos,K3PO4,"ethylene glycol, water",
stannylation,54.8,2.66,Ar-Br,ArBr,rsnr3,RSnR3,PPh3)2PdCl2,PPh3,,Dioxane,
stannylation,0.0,-0.54,Ar-Br,ArBr,rsnr3,RSnR3,BippyPhos Pd(allyl)OTf,BippyPhos,,Dioxane,
suzuki_miyaura,58.83,1.06,Ar-Br,ArBr,Ar-B(OR)2,ArB(OR)2,SPhos Pd(crotyl)Cl,SPhos,Na2CO3,"Dioxane, water",
cn_coupling,13.2,-0.23,Ar-Cl,ArCl,R2CH-NH2,RNH2 a-branch,BippyPhos Pd(allyl)OTf,BippyPhos,Cs2CO3,Dioxane,water
cn_coupling,100.0,4.2,Ar-Cl,ArCl,R2CH-NH2,RNH2 a-branch,,No Ligand,Cs2CO3,TPGS-750M,
cn_coupling,0.0,-0.52,Ar-Br,ArBr,R-NH2,RNH2,QPhos Pd(crotyl)Cl,QPhos,KHMDS,MeCN,
cn_coupling,0.0,-0.4,Ar-Br,ArBr,Ar-NHR,ArNHR,tBuXPhos Pd G3,tBuXPhos,K3PO4,"MeCN, water",
snar,4.35,-0.82,R2CH-NH2,RNH2 a-branch,Ar-Cl,ArCl,,No Ligand,K3PO4,"MeCN, water",
suzuki_miyaura,37.41,0.2,Ar-B(OR)2,ArB(OR)2,Ar-Cl,ArCl,dppfPdCl2,dppf,K3PO4,"EtOH, water",
snar,0.0,-0.4,Ar-OH,ArOH,Ar-Br,ArBr,CuI,"N,N-Dimethylglycine hydrochloride",K3PO4,"DMSO, water",
cn_coupling,0.0,-0.21,R-NH2,RNH2,Ar-Br,ArBr,QPhos Pd(crotyl)Cl,QPhos,Cs2CO3,MeCN,
cn_coupling,0.0,-1.22,R2CH-NH2,RNH2 a-branch,Ar-Br,ArBr,XantPhosPdCl2,XantPhos,KOtPent,PhMe,
cn_coupling,79.5,1.16,R2CH-NH2,RNH2 a-branch,Ar-Br,ArBr,XantPhosPdCl2,XantPhos,Cs2CO3,MeCN,
cn_coupling,84.43,1.31,R2CH-NH2,RNH2 a-branch,Ar-Br,ArBr,XantPhosPdCl2,XantPhos,Cs2CO3,MeCN,water
cn_coupling,62.52,0.65,R2CH-NH2,RNH2 a-branch,Ar-Br,ArBr,XantPhosPdCl2,XantPhos,Cs2CO3,MeCN,water
co_coupling,21.5,2.18,Ar-OH,ArOH,Ar-Br,ArBr,CuI,"N,N-Dimethylglycine hydrochloride",K3PO4,"DMSO, water",
suzuki_miyaura,48.4,0.33,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,dppfPdCl2,dppf,K3PO4,"EtOH, water",
co_coupling,2.25,-0.49,Ar-OH,ArOH,Ar-Br,ArBr,CuI,"N,N-Dimethylglycine hydrochloride",K3PO4,"DMSO, water",
co_coupling,19.76,0.87,Ar-OH,ArOH,Ar-Br,ArBr,CuI,(R)-Binap,K3PO4,DMAc,
amide_formation,69.11,1.87,R-NHR,R2NH,R-CO2H,RCO2H or M,,No Ligand,DBU,MeCN,PyBrOP
cn_coupling,46.48,1.26,Ar-Cl,ArCl,R2CH-NHR,R2NH a-branch,dppfPdCl2,dppf,KOH,"MeCN, water",
cn_coupling,18.95,0.31,AromN-H,arom. NH,Ar-Br,ArBr,CuI,"N,N-Dimethylglycine hydrochloride",K3PO4,"DMSO, water",
cn_coupling,39.44,1.17,AromN-H,arom. NH,Ar-Br,ArBr,CuI,PMPBO,Cs2CO3,tAmOH,
condensation,1.78,-0.67,Ar-NH2,ArNH2,rso2cl,RSO2Cl,,No Ligand,LiHMDS,MeCN,BSTFA
condensation,30.06,0.46,Ar-NH2,ArNH2,rso2cl,RSO2Cl,,No Ligand,NaOtBu,PhMe,
condensation,73.65,2.19,Ar-NH2,ArNH2,rso2cl,RSO2Cl,,No Ligand,lutidine,MeCN,
suzuki_miyaura,11.29,0.76,Ar-Br,ArBr,RCH2-B(OH)2,Alkyl-B(OH)2,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,K3PO4,"PhMe, water",
co_coupling,0.0,-0.3,Ar-Br,ArBr,R2CH-OH,Alkyl-OH a-branch,CuI,NN-Dibenzyloxamide,Cs2CO3,Dioxane,
suzuki_miyaura,43.37,-0.82,Ar-Br,ArBr,RCH2-B(OH)2,Alkyl-B(OH)2,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,Ag2O,PhMe,
cn_coupling,56.15,0.53,AromN-H,arom. NH,Ar-Br,ArBr,CuI,PMPBO,Cs2CO3,Dioxane,
suzuki_miyaura,0.0,-1.08,Ar-B(OH)2,ArB(OH)2,Ar-Br,ArBr,RuPhos Pd(crotyl)Cl,RuPhos,K3PO4,"PhMe, water",
suzuki_miyaura,13.98,0.95,Ar-B(OH)2,ArB(OH)2,Ar-Br,ArBr,XantPhos Pd(allyl)Cl,XantPhos,K3PO4,"MeOH, PhMe",
amide_formation,0.0,-0.7,R-CO2H,RCO2H or M,Ar-NH2,ArNH2,,No Ligand,DBU,THF,"HOPO, DIC"
amide_formation,5.51,-0.43,R-CO2H,RCO2H or M,Ar-NH2,ArNH2,,No Ligand,K3PO4,MeCN,"DMF, CyanuricChloride"
amide_formation,0.0,-0.7,R-CO2H,RCO2H or M,Ar-NH2,ArNH2,,No Ligand,NEt3,acetone,PivCl
amide_formation,8.86,-0.27,R-CO2H,RCO2H or M,Ar-NH2,ArNH2,,No Ligand,"DMAP, NEt3",THF,PivCl
cn_coupling,0.0,-0.88,R-NH2,RNH2,Ar-Br,ArBr,QPhos Pd(crotyl)Cl,QPhos,Cs2CO3,MeCN,
snar,49.63,1.83,Ar-F,ArF,AromN-H,arom. NH,,No Ligand,Cs2CO3,DMSO,
snar,15.66,-0.3,Ar-F,ArF,AromN-H,arom. NH,,No Ligand,K3PO4,MeTHF,
cn_coupling,27.48,0.21,AromN-H,arom. NH,Ar-Cl,ArCl,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,"Dioxane, water",
cn_coupling,0.7,-0.93,AromN-H,arom. NH,Ar-Cl,ArCl,,No Ligand,TMG,MeCN,
arylation-acidic-c-h,0.0,-0.46,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,CuI,Picolinic acid,NaH,PhMe,
arylation-acidic-c-h,0.0,-0.46,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,Me3(OMe)tBuXPhos Pd G3,Me3(OMe)-tBuXPhos,K3PO4,"BuOH, water",
arylation-acidic-c-h,0.0,-0.46,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,Me3(OMe)tBuXPhos Pd G3,Me3(OMe)-tBuXPhos,K3PO4,"ethylene glycol, water",
arylation-acidic-c-h,31.53,1.48,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,[Pd(allyl)(Me4-tBu-XPhos)]OTf,Me4tBuXPhos,DBU,DMSO,
arylation-acidic-c-h,0.0,-0.6,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,CuI,Picolinic acid,NaH,PhMe,
arylation-acidic-c-h,1.54,-0.53,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,[Pd(allyl)(Me4-tBu-XPhos)]OTf,Me4tBuXPhos,LiHMDS,anisole,
co_coupling,2.25,-0.09,Ar-OH,ArOH,Ar-Br,ArBr,Cu2O,BPPO,K3PO4,"Propionitrile, water",
co_coupling,46.59,1.16,Ar-OH,ArOH,Ar-I,ArI,CuI,(R)-Binap,K3PO4,DMSO,
co_coupling,31.71,0.43,Ar-OH,ArOH,Ar-I,ArI,CuO,DL-Proline,K3PO4,"Propionitrile, water",
co_coupling,0.0,-1.14,Ar-OH,ArOH,Ar-I,ArI,Cu2O,BPPO,K3PO4,"MeCN, water",
co_coupling,0.0,-1.14,Ar-OH,ArOH,Ar-I,ArI,Cu2O,trans-Hyp,K3PO4,"Propionitrile, water",
co_coupling,10.94,-0.6,Ar-OH,ArOH,Ar-I,ArI,Cu2O,trans-Hyp,K3PO4,"MeCN, water",
suzuki_miyaura,73.93,0.81,Ar-Br,ArBr,Ar-B(OR)2,ArB(OR)2,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,"iPrOAc, water",
suzuki_miyaura,20.57,-0.19,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,"ethylene glycol, water",
suzuki_miyaura,48.52,1.15,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,"MeOH, water",
suzuki_miyaura,57.28,1.57,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,meCgPPh Pd G3,meCgPPh,K2CO3,"MeOH, water",water
suzuki_miyaura,15.4,-0.43,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,meCgPPh Pd G3,meCgPPh,K3PO4,"anisole, iPrOH",TBAC
c_h_activation,0.0,-0.82,Ar-H,ArH,Ar-Cl,ArCl,N-XantPhos Pd G3,N-XantPhos,"K2CO3, KOAc",DMSO,
c_h_activation,1.65,-0.69,Ar-H,ArH,Ar-Cl,ArCl,XantPhos Pd(allyl)Cl,XantPhos,K2CO3,"anisole, water","Potassium 2-ethylhexanoate, TBAC"
c_h_activation,0.28,-0.8,Ar-H,ArH,Ar-Cl,ArCl,XantPhos Pd(allyl)Cl,XantPhos,K2CO3,"anisole, water",Potassium 2-ethylhexanoate
c_h_activation,30.2,1.67,Ar-H,ArH,Ar-Cl,ArCl,XantPhosPdCl2,XantPhos,NaHCO3,"water, xylenes","Potassium 2-ethylhexanoate, TBAB"
miyaura_borylation,67.94,-0.02,Ar-Br,ArBr,Ar-Br,ArBr,XPhos Pd(crotyl)Cl,XPhos,KOAc,PhMe,
heck,0.13,-0.75,Ar-Cl,ArCl,Any-Alkene,alkene,XantPhos Pd(allyl)Cl,XantPhos,DBU,Propionitrile,TBAC
heck,25.35,1.16,Ar-Cl,ArCl,Any-Alkene,alkene,[Pd(allyl)(Me4-tBu-XPhos)]OTf,Me4tBuXPhos,DIPEA,tAmOH,TBAC
heck,0.16,-0.75,Ar-Cl,ArCl,Any-Alkene,alkene,AlphosPd)2cod,AlPhos,TMG,tAmOH,TBAC
heck,28.0,1.36,Ar-Cl,ArCl,Any-Alkene,alkene,[Pd(allyl)(Me4-tBu-XPhos)]OTf,Me4tBuXPhos,N-Methyldicyclohexylamin,tAmOH,TBAC
dimerization-reductive,13.8,0.24,Ar-OSO2R,ArOSO2R,Ar-OSO2R,ArOSO2R,XPhos Pd(crotyl)Cl,XPhos,"K2CO3, Potassium 2-ethylhexanoate","EtOH, water",
dimerization-reductive,7.58,-0.28,Ar-OSO2R,ArOSO2R,Ar-OSO2R,ArOSO2R,meCgPPh Pd G3,meCgPPh,K3PO4,"iPrOAc, water",TBAB
suzuki_miyaura,45.52,1.13,Ar-Br,ArBr,Ar-Cl,ArCl,XPhos Pd(crotyl)Cl,XPhos,"K3PO4, Potassium 2-ethylhexanoate","iPrOAc, water",
miyaura_borylation,21.64,-0.32,Ar-Br,ArBr,Ar-Br,ArBr,XPhos Pd(crotyl)Cl,XPhos,KOAc,PhMe,
suzuki_miyaura,77.19,-0.07,Ar-Cl,ArCl,Ar-B(OH)2,ArB(OH)2,PPh3)2PdCl2,PPh3,K3PO4,"PhMe, water",
suzuki_miyaura,17.35,-2.37,Ar-Cl,ArCl,Ar-B(OH)2,ArB(OH)2,PPh3)2PdCl2,PPh3,K3PO4,"THF, water",
arylation-acidic-c-h,0.0,-0.5,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,K2CO3,tAmOH,
arylation-acidic-c-h,0.0,-0.5,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,LiHMDS,PhMe,
arylation-acidic-c-h,0.0,-0.5,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,LiHMDS,PhMe,
cn_coupling,14.19,-0.24,Ar-Br,ArBr,R-NH2,RNH2,XantPhos Pd(allyl)Cl,XantPhos,NaOtBu,tAmOH,
cn_coupling,0.36,-0.9,Any-CONHR,Lactam,Ar-Cl,ArCl,XantPhosPdCl2,XantPhos,Cs2CO3,MeTHF,
suzuki_miyaura,8.76,0.45,Ar-Br,ArBr,Ar-B(OH)2,ArB(OH)2,dtbpfPdCl2,dtbpf,Cs2CO3,EtOH,water
suzuki_miyaura,2.74,-0.79,Ar-Br,ArBr,Ar-B(OH)2,ArB(OH)2,XPhos Pd(crotyl)Cl,XPhos,Cs2CO3,EtOAc,water
cn_coupling,63.56,1.53,Ar-Cl,ArCl,Ar-NH2,ArNH2,XantPhos Pd(allyl)Cl,XantPhos,Cs2CO3,Dioxane,water
cn_coupling,22.02,-0.13,Ar-Cl,ArCl,Ar-NH2,ArNH2,XantPhos Pd(allyl)Cl,XantPhos,NaOtBu,PhMe,TBAC
cn_coupling,22.8,-0.1,Ar-Cl,ArCl,Ar-NH2,ArNH2,XantPhosPdCl2,XantPhos,NaOtBu,MeTHF,
cn_coupling,90.32,2.6,Ar-Cl,ArCl,Ar-NH2,ArNH2,[Pd(Cinnamyl)Cl]2,"Missing, Xantphos",NaOtPent,TBME,
c_h_activation,29.43,1.24,Ar-H,ArH,Ar-Br,ArBr,XantPhos Pd(allyl)Cl,XantPhos,Cs2CO3,Propionitrile,TBAC
c_h_activation,26.45,1.0,Ar-H,ArH,Ar-Br,ArBr,XantPhos Pd(allyl)Cl,XantPhos,"KOPiv, NaHCO3",xylenes,TBAB
dehydration,12.99,0.9,rconhr,RCONHR,rconhr,RCONHR,,No Ligand,NMM,THF,PyBrOP
dehydration,59.04,5.96,rconhr,RCONHR,rconhr,RCONHR,,No Ligand,DBU,MeCN,PyBrOP
c_h_activation,38.04,0.95,Ar-H,ArH,Ar-Br,ArBr,AlPhosPd G6 Br,AlPhos,NaHCO3,xylenes,"KOPiv, TBAB"
cn_coupling,0.48,-0.76,Ar-Cl,ArCl,R2CH-NH2,RNH2 a-branch,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,"MeTHF, water",
cn_coupling,45.27,1.24,Ar-Cl,ArCl,R2CH-NH2,RNH2 a-branch,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,K3PO4,"MeCN, water",
cn_coupling,33.37,0.71,Ar-Cl,ArCl,R2CH-NH2,RNH2 a-branch,QPhos Pd(crotyl)Cl,QPhos,Cs2CO3,PhMe,
cn_coupling,93.97,3.41,Ar-Cl,ArCl,R2CH-NH2,RNH2 a-branch,cBridP Pd(allyl)Cl,cBridP,Cs2CO3,MeTHF,water
suzuki_miyaura,17.34,1.49,Ar-Br,ArBr,Ar-Br,ArBr,meCgPPh Pd G3,meCgPPh,"K3PO4, Potassium 2-ethylhexanoate","PhMe, water",TBAB
suzuki_miyaura,0.57,-1.17,Ar-Br,ArBr,Ar-Br,ArBr,meCgPPh Pd G3,meCgPPh,"K3PO4, Potassium 2-ethylhexanoate","PhMe, water",TBAB
suzuki_miyaura,18.32,1.64,Ar-Br,ArBr,Ar-Br,ArBr,cataCXiumA Pd G3,CataCXiumA,"K3PO4, Potassium 2-ethylhexanoate","tAmOH, water",TBAB
suzuki_miyaura,31.68,0.26,Ar-Br,ArBr,Ar-B(OR)2,ArB(OR)2,SPhos Pd(crotyl)Cl,SPhos,K3PO4,"MeOH, water",TBAB
suzuki_miyaura,27.32,-1.51,Ar-Br,ArBr,Ar-B(OR)2,ArB(OR)2,SPhos Pd(crotyl)Cl,SPhos,K3PO4,"anisole, water",TBAB
suzuki_miyaura,57.05,0.38,Ar-Br,ArBr,Ar-B(OR)2,ArB(OR)2,AmPhos2PdCl2,AmPhos,NaHCO3,"MeOH, water",TBAB
cn_coupling,20.7,0.05,R-NHR,R2NH,Ar-Cl,ArCl,SPhos Pd(crotyl)Cl,SPhos,K3PO4,"MeCN, water",
cn_coupling,12.28,-0.26,R-NHR,R2NH,Ar-Cl,ArCl,,No Ligand,DBU,DMSO,
suzuki_miyaura,24.61,0.25,Ar-Br,ArBr,Ar-B(OR)2,ArB(OR)2,SPhos Pd(crotyl)Cl,SPhos,K3PO4,"Dioxane, water",TBAB
cn_coupling,67.76,0.63,Ar-Cl,ArCl,R2CH-NH2,RNH2 a-branch,cBridP Pd(allyl)Cl,cBridP,Cs2CO3,PhMe,water
c_h_borylation,46.19,1.83,Ar-H,ArH,Ar-H,ArH,[Ir(cod)OMe]2,"1,10-Phenanthroline",,cyclohexane,
snar,100.0,3.27,R2CH-OH,Alkyl-OH a-branch,Ar-F,ArF,,No Ligand,TMG,DMSO,
suzuki_miyaura,0.0,-0.2,Ar-Br,ArBr,Ar-Br,ArBr,AmPhos2PdCl2,AmPhos,K3PO4,"THF, TPGS-750M",
cn_coupling,8.04,0.46,Ar-Cl,ArCl,R-NHR,R2NH,RuPhos Pd G4,RuPhos,Cs2CO3,MeCN,
cn_coupling,1.51,-0.85,Ar-Cl,ArCl,R-NHR,R2NH,dppfPdCl2,dppf,KHMDS,PhMe,
negishi-in-situ,0.0,-0.54,R-I,Alkyl-I,Ar-Br,ArBr,"Cu2O, Ni(OAc)2",Me4phen,,"Brij 35, PhMe",Potassium 2-ethylhexanoate
miyaura_borylation,2.13,-0.61,Ar-Br,ArBr,Ar-Br,ArBr,meCgPPh Pd G3,meCgPPh,Potassium 2-ethylhexanoate,"PhMe, water",
miyaura_borylation,34.0,1.66,Ar-Br,ArBr,Ar-Br,ArBr,XPhos Pd(crotyl)Cl,XPhos,KOAc,tAmOH,
negishi-in-situ,0.0,-0.28,R-I,Alkyl-I,Ar-Br,ArBr,VPhos Pd G3,VPhos,,water,"Octanoic acid, TMEDA"
negishi-in-situ,0.0,-0.13,R-I,Alkyl-I,Ar-Br,ArBr,VPhos Pd G3,VPhos,,water,"Octanoic acid, TMEDA"
oxidation,3.87,-0.64,Ar-NH2,ArNH2,Ar-NH2,ArNH2,,No Ligand,,"MeCN, water",CuSO4 anhydrous
oxidation,22.23,0.15,Ar-NH2,ArNH2,Ar-NH2,ArNH2,,No Ligand,,"tAmOH, water",Na2WO4
cs_coupling,47.73,0.85,Ar-Br,ArBr,Ar-Br,ArBr,PPh3)2PdCl2,"1,10-Phenanthroline, PPh3",,DMSO,"K2S2O5, Sodium formate, TBAB"
cs_coupling,32.84,0.2,Ar-Br,ArBr,Ar-Br,ArBr,cataCXiumA Pd G6 Br)2,CataCXiumA,,DMSO,"K2S2O5, Sodium formate, TBAB"
cs_coupling,35.52,0.32,Ar-Br,ArBr,Ar-Br,ArBr,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,DMSO,"K2S2O5, Sodium formate, TBAB"
condensation,48.3,0.38,R-Ester,RCO2R,R-NH2,RNH2,,No Ligand,NaOtBu,"anisole, MeOH",HFIP
condensation,1.17,-1.28,R-Ester,RCO2R,R-NH2,RNH2,,No Ligand,,PhMe,Potassium 2-ethylhexanoate
condensation,63.02,0.91,R-Ester,RCO2R,R-NH2,RNH2,,No Ligand,NaOtBu,"MeOH, methylcyclohexane",TBAB
condensation,56.0,0.66,R-Ester,RCO2R,R-NH2,RNH2,,No Ligand,NaOtBu,"MeOH, tAmOH",
amide_formation,0.0,-0.73,R-CO2H,RCO2H or M,Ar-NH2,ArNH2,,No Ligand,DBU,MeCN,PyBrOP
amide_formation,0.64,-0.7,R-CO2H,RCO2H or M,Ar-NH2,ArNH2,,No Ligand,NMI,DMF,"HOSu, DIC"
arylation-acidic-c-h,0.0,-0.93,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,NaH,tAmOH,
arylation-acidic-c-h,39.87,1.38,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,NaOtBu,PhMe,
arylation-acidic-c-h,27.72,0.68,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,NaOtBu,PhMe,
suzuki-in-situ,11.03,0.65,Ar-Br,ArBr,Ar-Br,ArBr,dtbpfPdCl2,dtbpf,"KOAc, Na2CO3","anisole, MeOH",TBAB
negishi-in-situ,13.39,-0.28,Ar-Br,ArBr,R-Br,Alkyl-Br,VPhos Pd G4,VPhos,,"MeCN, water","Octanoic acid, TMEDA"
negishi-in-situ,40.76,1.38,Ar-Br,ArBr,R-Br,Alkyl-Br,VPhos Pd G4,VPhos,,"MeCN, water","Octanoic acid, TMEDA"
negishi-in-situ,0.28,-1.08,Ar-Br,ArBr,R-Br,Alkyl-Br,VPhos Pd G4,VPhos,,tAmOH,TMEDA
negishi-in-situ,30.0,0.73,Ar-Br,ArBr,R-Br,Alkyl-Br,VPhos Pd G4,VPhos,,"MeCN, water","Octanoic acid, TMEDA"
negishi-in-situ,27.22,0.56,Ar-Br,ArBr,R-Br,Alkyl-Br,VPhos Pd G4,VPhos,,"MeCN, water","Octanoic acid, TMEDA"
cn_coupling,0.0,-0.54,Ar-Cl,ArCl,R-CONH2,RCONH2,XantPhos Pd(allyl)Cl,XantPhos,K3PO4,"MeCN, water",
cn_coupling,33.07,1.38,Ar-Cl,ArCl,R-CONH2,RCONH2,dppdtbpf)PdCl2,dppdtbpf,K3PO4,tAmOH,
cn_coupling,2.88,-0.37,Ar-Cl,ArCl,R-CONH2,RCONH2,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,NaOtBu,PhMe,
alkylation,86.98,0.97,R-OSO2R,Alkyl-OSO2R,AromN-H,arom. NH,,No Ligand,K2CO3,DMF,
alkylation,13.74,-1.27,R-OSO2R,Alkyl-OSO2R,AromN-H,arom. NH,,No Ligand,NaH,DMF,
alkylation,42.14,-0.4,R-OSO2R,Alkyl-OSO2R,AromN-H,arom. NH,,No Ligand,K2CO3,PhMe,LiI
suzuki_miyaura,14.66,-0.08,Alkenyl-B(OR)2,alkeneB(OR)2,Ar-Cl,ArCl,dtbpfPdCl2,dtbpf,K2CO3,"THF, water",Sodium octanoate
suzuki_miyaura,0.0,-0.56,Alkenyl-B(OR)2,alkeneB(OR)2,Ar-Cl,ArCl,meCgPPh Pd G3,meCgPPh,K2CO3,"anisole, water",TBAB
suzuki_miyaura,87.3,2.29,Alkenyl-B(OR)2,alkeneB(OR)2,Ar-Cl,ArCl,dppfPdCl2,dppf,K2CO3,"THF, water",Sodium octanoate
suzuki_miyaura,0.0,-0.56,Alkenyl-B(OR)2,alkeneB(OR)2,Ar-Cl,ArCl,dtbpfPdCl2,dtbpf,Na2CO3,"THF, water",Sodium octanoate
alkylation,14.74,-0.45,R-OSO2R,Alkyl-OSO2R,AromN-H,arom. NH,,No Ligand,K2CO3,DMF,
alkylation,0.0,-0.89,R-OSO2R,Alkyl-OSO2R,AromN-H,arom. NH,,No Ligand,NaH,DMF,
alkylation,22.24,-0.23,R-OSO2R,Alkyl-OSO2R,AromN-H,arom. NH,,No Ligand,NaH,DMF,LiI
alkylation,64.57,1.05,R-OSO2R,Alkyl-OSO2R,AromN-H,arom. NH,,No Ligand,KOtBu,DMF,"1,3,5-Trimethoxybenzene, LiI"
suzuki_miyaura,20.59,-0.75,Alkenyl-B(OR)2,alkeneB(OR)2,Ar-Br,ArBr,dtbpfPdCl2,dtbpf,K2CO3,"THF, water",Octanoic acid
negishi-in-situ,10.11,-0.4,Ar-Br,ArBr,R-Br,Alkyl-Br,VPhos Pd G4,VPhos,,"MeCN, water","Octanoic acid, TMEDA"
negishi-in-situ,22.13,0.23,Ar-Br,ArBr,R-Br,Alkyl-Br,XPhos Pd(crotyl)Cl,XPhos,TMEDA,"Brij 35, MeTHF",Octanoic acid
negishi-in-situ,45.65,1.44,Ar-Br,ArBr,R-Br,Alkyl-Br,AmPhos2PdCl2,AmPhos,TMEDA,"Brij 35, PhMe",TBAC
negishi-in-situ,37.55,1.02,Ar-Br,ArBr,R-Br,Alkyl-Br,AmPhos2PdCl2,AmPhos,,"Brij 35, PhMe",
negishi-in-situ,27.76,0.52,Ar-Br,ArBr,R-Br,Alkyl-Br,XPhos Pd(crotyl)Cl,XPhos,,"Brij 35, PhMe",
negishi-in-situ,46.96,1.51,Ar-Br,ArBr,R-Br,Alkyl-Br,XPhos Pd(crotyl)Cl,XPhos,,"Brij 35, PhMe",
negishi-in-situ,7.73,-0.52,Ar-Br,ArBr,R-Br,Alkyl-Br,"Cu2O, Ni(OAc)2",Me4phen,,"Brij 35, PhMe",TBAI
fluorination-oxidative,3.19,-0.67,Ar-H,ArH,Ar-H,ArH,,No Ligand,,DMF,water
suzuki_miyaura,0.0,-1.14,Ar-Cl,ArCl,RCH2-B(OR)2,Alkyl-B(OR)2,dppfPdCl2,dppf,K3PO4,"PhMe, water",TBAB
suzuki_miyaura,45.91,0.4,Ar-Cl,ArCl,RCH2-B(OR)2,Alkyl-B(OR)2,XPhos Pd G2,XPhos,K3PO4,"MeOH, PhMe",
