Reaction_Type_Standardized,Reactant_A_Type,Reactant_B_Type,Reactant_Types_Key,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
Ar-F|AromN-H -> None || Ar-NO2|Ar-R,"Ar-R,AromN-H","Ar-F,Ar-NO2","Ar-F,Ar-NO2|Ar-R,AromN-H",100.0,Cc1c[nH]c(C)c1.O=[N+]([O-])c1ccccc1F>>Cc1cc(C)n(-c2ccccc2[N+](=O)[O-])c1,,,NaOH,DMSO,,,,1.5726944247823809
Ar-F|AromN-H -> None || Ar-NO2|Ar-R|RCH2-OR,"Ar-F,Ar-NO2,RCH2-OR","Ar-R,AromN-H","Ar-F,Ar-NO2,RCH2-OR|Ar-R,AromN-H",100.0,COc1ccc([N+](=O)[O-])c(F)c1.CCc1c(C)c[nH]c1C>>CCc1c(C)cn(-c2cc(OC)ccc2[N+](=O)[O-])c1C,,,NaOH,DMSO,,,,0.7302967433402214
Ar-CHCH2|Ar-F|Bn-NHR -> Ar-R|R2CH-NR2|RCH2-NR2 || None,Bn-NHR,"Ar-F,Ar-CHCH2","Ar-F,Ar-CHCH2|Bn-NHR",89.0,CNCc1ccccn1.C=Cc1cccnc1F>>CN1c2ncccc2CCC1c1ccccn1,LiHMDS,,,THF,,,,0.3872983346207417
Ar-CHCH2|Ar-F|Bn-NHR -> R2CH-NR2|RCH2-NR2 || Ar-R,Bn-NHR,"Ar-R,Ar-F,Ar-CHCH2","Ar-R,Ar-F,Ar-CHCH2|Bn-NHR",85.0,CNCc1ccccn1.C=Cc1ccc(C)cc1F>>Cc1ccc2c(c1)N(C)C(c1ccccn1)CC2,LiHMDS,,,PhMe,,,,0.302852679075042
Ar-CHCH2|Ar-F|Bn-NHR -> Ar-R|R2CH-NR2|RCH2-NR2 || Ar-Ar,"Ar-F,Ar-CHCH2","Ar-Ar,Bn-NHR","Ar-Ar,Bn-NHR|Ar-F,Ar-CHCH2",70.0,C=Cc1ccccc1F.CNCc1ccc(-c2ccccc2)cn1>>CN1c2ccccc2CCC1c1ccc(-c2ccccc2)cn1,LiHMDS,,,PhMe,,,,0.0
Ar-CHCH2|Ar-F|Bn-NHR -> Ar-R|R2CH-NR2|RCH2-NR2 || Ar-Cl,Bn-NHR,"Ar-Cl,Ar-F,Ar-CHCH2","Ar-Cl,Ar-F,Ar-CHCH2|Bn-NHR",87.0,CNCc1ccccn1.C=Cc1ccc(Cl)cc1F>>CN1c2cc(Cl)ccc2CCC1c1ccccn1,LiHMDS,,,THF,,,,0.424238966557144
Ar-CHCH2|Ar-F|Bn-NHR -> R2CH-NR2|RCH2-NR2 || Ar-R,Bn-NHR,"Ar-R,Ar-F,Ar-CHCH2","Ar-R,Ar-F,Ar-CHCH2|Bn-NHR",71.0,CNCc1ccccn1.C=Cc1cccc(C)c1F>>Cc1cccc2c1N(C)C(c1ccccn1)CC2,LiHMDS,,,PhMe,,,,-1.4637879488626988
Ar-CHCH2|Ar-F|Bn-NHR -> Ar-R|R2CH-NR2|RCH2-NR2 || Ar-Ar,Bn-NHR,"Ar-Ar,Ar-F,Ar-CHCH2","Ar-Ar,Ar-F,Ar-CHCH2|Bn-NHR",87.0,CNCc1ccccn1.C=Cc1ccc(-c2ccc3ccccc3c2)cc1F>>CN1c2cc(-c3ccc4ccccc4c3)ccc2CCC1c1ccccn1,LiHMDS,,,PhMe,,,,-0.5773502691896176
Ar-F|AromN-H -> None || Ar-CN,AromN-H,"Ar-F,Ar-CN","Ar-F,Ar-CN|AromN-H",81.0,c1ccc2c(c1)[nH]c1ccccc12.N#Cc1c(F)ccc(F)c1C#N>>N#Cc1c(-n2c3ccccc3c3ccccc32)ccc(-n2c3ccccc3c3ccccc32)c1C#N,,,NaH,THF,water,,,-0.8262054692336497
Ar-CHCH2|Ar-F|Bn-NHR -> R2CH-NR2|RCH2-NR2 || Ar-R,"Ar-F,Ar-CHCH2","Ar-R,Bn-NHR","Ar-F,Ar-CHCH2|Ar-R,Bn-NHR",90.0,C=Cc1ccccc1F.CNCc1cc(C)ccn1>>Cc1ccnc(C2CCc3ccccc3N2C)c1,LiHMDS,,,PhMe,,,,-0.9271726499455286
Ar-CHCH2|Ar-F|Bn-NHR -> Ar-R|R2CH-NR2|RCH2-NR2 || Ar-Br,Bn-NHR,"Ar-Br,Ar-F,Ar-CHCH2","Ar-Br,Ar-F,Ar-CHCH2|Bn-NHR",87.0,CNCc1ccccn1.C=Cc1cc(Br)ccc1F>>CN1c2ccc(Br)cc2CCC1c1ccccn1,LiHMDS,,,THF,,,,0.0
Ar-CHCH2|Ar-F|Bn-NHR -> R2CH-NR2|RCH2-NR2 || Ar-R,Bn-NHR,"Ar-R,Ar-F,Ar-CHCH2","Ar-R,Ar-F,Ar-CHCH2|Bn-NHR",83.0,CNCc1ccccn1.C=Cc1c(C)cccc1F>>Cc1cccc2c1CCC(c1ccccn1)N2C,LiHMDS,,,PhMe,,,,0.05047544651250759
Ar-CHCH2|Ar-F|Bn-NHR -> Ar-R|R2CH-NR2|RCH2-NR2 || Ar-Ar,Bn-NHR,"Ar-Ar,Ar-F,Ar-CHCH2","Ar-Ar,Ar-F,Ar-CHCH2|Bn-NHR",87.0,CNCc1ccccn1.C=Cc1cc(-c2ccccc2)ccc1F>>CN1c2ccc(-c3ccccc3)cc2CCC1c1ccccn1,LiHMDS,,,PhMe,,,,-0.5773502691896176
Ar-CHCH2|Ar-F|Bn-NHR -> Ar-R|R2CH-NR2|RCH2-NR2 || None,"Ar-F,Ar-CHCH2",Bn-NHR,"Ar-F,Ar-CHCH2|Bn-NHR",83.0,C=Cc1ccccc1F.CNCc1ccc2ccccc2n1>>CN1c2ccccc2CCC1c1ccc2ccccc2n1,LiHMDS,,,PhMe,,,,-1.161895003862225
Ar-CHCH2|Ar-F|Bn-NHR -> Ar-R|R2CH-NR2|RCH2-NR2 || RCH2-OR,Bn-NHR,"Ar-F,RCH2-OR,Ar-CHCH2","Ar-F,RCH2-OR,Ar-CHCH2|Bn-NHR",82.0,CNCc1ccccn1.C=Cc1ccc(OC)cc1F>>COc1ccc2c(c1)N(C)C(c1ccccn1)CC2,LiHMDS,,,THF,,,,0.0
Ar-CHCH2|Ar-F|Bn-NHR -> R2CH-NR2|RCH2-NR2 || Ar-R,"Ar-F,Ar-CHCH2","Ar-R,Bn-NHR","Ar-F,Ar-CHCH2|Ar-R,Bn-NHR",92.0,C=Cc1ccccc1F.CNCc1ncccc1C>>Cc1cccnc1C1CCc2ccccc2N1C,LiHMDS,,,PhMe,,,,-0.13245323570650247
Ar-CHCH2|Ar-F|Bn-NHR -> Ar-R|R2CH-NR2|RCH2-NR2 || Ar-Ar,Bn-NHR,"Ar-Ar,Ar-F,Ar-CHCH2","Ar-Ar,Ar-F,Ar-CHCH2|Bn-NHR",88.0,CNCc1ccccn1.C=Cc1cc(-c2cccs2)ccc1F>>CN1c2ccc(-c3cccs3)cc2CCC1c1ccccn1,LiHMDS,,,THF,,,,1.15470053837926
Ar-CHCH2|Ar-F|Bn-NHR -> Ar-R|R2CH-NR2|RCH2-NR2 || None,"Ar-F,Ar-CHCH2",Bn-NHR,"Ar-F,Ar-CHCH2|Bn-NHR",86.0,C=Cc1ccccc1F.CNCc1nccc2ccccc12>>CN1c2ccccc2CCC1c1nccc2ccccc12,LiHMDS,,,PhMe,,,,-0.3872983346207417
Ar-CHCH2|Ar-F|Bn-NHR -> R2CH-NR2|RCH2-NR2 || Ar-R,Bn-NHR,"Ar-R,Ar-F,Ar-CHCH2","Ar-R,Ar-F,Ar-CHCH2|Bn-NHR",81.0,CNCc1ccccn1.C=Cc1cc(C2CC2)ccc1F>>CN1c2ccc(C3CC3)cc2CCC1c1ccccn1,LiHMDS,,,THF,,,,-0.2019017860500268
Ar-CHCH2|Ar-F|Bn-NHR -> R2CH-NR2|RCH2-NR2 || Ar-R,"Ar-F,Ar-CHCH2","Ar-R,Bn-NHR","Ar-F,Ar-CHCH2|Ar-R,Bn-NHR",95.0,C=Cc1ccccc1F.CNCc1cccc(C)n1>>Cc1cccc(C2CCc3ccccc3N2C)n1,LiHMDS,,,PhMe,,,,1.0596258856520369
Ar-CHCH2|Ar-F|Bn-NHR -> Ar-R|R2CH-NR2|RCH2-NR2 || Ar-Cl,Bn-NHR,"Ar-Cl,Ar-F,Ar-CHCH2","Ar-Cl,Ar-F,Ar-CHCH2|Bn-NHR",71.0,CNCc1ccccn1.C=Cc1cc(Cl)ccc1F>>CN1c2ccc(Cl)cc2CCC1c1ccccn1,LiHMDS,,,THF,,,,-1.1421818330384663
Ar-CHCH2|Ar-F|Bn-NHR -> Ar-R|R2CH-NR2|RCH2-NR2 || Ar-Cl,Bn-NHR,"Ar-Cl,Ar-F,Ar-CHCH2","Ar-Cl,Ar-F,Ar-CHCH2|Bn-NHR",90.0,CNCc1ccccn1.C=Cc1c(F)cccc1Cl>>CN1c2cccc(Cl)c2CCC1c1ccccn1,LiHMDS,,,THF,,,,0.7179428664813209
Ar-CHCH2|Ar-F|Bn-NHR -> Ar-R|R2CH-NR2|RCH2-NR2 || None,"Ar-F,Ar-CHCH2",Bn-NHR,"Ar-F,Ar-CHCH2|Bn-NHR",92.0,C=Cc1ccccc1F.CNCc1ccccn1>>CN1c2ccccc2CCC1c1ccccn1,LiHMDS,,,PhMe,,,,1.161895003862225
Ar-CHCH2|Ar-F|Bn-NHR -> R2CH-NR2|RCH2-NR2 || Ar-R,"Ar-R,Ar-F,Ar-CHCH2",Bn-NHR,"Ar-R,Ar-F,Ar-CHCH2|Bn-NHR",93.0,C=Cc1cc(C)ccc1F.CNCc1ccccn1>>Cc1ccc2c(c1)CCC(c1ccccn1)N2C,LiHMDS,,,PhMe,,,,1.3123616093251795
Ar-CHCH2|Ar-F|Bn-NHR -> Ar-R|R2CH-NR2|RCH2-NR2 || Ar-Alkynyl,Bn-NHR,"Ar-Alkynyl,Ar-F,Ar-CHCH2","Ar-Alkynyl,Ar-F,Ar-CHCH2|Bn-NHR",85.0,CNCc1ccccn1.C=Cc1cc(C#Cc2ccccc2)ccc1F>>CN1c2ccc(C#Cc3ccccc3)cc2CCC1c1ccccn1,LiHMDS,,,THF,,,,0.0
Ar-OTf|RCH2-NHR -> RCH2-NR2 || Ar-SR|RCH2-OR,"RCH2-NHR,RCH2-OR","Ar-OTf,Ar-SR","Ar-OTf,Ar-SR|RCH2-NHR,RCH2-OR",93.0,C1COCCN1.O=[S@](c1ccccc1)c1cc2ccccc2nc1OS(=O)(=O)C(F)(F)F>>O=[S@](c1ccccc1)c1cc2ccccc2nc1N1CCOCC1,,,,DMF / water,NH4Cl,,,0.0
Ar-Cl|RCH2-NHR -> RCH2-NR2 || Ar-Br,RCH2-NHR,"Ar-Cl,Ar-Br","Ar-Cl,Ar-Br|RCH2-NHR",90.0,C1CCCNCC1.Clc1ncc(Br)cn1>>Brc1cnc(N2CCCCCC2)nc1,,,K2CO3,DMSO,,,,0.6555561028062706
Ar-OTf|RCH2-NHR -> None || Any-Ester|Ar-SR|RCH2-NR2,"RCH2-NHR,RCH2-NR2,Any-Ester","Ar-OTf,Ar-SR","Ar-OTf,Ar-SR|RCH2-NHR,RCH2-NR2,Any-Ester",93.0,CC(C)(C)OC(=O)N1CCNCC1.O=[S@](c1ccccc1)c1cc2ccccc2nc1OS(=O)(=O)C(F)(F)F>>CC(C)(C)OC(=O)N1CCN(c2nc3ccccc3cc2[S@](=O)c2ccccc2)CC1,,,,DMF / water,NH4Cl,,,0.0
Any-CHCH2|Ar-Br|R-CHCH2|RCH2-NHR -> RCH2-NR2 || Ar-Si,RCH2-NHR,"Ar-Br,Ar-Si,R-CHCH2,Any-CHCH2","Ar-Br,Ar-Si,R-CHCH2,Any-CHCH2|RCH2-NHR",73.0,CNc1ccccc1.C=CC[Si](C)(C)c1sc2ccccc2c1Br>>CC1CN(c2ccccc2)c2c(sc3ccccc23)[Si](C)(C)C1,Pd2(dba)3,1836220-69-9,NaOtBu,PhMe,,,,-0.7071067811865475
Any-CHCH2|Ar-Br|R-CHCH2|RCH2-NHR -> RCH2-NR2 || Ar-R|Ar-Si,"Ar-R,RCH2-NHR","Ar-Br,Ar-Si,R-CHCH2,Any-CHCH2","Ar-Br,Ar-Si,R-CHCH2,Any-CHCH2|Ar-R,RCH2-NHR",62.0,CNc1cccc(C)c1.C=CC[Si](C)(C)c1sc2ccccc2c1Br>>Cc1cccc(N2CC(C)C[Si](C)(C)c3sc4ccccc4c32)c1,Pd2(dba)3,1836220-69-9,NaOtBu,PhMe,,,,-0.7071067811865476
Ar-Cl|RCH2-NH2 -> RCH2-NHR || Ar-N3|R-H-acidic|RCH2-Ester|RCH2-OR,"R-H-acidic,RCH2-NH2,RCH2-Ester","Ar-Cl,RCH2-OR,Ar-N3","Ar-Cl,RCH2-OR,Ar-N3|R-H-acidic,RCH2-NH2,RCH2-Ester",90.0,COC(=O)CN.COc1nc(Cl)nc(N=[N+]=[N-])n1>>COC(=O)CNc1nc(N=[N+]=[N-])nc(OC)n1,,,DIPEA,MeCN,,,,0.0
Ar-Cl|AromN-H -> None || Ar-Br,"Ar-Br,AromN-H",Ar-Cl,"Ar-Br,AromN-H|Ar-Cl",78.0,Brc1ccc2[nH]c3ccccc3c2c1.Clc1ncccn1>>Brc1ccc2c(c1)c1ccccc1n2-c1ncccn1,,,NaH,DMF,water,,,-0.08213881381782602
Ar-Br|R2CH-NHR -> R2CH-NR2 || Ar-F|Ar-R|Ar-Si,"Ar-R,Ar-Br,Ar-F,Ar-Si,R2CH-NHR",,"Ar-R,Ar-Br,Ar-F,Ar-Si,R2CH-NHR",61.0,C[Si](C)(CCC(Nc1ccccc1)c1ccc(F)cc1)c1sc2ccccc2c1Br>>C[Si]1(C)CCC(c2ccc(F)cc2)N(c2ccccc2)c2c1sc1ccccc21,Pd2(dba)3,RuPhos,NaOtBu,PhMe,,,,0.0
Any-CHCH2|Ar-Br|R-CHCH2|RCH2-NHR -> RCH2-NR2 || Ar-Cl|Ar-Si,"Ar-Cl,RCH2-NHR","Ar-Br,Ar-Si,R-CHCH2,Any-CHCH2","Ar-Br,Ar-Si,R-CHCH2,Any-CHCH2|Ar-Cl,RCH2-NHR",61.0,CNc1ccc(Cl)cc1.C=CC[Si](C)(C)c1sc2ccccc2c1Br>>CC1CN(c2ccc(Cl)cc2)c2c(sc3ccccc23)[Si](C)(C)C1,Pd2(dba)3,1836220-69-9,NaOtBu,PhMe,,,,0.0
Ar-Br|R2CH-NHR -> R2CH-NR2 || Ar-R|Ar-Si,"Ar-R,Ar-Br,Ar-Si,R2CH-NHR",,"Ar-R,Ar-Br,Ar-Si,R2CH-NHR",56.0,C[Si](C)(CCC(Nc1ccccc1)c1ccccc1)c1sc2ccccc2c1Br>>C[Si]1(C)CCC(c2ccccc2)N(c2ccccc2)c2c1sc1ccccc21,Pd2(dba)3,RuPhos,NaOtBu,PhMe,,,,0.0
Any-CHCH2|Ar-Br|R-CHCH2|RCH2-NHR -> RCH2-NR2 || Ar-R,"Ar-R,RCH2-NHR","Ar-R,Ar-Br,R-CHCH2,Any-CHCH2","Ar-R,Ar-Br,R-CHCH2,Any-CHCH2|Ar-R,RCH2-NHR",83.0,CNc1ccc(C)cc1.C=CCc1sccc1Br>>Cc1ccc(N2CC(C)Cc3sccc32)cc1,Pd2(dba)3,1836220-69-9,NaOtBu,PhMe,,,,-0.7071067811865475
Alkenyl-Si|Ar-Br|RCH2-NHR -> RCH2-NR2 || Ar-Si,RCH2-NHR,"Ar-Br,Ar-Si,Alkenyl-Si","Ar-Br,Ar-Si,Alkenyl-Si|RCH2-NHR",79.0,CNc1ccccc1.C=C[Si](C)(C)c1sccc1Br>>CC1CN(c2ccccc2)c2ccsc2[Si]1(C)C,Pd2(dba)3,1836220-69-9,NaOtBu,PhMe,,,,0.7071067811865476
Any-CHCH2|Ar-Br|R-CHCH2|RCH2-NHR -> RCH2-NR2 || Ar-Cl|Ar-R,"Ar-Cl,RCH2-NHR","Ar-R,Ar-Br,R-CHCH2,Any-CHCH2","Ar-Cl,RCH2-NHR|Ar-R,Ar-Br,R-CHCH2,Any-CHCH2",54.0,CNc1ccc(Cl)cc1.C=CCc1sccc1Br>>CC1Cc2sccc2N(c2ccc(Cl)cc2)C1,Pd2(dba)3,1836220-69-9,NaOtBu,PhMe,,,,0.0
Any-CHCH2|Ar-Br|R-CHCH2|RCH2-NHR -> RCH2-NR2 || Ar-Si|RCH2-OR,"RCH2-NHR,RCH2-OR","Ar-Br,Ar-Si,R-CHCH2,Any-CHCH2","Ar-Br,Ar-Si,R-CHCH2,Any-CHCH2|RCH2-NHR,RCH2-OR",67.0,CNc1ccc(OC)cc1.C=CC[Si](C)(C)c1sc2ccccc2c1Br>>COc1ccc(N2CC(C)C[Si](C)(C)c3sc4ccccc4c32)cc1,Pd2(dba)3,1836220-69-9,NaOtBu,PhMe,,,,0.0
Any-CHCH2|Ar-Br|R-CHCH2|RCH2-NHR -> RCH2-NR2 || Ar-R,"Ar-R,RCH2-NHR","Ar-R,Ar-Br,R-CHCH2,Any-CHCH2","Ar-R,Ar-Br,R-CHCH2,Any-CHCH2|Ar-R,RCH2-NHR",84.0,CNc1cccc(C)c1.C=CCc1sccc1Br>>Cc1cccc(N2CC(C)Cc3sccc32)c1,Pd2(dba)3,1836220-69-9,NaOtBu,PhMe,,,,0.7071067811865475
Ar-Br|RCH2-NHR -> RCH2-NR2 || Ar-Si|R3C-F|R3C-OR,"Ar-Br,Ar-Si,RCH2-NHR,R3C-OR,R3C-F",,"Ar-Br,Ar-Si,RCH2-NHR,R3C-OR,R3C-F",93.0,C[Si](C)(CCCNc1ccc(OC(F)(F)F)cc1)c1sc2ccccc2c1Br>>C[Si]1(C)CCCN(c2ccc(OC(F)(F)F)cc2)c2c1sc1ccccc21,Pd2(dba)3,RuPhos,NaOtBu,PhMe,,,,0.0
Any-CHCH2|Ar-Br|R-CHCH2|RCH2-NHR -> RCH2-NR2 || Ar-R|Ar-Si,"Ar-R,RCH2-NHR","Ar-Br,Ar-Si,R-CHCH2,Any-CHCH2","Ar-Br,Ar-Si,R-CHCH2,Any-CHCH2|Ar-R,RCH2-NHR",65.0,CNc1ccc(C)cc1.C=CC[Si](C)(C)c1sc2ccccc2c1Br>>Cc1ccc(N2CC(C)C[Si](C)(C)c3sc4ccccc4c32)cc1,Pd2(dba)3,1836220-69-9,NaOtBu,PhMe,,,,0.7071067811865476
Any-CHCH2|Ar-Br|R-CHCH2|RCH2-NHR -> RCH2-NR2 || Ar-R,RCH2-NHR,"Ar-R,Ar-Br,R-CHCH2,Any-CHCH2","Ar-R,Ar-Br,R-CHCH2,Any-CHCH2|RCH2-NHR",83.0,CNc1ccccc1.C=CCc1sccc1Br>>CC1Cc2sccc2N(c2ccccc2)C1,Pd2(dba)3,1836220-69-9,NaOtBu,PhMe,,,,0.0
Any-CHCH2|Ar-Br|R-CHCH2|RCH2-NHR -> RCH2-NR2 || Ar-SR|Ar-Si,"Ar-SR,RCH2-NHR","Ar-Br,Ar-Si,R-CHCH2,Any-CHCH2","Ar-Br,Ar-Si,R-CHCH2,Any-CHCH2|Ar-SR,RCH2-NHR",62.0,CNc1ccc(SC)cc1.C=CC[Si](C)(C)c1sc2ccccc2c1Br>>CSc1ccc(N2CC(C)C[Si](C)(C)c3sc4ccccc4c32)cc1,Pd2(dba)3,1836220-69-9,NaOtBu,PhMe,,,,0.0
Ar-Br|RCH2-NHR -> RCH2-NR2 || Ar-R|Ar-Si,"Ar-R,Ar-Br,Ar-Si,RCH2-NHR",,"Ar-R,Ar-Br,Ar-Si,RCH2-NHR",82.0,Cc1cccc(NCCC[Si](C)(C)c2sc3ccccc3c2Br)c1>>Cc1cccc(N2CCC[Si](C)(C)c3sc4ccccc4c32)c1,Pd2(dba)3,RuPhos,NaOtBu,PhMe,,,,0.0
Any-CHCH2|Ar-Br|R-CHCH2|RCH2-NHR -> RCH2-NR2 || Ar-R|Ar-SR,"Ar-R,Ar-Br,R-CHCH2,Any-CHCH2","Ar-SR,RCH2-NHR","Ar-R,Ar-Br,R-CHCH2,Any-CHCH2|Ar-SR,RCH2-NHR",79.0,C=CCc1sccc1Br.CNc1ccc(SC)cc1>>CSc1ccc(N2CC(C)Cc3sccc32)cc1,Pd2(dba)3,1836220-69-9,NaOtBu,PhMe,,,,0.0
Ar-Br|RCH2-NHR -> RCH2-NR2 || Ar-Si|RCH2-OR,"Ar-Br,Ar-Si,RCH2-NHR,RCH2-OR",,"Ar-Br,Ar-Si,RCH2-NHR,RCH2-OR",78.0,COc1ccc(NCCC[Si](C)(C)c2sc3ccccc3c2Br)cc1>>COc1ccc(N2CCC[Si](C)(C)c3sc4ccccc4c32)cc1,Pd2(dba)3,RuPhos,NaOtBu,PhMe,,,,0.0
Any-CHCH2|Ar-Br|R-CHCH2|RCH2-NHR -> RCH2-NR2 || Ar-Si,RCH2-NHR,"Ar-Br,Ar-Si,R-CHCH2,Any-CHCH2","Ar-Br,Ar-Si,R-CHCH2,Any-CHCH2|RCH2-NHR",88.0,CNc1ccccc1.C=CC[Si](C)(C)c1sccc1Br>>CC1CN(c2ccccc2)c2ccsc2[Si](C)(C)C1,Pd2(dba)3,1836220-69-9,NaOtBu,PhMe,,,,0.7071067811865475
Ar-Br|R2CH-NHR -> R2CH-NR2 || Ar-R|Ar-Si|R3C-F,"Ar-R,Ar-Br,Ar-Si,R2CH-NHR,R3C-F",,"Ar-R,Ar-Br,Ar-Si,R2CH-NHR,R3C-F",54.0,C[Si](C)(CCC(Nc1ccccc1)c1ccc(C(F)(F)F)cc1)c1sc2ccccc2c1Br>>C[Si]1(C)CCC(c2ccc(C(F)(F)F)cc2)N(c2ccccc2)c2c1sc1ccccc21,Pd2(dba)3,RuPhos,NaOtBu,PhMe,,,,0.0
Any-CHCH2|Ar-Br|R-CHCH2|RCH2-NHR -> RCH2-NR2 || Ar-F|Ar-R,"Ar-F,RCH2-NHR","Ar-R,Ar-Br,R-CHCH2,Any-CHCH2","Ar-F,RCH2-NHR|Ar-R,Ar-Br,R-CHCH2,Any-CHCH2",81.0,CNc1ccc(F)cc1.C=CCc1sccc1Br>>CC1Cc2sccc2N(c2ccc(F)cc2)C1,Pd2(dba)3,1836220-69-9,NaOtBu,PhMe,,,,0.0
Alkenyl-Si|Ar-Br|RCH2-NHR -> RCH2-NR2 || Ar-Si,RCH2-NHR,"Ar-Br,Ar-Si,Alkenyl-Si","Ar-Br,Ar-Si,Alkenyl-Si|RCH2-NHR",68.0,CNc1ccccc1.C=C[Si](C)(C)c1sc2ccccc2c1Br>>CC1CN(c2ccccc2)c2c(sc3ccccc23)[Si]1(C)C,Pd2(dba)3,1836220-69-9,NaOtBu,PhMe,,,,-0.7071067811865476
Ar-Br|RCH2-NHR -> RCH2-NR2 || Ar-Si,"Ar-Br,Ar-Si,RCH2-NHR",,"Ar-Br,Ar-Si,RCH2-NHR",76.0,C[Si](C)(CCCNc1ccccc1)c1sc2ccccc2c1Br>>C[Si]1(C)CCCN(c2ccccc2)c2c1sc1ccccc21,Pd2(dba)3,RuPhos,NaOtBu,PhMe,,,,0.0
Any-CHCH2|Ar-Br|R-CHCH2|RCH2-NHR -> RCH2-NR2 || Ar-F|Ar-Si,"Ar-F,RCH2-NHR","Ar-Br,Ar-Si,R-CHCH2,Any-CHCH2","Ar-Br,Ar-Si,R-CHCH2,Any-CHCH2|Ar-F,RCH2-NHR",64.0,CNc1ccc(F)cc1.C=CC[Si](C)(C)c1sc2ccccc2c1Br>>CC1CN(c2ccc(F)cc2)c2c(sc3ccccc23)[Si](C)(C)C1,Pd2(dba)3,1836220-69-9,NaOtBu,PhMe,,,,0.0
Any-CHCH2|Ar-Br|R-CHCH2|RCH2-NHR -> RCH2-NR2 || Ar-R|RCH2-OR,"RCH2-NHR,RCH2-OR","Ar-R,Ar-Br,R-CHCH2,Any-CHCH2","Ar-R,Ar-Br,R-CHCH2,Any-CHCH2|RCH2-NHR,RCH2-OR",82.0,CNc1ccc(OC)cc1.C=CCc1sccc1Br>>COc1ccc(N2CC(C)Cc3sccc32)cc1,Pd2(dba)3,1836220-69-9,NaOtBu,PhMe,,,,0.0
Ar-NHR|Ar-SR -> None || Ar-Br|Ar-R,"Ar-R,Ar-Br,Ar-SR,Ar-NHR",,"Ar-R,Ar-Br,Ar-SR,Ar-NHR",76.0,CC(C)(C)c1cc(Br)c2c(c1)Sc1cc(C(C)(C)C)cc(Br)c1N2>>CC(C)(C)c1cc(Br)c2c(c1)sc1cc(C(C)(C)C)cc3c1-n2c1cc(C(C)(C)C)cc2sc4cc(C(C)(C)C)cc(Br)c4n3-c21,CuI,,K2CO3,o-DCB,18C6,,,0.7071067811865476
Ar-F|AromN-H -> None || Ar-NO2|Ar-R|RCH2-OR,"Ar-F,Ar-NO2,RCH2-OR","Ar-R,AromN-H","Ar-F,Ar-NO2,RCH2-OR|Ar-R,AromN-H",100.0,COc1ccc([N+](=O)[O-])c(F)c1.Cc1c[nH]c(C)c1>>COc1ccc([N+](=O)[O-])c(-n2cc(C)cc2C)c1,,,NaOH,DMSO,,,,0.7302967433402214
Ar-Cl|Ar-NH2 -> Ar-NHR || Any-Ester|Ar-Ar|Ar-R|RCH2-NR2,"Ar-R,Ar-NH2,RCH2-NR2,Any-Ester","Ar-Ar,Ar-R,Ar-Cl","Ar-Ar,Ar-R,Ar-Cl|Ar-R,Ar-NH2,RCH2-NR2,Any-Ester",70.0,CC(C)(C)OC(=O)N1CCc2cc(N)ccc21.Cc1cnc(Cl)nc1-c1cnn(C(C)C)c1>>Cc1cnc(Nc2ccc3c(c2)CCN3C(=O)OC(C)(C)C)nc1-c1cnn(C(C)C)c1,Pd2(dba)3,XantPhos,Cs2CO3,"1,4-Dioxane",,,,0.0
Ar-Cl|Ar-NH2 -> Ar-NHR || Ar-Ar|Ar-F|Ar-R|Ar-SO2NR2|R3C-F|RCH2-NR2,"Ar-R,Ar-NH2,RCH2-NR2,Ar-SO2NR2,R3C-F","Ar-Ar,Ar-Cl,Ar-F","Ar-Ar,Ar-Cl,Ar-F|Ar-R,Ar-NH2,RCH2-NR2,Ar-SO2NR2,R3C-F",75.0,Nc1ccc2c(c1)CCN2S(=O)(=O)c1ccc(C(F)(F)F)cc1.CC(C)n1cc(-c2nc(Cl)ncc2F)cn1>>CC(C)n1cc(-c2nc(Nc3ccc4c(c3)CCN4S(=O)(=O)c3ccc(C(F)(F)F)cc3)ncc2F)cn1,Pd2(dba)3,XantPhos,Cs2CO3,"1,4-Dioxane",,,,0.0
Ar-Cl|Ar-NH2 -> Ar-NHR || Ar-Ar|Ar-CONHR|Ar-F|Bn-NHR|R-H-acidic|RCH2-CN,"Ar-NH2,Ar-CONHR,Bn-NHR","R-H-acidic,Ar-Ar,Ar-Cl,Ar-F,RCH2-CN","Ar-NH2,Ar-CONHR,Bn-NHR|R-H-acidic,Ar-Ar,Ar-Cl,Ar-F,RCH2-CN",75.0,Nc1ccc2c(c1)CNC2=O.N#CCCn1cc(-c2nc(Cl)ncc2F)cn1>>N#CCCn1cc(-c2nc(Nc3ccc4c(c3)CNC4=O)ncc2F)cn1,Pd2(dba)3,XantPhos,Cs2CO3,"1,4-Dioxane",,,,0.0
