Reaction_Type_Standardized,Is_Intramolecular,Reactant_A_Type,Reactant_B_Type,Reactant_Types_Key,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Pyridine,False,Ar-B(OH)2,"Ar-NH2,Pyridine","Ar-B(OH)2|Ar-NH2,Pyridine",76.0,OB(O)c1ccccc1.Nc1ccccn1>>c1ccc(Nc2ccccn2)cc1,Cu(0),,K2CO3,MeCN,,,,0.7599564384357592
Ar-B(OH)2|AromN-H -> Ar-AromN|Ar-Br || Ar-Br|AromN-H|Benzimidazole,False,"AromN-H,Benzimidazole","Ar-Br,Ar-B(OH)2","Ar-Br,Ar-B(OH)2|AromN-H,Benzimidazole",39.0,O=c1[nH]c2ccccc2[nH]1.OB(O)c1ccc(Br)cc1>>O=c1n(-c2ccc(Br)cc2)c2ccccc2n1-c1ccc(Br)cc1.O=c1[nH]c2ccccc2n1-c1ccc(Br)cc1,TMEDA,22205-45-4,,DMF,,,,-0.7071067811865476
Ar-B(OH)2|AromN-H|Benzimidazole -> Ar-AromN || Ar-OH,False,"AromN-H,Benzimidazole","Ar-B(OH)2,Ar-OH","Ar-B(OH)2,Ar-OH|AromN-H,Benzimidazole",73.0,c1ccc2[nH]cnc2c1.OB(O)c1ccc(O)cc1>>Oc1ccc(-n2cnc3ccccc32)cc1,TMEDA,22205-45-4,,MeOH,,,,0.0
Ar-B(OH)2|AromN-H|Pyrazole -> Ar-AromN || Ar-Ar|Ar-CN,False,"Ar-Ar,AromN-H,Pyrazole","Ar-B(OH)2,Ar-CN","Ar-Ar,AromN-H,Pyrazole|Ar-B(OH)2,Ar-CN",38.0,c1ccc(-c2cc[nH]n2)cc1.N#Cc1ccccc1B(O)O>>N#Cc1ccccc1-n1ccc(-c2ccccc2)n1,Cu(OAc)2,,Et3N / Py,DCM,,,,0.0
Ar-B(OH)2|AromN-H|Benzimidazole -> Ar-AromN || Ar-OR,False,"AromN-H,Benzimidazole","Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|AromN-H,Benzimidazole",91.0,c1ccc2[nH]cnc2c1.COc1ccc(B(O)O)cc1>>COc1ccc(-n2cnc3ccccc32)cc1,TMEDA,22205-45-4,,MeOH,,,,0.9086907562483154
Ar-B(OH)2|AromN-H|Benzimidazole -> Ar-AromN || None,False,"AromN-H,Benzimidazole",Ar-B(OH)2,"Ar-B(OH)2|AromN-H,Benzimidazole",88.0,c1ccc2[nH]cnc2c1.OB(O)c1ccccc1>>c1ccc(-n2cnc3ccccc32)cc1,TMEDA,22205-45-4,,MeOH,,,,0.3775468242580459
Ar-B(OH)2|AromN-H -> Ar-AromN || Ar-Ester|Ar-OR|Ar-R,False,"Ar-R,AromN-H,Ar-Ester","Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|Ar-R,AromN-H,Ar-Ester",81.0,CCOC(=O)c1cc(C)n[nH]c1=O.COc1ccc(B(O)O)cc1>>CCOC(=O)c1cc(C)nn(-c2ccc(OC)cc2)c1=O,Cu(OAc)2,,Et3N / Py,DCM,,,,0.0
Ar-B(OH)2|AromN-H|Benzimidazole -> Ar-AromN || Ar-R,False,"AromN-H,Benzimidazole","Ar-R,Ar-B(OH)2","Ar-R,Ar-B(OH)2|AromN-H,Benzimidazole",93.0,c1ccc2[nH]cnc2c1.Cc1ccc(B(O)O)cc1>>Cc1ccc(-n2cnc3ccccc32)cc1,TMEDA,22205-45-4,,MeOH,,,,0.9587010939387415
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || Any-Imino|Ar-Cl|RCH2-NR2,False,"Ar-Cl,Ar-B(OH)2","RCH2-NHR,RCH2-NR2,Any-Imino","Ar-Cl,Ar-B(OH)2|RCH2-NHR,RCH2-NR2,Any-Imino",31.0,OB(O)c1ccc(Cl)cc1.C1CCN(C2=NCCN2)C1>>Clc1ccc(N2CCN=C2N2CCCC2)cc1,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Ar-B(OH)2|AromN-H|Pyrazole -> Ar-AromN || Ar-Ar|Ar-OR,False,"Ar-Ar,AromN-H,Pyrazole","Ar-B(OH)2,Ar-OR","Ar-Ar,AromN-H,Pyrazole|Ar-B(OH)2,Ar-OR",65.0,c1ccc(-c2cc[nH]n2)cc1.COc1ccccc1B(O)O>>COc1ccccc1-n1ccc(-c2ccccc2)n1,Cu(OAc)2,,Et3N / Py,DCM,,,,0.0
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || Ar-Imino|Ar-R|Thiophene,False,"Ar-B(OH)2,Thiophene","Ar-R,RCH2-NHR,Ar-Imino","Ar-B(OH)2,Thiophene|Ar-R,RCH2-NHR,Ar-Imino",51.0,OB(O)c1ccsc1.Cc1ccc(C2=NCCN2)cc1>>Cc1ccc(C2=NCCN2c2ccsc2)cc1,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || Ar-Imino|Ar-OR|Pyrimidine,False,"Ar-OR,RCH2-NHR,Ar-Imino","Ar-B(OH)2,Pyrimidine","Ar-B(OH)2,Pyrimidine|Ar-OR,RCH2-NHR,Ar-Imino",63.0,COc1ccc(C2=NCCN2)cc1.OB(O)c1cncnc1>>COc1ccc(C2=NCCN2c2cncnc2)cc1,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Alkenyl-NH2|Ar-B(OH)2 -> Ar-NHR || Any-CO-R|Ar-Alkenyl|Ar-R,False,Ar-B(OH)2,"Ar-Alkenyl,Ar-R,Alkenyl-NH2,Any-CO-R","Ar-Alkenyl,Ar-R,Alkenyl-NH2,Any-CO-R|Ar-B(OH)2",81.0,OB(O)c1ccccc1.Cc1ccc(/C(N)=C/C(=O)c2ccccc2)cc1>>Cc1ccc(/C(=C/C(=O)c2ccccc2)Nc2ccccc2)cc1,Cu(OAc)2,Et3N,,EDC,,,,0.7071067811865475
Alkenyl-NH2|Ar-B(OH)2 -> Ar-NHR || Any-CO-R|Ar-Alkenyl|Ar-Cl,False,Ar-B(OH)2,"Ar-Alkenyl,Ar-Cl,Alkenyl-NH2,Any-CO-R","Ar-Alkenyl,Ar-Cl,Alkenyl-NH2,Any-CO-R|Ar-B(OH)2",56.0,OB(O)c1ccccc1.N/C(=C\C(=O)c1ccc(Cl)cc1)c1ccccc1>>O=C(/C=C(\Nc1ccccc1)c1ccccc1)c1ccc(Cl)cc1,Cu(OAc)2,Et3N,,EDC,,,,-0.7071067811865476
Alkenyl-NH2|Ar-B(OH)2 -> Ar-NHR || Any-CO-R|Ar-Alkenyl|Ar-Cl,False,Ar-B(OH)2,"Ar-Alkenyl,Ar-Cl,Alkenyl-NH2,Any-CO-R","Ar-Alkenyl,Ar-Cl,Alkenyl-NH2,Any-CO-R|Ar-B(OH)2",67.0,OB(O)c1ccccc1.N/C(=C\C(=O)c1ccccc1)c1ccc(Cl)cc1>>O=C(/C=C(\Nc1ccccc1)c1ccc(Cl)cc1)c1ccccc1,Cu(OAc)2,Et3N,,EDC,,,,0.7071067811865476
Alkenyl-NH2|Ar-B(OH)2 -> Ar-NHR || Any-CO-R|Ar-Alkenyl|Ar-F,False,Ar-B(OH)2,"Ar-Alkenyl,Ar-F,Alkenyl-NH2,Any-CO-R","Ar-Alkenyl,Ar-F,Alkenyl-NH2,Any-CO-R|Ar-B(OH)2",66.0,OB(O)c1ccccc1.N/C(=C\C(=O)c1ccccc1)c1ccc(F)cc1>>O=C(/C=C(\Nc1ccccc1)c1ccc(F)cc1)c1ccccc1,Cu(OAc)2,Et3N,,EDC,,,,-0.7071067811865476
Alkenyl-NH2|Ar-B(OH)2 -> Ar-NHR || Any-CO-R|Ar-Alkenyl|Ar-OR,False,Ar-B(OH)2,"Ar-Alkenyl,Ar-OR,Alkenyl-NH2,Any-CO-R","Ar-Alkenyl,Ar-OR,Alkenyl-NH2,Any-CO-R|Ar-B(OH)2",81.0,OB(O)c1ccccc1.COc1ccc(C(=O)/C=C(\N)c2ccccc2)cc1>>COc1ccc(C(=O)/C=C(\Nc2ccccc2)c2ccccc2)cc1,Cu(OAc)2,Et3N,,EDC,,,,-0.7071067811865476
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || Ar-Ester|Ar-Imino|Pyridine,False,"Ar-B(OH)2,Pyridine","Ar-Ester,RCH2-NHR,Ar-Imino","Ar-B(OH)2,Pyridine|Ar-Ester,RCH2-NHR,Ar-Imino",69.0,OB(O)c1cccnc1.COC(=O)c1ccc(C2=NCCN2)cc1>>COC(=O)c1ccc(C2=NCCN2c2cccnc2)cc1,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Ar-B(OH)2|R2CH-NHR -> Ar-Imino|Ar-NR2|Ar-R || Ar-Imino|Ar-R,False,Ar-B(OH)2,"Ar-R,R2CH-NHR,Ar-Imino","Ar-B(OH)2|Ar-R,R2CH-NHR,Ar-Imino",64.0,OB(O)c1ccccc1.Cc1ccc(C2=NCC(C)N2)cc1>>Cc1ccc(C2=NC(C)CN2c2ccccc2)cc1.Cc1ccc(C2=NCC(C)N2c2ccccc2)cc1,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Alkenyl-NH2|Ar-B(OH)2 -> Ar-NHR || Any-CO-R|Ar-Alkenyl,False,Ar-B(OH)2,"Ar-Alkenyl,Alkenyl-NH2,Any-CO-R","Ar-Alkenyl,Alkenyl-NH2,Any-CO-R|Ar-B(OH)2",98.0,OB(O)c1ccccc1.N/C(=C\C(=O)c1ccccc1)c1ccccc1>>O=C(/C=C(\Nc1ccccc1)c1ccccc1)c1ccccc1,Cu(OAc)2,Et3N,,EDC,,,,0.9683640522700839
Alkenyl-NH2|Ar-B(OH)2 -> Ar-NHR || Any-CO-R|Ar-Alkenyl|Ar-R,False,Ar-B(OH)2,"Ar-Alkenyl,Ar-R,Alkenyl-NH2,Any-CO-R","Ar-Alkenyl,Ar-R,Alkenyl-NH2,Any-CO-R|Ar-B(OH)2",80.0,OB(O)c1ccccc1.Cc1ccc(C(=O)/C=C(\N)c2ccccc2)cc1>>Cc1ccc(C(=O)/C=C(\Nc2ccccc2)c2ccccc2)cc1,Cu(OAc)2,Et3N,,EDC,,,,-0.7071067811865475
Any-NH2|Any-SO2NH2|Ar-B(OH)2 -> Any-SO2NHR|Ar-NHR || Any-SO2NR2|Bn-NR2,False,Ar-B(OH)2,"Bn-NR2,Any-NH2,Any-SO2NH2,Any-SO2NR2","Ar-B(OH)2|Bn-NR2,Any-NH2,Any-SO2NH2,Any-SO2NR2",28.0,OB(O)c1ccccc1.CN(Cc1ccccc1)S(N)(=O)=O>>CN(Cc1ccccc1)S(=O)(=O)Nc1ccccc1,Cu(OAc)2,,Et3N,DCM,,,,0.0
Any-NH2|Ar-Bpin|R-SO2NH2 -> Ar-NHR|R-SO2NHR || Pyrimidine|R-H-acidic,False,"R-H-acidic,Any-NH2,R-SO2NH2","Ar-Bpin,Pyrimidine","Ar-Bpin,Pyrimidine|R-H-acidic,Any-NH2,R-SO2NH2",57.0,CS(N)(=O)=O.CC1(C)OB(c2cncnc2)OC1(C)C>>CS(=O)(=O)Nc1cncnc1,tetrakis(acetonitrile)copper(I) hexafluorophosphate,,K3PO4,MeCN,,,,0.0
Ar-B(OH)2|Ar-NHR -> Ar-NR2 || Ar-OR|Ar-R|R3C-F,False,"Ar-NHR,Ar-OR","Ar-R,Ar-B(OH)2,R3C-F","Ar-NHR,Ar-OR|Ar-R,Ar-B(OH)2,R3C-F",97.0,CNc1ccc(OC)cc1.OB(O)c1ccc(C(F)(F)F)cc1>>COc1ccc(N(C)c2ccc(C(F)(F)F)cc2)cc1,Cu(OAc)2,,Et3N,DCM,,,,0.0
Ar-B(OH)2|Ar-NHR -> Ar-NR2 || Ar-NR2,False,Ar-NHR,"Ar-B(OH)2,Ar-NR2","Ar-B(OH)2,Ar-NR2|Ar-NHR",68.0,CNc1ccccc1.CN(C)c1cccc(B(O)O)c1>>CN(C)c1cccc(N(C)c2ccccc2)c1,Cu(OAc)2,,Et3N,DCM,,,,0.0
Ar-B(OH)2|Ar-NHR -> Ar-NR2 || Ar-OH,False,Ar-NHR,"Ar-B(OH)2,Ar-OH","Ar-B(OH)2,Ar-OH|Ar-NHR",78.0,CNc1ccccc1.OB(O)c1cccc(O)c1>>CN(c1ccccc1)c1cccc(O)c1,Cu(OAc)2,,Et3N,DCM,,,,0.0
Ar-Bpin|Ar-NHR|R-SO2NHR -> Ar-NR2|R-SO2NR2 || R-H-acidic,False,"R-H-acidic,Ar-NHR,R-SO2NHR",Ar-Bpin,"Ar-Bpin|R-H-acidic,Ar-NHR,R-SO2NHR",80.0,CS(=O)(=O)Nc1ccccc1.CC1(C)OB(c2ccccc2)OC1(C)C>>CS(=O)(=O)N(c1ccccc1)c1ccccc1,tetrakis(acetonitrile)copper(I) hexafluorophosphate,,K3PO4,MeCN,,,,0.0
Ar-B(OH)2|AromN-H|Pyrazole -> Ar-AromN || Ar-Ar|Ar-Ester|Ar-R,False,"Ar-R,Ar-B(OH)2","Ar-Ar,Ar-R,AromN-H,Ar-Ester,Pyrazole","Ar-Ar,Ar-R,AromN-H,Ar-Ester,Pyrazole|Ar-R,Ar-B(OH)2",63.0,Cc1ccccc1B(O)O.CCOC(=O)c1cc(-c2ccccc2C)[nH]n1>>CCOC(=O)c1cc(-c2ccccc2C)nn1-c1ccccc1C,Cu(OAc)2,,Py,DCM,,,,0.0
Ar-B(OH)2|AromN-H|Benzimidazole -> Ar-AromN || Ar-Ar|Ar-CONHR|Ar-NHR|Ar-OR|Pyridine,False,"Ar-B(OH)2,Ar-OR","Ar-Ar,AromN-H,Ar-NHR,Ar-OR,Ar-CONHR,Benzimidazole,Pyridine","Ar-Ar,AromN-H,Ar-NHR,Ar-OR,Ar-CONHR,Benzimidazole,Pyridine|Ar-B(OH)2,Ar-OR",66.0,COc1ccc(B(O)O)cc1.COc1nc(C(=O)Nc2nc3ccccc3[nH]2)ccc1-c1ccccc1>>COc1ccc(-n2c(NC(=O)c3ccc(-c4ccccc4)c(OC)n3)nc3ccccc32)cc1,Cu(OAc)2,,Py,DCM,,,,1.4527439954372794
Ar-B(OH)2|AromN-H|Benzimidazole -> Ar-AromN || Ar-Ar|Ar-CONHR|Ar-NHR|Ar-OR|Pyridine,False,"Ar-B(OH)2,Ar-OR","Ar-Ar,AromN-H,Ar-NHR,Ar-OR,Ar-CONHR,Benzimidazole,Pyridine","Ar-Ar,AromN-H,Ar-NHR,Ar-OR,Ar-CONHR,Benzimidazole,Pyridine|Ar-B(OH)2,Ar-OR",62.0,COc1ccccc1B(O)O.COc1nc(C(=O)Nc2nc3ccccc3[nH]2)ccc1-c1ccccc1>>COc1ccccc1-n1c(NC(=O)c2ccc(-c3ccccc3)c(OC)n2)nc2ccccc21,Cu(OAc)2,,Py,DCM,,,,-0.6603381797442178
Ar-B(OH)2|AromN-H|Pyrazole -> Ar-AromN || Ar-Ar|Ar-Ester|Ar-F|Ar-R,False,"Ar-R,Ar-F,Ar-B(OH)2","Ar-Ar,Ar-R,AromN-H,Ar-Ester,Pyrazole","Ar-Ar,Ar-R,AromN-H,Ar-Ester,Pyrazole|Ar-R,Ar-F,Ar-B(OH)2",66.0,Cc1c(F)cccc1B(O)O.CCOC(=O)c1cc(-c2ccccc2C)[nH]n1>>CCOC(=O)c1cc(-c2ccccc2C)nn1-c1cccc(F)c1C,Cu(OAc)2,,Py,DCM,,,,0.0
Ar-B(OH)2|AromN-H|Benzimidazole -> Ar-AromN || Ar-Ar|Ar-CONHR|Ar-NHR|Ar-OR|Ar-R|Pyridine,False,"Ar-R,Ar-B(OH)2","Ar-Ar,AromN-H,Ar-NHR,Ar-OR,Ar-CONHR,Benzimidazole,Pyridine","Ar-Ar,AromN-H,Ar-NHR,Ar-OR,Ar-CONHR,Benzimidazole,Pyridine|Ar-R,Ar-B(OH)2",62.0,Cc1ccccc1B(O)O.COc1nc(C(=O)Nc2nc3ccccc3[nH]2)ccc1-c1ccccc1>>COc1nc(C(=O)Nc2nc3ccccc3n2-c2ccccc2C)ccc1-c1ccccc1,Cu(OAc)2,,Py,DCM,,,,-0.7071067811865476
Ar-B(OH)2|AromN-H|Benzimidazole -> Ar-AromN || Ar-Ar|Ar-CONHR|Ar-NHR|Ar-OR|Pyridine,False,Ar-B(OH)2,"Ar-Ar,AromN-H,Ar-NHR,Ar-OR,Ar-CONHR,Benzimidazole,Pyridine","Ar-Ar,AromN-H,Ar-NHR,Ar-OR,Ar-CONHR,Benzimidazole,Pyridine|Ar-B(OH)2",66.0,OB(O)c1ccccc1.COc1ccccc1-c1ccc(C(=O)Nc2nc3ccccc3[nH]2)nc1OC>>COc1ccccc1-c1ccc(C(=O)Nc2nc3ccccc3n2-c2ccccc2)nc1OC,Cu(OAc)2,,Py,DCM,,,,0.7071067811865475
Ar-B(OH)2|Ar-NHR -> Ar-NR2 || Ar-R,False,Ar-NHR,"Ar-R,Ar-B(OH)2","Ar-NHR|Ar-R,Ar-B(OH)2",93.0,CNc1ccccc1.Cc1ccc(B(O)O)cc1>>Cc1ccc(N(C)c2ccccc2)cc1,Cu(OAc)2,,Et3N,DCM,,,,0.0
Ar-B(OH)2|Ar-NHR -> Ar-NR2 || Ar-OR|Ar-R,False,"Ar-R,Ar-B(OH)2","Ar-NHR,Ar-OR","Ar-NHR,Ar-OR|Ar-R,Ar-B(OH)2",96.0,Cc1ccc(B(O)O)cc1.CNc1ccc(OC)cc1>>COc1ccc(N(C)c2ccc(C)cc2)cc1,Cu(OAc)2,,Et3N,DCM,,,,0.0
Ar-B(OH)2|Ar-NHR|R-SO2NHR -> Ar-NR2|R-SO2NR2 || R-H-acidic,False,Ar-B(OH)2,"R-H-acidic,Ar-NHR,R-SO2NHR","Ar-B(OH)2|R-H-acidic,Ar-NHR,R-SO2NHR",98.0,OB(O)c1ccccc1.CS(=O)(=O)Nc1ccccc1>>CS(=O)(=O)N(c1ccccc1)c1ccccc1,tetrakis(acetonitrile)copper(I) hexafluorophosphate,,,MeCN,,,,0.0
Ar-B(OH)2|Bn-NH2 -> Ar-NHR || None,False,Ar-B(OH)2,Bn-NH2,Ar-B(OH)2|Bn-NH2,83.0,OB(O)c1ccccc1.NCc1ccccc1>>c1ccc(CNc2ccccc2)cc1,1832622-30-6,,,MeOH,,,,-0.09882117688026185
Ar-B(OH)2|AromN-H|Benzimidazole -> Ar-AromN || Ar-Ar|Ar-CONHR|Ar-NHR|Ar-OR|Pyridine,False,Ar-B(OH)2,"Ar-Ar,AromN-H,Ar-NHR,Ar-OR,Ar-CONHR,Benzimidazole,Pyridine","Ar-Ar,AromN-H,Ar-NHR,Ar-OR,Ar-CONHR,Benzimidazole,Pyridine|Ar-B(OH)2",65.0,OB(O)c1ccccc1.COc1nc(C(=O)Nc2nc3ccccc3[nH]2)ccc1-c1ccccc1>>COc1nc(C(=O)Nc2nc3ccccc3n2-c2ccccc2)ccc1-c1ccccc1,Cu(OAc)2,,Py,DCM,,,,-0.7071067811865475
Ar-B(OH)2|Ar-NHR -> Ar-NR2 || Ar-NO2|Ar-NR2,False,"Ar-NO2,Ar-NHR","Ar-B(OH)2,Ar-NR2","Ar-B(OH)2,Ar-NR2|Ar-NO2,Ar-NHR",66.0,CNc1ccc([N+](=O)[O-])cc1.CN(C)c1cccc(B(O)O)c1>>CN(C)c1cccc(N(C)c2ccc([N+](=O)[O-])cc2)c1,Cu(OAc)2,,Et3N,DCM,,,,0.0
Ar-B(OH)2|Bn-NH2 -> Ar-NHR || Ar-R,False,Bn-NH2,"Ar-R,Ar-B(OH)2","Ar-R,Ar-B(OH)2|Bn-NH2",80.0,NCc1ccccc1.Cc1ccc(B(O)O)cc1>>Cc1ccc(NCc2ccccc2)cc1,1832622-30-6,,,MeOH,,,,0.21821789023598928
Ar-B(OH)2|Bn-NH2 -> Ar-NHR || Ar-R,False,Bn-NH2,"Ar-R,Ar-B(OH)2","Ar-R,Ar-B(OH)2|Bn-NH2",81.0,NCc1ccccc1.Cc1cccc(B(O)O)c1>>Cc1cccc(NCc2ccccc2)c1,1832622-30-6,,,MeOH,,,,0.8728715609439663
Ar-B(OH)2|Ar-NHR -> Ar-NR2 || Ar-NR2|Ar-OR,False,"Ar-NHR,Ar-OR","Ar-B(OH)2,Ar-NR2","Ar-B(OH)2,Ar-NR2|Ar-NHR,Ar-OR",81.0,CNc1ccc(OC)cc1.CN(C)c1cccc(B(O)O)c1>>COc1ccc(N(C)c2cccc(N(C)C)c2)cc1,Cu(OAc)2,,Et3N,DCM,,,,0.0
Ar-B(OH)2|AromN-H|Pyrazole -> Ar-AromN || Ar-Ester|Ar-NO2,False,Ar-B(OH)2,"AromN-H,Ar-NO2,Ar-Ester,Pyrazole","Ar-B(OH)2|AromN-H,Ar-NO2,Ar-Ester,Pyrazole",52.0,OB(O)c1ccccc1.COC(=O)c1cc([N+](=O)[O-])[nH]n1>>COC(=O)c1cc([N+](=O)[O-])nn1-c1ccccc1,Cu(OAc)2,,Py,DCM,,,,0.0
Ar-B(OH)2|AromN-H|Imidazole -> Ar-AromN || Thiophene,False,"AromN-H,Imidazole","Ar-B(OH)2,Thiophene","Ar-B(OH)2,Thiophene|AromN-H,Imidazole",70.0,c1c[nH]cn1.OB(O)c1ccsc1>>c1cn(-c2ccsc2)cn1,Cu(OAc)2,328044-97-9,Et3N,DMF / water,,,,0.7071067811865475
Ar-B(OH)2|AromN-H|Benzimidazole -> Ar-AromN || Ar-Ar|Ar-CONHR|Ar-NHR|Ar-OR|Ar-R|Pyridine,False,"Ar-R,Ar-B(OH)2","Ar-Ar,AromN-H,Ar-NHR,Ar-OR,Ar-CONHR,Benzimidazole,Pyridine","Ar-Ar,AromN-H,Ar-NHR,Ar-OR,Ar-CONHR,Benzimidazole,Pyridine|Ar-R,Ar-B(OH)2",65.0,Cc1ccccc1B(O)O.COc1ccccc1-c1ccc(C(=O)Nc2nc3ccccc3[nH]2)nc1OC>>COc1ccccc1-c1ccc(C(=O)Nc2nc3ccccc3n2-c2ccccc2C)nc1OC,Cu(OAc)2,,Py,DCM,,,,0.7071067811865476
Ar-B(OH)2|AromN-H|Pyrazole -> Ar-AromN || Ar-Ester|Ar-R,False,Ar-B(OH)2,"Ar-R,AromN-H,Ar-Ester,Pyrazole","Ar-B(OH)2|Ar-R,AromN-H,Ar-Ester,Pyrazole",0.0,OB(O)c1ccccc1.CCOC(=O)c1cc(Cc2ccccc2)[nH]n1>>CCOC(=O)c1cc(Cc2ccccc2)nn1-c1ccccc1,Cu(OAc)2,,Py,DCM,,,,0.0
Ar-B(OH)2|AromN-H|Indole -> Ar-AromN || Ar-Br,False,Ar-B(OH)2,"Ar-Br,AromN-H,Indole","Ar-B(OH)2|Ar-Br,AromN-H,Indole",71.0,OB(O)c1ccccc1.Brc1cccc2[nH]ccc12>>Brc1cccc2c1ccn2-c1ccccc1,Cu(OAc)2,328044-97-9,Et3N,DMF / water,,,,-0.7071067811865476
Ar-B(OH)2|AromN-H|Pyrazole -> Ar-AromN || Ar-Ar|Ar-Ester|Ar-R,False,Ar-B(OH)2,"Ar-Ar,Ar-R,AromN-H,Ar-Ester,Pyrazole","Ar-Ar,Ar-R,AromN-H,Ar-Ester,Pyrazole|Ar-B(OH)2",79.0,OB(O)c1ccccc1.CCOC(=O)c1cc(-c2ccccc2C)[nH]n1>>CCOC(=O)c1cc(-c2ccccc2C)nn1-c1ccccc1,Cu(OAc)2,,Py,DCM,,,,0.0
Ar-B(OH)2|AromN-H|Benzimidazole -> Ar-AromN || Ar-Ar|Ar-CONHR|Ar-NHR|Ar-OR|Pyridine,False,"Ar-B(OH)2,Ar-OR","Ar-Ar,AromN-H,Ar-NHR,Ar-OR,Ar-CONHR,Benzimidazole,Pyridine","Ar-Ar,AromN-H,Ar-NHR,Ar-OR,Ar-CONHR,Benzimidazole,Pyridine|Ar-B(OH)2,Ar-OR",62.0,COc1ccc(B(O)O)cc1.COc1ccccc1-c1ccc(C(=O)Nc2nc3ccccc3[nH]2)nc1OC>>COc1ccc(-n2c(NC(=O)c3ccc(-c4ccccc4OC)c(OC)n3)nc3ccccc32)cc1,Cu(OAc)2,,Py,DCM,,,,-0.6603381797442178
Ar-B(OH)2|AromN-H|Benzimidazole -> Ar-AromN || Ar-Ar|Ar-CONHR|Ar-NHR|Ar-OR|Pyridine,False,"Ar-B(OH)2,Ar-OR","Ar-Ar,AromN-H,Ar-NHR,Ar-OR,Ar-CONHR,Benzimidazole,Pyridine","Ar-Ar,AromN-H,Ar-NHR,Ar-OR,Ar-CONHR,Benzimidazole,Pyridine|Ar-B(OH)2,Ar-OR",63.0,COc1ccccc1B(O)O.COc1ccccc1-c1ccc(C(=O)Nc2nc3ccccc3[nH]2)nc1OC>>COc1ccccc1-c1ccc(C(=O)Nc2nc3ccccc3n2-c2ccccc2OC)nc1OC,Cu(OAc)2,,Py,DCM,,,,-0.13206763594884358
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-I|Ar-NO2,False,"Ar-I,Ar-NH2","Ar-B(OH)2,Ar-NO2","Ar-B(OH)2,Ar-NO2|Ar-I,Ar-NH2",44.0,Nc1ccccc1I.O=[N+]([O-])c1ccccc1B(O)O>>O=[N+]([O-])c1ccccc1Nc1ccccc1I,Cu(OAc)2,334-48-5,DBU,PhMe,,,,0.0
Ar-B(OH)2|Ar-NHR -> Ar-NR2 || None,False,Ar-NHR,Ar-B(OH)2,Ar-B(OH)2|Ar-NHR,90.0,CNc1ccccc1.OB(O)c1ccc2ccccc2c1>>CN(c1ccccc1)c1ccc2ccccc2c1,Cu(OAc)2,,Et3N,DCM,,,,1.1094003924504583
Any-NH2|Ar-B(OH)2|Ar-CONH2 -> Ar-CONHR|Ar-NHR || None,False,"Ar-CONH2,Any-NH2",Ar-B(OH)2,"Ar-B(OH)2|Ar-CONH2,Any-NH2",83.0,NC(=O)c1ccccc1.OB(O)c1ccccc1>>O=C(Nc1ccccc1)c1ccccc1,Cu(OAc)2,,Et3N,MeOH,,,,0.9825417850259139
Ar-B(OH)2|Ar-NHR -> Ar-NR2 || Ar-NO2,False,"Ar-NO2,Ar-NHR",Ar-B(OH)2,"Ar-B(OH)2|Ar-NO2,Ar-NHR",96.0,CNc1ccc([N+](=O)[O-])cc1.OB(O)c1ccc2ccccc2c1>>CN(c1ccc([N+](=O)[O-])cc1)c1ccc2ccccc2c1,Cu(OAc)2,,Et3N,DCM,,,,0.0
Ar-B(OH)2|AromN-H|Imidazole -> Ar-AromN || Ar-OR,False,"AromN-H,Imidazole","Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|AromN-H,Imidazole",75.0,c1c[nH]cn1.COc1ccccc1B(O)O>>COc1ccccc1-n1ccnc1,Cu(OAc)2,,Et3N,MeOH,,,,0.15633713977486113
Ar-B(OH)2|AromN-H|Benzimidazole -> Ar-AromN || None,False,"AromN-H,Benzimidazole",Ar-B(OH)2,"Ar-B(OH)2|AromN-H,Benzimidazole",97.0,c1ccc2[nH]cnc2c1.OB(O)c1ccc2ccccc2c1>>c1ccc2cc(-n3cnc4ccccc43)ccc2c1,Cu(OAc)2,,Et3N,DCM,,,,0.9228922370752237
Ar-B(OH)2|AromN-H|Imidazole -> Ar-AromN || None,False,"AromN-H,Imidazole",Ar-B(OH)2,"Ar-B(OH)2|AromN-H,Imidazole",85.0,c1c[nH]cn1.OB(O)c1cccc2ccccc12>>c1ccc2c(-n3ccnc3)cccc2c1,Cu(OAc)2,,Et3N,MeOH,,,,-0.16705381391691135
