Reaction Type,FG1,FG2,n_rows,n_eln,top_coupling_reagent,top_catalyst,top_ligand,top_base,top_solvent,top_additive,ReactionType_Detailed,ReactionType_SubtypeTag
Acylation_amide,HeteroAr-B(OH)2,Ar-Br|Ar-COOR,1,1,,Pd(OAc)2,tBuXPhos,K3PO4/LiOH/DIPEA/NaHCO3/Et3N,EtOAc/DMF/MeOH/H2O/DCM/THF/MeCN,iPrOH,Acylation_amide: HeteroAr-B(OH)2 + Ar-Br|Ar-COOR,Acylation_amide__HeteroAr-B(OH)2 + Ar-Br|Ar-COOR
Acylation_amide,HeteroAr-B(OH)2,Ar-Br|Ar-NH2|Ar-Alkyl,1,1,,dppf-PdCl2,,Na2CO3/NaHCO3,Dioxane/H2O/PhMe,,Acylation_amide: HeteroAr-B(OH)2 + Ar-Br|Ar-NH2|Ar-Alkyl,Acylation_amide__HeteroAr-B(OH)2 + Ar-Br|Ar-NH2|Ar-Alkyl
Acylation_amide,HeteroAr-B(OH)2,HeteroAr-Cl|Ar-NH2,1,1,,Pd(PPh3)4,,K2CO3/Et3N,H2O/DMF/DCM,,Acylation_amide: HeteroAr-B(OH)2 + HeteroAr-Cl|Ar-NH2,Acylation_amide__HeteroAr-B(OH)2 + HeteroAr-Cl|Ar-NH2
Acylation_amide,HeteroAr-Cl,RCH2-NHR|R2CH-OH|R2CH-NHR,1,1,,,,KOtBu/DIPEA,THF/DCM,,Acylation_amide: HeteroAr-Cl + RCH2-NHR|R2CH-OH|R2CH-NHR,Acylation_amide__HeteroAr-Cl + RCH2-NHR|R2CH-OH|R2CH-NHR
Acylation_amide,R2CH-COOR|R2CH-NH2,Ar-CHO,1,1,,,,NaOAc/K2CO3/Cs2CO3/Na2CO3,DCM/MeCN/DMF/MeOH,TBAI/AcOH/TFA/NaTFA,Acylation_amide: R2CH-COOR|R2CH-NH2 + Ar-CHO,Acylation_amide__R2CH-COOR|R2CH-NH2 + Ar-CHO
Acylation_amide,R2CH-NH2,Acyl-Cl,1,1,,,,Et3N,DCM,,Acylation_amide: R2CH-NH2 + Acyl-Cl,Acylation_amide__R2CH-NH2 + Acyl-Cl
Acylation_amide,R2CH-NH2,Alkyl-COCl,1,1,,,,Et3N,DCM,,Acylation_amide: R2CH-NH2 + Alkyl-COCl,Acylation_amide__R2CH-NH2 + Alkyl-COCl
Acylation_amide,R2CH-NHR,Ar-COCl,1,1,,,,Et3N/DMAP,DCM,,Acylation_amide: R2CH-NHR + Ar-COCl,Acylation_amide__R2CH-NHR + Ar-COCl
Acylation_amide,R2CH-OH,Ar-COCl,1,1,,Cu2O,,,p-Xylene/DCE,,Acylation_amide: R2CH-OH + Ar-COCl,Acylation_amide__R2CH-OH + Ar-COCl
Acylation_amide,R3C-CN|RCH2-NH2,Ar-COCl,1,1,,,,NaHCO3/Et3N/DMAP,Et2O/H2O/DCM,,Acylation_amide: R3C-CN|RCH2-NH2 + Ar-COCl,Acylation_amide__R3C-CN|RCH2-NH2 + Ar-COCl
Acylation_amide,R3C-CONHR|Alkyl-NHCOR,Acyl-Cl,1,1,,,,LiHMDS,THF/H2O,,Acylation_amide: R3C-CONHR|Alkyl-NHCOR + Acyl-Cl,Acylation_amide__R3C-CONHR|Alkyl-NHCOR + Acyl-Cl
Acylation_amide,RCH2-CONH2,Acyl-Cl,1,1,,,,,DCE,,Acylation_amide: RCH2-CONH2 + Acyl-Cl,Acylation_amide__RCH2-CONH2 + Acyl-Cl
Acylation_amide,RCH2-CONHR|RCH2-NH2,Alkyl-COOH|Alkyl-F,1,1,,,,NaHCO3,DCM/H2O/PhMe,,Acylation_amide: RCH2-CONHR|RCH2-NH2 + Alkyl-COOH|Alkyl-F,Acylation_amide__RCH2-CONHR|RCH2-NH2 + Alkyl-COOH|Alkyl-F
Acylation_amide,RCH2-COOR|Ar-Alkyl|Bn-NR2,Acyl-Cl|Ar-Alkyl,1,1,,Palladium Hydroxide,,Na2CO3/NaOH,MeOH/DCM/H2O,,Acylation_amide: RCH2-COOR|Ar-Alkyl|Bn-NR2 + Acyl-Cl|Ar-Alkyl,Acylation_amide__RCH2-COOR|Ar-Alkyl|Bn-NR2 + Acyl-Cl|Ar-Alkyl
Acylation_amide,RCH2-NH2,Alkyl-COCl,1,1,,,,Et3N,H2O/DMF/THF,,Acylation_amide: RCH2-NH2 + Alkyl-COCl,Acylation_amide__RCH2-NH2 + Alkyl-COCl
Acylation_amide,RCH2-NHR,Acyl-Cl,1,1,,,,Et3N,DCM,TFA,Acylation_amide: RCH2-NHR + Acyl-Cl,Acylation_amide__RCH2-NHR + Acyl-Cl
Acylation_amide,RCH2-NHR,Alkyl-COCl,1,1,,,,Et3N,DCM/H2O,,Acylation_amide: RCH2-NHR + Alkyl-COCl,Acylation_amide__RCH2-NHR + Alkyl-COCl
Acylation_amide,RCH2-NHR,Ar-COCl,1,1,,,,Et3N/NaHCO3,DCM/H2O,,Acylation_amide: RCH2-NHR + Ar-COCl,Acylation_amide__RCH2-NHR + Ar-COCl
Acylation_ester,Ar-COCl,RCH2-OH|R2CH-OH,4,4,,,,Pyridine,DCM,,Acylation_ester: Ar-COCl + RCH2-OH|R2CH-OH,Acylation_ester__Ar-COCl + RCH2-OH|R2CH-OH
Acylation_ester,Alkyl-COCl,RCH2-OH,1,1,,,,,,,Acylation_ester: Alkyl-COCl + RCH2-OH,Acylation_ester__Alkyl-COCl + RCH2-OH
Acylation_ester,Alkyl-COCl,RCH2-OH|R2CH-OH,1,1,,,,Pyridine,DCM/DMF,Im,Acylation_ester: Alkyl-COCl + RCH2-OH|R2CH-OH,Acylation_ester__Alkyl-COCl + RCH2-OH|R2CH-OH
Acylation_ester,Ar-COCl,Bn-OH,1,1,,,,,Dioxane,,Acylation_ester: Ar-COCl + Bn-OH,Acylation_ester__Ar-COCl + Bn-OH
Acylation_ester,CH3-OH,RCH2-CHO|RCH2-OH|R2CH-OH|R_acidic-H,1,1,,,,NaHCO3/Et3N,MeOH/H2O/DCM,,Acylation_ester: CH3-OH + RCH2-CHO|RCH2-OH|R2CH-OH|R_acidic-H,Acylation_ester__CH3-OH + RCH2-CHO|RCH2-OH|R2CH-OH|R_acidic-H
Acylation_ester,HeteroAr-Br,Ar-B(OH)2|Ar-OH,1,1,,Pd(OAc)2,,K3PO4/Et3N,H2O/DCM,iPrOH,Acylation_ester: HeteroAr-Br + Ar-B(OH)2|Ar-OH,Acylation_ester__HeteroAr-Br + Ar-B(OH)2|Ar-OH
Acylation_friedel_crafts,Ar-B(OH)2,Ar-COCl,21,1,,Pd(OAc)2,,NaOH,CHCl3/THF/H2O,,Acylation_friedel_crafts: Ar-B(OH)2 + Ar-COCl,Acylation_friedel_crafts__Ar-B(OH)2 + Ar-COCl
Acylation_friedel_crafts,Ar-COCl,Ar-B(OH)2,14,1,,"[(S,S)-Teth-MsDPEN-RuCl]",,K2CO3,H2O,,Acylation_friedel_crafts: Ar-COCl + Ar-B(OH)2,Acylation_friedel_crafts__Ar-COCl + Ar-B(OH)2
Acylation_friedel_crafts,Acyl-Cl,Ar-C=N,4,1,,Pd2(dba)3  CHCl3,,KF,MeCN/DCM/EtOAc/H2O,TBAB,Acylation_friedel_crafts: Acyl-Cl + Ar-C=N,Acylation_friedel_crafts__Acyl-Cl + Ar-C=N
Acylation_friedel_crafts,Ar-COCl,Alkenyl-COOR,2,1,,,,,DCM,,Acylation_friedel_crafts: Ar-COCl + Alkenyl-COOR,Acylation_friedel_crafts__Ar-COCl + Alkenyl-COOR
Acylation_friedel_crafts,Alkenyl-COR,Ar-COCl,1,1,,,,,DCM,,Acylation_friedel_crafts: Alkenyl-COR + Ar-COCl,Acylation_friedel_crafts__Alkenyl-COR + Ar-COCl
Acylation_friedel_crafts,Ar-Alkenyl_terminal,Ar-COF,1,1,,,,K3PO4,DMF,,Acylation_friedel_crafts: Ar-Alkenyl_terminal + Ar-COF,Acylation_friedel_crafts__Ar-Alkenyl_terminal + Ar-COF
Acylation_friedel_crafts,Ar-Br,Ar-COCl,1,1,,,,,THF/PhMe/H2O,NH4Cl,Acylation_friedel_crafts: Ar-Br + Ar-COCl,Acylation_friedel_crafts__Ar-Br + Ar-COCl
Acylation_friedel_crafts,Ar-COCl,Alkenyl-CHO,1,1,,,,,DCM,,Acylation_friedel_crafts: Ar-COCl + Alkenyl-CHO,Acylation_friedel_crafts__Ar-COCl + Alkenyl-CHO
Acylation_friedel_crafts,Ar-COCl,Alkenyl-CONR2,1,1,,,,,DCM,,Acylation_friedel_crafts: Ar-COCl + Alkenyl-CONR2,Acylation_friedel_crafts__Ar-COCl + Alkenyl-CONR2
Acylation_friedel_crafts,Ar-COCl,Alkenyl-COOR|Alkyl-Alkenyl,1,1,,,,,DCM,,Acylation_friedel_crafts: Ar-COCl + Alkenyl-COOR|Alkyl-Alkenyl,Acylation_friedel_crafts__Ar-COCl + Alkenyl-COOR|Alkyl-Alkenyl
Acylation_friedel_crafts,Ar-COCl,R3C-Br,1,1,,,dtbbpy,,DMAc/H2O,MgCl2/NH4Cl,Acylation_friedel_crafts: Ar-COCl + R3C-Br,Acylation_friedel_crafts__Ar-COCl + R3C-Br
Acylation_friedel_crafts,Ar-H,Alkyl-COCl,1,1,,,,,,,Acylation_friedel_crafts: Ar-H + Alkyl-COCl,Acylation_friedel_crafts__Ar-H + Alkyl-COCl
Acylation_friedel_crafts,Ar-I,Alkyl-COCl,1,1,,CuCN,,,THF/H2O,NH4Cl/LiCl,Acylation_friedel_crafts: Ar-I + Alkyl-COCl,Acylation_friedel_crafts__Ar-I + Alkyl-COCl
Addition,Alkyl-H-acidic,Alkyl-CN,91,1,,,No Ligand,DMAP,DMI,HFIP,Addition: Alkyl-H-acidic + Alkyl-CN,Addition__Alkyl-H-acidic + Alkyl-CN
Alcohol_to_Alkyl_Halide,RCH2-OH,,643,3,,"[(S,S)-Teth-MsDPEN-RuCl]",PPh3,Pyridine,DCM,Im,Alcohol_to_Alkyl_Halide: RCH2-OH,Alcohol_to_Alkyl_Halide__RCH2-OH
Alcohol_to_Alkyl_Halide,R2CH-OH,,551,4,,Titanium tetrachloride,PPh3,NaHCO3,DCM,TMSCl,Alcohol_to_Alkyl_Halide: R2CH-OH,Alcohol_to_Alkyl_Halide__R2CH-OH
Alcohol_to_Alkyl_Halide,Bn-OH,,385,3,,Titanium tetrachloride,PPh3,Et3N,DCM,LiBr,Alcohol_to_Alkyl_Halide: Bn-OH,Alcohol_to_Alkyl_Halide__Bn-OH
Alcohol_to_Alkyl_Halide,R3C-OH,,153,3,,"Zincbromidehydrate,Puratronic(R),(metalsbasis)",DPPE,NaHCO3,DCM/H2O,LiCl,Alcohol_to_Alkyl_Halide: R3C-OH,Alcohol_to_Alkyl_Halide__R3C-OH
Alcohol_to_Alkyl_Halide,R2CH-Alkenyl|R2CH-OH,,34,3,,,PPh3,Pyridine,DCM/H2O,AcOH,Alcohol_to_Alkyl_Halide: R2CH-Alkenyl|R2CH-OH,Alcohol_to_Alkyl_Halide__R2CH-Alkenyl|R2CH-OH
Alcohol_to_Alkyl_Halide,R2CH-Alkenyl|R2CH-OH|Ar-Alkyl,,34,2,,"Niobium(V)chloride,(metalsbasis)",,Pyridine,DCM,AcOH,Alcohol_to_Alkyl_Halide: R2CH-Alkenyl|R2CH-OH|Ar-Alkyl,Alcohol_to_Alkyl_Halide__R2CH-Alkenyl|R2CH-OH|Ar-Alkyl
Alcohol_to_Alkyl_Halide,Ar-COR|R_acidic-H,RCH2-OH,27,1,,,,,Ethylene glycol,,Alcohol_to_Alkyl_Halide: Ar-COR|R_acidic-H + RCH2-OH,Alcohol_to_Alkyl_Halide__Ar-COR|R_acidic-H + RCH2-OH
Alcohol_to_Alkyl_Halide,RCH2-OH,Ar-COR|R_acidic-H,22,1,,,,,Ethylene glycol,,Alcohol_to_Alkyl_Halide: RCH2-OH + Ar-COR|R_acidic-H,Alcohol_to_Alkyl_Halide__RCH2-OH + Ar-COR|R_acidic-H
Alcohol_to_Alkyl_Halide,CH3-OH,Ar-COR|R_acidic-H,12,1,,,,Piperidine,MeOH,,Alcohol_to_Alkyl_Halide: CH3-OH + Ar-COR|R_acidic-H,Alcohol_to_Alkyl_Halide__CH3-OH + Ar-COR|R_acidic-H
Alcohol_to_Alkyl_Halide,RCH2-NR2,RCH2-OH,12,1,,,,KF,Diethylene glycol,LiCl,Alcohol_to_Alkyl_Halide: RCH2-NR2 + RCH2-OH,Alcohol_to_Alkyl_Halide__RCH2-NR2 + RCH2-OH
Alcohol_to_Alkyl_Halide,Ar-C=N|Ar-NR2,Bn-OH,11,1,,,,KHMDS,DCM,,Alcohol_to_Alkyl_Halide: Ar-C=N|Ar-NR2 + Bn-OH,Alcohol_to_Alkyl_Halide__Ar-C=N|Ar-NR2 + Bn-OH
Alcohol_to_Alkyl_Halide,Ar-SO2Cl,Bn-OH,11,1,,,,,NMP/DCE,,Alcohol_to_Alkyl_Halide: Ar-SO2Cl + Bn-OH,Alcohol_to_Alkyl_Halide__Ar-SO2Cl + Bn-OH
Alcohol_to_Alkyl_Halide,R2CH-OH,Alkyl-F|Ar-Alkyl|RCH2-NR2,8,1,,,,NaHCO3,H2O,,Alcohol_to_Alkyl_Halide: R2CH-OH + Alkyl-F|Ar-Alkyl|RCH2-NR2,Alcohol_to_Alkyl_Halide__R2CH-OH + Alkyl-F|Ar-Alkyl|RCH2-NR2
Alcohol_to_Alkyl_Halide,R2CH-OH|R2CH-OR,,8,2,,,,,DCM,,Alcohol_to_Alkyl_Halide: R2CH-OH|R2CH-OR,Alcohol_to_Alkyl_Halide__R2CH-OH|R2CH-OR
Alcohol_to_Alkyl_Halide,RCH2-OH,Alkyl-F,7,1,,,,,DCE,,Alcohol_to_Alkyl_Halide: RCH2-OH + Alkyl-F,Alcohol_to_Alkyl_Halide__RCH2-OH + Alkyl-F
Alcohol_to_Alkyl_Halide,Ar-C=N|Ar-NR2,RCH2-OH,6,1,,,,KHMDS,DCM,,Alcohol_to_Alkyl_Halide: Ar-C=N|Ar-NR2 + RCH2-OH,Alcohol_to_Alkyl_Halide__Ar-C=N|Ar-NR2 + RCH2-OH
Alcohol_to_Alkyl_Halide,R2CH-OH,R2CH-OH,5,2,,,,K2CO3,DMF/H2O,,Alcohol_to_Alkyl_Halide: R2CH-OH + R2CH-OH,Alcohol_to_Alkyl_Halide__R2CH-OH + R2CH-OH
Alcohol_to_Alkyl_Halide,RCH2-OH,Alkyl-F|Ar-Alkyl|RCH2-NR2,5,1,,,,,n-Heptane,,Alcohol_to_Alkyl_Halide: RCH2-OH + Alkyl-F|Ar-Alkyl|RCH2-NR2,Alcohol_to_Alkyl_Halide__RCH2-OH + Alkyl-F|Ar-Alkyl|RCH2-NR2
Alcohol_to_Alkyl_Halide,RCH2-OH,Ar-Alkenyl|Alkyl-F,5,1,,,,,DCE,,Alcohol_to_Alkyl_Halide: RCH2-OH + Ar-Alkenyl|Alkyl-F,Alcohol_to_Alkyl_Halide__RCH2-OH + Ar-Alkenyl|Alkyl-F
Alcohol_to_Alkyl_Halide,RCH2-OH|R2CH-OH,,5,2,,,PPh3,DMAP,MeOH/DCM,,Alcohol_to_Alkyl_Halide: RCH2-OH|R2CH-OH,Alcohol_to_Alkyl_Halide__RCH2-OH|R2CH-OH
Alcohol_to_Alkyl_Halide,R2CH-OH|HeteroAr-H|Alkyl-AromN,,4,2,,,,Et3N,DMSO/DCM,,Alcohol_to_Alkyl_Halide: R2CH-OH|HeteroAr-H|Alkyl-AromN,Alcohol_to_Alkyl_Halide__R2CH-OH|HeteroAr-H|Alkyl-AromN
Alcohol_to_Alkyl_Halide,RCH2-Alkenyl|RCH2-OH|Allyl-OR,,4,2,,,,,CCl4,,Alcohol_to_Alkyl_Halide: RCH2-Alkenyl|RCH2-OH|Allyl-OR,Alcohol_to_Alkyl_Halide__RCH2-Alkenyl|RCH2-OH|Allyl-OR
Alcohol_to_Alkyl_Halide,RCH2-OH|R2CH-OH,Ar-COR|R_acidic-H,4,1,,,,,,,Alcohol_to_Alkyl_Halide: RCH2-OH|R2CH-OH + Ar-COR|R_acidic-H,Alcohol_to_Alkyl_Halide__RCH2-OH|R2CH-OH + Ar-COR|R_acidic-H
Alcohol_to_Alkyl_Halide,Alkyl-Cl|Alkyl-F|RCH2-NR2,R2CH-OH,3,1,,,,,,,Alcohol_to_Alkyl_Halide: Alkyl-Cl|Alkyl-F|RCH2-NR2 + R2CH-OH,Alcohol_to_Alkyl_Halide__Alkyl-Cl|Alkyl-F|RCH2-NR2 + R2CH-OH
Alcohol_to_Alkyl_Halide,Ar-COCl,RCH2-OH|R2CH-OH,3,1,,,,,Dioxane,,Alcohol_to_Alkyl_Halide: Ar-COCl + RCH2-OH|R2CH-OH,Alcohol_to_Alkyl_Halide__Ar-COCl + RCH2-OH|R2CH-OH
Alcohol_to_Alkyl_Halide,Ar-H,R2CH-OH,3,2,,,,NaHCO3/Pyridine,H2O,,Alcohol_to_Alkyl_Halide: Ar-H + R2CH-OH,Alcohol_to_Alkyl_Halide__Ar-H + R2CH-OH
Alcohol_to_Alkyl_Halide,Ar-SO2Cl,RCH2-OH,3,1,,,,,NMP/DCE,,Alcohol_to_Alkyl_Halide: Ar-SO2Cl + RCH2-OH,Alcohol_to_Alkyl_Halide__Ar-SO2Cl + RCH2-OH
Alcohol_to_Alkyl_Halide,Bn-OH,R2CH-OH,3,1,,,,,DCE,,Alcohol_to_Alkyl_Halide: Bn-OH + R2CH-OH,Alcohol_to_Alkyl_Halide__Bn-OH + R2CH-OH
Alcohol_to_Alkyl_Halide,CH3-OH,R_acidic-H,3,1,,,,NaHCO3,MeOH/CHCl3/H2O,TFA,Alcohol_to_Alkyl_Halide: CH3-OH + R_acidic-H,Alcohol_to_Alkyl_Halide__CH3-OH + R_acidic-H
Alcohol_to_Alkyl_Halide,R2CH-OH,Ar-Alkenyl|Alkyl-F,3,1,,,,,DCE,,Alcohol_to_Alkyl_Halide: R2CH-OH + Ar-Alkenyl|Alkyl-F,Alcohol_to_Alkyl_Halide__R2CH-OH + Ar-Alkenyl|Alkyl-F
Alcohol_to_Alkyl_Halide,R3C-Alkenyl|R3C-OH,,3,2,,,,NaHCO3,H2O/DCM,,Alcohol_to_Alkyl_Halide: R3C-Alkenyl|R3C-OH,Alcohol_to_Alkyl_Halide__R3C-Alkenyl|R3C-OH
Alcohol_to_Alkyl_Halide,R3C-OH,AromN-OH,3,1,,,,,PhH/CCl4,,Alcohol_to_Alkyl_Halide: R3C-OH + AromN-OH,Alcohol_to_Alkyl_Halide__R3C-OH + AromN-OH
Alcohol_to_Alkyl_Halide,R3C-OH|R2CH-OH,,3,1,,,,Pyridine,THF,,Alcohol_to_Alkyl_Halide: R3C-OH|R2CH-OH,Alcohol_to_Alkyl_Halide__R3C-OH|R2CH-OH
Alcohol_to_Alkyl_Halide,RCH2-OH,Alkyl-F|CH3-NR2,3,1,,,,,CHCl3/H2O,,Alcohol_to_Alkyl_Halide: RCH2-OH + Alkyl-F|CH3-NR2,Alcohol_to_Alkyl_Halide__RCH2-OH + Alkyl-F|CH3-NR2
Alcohol_to_Alkyl_Halide,RCH2-OH,RCH2-COR|R_acidic-H,3,1,,,,,Ethylene glycol,,Alcohol_to_Alkyl_Halide: RCH2-OH + RCH2-COR|R_acidic-H,Alcohol_to_Alkyl_Halide__RCH2-OH + RCH2-COR|R_acidic-H
Alcohol_to_Alkyl_Halide,RCH2-OH|HeteroAr-OR,,3,1,,,,Et3N,CHCl3,,Alcohol_to_Alkyl_Halide: RCH2-OH|HeteroAr-OR,Alcohol_to_Alkyl_Halide__RCH2-OH|HeteroAr-OR
Alcohol_to_Alkyl_Halide,RCH2-OH|R2CH-OH,Alkyl-COCl,3,1,,,,Pyridine,Dioxane,,Alcohol_to_Alkyl_Halide: RCH2-OH|R2CH-OH + Alkyl-COCl,Alcohol_to_Alkyl_Halide__RCH2-OH|R2CH-OH + Alkyl-COCl
Alcohol_to_Alkyl_Halide,RCH2-OH|R2CH-OH,Alkyl-F,3,1,,,,,DCE,,Alcohol_to_Alkyl_Halide: RCH2-OH|R2CH-OH + Alkyl-F,Alcohol_to_Alkyl_Halide__RCH2-OH|R2CH-OH + Alkyl-F
Alcohol_to_Alkyl_Halide,Acyl-Cl,RCH2-OH,2,2,,,,,CHCl3,LiBr,Alcohol_to_Alkyl_Halide: Acyl-Cl + RCH2-OH,Alcohol_to_Alkyl_Halide__Acyl-Cl + RCH2-OH
Alcohol_to_Alkyl_Halide,Alkyl-COOR,Bn-OH,2,1,,,,,EtOAc,,Alcohol_to_Alkyl_Halide: Alkyl-COOR + Bn-OH,Alcohol_to_Alkyl_Halide__Alkyl-COOR + Bn-OH
Alcohol_to_Alkyl_Halide,Ar-CHO,RCH2-OH,2,1,,,,Et3N,THF,,Alcohol_to_Alkyl_Halide: Ar-CHO + RCH2-OH,Alcohol_to_Alkyl_Halide__Ar-CHO + RCH2-OH
Alcohol_to_Alkyl_Halide,Bn-OH|HeteroAr-H,,2,2,,,,,EtOAc,,Alcohol_to_Alkyl_Halide: Bn-OH|HeteroAr-H,Alcohol_to_Alkyl_Halide__Bn-OH|HeteroAr-H
Alcohol_to_Alkyl_Halide,R2CH-CHO|R2CH-OH|R_acidic-H,,2,1,,,,Pyridine,DCM,,Alcohol_to_Alkyl_Halide: R2CH-CHO|R2CH-OH|R_acidic-H,Alcohol_to_Alkyl_Halide__R2CH-CHO|R2CH-OH|R_acidic-H
Alcohol_to_Alkyl_Halide,R2CH-COR|R3C-OH|R_acidic-H,,2,1,,,,,,,Alcohol_to_Alkyl_Halide: R2CH-COR|R3C-OH|R_acidic-H,Alcohol_to_Alkyl_Halide__R2CH-COR|R3C-OH|R_acidic-H
Alcohol_to_Alkyl_Halide,R2CH-OH,Alkyl-F,2,1,,,,,DCE,,Alcohol_to_Alkyl_Halide: R2CH-OH + Alkyl-F,Alcohol_to_Alkyl_Halide__R2CH-OH + Alkyl-F
Alcohol_to_Alkyl_Halide,R2CH-OH,Ar-Alkyl|RCH2-OR|RCH2-NR2|R3C-NR2,2,1,,,,NaHCO3,DCM/H2O,,Alcohol_to_Alkyl_Halide: R2CH-OH + Ar-Alkyl|RCH2-OR|RCH2-NR2|R3C-NR2,Alcohol_to_Alkyl_Halide__R2CH-OH + Ar-Alkyl|RCH2-OR|RCH2-NR2|R3C-NR2
Alcohol_to_Alkyl_Halide,R2CH-OH,Bn-OH,2,1,,CuCl,,,CPME,,Alcohol_to_Alkyl_Halide: R2CH-OH + Bn-OH,Alcohol_to_Alkyl_Halide__R2CH-OH + Bn-OH
Alcohol_to_Alkyl_Halide,R2CH-OH|Alkyl-CF3|RCH2-OR,,2,2,,,,,MeCN,,Alcohol_to_Alkyl_Halide: R2CH-OH|Alkyl-CF3|RCH2-OR,Alcohol_to_Alkyl_Halide__R2CH-OH|Alkyl-CF3|RCH2-OR
Alcohol_to_Alkyl_Halide,R2CH-OH|HeteroAr-H|Indole,,2,1,,,,Et3N,DMSO/DCM,,Alcohol_to_Alkyl_Halide: R2CH-OH|HeteroAr-H|Indole,Alcohol_to_Alkyl_Halide__R2CH-OH|HeteroAr-H|Indole
Alcohol_to_Alkyl_Halide,R2CH-OH|RCH2-OR,,2,2,,,,,DCM,,Alcohol_to_Alkyl_Halide: R2CH-OH|RCH2-OR,Alcohol_to_Alkyl_Halide__R2CH-OH|RCH2-OR
Alcohol_to_Alkyl_Halide,R3C-Alkenyl|R3C-OH|Ar-Alkyl,,2,2,,,,,DCM,,Alcohol_to_Alkyl_Halide: R3C-Alkenyl|R3C-OH|Ar-Alkyl,Alcohol_to_Alkyl_Halide__R3C-Alkenyl|R3C-OH|Ar-Alkyl
Alcohol_to_Alkyl_Halide,RCH2-CHO|R_acidic-H,RCH2-OH,2,1,,,,,,,Alcohol_to_Alkyl_Halide: RCH2-CHO|R_acidic-H + RCH2-OH,Alcohol_to_Alkyl_Halide__RCH2-CHO|R_acidic-H + RCH2-OH
Alcohol_to_Alkyl_Halide,RCH2-COR|R_acidic-H,RCH2-OH,2,1,,,,,Ethylene glycol,,Alcohol_to_Alkyl_Halide: RCH2-COR|R_acidic-H + RCH2-OH,Alcohol_to_Alkyl_Halide__RCH2-COR|R_acidic-H + RCH2-OH
Alcohol_to_Alkyl_Halide,RCH2-NHR|R2CH-OH,Ar-Alkyl,2,1,,,,Et3N,DCM,,Alcohol_to_Alkyl_Halide: RCH2-NHR|R2CH-OH + Ar-Alkyl,Alcohol_to_Alkyl_Halide__RCH2-NHR|R2CH-OH + Ar-Alkyl
Alcohol_to_Alkyl_Halide,RCH2-OH,R2CH-NR2,2,1,,,PPh3,,DMF,,Alcohol_to_Alkyl_Halide: RCH2-OH + R2CH-NR2,Alcohol_to_Alkyl_Halide__RCH2-OH + R2CH-NR2
Alcohol_to_Alkyl_Halide,RCH2-OH|R2CH-OH,Acyl-Br,2,1,,,,,MeCN,AcOH,Alcohol_to_Alkyl_Halide: RCH2-OH|R2CH-OH + Acyl-Br,Alcohol_to_Alkyl_Halide__RCH2-OH|R2CH-OH + Acyl-Br
Alcohol_to_Alkyl_Halide,RCH2-OH|R2CH-OH,Alkyl-COOR,2,2,,,PPh3,Pyridine,DMF,Im,Alcohol_to_Alkyl_Halide: RCH2-OH|R2CH-OH + Alkyl-COOR,Alcohol_to_Alkyl_Halide__RCH2-OH|R2CH-OH + Alkyl-COOR
Alcohol_to_Alkyl_Halide,RCH2-OH|R2CH-OH,Alkyl-F|Ar-Alkyl|RCH2-NR2,2,1,,,,NaHCO3,DCM,,Alcohol_to_Alkyl_Halide: RCH2-OH|R2CH-OH + Alkyl-F|Ar-Alkyl|RCH2-NR2,Alcohol_to_Alkyl_Halide__RCH2-OH|R2CH-OH + Alkyl-F|Ar-Alkyl|RCH2-NR2
Alcohol_to_Alkyl_Halide,RCH2-OH|R2CH-OH,Ar-SR|CH3-NR2,2,1,,,,,DCM,TBAB,Alcohol_to_Alkyl_Halide: RCH2-OH|R2CH-OH + Ar-SR|CH3-NR2,Alcohol_to_Alkyl_Halide__RCH2-OH|R2CH-OH + Ar-SR|CH3-NR2
Alcohol_to_Alkyl_Halide,RCH2-OR|RCH2-NR2,R2CH-OH,2,1,,,,,DCM,,Alcohol_to_Alkyl_Halide: RCH2-OR|RCH2-NR2 + R2CH-OH,Alcohol_to_Alkyl_Halide__RCH2-OR|RCH2-NR2 + R2CH-OH
Alcohol_to_Alkyl_Halide,Alkyl-Alkenyl,R2CH-Cl,1,1,,,,NaHCO3/DBU/DABCO,PhMe,,Alcohol_to_Alkyl_Halide: Alkyl-Alkenyl + R2CH-Cl,Alcohol_to_Alkyl_Halide__Alkyl-Alkenyl + R2CH-Cl
Alcohol_to_Alkyl_Halide,Alkyl-COCl,R2CH-OH,1,1,,,,,MeCN,,Alcohol_to_Alkyl_Halide: Alkyl-COCl + R2CH-OH,Alcohol_to_Alkyl_Halide__Alkyl-COCl + R2CH-OH
Alcohol_to_Alkyl_Halide,Alkyl-Cl|Alkyl-F|RCH2-NR2,R2CH-OH|RCH2-NR2,1,1,,,,,,,Alcohol_to_Alkyl_Halide: Alkyl-Cl|Alkyl-F|RCH2-NR2 + R2CH-OH|RCH2-NR2,Alcohol_to_Alkyl_Halide__Alkyl-Cl|Alkyl-F|RCH2-NR2 + R2CH-OH|RCH2-NR2
Alcohol_to_Alkyl_Halide,Alkyl-F,RCH2-OH,1,1,,,,Et3N/NaHCO3,MeCN/H2O,,Alcohol_to_Alkyl_Halide: Alkyl-F + RCH2-OH,Alcohol_to_Alkyl_Halide__Alkyl-F + RCH2-OH
